Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Expense Type	Funds Center	Cost Desc	Merchant Type	Merchant Type Description	Purpose
MUNICIPAL LICENSING & STANDARDS	5467-2	2020-02-26	2020-02-26	APPLE.COM/CA	96.05	CAD	96.05	CAD	2099	2099	MS1011	MLS WORKFORCE PLANNING & DEVELOPMENT	5732	Electronic Sales	USB-C DIGITAL AV MULTIPORT ADAPTER-
					293.80	CAD	293.80	CAD							
FACILITIES MANAGEMENT	5450-5	2020-02-03	2020-02-04	APPLEBY LOCK	118.65	CAD	118.65	CAD	2530	2530	FA0408	1873 BLOOR ST W-OP-S(HIGH PARK)	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5450-6	2020-02-03	2020-02-04	APPLEBY LOCK	73.45	CAD	73.45	CAD	2530	2530	FA0278	433 EASTERN AVE-EDCT-OP-S	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5450-7	2020-02-03	2020-02-04	APPLEBY LOCK	96.05	CAD	96.05	CAD	2530	2530	FA1483	161 SPADINA RD.-LSNG	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5455-11	2020-02-06	2020-02-10	AMSTEL MANUFACTURING	"1,378.60"	CAD	"1,378.60"	CAD	2530	2530	FA0246	23 GRANGE RD-OP-S (UNIV. SETTLEMENT HSE)	5211	"Building Materials, Lumber Stores"	REPAIR SECURITY GATE
FACILITIES MANAGEMENT	5456-4	2020-02-10	2020-02-11	APPLEBY LOCK	457.65	CAD	457.65	CAD	2530	2530	FA0498	725 LOGAN AVE-OP-S(WITHROW PARK)	7399	Business Services - Not Elsewhere Classi	REKEY EXTERIOR DOORS SUPPLY 9 KEYS
FACILITIES MANAGEMENT	5457-10	2020-02-11	2020-02-12	PIEDMONT PLASTICS INC	"1,314.98"	CAD	"1,314.98"	CAD	2530	2530	FA0459	333 ANNETTE ST-OP-S(ANNETTE REC CENTRE)	5099	Durable Goods Not Elsewhere Classified	3/4 PLASTIC SHEETING
FACILITIES MANAGEMENT	5462-3	2020-02-18	2020-02-19	APPLEBY LOCK	79.10	CAD	79.10	CAD	2530	2530	FA0257	131 RIVER ST-OP-S (PROPERTY OPS GARAGE)	7399	Business Services - Not Elsewhere Classi	KIK CYLINDER
FACILITIES MANAGEMENT	5462-4	2020-02-18	2020-02-19	APPLEBY LOCK	209.05	CAD	209.05	CAD	2530	2530	FA0435	220 COWAN AVE-OP-S(MASARYK COMM. CENTRE)	7399	Business Services - Not Elsewhere Classi	KEYS
FACILITIES MANAGEMENT	5465-12	2020-02-21	2020-02-24	APPLEBY LOCK	457.65	CAD	457.65	CAD	2530	2530	FA0503	750 BLOOR ST W-OP-S(CHRISTIE PITS)	7399	Business Services - Not Elsewhere Classi	REKEY PROVIDE KEYS
FACILITIES MANAGEMENT	5469-3	2020-02-27	2020-02-28	ONTARIO ACOUSTIC SUPPL	342.89	CAD	342.89	CAD	2530	2530	FA0298	433 EASTERN AVE-WES-OP-S	5039	Construction Materials Not Elsewhere Cla	3 BOXES OF CEILING TILE
					"4,528.07"	CAD	"4,528.07"	CAD							
"PARKS, FORESTRY & RECREATION"	5456-5	2020-02-10	2020-02-11	DOLLARAMA #1059	9.10	CAD	9.10	CAD	2600	2600	P02456	ANTIBES CC-INSTRL-INDR	5310	Discount Stores	CLOROX WIPES
"PARKS, FORESTRY & RECREATION"	5457-11	2020-02-10	2020-02-12	CDN TIRE STORE #00126	79.09	CAD	79.09	CAD	2600	2600	P02456	ANTIBES CC-INSTRL-INDR	5200	Home Supply Warehouse	VTECH PHONE
					88.19	CAD	88.19	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5457-12	2020-02-11	2020-02-12	WWW.IKEA.CA	215.53	CAD	215.53	CAD	2600	2600	AH0057	MH MUS TODMORDEN MILLS PROGRAMMING	5712	"Equipment, Furniture, and Home Furnishin"	PROGRAM SUPPLIES FOR THE 1940S COTTAGE
ECONOMIC DEVELOPMENT & CULTURE	5458-4	2020-02-11	2020-02-13	HTD CANADA	125.48	CAD	125.48	CAD	2600	2600	AH0057	MH MUS TODMORDEN MILLS PROGRAMMING	5735	Record Shops	PROGRAM SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	5462-5	2020-02-18	2020-02-19	J.E. HASTINGS LTD.	330.69	CAD	330.69	CAD	2740	2740	AH0114	MH MUS TODMORDEN MILLS RETAIL	5441	"Candy, Nut, Confectionery Stores"	CANDIES FOR RESALE
ECONOMIC DEVELOPMENT & CULTURE	5466-6	2020-02-25	2020-02-25	AMZN MKTP CA SM4OJ92H3	153.64	CAD	153.64	CAD	2600	2600	AH0057	MH MUS TODMORDEN MILLS PROGRAMMING	4816	Computer Network/Information Services	PROGRAM SUPPLIES
					825.34	CAD	825.34	CAD							
"PARKS, FORESTRY & RECREATION"	5449-9	2020-01-31	2020-02-03	THE HOME DEPOT #7129	33.50	CAD	33.50	CAD	2531	2531	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  2X6X10 SPF.
"PARKS, FORESTRY & RECREATION"	5450-8	2020-02-03	2020-02-04	BOLTS PLUS	133.34	CAD	133.34	CAD	2710	2710	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	HARDWARE
"PARKS, FORESTRY & RECREATION"	5454-5	2020-02-06	2020-02-07	BOLTS PLUS	230.95	CAD	230.95	CAD	2710	2710	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	NUTS AND BOLTS
"PARKS, FORESTRY & RECREATION"	5455-12	2020-02-07	2020-02-10	BOLTS PLUS	22.35	CAD	22.35	CAD	2710	2710	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	NUTS AND BOLTS
"PARKS, FORESTRY & RECREATION"	5459-6	2020-02-13	2020-02-14	SPAR MARATHON ROOFING	310.11	CAD	310.11	CAD	2999	2999	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1520	General Contractors - Residential and Co	ROOF SHINGLES
"PARKS, FORESTRY & RECREATION"	5459-7	2020-02-13	2020-02-14	SPAR MARATHON ROOFING	57.40	CAD	57.40	CAD	2999	2999	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1520	General Contractors - Residential and Co	ROOF ICE SHIELD
"PARKS, FORESTRY & RECREATION"	5459-8	2020-02-13	2020-02-14	COMMERCIAL DOOR & HARD	7.50	CAD	7.50	CAD	2999	2999	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5072	Hardware Equipment and Supplies	Approved from list
"PARKS, FORESTRY & RECREATION"	5460-6	2020-02-13	2020-02-17	THE HOME DEPOT #7129	237.06	CAD	237.06	CAD	2531	2531	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  GS SMART WD
"PARKS, FORESTRY & RECREATION"	5460-7	2020-02-13	2020-02-17	THE HOME DEPOT #7129	75.91	CAD	75.91	CAD	2730	2730	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	EMP ENTRANCE
"PARKS, FORESTRY & RECREATION"	5460-8	2020-02-13	2020-02-17	THE HOME DEPOT #7129	74.48	CAD	74.48	CAD	2730	2730	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	"**MORE**  HDX 2"" BRUSH"
"PARKS, FORESTRY & RECREATION"	5465-13	2020-02-21	2020-02-24	RONA # 55030	40.49	CAD	40.49	CAD	2710	2710	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	ROOFING NAILS
"PARKS, FORESTRY & RECREATION"	5467-3	2020-02-24	2020-02-26	THE HOME DEPOT #7129	57.58	CAD	57.58	CAD	2999	2999	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  WEATHERSTRIP
					"1,280.67"	CAD	"1,280.67"	CAD							
CITY CLERKS OFFICE	5449-10	2020-01-31	2020-02-03	INSTITUTE OF PUBLIC	625.00	CAD	625.00	CAD	4256	4256	GV0009	FIN. & STRATEGIC PLANNING & EXECUTIVE	8398	"Organizations, Charitable and Social Ser"	IPAC LEDERSHIP CONFERENCE
					625.00	CAD	625.00	CAD							
MUNICIPAL LICENSING & STANDARDS	5465-14	2020-02-21	2020-02-24	AIR CAN  00142128301810	857.46	CAD	857.46	CAD	4253	4253	MS5030	TAS HEAD OFFICE	3009	Air Canada	AIRFARE TO CHAMELEON CONFERENCE
MUNICIPAL LICENSING & STANDARDS	5468-8	2020-02-25	2020-02-27	DELTA    000637355383539	661.14	CAD	661.14	CAD	4253	4253	MS5030	TAS HEAD OFFICE	3058	Delta	AIRFARE TO CHAMELEON CONFERENCE 
					"1,518.60"	CAD	"1,518.60"	CAD							
"PARKS, FORESTRY & RECREATION"	5456-6	2020-02-10	2020-02-11	MICHAELS #4921	93.69	CAD	93.69	CAD	2600	2600	P07745	OLYMPIUM-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	SPECIFIC COLORS AND SHAPE FOAM SHEETS/FOAM PIECES/STICKS
"PARKS, FORESTRY & RECREATION"	5456-7	2020-02-10	2020-02-11	DOLLARAMA #1047	133.40	CAD	133.40	CAD	2600	2600	P07745	OLYMPIUM-PRGM SUPPORT	5310	Discount Stores	"SUPPLIES FOR FAMILY DAY EVENTS - BALLOONS, PAPER BAGS BRISTOL BOARD, CLOTHES PINS, COFFEE CUP, WOODEN STICKS, FREEZER BA"
"PARKS, FORESTRY & RECREATION"	5457-13	2020-02-10	2020-02-12	WAL-MART # 3031	124.42	CAD	124.42	CAD	2750	2750	P07745	OLYMPIUM-PRGM SUPPORT	5310	Discount Stores	"FOOD SUPPLIES FOR FAMILY DAY EVENTS - JUICE COFFEE, POPCORN"
"PARKS, FORESTRY & RECREATION"	5460-9	2020-02-14	2020-02-17	WAL-MART # 3031	340.03	CAD	340.03	CAD	2600	2600	P07745	OLYMPIUM-PRGM SUPPORT	5310	Discount Stores	SPORTS EQUIPMENT FOR FAMILY DAY GYM EVENTS AND ADDITONAL FOOD
					691.54	CAD	691.54	CAD							
"PARKS, FORESTRY & RECREATION"	5451-6	2020-02-04	2020-02-05	OMNIFLEX HOSE & EQUIPM	389.57	CAD	389.57	CAD	2120	2120	P01191	S-CENTRAL AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	HOSE
"PARKS, FORESTRY & RECREATION"	5457-14	2020-02-10	2020-02-12	CDN TIRE STORE #00273	429.35	CAD	429.35	CAD	2401	2401	P00483	TEY-TECH-SMALL-ENGINES	5200	Home Supply Warehouse	TRANSMISSION FLUID
"PARKS, FORESTRY & RECREATION"	5469-4	2020-02-27	2020-02-28	OMNIFLEX HOSE & EQUIPM	97.84	CAD	97.84	CAD	2120	2120	P01191	S-CENTRAL AIRS-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULI HOSE
					916.76	CAD	916.76	CAD							
TORONTO WATER	5455-13	2020-02-08	2020-02-10	PRINCESS AUTO 12	37.28	CAD	37.28	CAD	2120	2120	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5085	Industrial Supplies Not Elsewhere Classi	INSIDE BEARING PULLER
TORONTO WATER	5459-9	2020-02-12	2020-02-14	SAYAL ELECTRONICS (MIS	33.56	CAD	33.56	CAD	2575	2575	TW7070	WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC	5732	Electronic Sales	SOCKET AND ADAPTER
					70.84	CAD	70.84	CAD							
CITY CLERKS OFFICE	5463-5	2020-02-19	2020-02-20	PAYPAL  NAVA	81.55	CAD	60.00	USD	2020	2020	GV0019	STRATEGIC PROTOCOL & EXTERNAL RELATIONS	8398	"Organizations, Charitable and Social Ser"	ANNUAL FEE FOR SPER'S DIGITAL SUBSCRIPTIONS TO NORTH AMERICAN VEXILLOLOGICAL ASSOCIATION (NAVA)
					81.55	CAD	60.00	USD							
FIRE SERVICES	5462-6	2020-02-17	2020-02-19	PETROCAN	66.75	CAD	66.75	CAD	*****	*****	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	**MORE**  FUEL
FIRE SERVICES	5462-7	2020-02-18	2020-02-19	POSTMEDIA CAN	112.99	CAD	112.99	CAD	2020	2020	FR0013	EMERGENCY COMMUNICATIONS	2741	Miscellaneous Publishing and Printing	NATIONAL POST ONLINE SUBSCRIPTION
FIRE SERVICES	5463-6	2020-02-18	2020-02-20	STAR METROLAND SBSCRP	1.12	CAD	1.12	CAD	2020	2020	FR0013	EMERGENCY COMMUNICATIONS	5192	"Books, Periodicals, and Newspapers"	TORONTO STAR ONLINE SUBSCRIPTION
FIRE SERVICES	5466-7	2020-02-24	2020-02-25	PIONEER STN #185	53.00	CAD	53.00	CAD	2260	2260	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL
					233.86	CAD	233.86	CAD							
"PARKS, FORESTRY & RECREATION"	5451-7	2020-02-04	2020-02-05	AMZN MKTP CA BA5G95WU3	21.99	CAD	21.99	CAD	2600	2600	P13237	SPECIAL EVENTS - OAKRIDGE CRC	4816	Computer Network/Information Services	BRACELETS FAMILY DAY CARNIVAL
"PARKS, FORESTRY & RECREATION"	5453-5	2020-02-06	2020-02-06	AMZN MKTP CA 2X4GJ57G3	136.95	CAD	136.95	CAD	2600	2600	P13237	SPECIAL EVENTS - OAKRIDGE CRC	4816	Computer Network/Information Services	SMALL TOYS FAMILY DAY
"PARKS, FORESTRY & RECREATION"	5458-5	2020-02-11	2020-02-13	WAL MART CANADA INC	124.73	CAD	124.73	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5310	Discount Stores	COOKING CLASS FOOD OAKRIDGE
"PARKS, FORESTRY & RECREATION"	5458-6	2020-02-12	2020-02-13	STRAIGHT POKER SUPPLIE	34.99	CAD	34.99	CAD	2600	2600	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5941	Sporting Goods Stores	POPCORN
"PARKS, FORESTRY & RECREATION"	5459-10	2020-02-12	2020-02-14	YOUR DOLLAR STORE WITH	79.67	CAD	79.67	CAD	2600	2600	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5999	Miscellaneous and Specialty Retail Store	SCIENCE EXPERIMENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	5459-11	2020-02-14	2020-02-14	COSTCO DELIVERY #595	485.28	CAD	485.28	CAD	2750	2750	P13237	SPECIAL EVENTS - OAKRIDGE CRC	5300	Wholesale Clubs	"HOT DOGS, BEVERAGES, CANDY FAMILY DAY"
"PARKS, FORESTRY & RECREATION"	5460-10	2020-02-15	2020-02-17	AMZN MKTP CA ZI2BJ9VB3	84.40	CAD	84.40	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	4816	Computer Network/Information Services	"TOYS, FLOOR MAT, PRESCHOOL"
"PARKS, FORESTRY & RECREATION"	5460-11	2020-02-15	2020-02-17	FRESH CO #9679	3.79	CAD	3.79	CAD	2600	2600	P05216	MCGREGOR PARK-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	CORN SYRUP
"PARKS, FORESTRY & RECREATION"	5462-8	2020-02-18	2020-02-19	AMZN MKTP CA 0C89D4BA3	24.27	CAD	24.27	CAD	2600	2600	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	4816	Computer Network/Information Services	FIFA FOR XBOX
"PARKS, FORESTRY & RECREATION"	5462-9	2020-02-18	2020-02-19	FRESH CO #9679	32.24	CAD	32.24	CAD	2600	2600	P05216	MCGREGOR PARK-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	TACO COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	5463-7	2020-02-19	2020-02-20	COSTCO BUSINESS CENTER	190.52	CAD	190.52	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5300	Wholesale Clubs	SNACKS FOR AFTERSCHOOL PROGRAM
"PARKS, FORESTRY & RECREATION"	5463-8	2020-02-20	2020-02-20	AMZN MKTP CA DG8V05C93	136.70	CAD	136.70	CAD	2600	2600	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	4816	Computer Network/Information Services	"NHL 19, NBA 2K20, XBOX CONTROLLER"
"PARKS, FORESTRY & RECREATION"	5464-6	2020-02-20	2020-02-21	IKEA NORTH YORK	164.85	CAD	164.85	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5712	"Equipment, Furniture, and Home Furnishin"	"TOYS, TRAINS FOR PRESCHOOL ROOM"
					"1,520.38"	CAD	"1,520.38"	CAD							
 ENVIRONMENT & CLIMATE	5450-9	2020-02-03	2020-02-04	EVENTBRITE/THEWILDANDW	22.23	CAD	22.23	CAD	4310	4310	WE0050	PARTNERSHIPS AND INNOVATIONS	7922	Theatrical Producers (except Motion Pict	INFORMATION SESSION ADMISSION
 ENVIRONMENT & CLIMATE	5458-7	2020-02-12	2020-02-13	EVENTBRITE/POLLINATION	101.20	CAD	101.20	CAD	4256	4256	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	7922	Theatrical Producers (except Motion Pict	POLLINATION GUELPH'S 13TH ANNUAL SYMPOSIUM - CLIMATE CHANGE AND POLLINATORS
 ENVIRONMENT & CLIMATE	5469-5	2020-02-27	2020-02-28	BECK TAXI	37.00	CAD	37.00	CAD	4452	4452	FA3063	ADMIN - ENVIRONMENT & ENERGY OUTREACH	4121	Limousines and Taxicabs	GROUND TRANSPORATION
					160.43	CAD	160.43	CAD							
"PARKS, FORESTRY & RECREATION"	5454-6	2020-02-06	2020-02-07	IN  DEALER SECURITY IN	621.61	CAD	621.61	CAD	2999	2999	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7393	"Detective Agencies, Protective Agencies,"	KEY PEGS AND ID TAGS FOR KEYBOARD
"PARKS, FORESTRY & RECREATION"	5455-14	2020-02-06	2020-02-10	GEO. BEZDAN SALES LTD	601.16	CAD	601.16	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5719	Miscellaneous House Furnishing Specialty	GATE LATCHES
"PARKS, FORESTRY & RECREATION"	5455-15	2020-02-06	2020-02-10	THE HOME DEPOT #7080	374.11	CAD	374.11	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  100L LTCH BX
"PARKS, FORESTRY & RECREATION"	5457-15	2020-02-10	2020-02-12	CDN TIRE STORE #00654	180.79	CAD	180.79	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	WALL BRACKET
"PARKS, FORESTRY & RECREATION"	5457-16	2020-02-11	2020-02-12	ROMA FENCE LTD	947.00	CAD	947.00	CAD	4468	4468	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE HARDWARE
"PARKS, FORESTRY & RECREATION"	5463-9	2020-02-18	2020-02-20	CDN TIRE STORE #00654	101.64	CAD	101.64	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	VACUUM PARTS
"PARKS, FORESTRY & RECREATION"	5465-15	2020-02-21	2020-02-24	CUSTOM DOOR AND LOCK S	96.62	CAD	96.62	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7399	Business Services - Not Elsewhere Classi	KEYS
"PARKS, FORESTRY & RECREATION"	5466-8	2020-02-24	2020-02-25	STEPHENSON'S RENTAL SE	274.03	CAD	274.03	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	7394	"Equipment Rental and Leasing Services, F"	"FAN BLOWER , HOSES RENTAL"
					"3,196.96"	CAD	"3,196.96"	CAD							
"PARKS, FORESTRY & RECREATION"	5450-10	2020-02-03	2020-02-04	METRO #758	45.74	CAD	45.74	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"POTATOES, CUTLERY, CORN STARCH"
"PARKS, FORESTRY & RECREATION"	5451-8	2020-02-04	2020-02-05	THE SOURCE #51160	45.19	CAD	45.19	CAD	2010	2010	P01321	TRACE MANES COMPLEX-PRGM SUPPORT	5732	Electronic Sales	SCREEN PROTECTOR FOR WORK PHONE
"PARKS, FORESTRY & RECREATION"	5454-7	2020-02-06	2020-02-07	BAYVIEW VALU-MART #272	7.49	CAD	7.49	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHICKEN BOUILLON, MOZZARELLA CHEESE"
"PARKS, FORESTRY & RECREATION"	5456-8	2020-02-10	2020-02-11	DOLLARAMA # 213	16.16	CAD	16.16	CAD	2600	2600	P01970	MAURICE CODY-SOCIAL PRGM	5310	Discount Stores	STICKERS
"PARKS, FORESTRY & RECREATION"	5456-9	2020-02-10	2020-02-11	METRO #758	33.76	CAD	33.76	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PRIMO PASTA, MUSTARD, BASIL, ETC"
"PARKS, FORESTRY & RECREATION"	5458-8	2020-02-12	2020-02-13	METRO #758	19.12	CAD	19.12	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BAGUETTE, CHEESE, ETC"
"PARKS, FORESTRY & RECREATION"	5464-7	2020-02-20	2020-02-21	METRO #758	38.42	CAD	38.42	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"KETCHUP SEASAME, CHICKEN BREAST"
"PARKS, FORESTRY & RECREATION"	5466-9	2020-02-24	2020-02-25	METRO #758	6.21	CAD	6.21	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GREEN PEPPER, POTATOES, ETC"
"PARKS, FORESTRY & RECREATION"	5469-6	2020-02-27	2020-02-28	METRO #758	31.88	CAD	31.88	CAD	2750	2750	P01970	MAURICE CODY-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHOCOLTE CHIPS, BUTTER, BLUEBERRY"
					243.97	CAD	243.97	CAD							
"PARKS, FORESTRY & RECREATION"	5453-6	2020-02-04	2020-02-06	THE HOME DEPOT #7080	74.53	CAD	74.53	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	20IN STRETCH
"PARKS, FORESTRY & RECREATION"	5455-16	2020-02-07	2020-02-10	STRONGCO	"2,260.00"	CAD	"2,260.00"	CAD	3099	3099	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	1799	"Contractors, Special Trade - Not Elsewhe"	VINYL CAB
"PARKS, FORESTRY & RECREATION"	5456-10	2020-02-09	2020-02-11	THE HOME DEPOT #7013	44.70	CAD	44.70	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	**MORE**  26PC KIT
"PARKS, FORESTRY & RECREATION"	5457-17	2020-02-11	2020-02-12	ROMA FENCE LTD	947.00	CAD	947.00	CAD	2999	2999	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	NO PRODUCT AS IT WAS RETURNED
"PARKS, FORESTRY & RECREATION"	5457-18	2020-02-11	2020-02-12	ROMA FENCE LTD	"3,843.24"	CAD	"3,843.24"	CAD	2199	2199	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	FENCE HARDWARE MATERIALS
"PARKS, FORESTRY & RECREATION"	5458-9	2020-02-12	2020-02-13	COSTCO WHOLESALE W524	326.55	CAD	326.55	CAD	2710	2710	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5300	Wholesale Clubs	SURGE PROTECTOR
"PARKS, FORESTRY & RECREATION"	5459-12	2020-02-13	2020-02-14	ROMA FENCE LTD	755.11	CAD	755.11	CAD	2786	2786	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	CAFFABRIC COVERING
"PARKS, FORESTRY & RECREATION"	5462-10	2020-02-18	2020-02-19	GEORGINA KITCHENS	"1,411.39"	CAD	"1,411.39"	CAD	2530	2530	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	1799	"Contractors, Special Trade - Not Elsewhe"	CUPBOARDS
"PARKS, FORESTRY & RECREATION"	5462-11	2020-02-11	2020-02-19	ROMA FENCE LTD	-947.00	CAD	-947.00	CAD	2999	2999	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5211	"Building Materials, Lumber Stores"	PRODUCT RETURNED
					"8,715.52"	CAD	"8,715.52"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	5457-19	2020-02-10	2020-02-12	BECK TAXI	66.25	CAD	66.25	CAD	4220	4220	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4121	Limousines and Taxicabs	"GROUND TRANSPORT -LONDON,UK"
ECONOMIC DEVELOPMENT & CULTURE	5457-20	2020-02-11	2020-02-12	LUL TICKET MACHINE	35.33	CAD	20.00	GBP	4230	4230	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4112	Passenger Railways	"OYSTER PASS FOR MTGS & EVNTS -LONDON,UK"
ECONOMIC DEVELOPMENT & CULTURE	5459-13	2020-02-14	2020-02-14	THE IVY MARKET GRILL	77.39	CAD	43.59	GBP	4230	4230	ED0154	BGS BRE INTERNATIONAL ALLIANCE	5812	"Eating Places, Restaurants"	"BUSINESS MEETING -LONDON,UK"
ECONOMIC DEVELOPMENT & CULTURE	5460-12	2020-02-14	2020-02-17	AEROPORTTAXI  LIMOUSIN	54.00	CAD	54.00	CAD	4220	4220	ED0154	BGS BRE INTERNATIONAL ALLIANCE	4121	Limousines and Taxicabs	"GROUND TRANSPORT -LONDON,UK"
					232.97	CAD	120.25	CAD							
							63.59	GBP							
"PARKS, FORESTRY & RECREATION"	5451-9	2020-02-04	2020-02-05	LOBLAWS #1021	130.77	CAD	130.77	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SUSHI, FRIED CHICKEN SANDWICHES"
"PARKS, FORESTRY & RECREATION"	5451-10	2020-02-04	2020-02-05	FRESH CO #9679	60.11	CAD	60.11	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CHICKEN
"PARKS, FORESTRY & RECREATION"	5453-7	2020-02-05	2020-02-06	LOBLAWS #1021	6.00	CAD	6.00	CAD	2750	2750	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BRIOCHE BUNS
"PARKS, FORESTRY & RECREATION"	5457-21	2020-02-11	2020-02-12	NOFRILLS ROD&JOES	1.00	CAD	1.00	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PASTA
"PARKS, FORESTRY & RECREATION"	5459-14	2020-02-12	2020-02-14	BULK BARN #565	41.66	CAD	41.66	CAD	2600	2600	P07897	OAKRIDGE CRC-SOCIAL PRGM	5499	Miscellaneous Food Stores - Convenience	"SPRINKES, ICING, FAMILY DAY CARNIVAL"
