Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3637-9	2015-08-20	2015-08-21	METRO #712	97.78	CAD	97.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04600	GOULDING CC-SPORTS CAMPS	5411	"Grocery Stores, Supermarkets"	"GROCERY - FLOUR, PIZZA SAUCE,CHEESE,PEPPERONI"	
"PARKS, FORESTRY & RECREATION"	3641-4	2015-08-21	2015-08-25	CDN TIRE STORE #00126	38.05	CAD	38.05	CAD	2730	LOCKS	P04600	GOULDING CC-SPORTS CAMPS	5200	Home Supply Warehouse	KEYS CUTTING AND KEY RINGS	
"PARKS, FORESTRY & RECREATION"	3641-5	2015-08-23	2015-08-25	YOUR DOLLARSTORE WITH	33.05	CAD	33.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5999	Miscellaneous and Specialty Retail Store	STORAGE CONTAINERS FOR FACILITY	
"PARKS, FORESTRY & RECREATION"	3641-6	2015-08-23	2015-08-25	THE HOME DEPOT #7161	33.91	CAD	33.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5200	Home Supply Warehouse	**MORE**  KLB-BELT KEY	
					"1,336.31"	CAD	"1,336.31"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3611-4	2015-07-31	2015-08-03	LOBLAWS #1010	8.55	CAD	8.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"PLASTIC SPOONS, PAPER NAPKINS"	
ECONOMIC DEVELOPMENT & CULTURE	3635-5	2015-08-19	2015-08-20	LOBLAWS #1010	17.28	CAD	17.28	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	AH0055	HS-MH-COLLECTION MGMT-ZION SCHOO	5411	"Grocery Stores, Supermarkets"	"FOIL, SANDWICH BAGS, CORN SYRUP"	
ECONOMIC DEVELOPMENT & CULTURE	3644-3	2015-08-26	2015-08-27	LOBLAWS #1010	4.97	CAD	4.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	MILK	
					30.80	CAD	30.80	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3631-4	2015-08-16	2015-08-17	LOBLAWS #1212	9.45	CAD	9.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	EGGS AND BUTTER	
					9.45	CAD	9.45	CAD								
"PARKS, FORESTRY & RECREATION"	3629-2	2015-08-12	2015-08-14	CDN TIRE STORE #00192	11.85	CAD	11.85	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	BOLT LOCK	
"PARKS, FORESTRY & RECREATION"	3629-3	2015-08-12	2015-08-14	CDN TIRE STORE #00192	248.59	CAD	248.59	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	TOILET	
"PARKS, FORESTRY & RECREATION"	3631-5	2015-08-14	2015-08-17	TURF CARE	100.21	CAD	100.21	CAD	2130	PARTS - MOBILE EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	BEDKNIFE	
"PARKS, FORESTRY & RECREATION"	3632-6	2015-08-17	2015-08-18	VANDEN BUSSCHE IRRIGAT	35.49	CAD	35.49	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5719	Miscellaneous House Furnishing Specialty	"ULTRA FIX COUPLING, PVC COUPLING"	
"PARKS, FORESTRY & RECREATION"	3637-10	2015-08-19	2015-08-21	ALLTURF LTD.	574.50	CAD	574.50	CAD	2499	OTHER CHEMICALS	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	BANNER MAXX 2X3.78L	
"PARKS, FORESTRY & RECREATION"	3646-2	2015-08-27	2015-08-28	NATIONAL HOSE AND EQUI	99.93	CAD	99.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	HYDRAULIC HOSE	
					"1,070.57"	CAD	"1,070.57"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3637-11	2015-08-20	2015-08-21	IC RADIO LICENSES RADI	82.00	CAD	82.00	CAD	4830	PERMIT & LICENSE FEES	F01523	BIRKDALE RES - PROPERTY SERVICES	9399	Government Services - Not Elsewhere Clas	RADIO LICENSING FEE	
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3639-3	2015-08-21	2015-08-24	FANTASY FAIR	455.50	CAD	455.50	CAD	4118	TICKETS AND ADMISSION FEES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CLIENT - CHILDREN'S PROGRAM TRIP	
					537.50	CAD	537.50	CAD								
LONG TERM CARE HOMES & SERVICES	3611-5	2015-07-31	2015-08-03	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS	
LONG TERM CARE HOMES & SERVICES	3624-9	2015-08-07	2015-08-10	CANADIAN CARD SYSTEMS	"1,525.50"	CAD	"1,525.50"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A144	BENDALE ACRES-NS-NA	7338	"Quick Copy, Reproduction, and Blueprinti"	INK FOR ADDRESSOGRAPH	
LONG TERM CARE HOMES & SERVICES	3627-4	2015-08-10	2015-08-12	PAYPAL *DAYCLOXCANA	127.58	CAD	127.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5946	Camera and Photographic Supply Stores	WALLCLOCK FOR RESIDENT UNIT	
LONG TERM CARE HOMES & SERVICES	3627-5	2015-08-10	2015-08-12	TOR. ANIMAL SVCS-E-PET	15.00	CAD	15.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	9399	Government Services - Not Elsewhere Clas	RESIDENT CAT LICENCE	
LONG TERM CARE HOMES & SERVICES	3631-6	2015-08-14	2015-08-17	SETON	275.63	CAD	275.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3A061	BENDALE ACRES-MT-OA	5099	Durable Goods Not Elsewhere Classified	HEAD CONTROL FOR CALL BELL SYSTEM	
LONG TERM CARE HOMES & SERVICES	3641-7	2015-08-24	2015-08-25	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS	
					"2,138.53"	CAD	"2,138.53"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3627-6	2015-08-10	2015-08-12	PARKING AUTHORITYOFTOR	2.50	CAD	2.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3634-5	2015-08-18	2015-08-19	TORONTO PARKING AUTHOR	6.00	CAD	6.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	3644-4	2015-08-25	2015-08-27	PARKING AUTHORITYOFTOR	17.50	CAD	17.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING	
					26.00	CAD	26.00	CAD								
"PARKS, FORESTRY & RECREATION"	3637-12	2015-08-19	2015-08-21	CDN TIRE STORE #00294	65.88	CAD	65.88	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5200	Home Supply Warehouse	"SNOW GUARD, CAMP DRY"	
					65.88	CAD	65.88	CAD								
"PARKS, FORESTRY & RECREATION"	3628-7	2015-08-12	2015-08-13	FEDEX-YIB	63.13	CAD	63.13	CAD	4995	OTHER EXPENSES	P00859	ALNESS YD-YARD OPERNS	4215	"Courier Services - Air & Ground, Freight"	DUTIES ON EQUIPMENT PARTS	
					63.13	CAD	63.13	CAD								
"PARKS, FORESTRY & RECREATION"	3639-4	2015-08-21	2015-08-24	BUNNING SPLICING   RIG	263.70	CAD	263.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00070	S-WEST-PRUNING/REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	MACHINE EYEBOLT	
"PARKS, FORESTRY & RECREATION"	3648-7	2015-08-28	2015-08-31	M.K.RITTENHOUSE   SONS	399.33	CAD	399.33	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5261	Lawn and Garden Supply Stores	COMPOST TEA CATALYST	
					663.03	CAD	663.03	CAD								
"PARKS, FORESTRY & RECREATION"	3618-6	2015-08-05	2015-08-06	RIPLEYS AQUARIUM	154.20	CAD	154.20	CAD	4118	TICKETS AND ADMISSION FEES	P06074	OCONNOR CC-SOCIAL PRGM	7998	"Aquariums, Dolphinariums, Seaquariums"	PRESCHOOL CAMP ADMISSION FEE #609372	
"PARKS, FORESTRY & RECREATION"	3624-10	2015-08-07	2015-08-10	CINEPLEX 7253     QPS	395.75	CAD	395.75	CAD	4118	TICKETS AND ADMISSION FEES	P04667	OCONNOR CC-SUMMER CAMPS	7832	Motion Picture Theaters	CHILDREN'S CAMP ADMISSION MOVIE TICKETS	
"PARKS, FORESTRY & RECREATION"	3628-8	2015-08-11	2015-08-13	WAL-MART #3159	217.35	CAD	217.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04667	OCONNOR CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CHILDREN'S CAMP SUPPLIES-CHICKEN WEINERS,PILLSBURY"	
"PARKS, FORESTRY & RECREATION"	3628-9	2015-08-12	2015-08-13	RIPLEYS AQUARIUM	"1,125.34"	CAD	"1,125.34"	CAD	4118	TICKETS AND ADMISSION FEES	P04667	OCONNOR CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	CHILDREN'S CAMP ADMISSION TICKETS #609492	
"PARKS, FORESTRY & RECREATION"	3631-7	2015-08-13	2015-08-17	CHECKERS FUN FACTORY I	870.10	CAD	870.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04667	OCONNOR CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	"CAMP CARNIVAL SUPPLIES-DEMO BALL, CANDY FL MACHINE"	
					"2,762.74"	CAD	"2,762.74"	CAD								
"PARKS, FORESTRY & RECREATION"	3639-5	2015-08-20	2015-08-24	WAL-MART #3159	28.83	CAD	28.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GARLIC, TOMATOES, PASTA"	
"PARKS, FORESTRY & RECREATION"	3639-6	2015-08-21	2015-08-24	STRAIGHT POKER SUPPLIE	723.19	CAD	723.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5941	Sporting Goods Stores	POPCORN MACHINE AND POPCORN-OAKRIDGE SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3639-7	2015-08-22	2015-08-24	WAL-MART #3635	19.50	CAD	19.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL PRGM	5310	Discount Stores	GROUND BEEF	
"PARKS, FORESTRY & RECREATION"	3648-8	2015-08-28	2015-08-31	BEST BUY CANADA #943	84.74	CAD	84.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07692	MCGREGOR PARK-PRGM SUPPORT	5732	Electronic Sales	MICROPHONE	
					856.26	CAD	856.26	CAD								
PUBLIC HEALTH	3644-5	2015-08-26	2015-08-27	WWW.ISTOCK.COM	"1,381.00"	CAD	"1,381.00"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PH1051	INFORMATION TECHNOLOGY	7333	"Commercial Art, Graphics, Photography"	PAY-AS-YOU-GO: 150 CREDITS	
					"1,381.00"	CAD	"1,381.00"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-6	2015-07-30	2015-08-03	THE HOME DEPOT #7264	67.77	CAD	67.77	CAD	2710	GENERAL HARDWARE	P04899	WALLACE EMERSON-SUMMER CAMPS	5200	Home Supply Warehouse	20X30 TARP	
"PARKS, FORESTRY & RECREATION"	3618-7	2015-08-05	2015-08-06	CHILD'S PLAY	450.00	CAD	450.00	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	5812	"Eating Places, Restaurants"	ADMISSION - CAMP TRIP (DEPOSIT)	
"PARKS, FORESTRY & RECREATION"	3621-10	2015-08-06	2015-08-07	CINEPLEX 7130	368.25	CAD	368.25	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3626-4	2015-08-10	2015-08-11	CINEPLEX 7130	215.00	CAD	215.00	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3629-4	2015-08-13	2015-08-14	CHILD'S PLAY	622.37	CAD	622.37	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	5812	"Eating Places, Restaurants"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3634-6	2015-08-18	2015-08-19	FRESHCO #9880	16.01	CAD	16.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3634-7	2015-08-18	2015-08-19	FRESHCO #9880	24.52	CAD	24.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3635-6	2015-08-20	2015-08-20	EVENT DIRECT	"1,213.62"	CAD	"1,213.62"	CAD	4590	RENTAL - OTHER	P04899	WALLACE EMERSON-SUMMER CAMPS	8999	Professional Services - Not Elsewhere Cl	"RENTAL - DUNK TANK, BOUNCY CASTLE"	
					"2,977.54"	CAD	"2,977.54"	CAD								
"PARKS, FORESTRY & RECREATION"	3637-13	2015-08-20	2015-08-21	VERMEER CANADA INC	140.02	CAD	140.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	7394	"Equipment Rental and Leasing Services, F"	TOW HITCH FOR A CHIPPER	
"PARKS, FORESTRY & RECREATION"	3637-14	2015-08-20	2015-08-21	PRINCESS AUTO	233.19	CAD	233.19	CAD	2710	GENERAL HARDWARE	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	TARP	
"PARKS, FORESTRY & RECREATION"	3642-2	2015-08-25	2015-08-26	INVESTMENTS HARDWARE (	72.77	CAD	72.77	CAD	2135	PARTS - TIRES/TUBES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5251	Hardware Stores	WHEEL BARROW TIRES	
					445.98	CAD	445.98	CAD								
CITY CLERK'S OFFICE	3611-7	2015-07-31	2015-08-03	BITMAKERLABS.COM	"2,825.00"	CAD	"2,825.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	GV0010	BUSINESS & TECHNOLOGY PLANNING	8299	Educational Services	"""USER EXPERIENCE DESIGN"" TRAINING COURSE"	
CITY CLERK'S OFFICE	3644-6	2015-08-26	2015-08-27	PROJECT MANAGEMENT INS	243.08	CAD	179.67	USD	4760	MEMBERSHIP FEES	GV0010	BUSINESS & TECHNOLOGY PLANNING	8299	Educational Services	2015-2016 MEMBERSHIP RENEWAL	
					"3,068.08"	CAD	"2,825.00"	CAD								
							179.67	USD								
"PARKS, FORESTRY & RECREATION"	3611-8	2015-07-30	2015-08-03	WAL-MART # 3740	43.73	CAD	43.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3611-9	2015-07-31	2015-08-03	AFRICAN LION SAFARI AN	"1,428.35"	CAD	"1,428.35"	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3621-11	2015-08-06	2015-08-07	CANADA'S WONDERLAND-ES	"2,612.70"	CAD	"2,612.70"	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3624-11	2015-08-07	2015-08-10	CANADA'S WONDERLAND-RE	24.84	CAD	24.84	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION FEES - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3628-10	2015-08-11	2015-08-13	WAL-MART # 3740	61.81	CAD	61.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPECIAL EVENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3631-8	2015-08-14	2015-08-17	RIPLEYS AQUARIUM	858.57	CAD	858.57	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	ADMISSION FEES - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	3635-7	2015-08-19	2015-08-20	STAPLES STORE #12	85.19	CAD	85.19	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P06776	ELMBANK-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PROMOTIONAL MATERIAL FOR BACK TO SCHOOL BBQ	
"PARKS, FORESTRY & RECREATION"	3637-15	2015-08-19	2015-08-21	SHOPPERSDRUGMART0857	56.00	CAD	56.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P05093	ELMBANK CC-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	STAFF TRANSIT	
"PARKS, FORESTRY & RECREATION"	3646-3	2015-08-27	2015-08-28	PAVAO MEATS WHOLESALE	200.85	CAD	200.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5422	"Freezer, Locker Meat Provisioners"	BACK TO SCHOOL BBQ SUPPLIES	
					"5,372.04"	CAD	"5,372.04"	CAD								
LONG TERM CARE HOMES & SERVICES	3611-10	2015-07-31	2015-08-03	JOERNS HEALTHCARE	"1,659.30"	CAD	"1,659.30"	CAD	2700	MATTRESSES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	**MORE**  PENDANTS	
LONG TERM CARE HOMES & SERVICES	3618-8	2015-08-05	2015-08-06	METRO COMPACTOR SERVIC	197.24	CAD	197.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	COMPACTOR CHUTE REPAIRS	
LONG TERM CARE HOMES & SERVICES	3624-12	2015-08-05	2015-08-10	HART PUMP SERVICE (198	220.35	CAD	220.35	CAD	2590	EMERGENCY SERVICES SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	1711	"Air Conditioning, Heating, and Plumbing"	DRAIN PIPE INSTALLATION	
LONG TERM CARE HOMES & SERVICES	3634-8	2015-08-17	2015-08-19	BRODI SPECIALTY PRODUC	778.43	CAD	778.43	CAD	2570	JANITORIAL SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	CHEMICALS	
LONG TERM CARE HOMES & SERVICES	3646-4	2015-08-26	2015-08-28	KEY SOLUTIONS	"1,601.78"	CAD	"1,601.78"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	7393	"Detective Agencies, Protective Agencies,"	NURSE CALL PANEL - 4TH FLOOR	
LONG TERM CARE HOMES & SERVICES	3646-5	2015-08-26	2015-08-28	KEY SOLUTIONS	339.00	CAD	339.00	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	7393	"Detective Agencies, Protective Agencies,"	MAINENTANCE OF ROAM ALERT SYSTEM	
LONG TERM CARE HOMES & SERVICES	3646-6	2015-08-26	2015-08-28	KEY SOLUTIONS	339.00	CAD	339.00	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	7393	"Detective Agencies, Protective Agencies,"	MAINENTANCE OF EXTERIOR DOOR SYSTEM	
LONG TERM CARE HOMES & SERVICES	3646-7	2015-08-26	2015-08-28	KEY SOLUTIONS	418.10	CAD	418.10	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	7393	"Detective Agencies, Protective Agencies,"	MAINENTANCE OF ROAM ALERT SYSTEM	
					"5,553.20"	CAD	"5,553.20"	CAD								
"PARKS, FORESTRY & RECREATION"	3618-9	2015-08-05	2015-08-06	COLLINS AUTOMOTIVE PAR	83.89	CAD	83.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BLACK RTV	
"PARKS, FORESTRY & RECREATION"	3621-12	2015-08-06	2015-08-07	COLLINS AUTOMOTIVE PAR	100.80	CAD	100.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	SPARK PLUG	
"PARKS, FORESTRY & RECREATION"	3624-13	2015-08-07	2015-08-10	ALPINE LAWN   GARDEN E	199.67	CAD	199.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR	
"PARKS, FORESTRY & RECREATION"	3624-14	2015-08-07	2015-08-10	ALPINE LAWN   GARDEN E	91.41	CAD	91.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	CLUTCH	
"PARKS, FORESTRY & RECREATION"	3628-11	2015-08-12	2015-08-13	ALPINE LAWN   GARDEN E	323.96	CAD	323.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR	
"PARKS, FORESTRY & RECREATION"	3628-12	2015-08-12	2015-08-13	ALPINE LAWN   GARDEN E	56.28	CAD	56.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5261	Lawn and Garden Supply Stores	SPRING	
"PARKS, FORESTRY & RECREATION"	3628-13	2015-08-12	2015-08-13	B.E. LARKIN EQUIPMENT	166.54	CAD	166.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5599	"Miscellaneous Automotive, Aircraft, and"	SOLENOID	
"PARKS, FORESTRY & RECREATION"	3629-5	2015-08-13	2015-08-14	ALPINE LAWN   GARDEN E	112.94	CAD	112.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5261	Lawn and Garden Supply Stores	CARBURATOR	
"PARKS, FORESTRY & RECREATION"	3631-9	2015-08-13	2015-08-17	TECH GTA TIRE SUPPLIES	146.84	CAD	146.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	7534	Tire Retreading and Repair Shops	PLUG REPAIR KIT	
"PARKS, FORESTRY & RECREATION"	3632-7	2015-08-17	2015-08-18	DTC INDUSTRIAL SALES L	81.31	CAD	81.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	HYD HOSE	
"PARKS, FORESTRY & RECREATION"	3635-8	2015-08-19	2015-08-20	COLLINS AUTOMOTIVE PAR	45.29	CAD	45.29	CAD	2401	LUBRICANTS	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	TRANS FLUID	
"PARKS, FORESTRY & RECREATION"	3637-16	2015-08-20	2015-08-21	DTC INDUSTRIAL SALES L	587.39	CAD	587.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	RETRACTABLE CORD REEL	
"PARKS, FORESTRY & RECREATION"	3637-17	2015-08-20	2015-08-21	CANADIAN BEARINGS 12	158.51	CAD	158.51	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	CHAIN	
"PARKS, FORESTRY & RECREATION"	3639-8	2015-08-20	2015-08-24	CDN TIRE STORE #00399	4.06	CAD	4.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00267	E-NORTH1-TURF&HORT	5200	Home Supply Warehouse	LINCH PIN	
"PARKS, FORESTRY & RECREATION"	3639-9	2015-08-21	2015-08-24	ALPINE LAWN   GARDEN E	118.53	CAD	118.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CARBURATOR	
"PARKS, FORESTRY & RECREATION"	3641-8	2015-08-24	2015-08-25	COLLINS AUTOMOTIVE PAR	106.04	CAD	106.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	3641-9	2015-08-24	2015-08-25	CROSSTOWN BATTERY SALE	175.15	CAD	175.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
