Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element	Cost Centre /  WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2441-6	04-04-2013	04-05-2013	NOFRILLS DICKIES 752	3.34	CAD	3.34	CAD	2570	JANITORIAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	LYSOL SPRAY FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2441-7	04-04-2013	04-05-2013	NOFRILLS JOSE'S #3470	1.59	CAD	1.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SCIENCE FUN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-7	04-04-2013	04-08-2013	YOUR DOLLAR STORE WITH	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5999	Miscellaneous and Specialty Retail Store	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-8	04-04-2013	04-08-2013	YOUR DOLLAR STORE WITH	3.00	CAD	3.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5999	Miscellaneous and Specialty Retail Store	SCIENCE FUN SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2443-9	04-05-2013	04-08-2013	NOFRILLS STEPHEN'S #34	17.29	CAD	17.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2447-5	04-08-2013	04-10-2013	YOUR DOLLAR STORE WITH	16.39	CAD	16.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05217	DON MONTGOMERY-ARTS	5999	Miscellaneous and Specialty Retail Store	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2447-6	04-08-2013	04-10-2013	YOUR DOLLAR STORE WITH	141.25	CAD	141.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5999	Miscellaneous and Specialty Retail Store	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2447-7	04-08-2013	04-10-2013	NOFRILLS STEPHEN'S #34	35.92	CAD	35.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05217	DON MONTGOMERY-ARTS	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
					234.50	CAD	234.50	CAD								
SOLID WASTE MANAGEMENT	2441-8	04-03-2013	04-05-2013	THE HOME DEPOT #7078	119.70	CAD	119.70	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2443-10	04-05-2013	04-08-2013	THE HOME DEPOT #7012	116.37	CAD	116.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2447-8	04-08-2013	04-10-2013	THE HOME DEPOT #7027	22.99	CAD	22.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	LOWDUST 16KG	
SOLID WASTE MANAGEMENT	2449-5	04-09-2013	04-11-2013	DUFFERIN TILE	926.59	CAD	926.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	WO# 297327	
SOLID WASTE MANAGEMENT	2451-3	04-10-2013	04-12-2013	THE HOME DEPOT #7027	38.80	CAD	38.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2462-6	04-17-2013	04-19-2013	THE HOME DEPOT #7001	28.24	CAD	28.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	"4"" BLADE"	
SOLID WASTE MANAGEMENT	2465-10	04-19-2013	04-22-2013	THE HOME DEPOT #7027	26.85	CAD	26.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	SAKRETE CONC	
SOLID WASTE MANAGEMENT	2467-4	04-19-2013	04-23-2013	DUFFERIN TILE	495.75	CAD	495.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-297327	
SOLID WASTE MANAGEMENT	2470-4	04-24-2013	04-26-2013	THE HOME DEPOT #7027	52.32	CAD	52.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	S3X9PLATIN	
SOLID WASTE MANAGEMENT	2473-9	04-25-2013	04-29-2013	THE HOME DEPOT #7134	37.72	CAD	37.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0835	COMMISSIONER TS OPER	5200	Home Supply Warehouse	*****	
					"1,865.33"	CAD	"1,865.33"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2465-11	04-18-2013	04-22-2013	THE HOME DEPOT #7013	62.12	CAD	62.12	CAD	2715	PAINT SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	SEMI-ONE GALLON PAINT	
					62.12	CAD	62.12	CAD								
TORONTO WATER	2465-12	04-20-2013	04-22-2013	AMAZON.CA	144.26	CAD	144.26	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	WW1060	HCTP PLANT ADMIN SUP	4816	Computer Network/Information Services	CHLORINATION HANDBOOK	
					144.26	CAD	144.26	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2475-5	04-29-2013	04-30-2013	URBAN LAND INSTITUTE	41.48	CAD	40.00	USD	4118	TICKETS AND ADMISSION FEES	ED0170	ECONOMIC DEVELOPMENT	8398	"Organizations, Charitable and Social Ser"	TICKET FOR EVENT	
					41.48	CAD	40.00	USD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2441-9	04-04-2013	04-05-2013	TDSB - PERMITS	117.59	CAD	117.59	CAD	4590	RENTAL - OTHER	WE0007	COMMUNICATIONS	8398	"Organizations, Charitable and Social Ser"	LAWRENCE PARK PERMIT 516353	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2443-11	04-05-2013	04-08-2013	TDSB - PERMITS	43.60	CAD	43.60	CAD	4590	RENTAL - OTHER	WE0007	COMMUNICATIONS	8398	"Organizations, Charitable and Social Ser"	*****	
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2451-4	04-11-2013	04-12-2013	TDSB - PERMITS	11.30	CAD	11.30	CAD	4590	RENTAL - OTHER	WE0007	COMMUNICATIONS	8398	"Organizations, Charitable and Social Ser"	BASEMENT FLOODING PERMIT 517705	
					172.49	CAD	172.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2461-4	04-17-2013	04-18-2013	LEE VALLEY TOOLS 800-2	11.87	CAD	11.87	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5251	Hardware Stores	BRASS KNOBS	
ECONOMIC DEVELOPMENT & CULTURE	2476-4	04-30-2013	05-01-2013	HOSKIN SCIENTIFIC LIMI	538.43	CAD	538.43	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5046	Commercial Equipment Not Elsewhere Class	HYGROTHERMOGRAPH CHARTS	
					550.30	CAD	550.30	CAD								
LONG TERM CARE HOMES	2465-13	04-19-2013	04-22-2013	CANADIAN CARD SYSTEMS	543.53	CAD	543.53	CAD	2082	HEALTH & SAFETY SUPPLIES	D3K144	LAKESHR LDGE-NS-NA	7338	"Quick Copy, Reproduction, and Blueprinti"	REPAIR ADDRESSOGRAPH MACHINE	
LONG TERM CARE HOMES	2475-6	04-29-2013	04-30-2013	PATTERSON MEDICAL	384.09	CAD	384.09	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHR LDGE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	PARAFIN BLOCKS	
LONG TERM CARE HOMES	2476-5	04-30-2013	05-01-2013	PATTERSON MEDICAL	241.48	CAD	241.48	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3K083	LAKESHR LDGE-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	PARAFIN BLOCKS	
					"1,169.10"	CAD	"1,169.10"	CAD								
"PARKS, FORESTRY & RECREATION"	2437-3	04-03-2013	04-04-2013	LOBLAWS #092 REDWAY RD	48.96	CAD	48.96	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	"COKE, TOMATO JUICE FOR RESALE"	
"PARKS, FORESTRY & RECREATION"	2447-9	04-08-2013	04-10-2013	LCBO/RAO #0485	257.18	CAD	257.18	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	STOCK BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	2449-6	04-09-2013	04-11-2013	FOOD BASICS #672	26.00	CAD	26.00	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	STOCK BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	2455-7	04-12-2013	04-15-2013	LOBLAWS #092 REDWAY RD	17.94	CAD	17.94	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	STOCK BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	2461-5	04-16-2013	04-18-2013	LCBO/RAO #0485	147.36	CAD	147.36	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	STOCK BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	2462-7	04-17-2013	04-19-2013	R.G. HENDERSON   SON L	211.88	CAD	211.88	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12182	LEASIDE CURLING-SPEC	5712	"Equipment, Furniture, and Home Furnishin"	SERVICE TO REPAIR ICE CUBE	
"PARKS, FORESTRY & RECREATION"	2465-14	04-19-2013	04-22-2013	LCBO/RAO #0485	27.13	CAD	27.13	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	STOCK BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	2469-5	04-23-2013	04-25-2013	LCBO/RAO #0164	-73.68	CAD	-73.68	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RETURNED GOODS	
"PARKS, FORESTRY & RECREATION"	2469-6	04-23-2013	04-25-2013	LCBO/RAO #0164	-74.22	CAD	-74.22	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RETURNED GOODS	
"PARKS, FORESTRY & RECREATION"	2473-10	04-25-2013	04-29-2013	R.G. HENDERSON   SON L	582.20	CAD	582.20	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12182	LEASIDE CURLING-SPEC	5712	"Equipment, Furniture, and Home Furnishin"	SERVICE TO REPAIR ICE CUBE	
					"1,170.75"	CAD	"1,170.75"	CAD								
"PARKS, FORESTRY & RECREATION"	2449-7	04-09-2013	04-11-2013	LCBO #804 HELLOLCBO	995.83	CAD	995.83	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2469-7	04-23-2013	04-25-2013	LCBO #804 HELLOLCBO	911.81	CAD	911.81	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2476-6	04-30-2013	05-01-2013	LOWES #02633*	223.74	CAD	223.74	CAD	3025	M & E - JANITORIAL	P12542	EAST YK CURLING-SPEC	5200	Home Supply Warehouse	B D 1900PSI ELEC PRESSURE WASHER	
					"2,131.38"	CAD	"2,131.38"	CAD								
"PARKS, FORESTRY & RECREATION"	2437-4	04-02-2013	04-04-2013	RONA # 55030	35.02	CAD	35.02	CAD	2110	PARTS - FURNITURE & FIXTURES	P07697	CUMMER COMPLEX-OPERA	5251	Hardware Stores	DOOR HARDWARE	
"PARKS, FORESTRY & RECREATION"	2437-5	04-02-2013	04-04-2013	CDN TIRE STORE #00192	338.99	CAD	338.99	CAD	3320	FIXTURES	P06679	ARMOUR HGTS CC-OPERA	5200	Home Supply Warehouse	AWNING	
"PARKS, FORESTRY & RECREATION"	2459-3	04-15-2013	04-17-2013	CDN TIRE STORE #00192	112.99	CAD	112.99	CAD	3320	FIXTURES	P07697	CUMMER COMPLEX-OPERA	5200	Home Supply Warehouse	JANITORIAL EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2461-6	04-16-2013	04-18-2013	CDN TIRE STORE #00192	137.35	CAD	137.35	CAD	3025	M & E - JANITORIAL	P03028	BAYVIEW-OPS	5200	Home Supply Warehouse	JANITORIAL EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2470-5	04-24-2013	04-26-2013	CDN TIRE STORE #00192	112.99	CAD	112.99	CAD	3025	M & E - JANITORIAL	P07726	N TORONTO-OPERATIONS	5200	Home Supply Warehouse	JANITORIAL EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2470-6	04-25-2013	04-26-2013	NOFRILLS DANIEL 1356	32.48	CAD	32.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06876	N-CTRL-OPERATIONS	5411	"Grocery Stores, Supermarkets"	"COOKIES, MILK"	
"PARKS, FORESTRY & RECREATION"	2473-11	04-24-2013	04-29-2013	JACK WATSON SPORTS INC	361.60	CAD	361.60	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06679	ARMOUR HGTS CC-OPERA	5941	Sporting Goods Stores	CABLE ON EQUIPMENT REPAIRED	
					"1,131.42"	CAD	"1,131.42"	CAD								
EMERGENCY MEDICAL SERVICES	2441-10	04-04-2013	04-05-2013	SPAENAUR COUNTER SALES	171.16	CAD	171.16	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5967	Direct Marketing - Inbound Telemarketing	INSERTS	
EMERGENCY MEDICAL SERVICES	2479-6	05-01-2013	05-02-2013	BRADFORD RENTAL SALES	685.91	CAD	685.91	CAD	3099	GENERAL EQUIPMENT	B31100	COMM SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	LADDER	
EMERGENCY MEDICAL SERVICES	2479-7	05-01-2013	05-02-2013	BRADFORD RENTAL SALES	179.67	CAD	179.67	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	18 VOLT BATTERIES	
EMERGENCY MEDICAL SERVICES	2479-8	05-01-2013	05-02-2013	LESLIE EMERGENCY VEHIC	359.31	CAD	359.31	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7538	Automotive Service Shops	LED STRIP LIGHTS	
					"1,396.05"	CAD	"1,396.05"	CAD								
"PARKS, FORESTRY & RECREATION"	2443-12	04-04-2013	04-08-2013	TRILLIUM CHEMICAL PROD	652.86	CAD	652.86	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	CITRUS POWER GREEN	
"PARKS, FORESTRY & RECREATION"	2461-7	04-16-2013	04-18-2013	THE HOME DEPOT #7073	38.38	CAD	38.38	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	DISC	
"PARKS, FORESTRY & RECREATION"	2462-8	04-18-2013	04-19-2013	CHAMBERS   COOKE (1968	155.45	CAD	155.45	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSES FOR POWERWASHER	
"PARKS, FORESTRY & RECREATION"	2481-5	05-01-2013	05-03-2013	THE HOME DEPOT #7073	57.44	CAD	57.44	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2481-6	05-01-2013	05-03-2013	BRAFASCO / SCARBOROUGH	461.88	CAD	461.88	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	MATERIALS FOR PARK BENCHES	
"PARKS, FORESTRY & RECREATION"	2481-7	05-01-2013	05-03-2013	PARKVIEW BUILDING SUPP	396.35	CAD	396.35	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5211	"Building Materials, Lumber Stores"	SOD	
					"1,762.36"	CAD	"1,762.36"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2470-7	04-25-2013	04-26-2013	FOOD STUDIO CATERING	"3,249.32"	CAD	"3,249.32"	CAD	4116	CATERING SERVICES	AH0052	HS-MH-BOA-METRO HALL	5811	Caterers	CATERING	
					"3,249.32"	CAD	"3,249.32"	CAD								
TRANSPORTATION SERVICES 	2481-8	05-01-2013	05-03-2013	SETON	56.22	CAD	56.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5099	Durable Goods Not Elsewhere Classified	*****	
					56.22	CAD	56.22	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2449-8	04-09-2013	04-11-2013	THE HOME DEPOT #7073	77.73	CAD	77.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	2468-4	04-22-2013	04-24-2013	THE HOME DEPOT #7073	11.28	CAD	11.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	WOOD SHINGLE	
ECONOMIC DEVELOPMENT & CULTURE	2476-7	04-29-2013	05-01-2013	THE HOME DEPOT #7073	15.22	CAD	15.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	3X 100 CP SANDPAPER	
					104.23	CAD	104.23	CAD								
"PARKS, FORESTRY & RECREATION"	2461-8	04-17-2013	04-18-2013	GREAT CANADIAN DOLLAR	6.22	CAD	6.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02858	N-C-YOUTH-SP NEEDS	5331	Variety Stores	"SEW ON HOOK, HOOK AND LOOP, SPONGE HOLDER"	
"PARKS, FORESTRY & RECREATION"	2481-9	05-02-2013	05-03-2013	ONTARIO SCIENCE CENTRE	32.00	CAD	32.00	CAD	4118	TICKETS AND ADMISSION FEES	P02858	N-C-YOUTH-SP NEEDS	7991	Tourist Attractions and Exhibits	ADMISSION FEE - NEW STEPS TRIP	
					38.22	CAD	38.22	CAD								
"PARKS, FORESTRY & RECREATION"	2459-4	04-15-2013	04-17-2013	THE HOME DEPOT #7073	23.67	CAD	23.67	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2461-9	04-17-2013	04-18-2013	SIMPLEX GRINNELL	123.17	CAD	123.17	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00415	N-WEST3-TURF&HORT	7399	Business Services - Not Elsewhere Classi	PUNCH CARDS	
"PARKS, FORESTRY & RECREATION"	2468-5	04-23-2013	04-24-2013	MONARCH PAINTS	468.26	CAD	468.26	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	EMERGENCY GRAFITTI PAINT	
					615.10	CAD	615.10	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2443-13	04-05-2013	04-08-2013	RCSS MILTON #2810	63.86	CAD	63.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-GRANOLA,OJ,MILK,BROTH,CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	2443-14	04-05-2013	04-08-2013	RCSS MILTON #2810	61.00	CAD	61.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0069	HS-MH-EDU-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR EDUCATION-LETTUCE,BACON,BUTTERMILK,CARROT"	
ECONOMIC DEVELOPMENT & CULTURE	2443-15	04-05-2013	04-08-2013	BRT DISTRIBUTING INC	608.96	CAD	608.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIRE WOOD	
ECONOMIC DEVELOPMENT & CULTURE	2449-9	04-10-2013	04-11-2013	RCSS MILTON #2810	196.38	CAD	196.38	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR RETAIL-BUTTER,FLOUR,TEA,CIDER,LEMON,GARLI"	
ECONOMIC DEVELOPMENT & CULTURE	2461-10	04-17-2013	04-18-2013	LOBLAWS #1174	165.24	CAD	165.24	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR RETAIL-BUTTER,EGGS,CREAM,MILK,SOUR CREAM,"	
ECONOMIC DEVELOPMENT & CULTURE	2461-11	04-17-2013	04-18-2013	LOBLAWS #1174	65.12	CAD	65.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-GRANOLA,OJ,CREAM,SYRUP,LEEKS,PINEA"	
ECONOMIC DEVELOPMENT & CULTURE	2461-12	04-17-2013	04-18-2013	RCSS MILTON #2810	120.93	CAD	120.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-NUTS,HONEY,EGGS,PEAS,SHRIMP,LEMON,"	
ECONOMIC DEVELOPMENT & CULTURE	2462-9	04-17-2013	04-19-2013	CDN TIRE STORE #00070	101.67	CAD	101.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5200	Home Supply Warehouse	GARBAGE BINS	
ECONOMIC DEVELOPMENT & CULTURE	2462-10	04-18-2013	04-19-2013	LOBLAWS #1174	35.98	CAD	35.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-SHRIMP,BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	2469-8	04-24-2013	04-25-2013	LOBLAWS #1174	20.14	CAD	20.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-CREAM,FRUIT"	
ECONOMIC DEVELOPMENT & CULTURE	2473-12	04-26-2013	04-29-2013	DELYEA PIANOS INC.	122.04	CAD	122.04	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUB-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
ECONOMIC DEVELOPMENT & CULTURE	2475-7	04-27-2013	04-30-2013	CDN TIRE STORE #00140	22.58	CAD	22.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5200	Home Supply Warehouse	BAKING TINS	
ECONOMIC DEVELOPMENT & CULTURE	2476-8	04-29-2013	05-01-2013	WAL-MART #1000	215.75	CAD	215.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC-CHEESE,OJ,FLOUR,EGGS,CREAM,LEMONAD"	
					"1,799.65"	CAD	"1,799.65"	CAD								
"PARKS, FORESTRY & RECREATION"	2469-9	04-23-2013	04-25-2013	THE HOME DEPOT #7013	20.32	CAD	20.32	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02776	SWANSEA CC-PGM SUPP	5200	Home Supply Warehouse	TAPE	
"PARKS, FORESTRY & RECREATION"	2469-10	04-23-2013	04-25-2013	WAL-MART #1004	32.45	CAD	32.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02700	SWANSEA CC-INSTRL-IN	5411	"Grocery Stores, Supermarkets"	TOY BALLS IN ASSORTED SIZES	
"PARKS, FORESTRY & RECREATION"	2469-11	04-24-2013	04-25-2013	AQUAM	93.16	CAD	93.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02700	SWANSEA CC-INSTRL-IN	5996	Swimming Pools - Sales and Supplies	FLOATING BRICKS FOR INSTRUCTIONAL SWIM LESSONS	
					145.93	CAD	145.93	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2465-15	04-19-2013	04-22-2013	SHOPPERSDRUGMART1281	7.78	CAD	7.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	MILK & CREAM FOR PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2470-8	04-24-2013	04-26-2013	SHOPPERSDRUGMART1281	19.63	CAD	19.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"CREAM, EGGS, BUTTER FOR PROGRAM"	
ECONOMIC DEVELOPMENT & CULTURE	2476-9	04-30-2013	05-01-2013	LOBLAWS #1212	137.93	CAD	137.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"CHOCOLATE,CREAM,BUTTER,EGGS,BEVERAGES FOR PROGRAM"	
					165.34	CAD	165.34	CAD								
311 TORONTO	2437-6	04-03-2013	04-04-2013	ACT*VERINT CONFERENCE	520.65	CAD	500.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	TO9301	PROGRAM ADMIN	7399	Business Services - Not Elsewhere Classi	CONFERENCE REGISTRATION	
