Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,Exp Type Desc,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5765-2,2021-03-29,2021-03-30,OMNIFLEX HOSE & EQUIPM,453.24,CAD,453.24,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00869,WATERFRONT / CENTRAL FLEET,5085,Industrial Supplies Not Elsewhere Classi,HYDRAULIC HOSES
"PARKS, FORESTRY & RECREATION",5766-2,2021-03-30,2021-03-31,AMZN MKTP CA WD6BW46X3,97.69,CAD,97.69,CAD,3080,M & E - HAND TOOLS,P00483,TEY-TECH-SMALL-ENGINES,4816,Computer Network/Information Services,BUCKING BAR TOOL
"PARKS, FORESTRY & RECREATION",5766-3,2021-03-31,2021-03-31,AMZN MKTP CA MO6XF3ZY3,58.81,CAD,58.81,CAD,3080,M & E - HAND TOOLS,P00483,TEY-TECH-SMALL-ENGINES,4816,Computer Network/Information Services,AIR RIVET HAMMER KIT
,,,,,"4,742.69",CAD,"4,742.69",CAD,,,,,,,
TORONTO WATER,5745-3,2021-03-01,2021-03-03,THE HOME DEPOT #7002,107.20,CAD,107.20,CAD,2082,HEALTH & SAFETY SUPPLIES,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5200,Home Supply Warehouse,**MORE**  50MEDIUMDUTY
TORONTO WATER,5745-4,2021-03-01,2021-03-03,CDN TIRE STORE #00321,57.48,CAD,57.48,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5200,Home Supply Warehouse,WATER HOSE
TORONTO WATER,5749-4,2021-03-05,2021-03-08,CITY ELECTRIC SUPPLY,72.43,CAD,72.43,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7629,"Appliance Repair Shops, Electrical and S",FUSE AND SCREW
TORONTO WATER,5750-3,2021-03-08,2021-03-09,CITY ELECTRIC SUPPLY,5.56,CAD,5.56,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7629,"Appliance Repair Shops, Electrical and S",MINI LAMP 6V
TORONTO WATER,5750-4,2021-03-08,2021-03-09,CITY ELECTRIC SUPPLY,5.56,CAD,5.56,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7629,"Appliance Repair Shops, Electrical and S",DISPUTED/ DUPLICATED TRANACTION
TORONTO WATER,5750-5,2021-03-08,2021-03-09,CITY ELECTRIC SUPPLY,488.16,CAD,488.16,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7629,"Appliance Repair Shops, Electrical and S",TRMS MULTIMETER
TORONTO WATER,5750-6,2021-03-08,2021-03-09,CITY ELECTRIC SUPPLY,67.80,CAD,67.80,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7629,"Appliance Repair Shops, Electrical and S",METER CASE
TORONTO WATER,5764-7,2021-03-25,2021-03-29,A A ELECTRONICS,12.41,CAD,12.41,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,7622,Electronic Repair Shops,BATTERY AND CABLE
,,,,,816.60,CAD,816.60,CAD,,,,,,,
CITY CLERKS OFFICE,5763-3,2021-03-24,2021-03-26,WWW.CANADIANTIRE.CA,29.33,CAD,29.33,CAD,2082,HEALTH & SAFETY SUPPLIES,GV0019,STRATEGIC PROTOCOL & EXTERNAL RELATIONS,5200,Home Supply Warehouse,LYSOL DISINFECTING WIPES
,,,,,29.33,CAD,29.33,CAD,,,,,,,
FIRE SERVICES,5754-10,2021-03-14,2021-03-15,POSTMEDIA DIGITAL SUBS,-103.57,CAD,-103.57,CAD,2020,BOOK & MAGAZINE SUBSCRIPTIONS,FR0013,EMERGENCY COMMUNICATIONS,2741,Miscellaneous Publishing and Printing,ONLINE SUBSCRIPTION - NATIONAL POST REFUND
FIRE SERVICES,5759-6,2021-03-18,2021-03-22,STAR METROLAND SBSCRP,22.59,CAD,22.59,CAD,2020,BOOK & MAGAZINE SUBSCRIPTIONS,FR0013,EMERGENCY COMMUNICATIONS,5192,"Books, Periodicals, and Newspapers",ONLINE SUBSCRIPTION - THE TORONTO STAR
,,,,,-80.98,CAD,-80.98,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5752-9,2021-03-11,2021-03-11,AMAZON.CA XB3BY6123,32.58,CAD,32.58,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P06671,OAKRIDGE-PRGM SUPPORT,4816,Computer Network/Information Services,HARD COVER NOTEBOOK FOR SUPERVISOR
"PARKS, FORESTRY & RECREATION",5752-10,2021-03-11,2021-03-11,AMAZON.CA GN83H0AI3,287.24,CAD,287.24,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13352,INSTRCT SPORTS - WARDEN CC,4816,Computer Network/Information Services,BADMINTON NET
"PARKS, FORESTRY & RECREATION",5752-11,2021-03-11,2021-03-11,AMAZON.CA BT4QS8BD3,71.81,CAD,71.81,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13346,SUMMER CAMPS - WARDEN CC,4816,Computer Network/Information Services,EASY SETUP BADMINTON NET
"PARKS, FORESTRY & RECREATION",5754-11,2021-03-13,2021-03-15,AMZN MKTP CA M30XX4SE3,27.03,CAD,27.03,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P06671,OAKRIDGE-PRGM SUPPORT,4816,Computer Network/Information Services,GEL INK MICRO TIP PENS
"PARKS, FORESTRY & RECREATION",5761-3,2021-03-23,2021-03-24,AMZN MKTP CA PS1RK5T73,199.99,CAD,199.99,CAD,2601,DUR REC & EDUC SUPP,P05216,MCGREGOR PARK-ARTS-VISL/PERF,4816,Computer Network/Information Services,VOLLEYBALL NETS
,,,,,618.65,CAD,618.65,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5757-8,2021-03-09,2021-03-18,TOOLKIT SUPPLY AND REN,"1,120.31",CAD,"1,120.31",CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5211,"Building Materials, Lumber Stores",COLD PATCH ASPHALT
"PARKS, FORESTRY & RECREATION",5766-4,2021-03-30,2021-03-31,ROMA FENCE WEST INC,576.30,CAD,576.30,CAD,2199,MISCELLANEOUS PARTS,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5211,"Building Materials, Lumber Stores",CHAIN LINK FENCE HARDWARE
,,,,,"1,696.61",CAD,"1,696.61",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5746-6,2021-03-02,2021-03-04,WILCOX DOOR SERVICE IN,"1,181.86",CAD,"1,181.86",CAD,4424,CONTRACTED SERVICES - GENERAL,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5046,Commercial Equipment Not Elsewhere Class,RINK GATES SERVICE
"PARKS, FORESTRY & RECREATION",5754-12,2021-03-11,2021-03-15,THE HOME DEPOT #7080,48.09,CAD,48.09,CAD,2710,GENERAL HARDWARE,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5200,Home Supply Warehouse,"**MORE**  7""CONT RIM"
"PARKS, FORESTRY & RECREATION",5754-13,2021-03-11,2021-03-15,CDN TIRE STORE #00654,74.56,CAD,74.56,CAD,2710,GENERAL HARDWARE,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5200,Home Supply Warehouse,SCREWS
"PARKS, FORESTRY & RECREATION",5766-5,2021-03-30,2021-03-31,PRINCESS AUTO 36,270.87,CAD,270.87,CAD,2710,GENERAL HARDWARE,P12017,SOUTH GENERAL-PKS TECH SERV-TRADES,5085,Industrial Supplies Not Elsewhere Classi,EYEBOLTS
,,,,,"1,575.38",CAD,"1,575.38",CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5744-4,2021-03-01,2021-03-02,AZURE PUBLISHING INC A,587.60,CAD,587.60,CAD,4414,ADVERTISING & PROMOTION,ED0123,BGS SD DESIGN SERVICE,2741,Miscellaneous Publishing and Printing,ADVERTISING
,,,,,587.60,CAD,587.60,CAD,,,,,,,
TORONTO WATER,5759-7,2021-03-20,2021-03-22,ULINE,"2,744.98",CAD,"2,744.98",CAD,2710,GENERAL HARDWARE,TW2025,D&C: CENTRAL SERVICES,5964,Direct Marketing - Catalog Merchants,"40X75"" SAFETY PARTITION SILVER"
,,,,,"2,744.98",CAD,"2,744.98",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5745-5,2021-03-02,2021-03-03,ALPINE LAWN GARDEN EQU,75.43,CAD,75.43,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P12135,N-EAST-PRUNING/REMOVAL,5251,Hardware Stores,"MULCHING ATTACHMENT, TENSIONER, CHAIN KIT, HAND GUARD"
"PARKS, FORESTRY & RECREATION",5745-6,2021-03-02,2021-03-03,ALPINE LAWN GARDEN EQU,248.12,CAD,248.12,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P12005,LASTMAN SQ-AIRS-OPERATIONS,5251,Hardware Stores,"PLATE, WAHSERS, CABLES, EYEBOLT"
"PARKS, FORESTRY & RECREATION",5745-7,2021-03-02,2021-03-03,STEELCASE TIRES N MAGS,410.30,CAD,410.30,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P00405,N-CENTRAL1-TURF&HORT,5532,Automotive Tire Stores,TIRES
,,,,,733.85,CAD,733.85,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5756-8,2021-03-15,2021-03-17,NEXT SUPPLY,78.72,CAD,78.72,CAD,2535,PLUMBING SUPPLIES,P12783,KIPLING YD-N-FAC. & MECH.SVCES,5251,Hardware Stores,FLANGES
,,,,,78.72,CAD,78.72,CAD,,,,,,,
TORONTO WATER,5743-6,2021-02-26,2021-03-01,PRINCESS AUTO 12,546.76,CAD,546.76,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5085,Industrial Supplies Not Elsewhere Classi,HOSES AND NOZZLES FOR N/B CLEANING
TORONTO WATER,5758-8,2021-03-18,2021-03-19,PRINCESS AUTO 12,858.12,CAD,858.12,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5085,Industrial Supplies Not Elsewhere Classi,PORTABLE CUTTING TORCH KIT AND SUPPLIES
TORONTO WATER,5758-9,2021-03-18,2021-03-19,CAMCARB,91.53,CAD,91.53,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5169,Chemicals and Allied Products Not Elsewh,OXY- ACETYLENE BOTTLES
TORONTO WATER,5764-8,2021-03-26,2021-03-29,ACKLANDS GRAINGER INC,195.33,CAD,195.33,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW7070,WTR TREAT & SUPPLY:TRANSMISSION-WEST SVC,5085,Industrial Supplies Not Elsewhere Classi,SPANNER WRENCH180 TO 195MM
,,,,,"1,691.74",CAD,"1,691.74",CAD,,,,,,,
TORONTO WATER,5746-7,2021-03-04,2021-03-04,MARKING SERVICES CANAD,786.40,CAD,786.40,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,1799,"Contractors, Special Trade - Not Elsewhe",SEALING PRESS AND CABLE WIRES CUTTERS
TORONTO WATER,5752-12,2021-03-09,2021-03-11,ONTBELTING  POWER TRAN,51.89,CAD,51.89,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5085,Industrial Supplies Not Elsewhere Classi,METRIC LOCKNUT
TORONTO WATER,5754-14,2021-03-12,2021-03-15,NATIONAL HOSE AND EQUI,220.15,CAD,220.15,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5046,Commercial Equipment Not Elsewhere Class,5O FEET HOSE
TORONTO WATER,5755-6,2021-03-15,2021-03-16,PRINCESS AUTO 36,120.87,CAD,120.87,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5085,Industrial Supplies Not Elsewhere Classi,"SQ RAFTER POLVCAST 121N,NAILS"
TORONTO WATER,5762-1,2021-03-23,2021-03-25,THE HOME DEPOT #7027,165.97,CAD,165.97,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5200,Home Supply Warehouse,**MORE**  RATCHET
TORONTO WATER,5764-9,2021-03-25,2021-03-29,WWW.CANADIANTIRE.CA,316.38,CAD,316.38,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5200,Home Supply Warehouse,EASY RISE STATION
TORONTO WATER,5765-3,2021-03-29,2021-03-30,HOSEPOWER CANADA,250.86,CAD,250.86,CAD,2120,PARTS - MACHINERY & EQUIPMENT,TW4100,WW TREATMNT: HIGHLAND CREEK TP-WA 2 LQ,5085,Industrial Supplies Not Elsewhere Classi,PIPE CAMLOCK AND WATER FITTINGS
,,,,,"1,912.52",CAD,"1,912.52",CAD,,,,,,,
TORONTO WATER,5744-5,2021-02-26,2021-03-02,WWW.CANADIANTIRE.CA,107.32,CAD,107.32,CAD,2710,GENERAL HARDWARE,TW2040,D&C: CONSTR. SERVICES: SOUTH & EAST,5200,Home Supply Warehouse,WHEEL CUTOFF
TORONTO WATER,5745-8,2021-03-01,2021-03-03,THE HOME DEPOT #7012,24.39,CAD,24.39,CAD,2710,GENERAL HARDWARE,TW2040,D&C: CONSTR. SERVICES: SOUTH & EAST,5200,Home Supply Warehouse,LOCK ROTARY TOOL CUT-OFF WHEELS
TORONTO WATER,5765-4,2021-03-29,2021-03-30,PRINCESS AUTO 36,31.63,CAD,31.63,CAD,3099,GENERAL EQUIPMENT,TW2040,D&C: CONSTR. SERVICES: SOUTH & EAST,5085,Industrial Supplies Not Elsewhere Classi,RATCHET FOR TRUCK
TORONTO WATER,5765-5,2021-03-29,2021-03-30,THE SOURCE 50150,84.73,CAD,84.73,CAD,3099,GENERAL EQUIPMENT,TW2040,D&C: CONSTR. SERVICES: SOUTH & EAST,5732,Electronic Sales,CHARGER AND WIRED EARPHONE
,,,,,248.07,CAD,248.07,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5757-9,2021-03-16,2021-03-18,CANADIAN SAFETY EQUIPM,440.70,CAD,440.70,CAD,3045,M & E - PROTECTIVE,P00853,ALNESS YD-TRADES,5047,Laboratory/Medical/Dental/Ophthalmic Hos,SRL RECERTIFICATION
"PARKS, FORESTRY & RECREATION",5760-2,2021-03-22,2021-03-23,TENAQUIP LIMITEE,554.83,CAD,554.83,CAD,4830,PERMIT & LICENSE FEES,P00853,ALNESS YD-TRADES,5085,Industrial Supplies Not Elsewhere Classi,GAS CALIBRATION CYCLINDER
"PARKS, FORESTRY & RECREATION",5761-4,2021-03-22,2021-03-24,THE HOME DEPOT #7129,314.14,CAD,314.14,CAD,2710,GENERAL HARDWARE,P00853,ALNESS YD-TRADES,5200,Home Supply Warehouse,**MORE**  BATT
"PARKS, FORESTRY & RECREATION",5763-4,2021-03-24,2021-03-26,BRAFASCO / VAUGHAN,994.82,CAD,994.82,CAD,2665,PROTECTIVE CLOTHING,P00853,ALNESS YD-TRADES,5085,Industrial Supplies Not Elsewhere Classi,HARNESS AND LANYARD KIT
,,,,,"2,304.49",CAD,"2,304.49",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5757-10,2021-03-17,2021-03-18,SILVER MILE HARDWARE,975.07,CAD,975.07,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P12856,RAVINE & WATERCOURSE MAINTENANCE,5072,Hardware Equipment and Supplies,CHAINSAW PARTS
"PARKS, FORESTRY & RECREATION",5760-3,2021-03-22,2021-03-23,SILVER MILE HARDWARE,953.08,CAD,953.08,CAD,2120,PARTS - MACHINERY & EQUIPMENT,P12856,RAVINE & WATERCOURSE MAINTENANCE,5072,Hardware Equipment and Supplies,CHAINSAW PARTS
,,,,,"1,928.15",CAD,"1,928.15",CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5754-15,2021-03-13,2021-03-15,RCMP-CFP GRC-PCAF,81.76,CAD,81.76,CAD,4830,PERMIT & LICENSE FEES,AH0059,MH CUR 98 AA ADMINISTRATION,9399,Government Services - Not Elsewhere Clas,FIREARMS LICENSE RENEWAL
ECONOMIC DEVELOPMENT & CULTURE,5757-11,2021-03-17,2021-03-18,DEMARCO MECHANICAL SER,593.25,CAD,593.25,CAD,4995,OTHER EXPENSES,AH0059,MH CUR 98 AA ADMINISTRATION,1711,"Air Conditioning, Heating, and Plumbing",REPAIRS TO ARTIFACT GAS STOVE
,,,,,675.01,CAD,675.01,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5746-8,2021-03-04,2021-03-04,AMZN MKTP CA 5M1KP55A3,17.99,CAD,17.99,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P10162,LOCATION SUPP - SC,4816,Computer Network/Information Services,OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION",5746-9,2021-03-04,2021-03-04,AMAZON.CA 2H8V81XI2,179.53,CAD,179.53,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06940,ELLESMERE CC-FITNESS,4816,Computer Network/Information Services,STEEL UTILITY GARDEN WAGON FOR OUTDOOR SPRING FITNESS PROGRAMS
"PARKS, FORESTRY & RECREATION",5746-10,2021-03-04,2021-03-04,AMAZON.CA OP0MI7003,179.53,CAD,179.53,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06940,ELLESMERE CC-FITNESS,4816,Computer Network/Information Services,STEEL UTILITY GARDEN WAGON FOR OUTDOOR SPRING FITNESS PROGRAMS
"PARKS, FORESTRY & RECREATION",5746-11,2021-03-04,2021-03-04,AMAZON.CA RO2UQ06K3,179.53,CAD,179.53,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06940,ELLESMERE CC-FITNESS,4816,Computer Network/Information Services,STEEL UTILITY GARDEN WAGON FOR OUTDOOR SPRING FITNESS PROGRAMS
"PARKS, FORESTRY & RECREATION",5746-12,2021-03-04,2021-03-04,AMZN MKTP CA SE2UY39D3,85.99,CAD,85.99,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P10162,LOCATION SUPP - SC,4816,Computer Network/Information Services,OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION",5746-13,2021-03-04,2021-03-04,AMZN MKTP CA Y770I2NK3,17.99,CAD,17.99,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P10162,LOCATION SUPP - SC,4816,Computer Network/Information Services,OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION",5746-14,2021-03-04,2021-03-04,AMZN MKTP CA IJ27007I3,242.75,CAD,242.75,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P10162,LOCATION SUPP - SC,4816,Computer Network/Information Services,OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION",5748-6,2021-03-04,2021-03-05,AMZN MKTP CA IE5RE7073,199.99,CAD,199.99,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06963,SCAR VILLAGE RC-FITNESS,4816,Computer Network/Information Services,CARTS FOR OUTDOOR FITNESS
"PARKS, FORESTRY & RECREATION",5748-7,2021-03-04,2021-03-05,AMZN MKTP CA FN86K83I3,199.99,CAD,199.99,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06930,BIRKDALE CC-FITNESS,4816,Computer Network/Information Services,CARTS FOR OUTDOOR FITNESS
,,,,,"1,303.29",CAD,"1,303.29",CAD,,,,,,,
ECONOMIC DEVELOPMENT & CULTURE,5753-5,2021-03-11,2021-03-12,PACART INC,656.53,CAD,656.53,CAD,4416,"TRANSFER, HAULAGE AND STORAGE",AH0124,MH MUS MARKET GALLERY ADMINISTRATION,4789,Transportation Services-Not Elsewhere Cl,FINE ART STORAGE
,,,,,656.53,CAD,656.53,CAD,,,,,,,
FACILITIES MANAGEMENT,5757-12,2021-03-17,2021-03-18,CP 26 POF,32.00,CAD,32.00,CAD,4770,PARKING EXPENSES (INTOWN),FA0352,CLEARING-FACILITIES OPERATIONS-SOUTH,7523,Automobile Parking Lots and Garages,PARKING
FACILITIES MANAGEMENT,5758-10,2021-03-18,2021-03-19,SP   AIRFLOWGO,"1,422.78",CAD,"1,422.78",CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,61676603,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,5734,Computer Software Stores,HEPA EXHAUST
,,,,,"1,454.78",CAD,"1,454.78",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5752-13,2021-03-10,2021-03-11,WATER AND ICE NORTH AM,"3,145.92",CAD,"3,145.92",CAD,2199,MISCELLANEOUS PARTS,P06885,TECHNICAL TRADES SERVICES - 50 BOOTH,5996,Swimming Pools - Sales and Supplies,SINGER VALVE FOR POOL FILLER
"PARKS, FORESTRY & RECREATION",5754-16,2021-03-12,2021-03-15,WATER AND ICE NORTH AM,"2,418.55",CAD,"2,418.55",CAD,2199,MISCELLANEOUS PARTS,P06885,TECHNICAL TRADES SERVICES - 50 BOOTH,5996,Swimming Pools - Sales and Supplies,POOL CHEMICAL CONTROLLER FOR HARRISON BETH POOL
"PARKS, FORESTRY & RECREATION",5754-17,2021-03-12,2021-03-15,AMZN MKTP CA 2A8FZ1OG2,31.96,CAD,31.96,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,4816,Computer Network/Information Services,HDMI CABLE
"PARKS, FORESTRY & RECREATION",5756-9,2021-03-16,2021-03-17,WATER AND ICE NORTH AM,"2,398.21",CAD,"2,398.21",CAD,2199,MISCELLANEOUS PARTS,P06885,TECHNICAL TRADES SERVICES - 50 BOOTH,5996,Swimming Pools - Sales and Supplies,POOL CHEMICAL CONTROLLER FOR ST LAWRENCE POOL
,,,,,"7,994.64",CAD,"7,994.64",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5765-6,2021-03-29,2021-03-30,VANDERMEER NURSERY,52.64,CAD,52.64,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06666,CURRAN HALL-PRGM SUPPORT,5193,"Florists Supplies, Nursery Stock, and Fl","GROW BIG LIQUID, SEED PACKAGES"
,,,,,52.64,CAD,52.64,CAD,,,,,,,
SOLID WASTE MANAGEMENT,5744-6,2021-03-01,2021-03-02,CPA NOVA SCOTIA,"1,159.25",CAD,"1,159.25",CAD,4760,MEMBERSHIP FEES,SW0706,EXECUTIVE OFFICE,8931,"Accounting, Auditing, and Bookkeeping Se",CPA MEMBERSHIP
SOLID WASTE MANAGEMENT,5748-8,2021-03-04,2021-03-05,"MIXPANEL, INC.",2.59,CAD,2.00,USD,4760,MEMBERSHIP FEES,SW0703,WASTE MANAGEMENT PLANNING,5734,Computer Software Stores,MEMBERSHIP FEES
SOLID WASTE MANAGEMENT,5755-7,2021-03-15,2021-03-16,MAILCHIMP    MONTHLY,111.49,CAD,111.49,CAD,4813,INTERNET,SW0702,POLICY AND PLANNING,5968,Direct Marketing - Continuity/Subscripti,EMAIL SUBSCRIPTION
SOLID WASTE MANAGEMENT,5760-4,2021-03-22,2021-03-23,SOLID WASTE ASSOCIA,63.01,CAD,49.00,USD,4256,CONFERENCES/SEMINARS - REGISTRATION FEES,SW0702,POLICY AND PLANNING,8398,"Organizations, Charitable and Social Ser",CONFERENCES/SEMINARS - REGISTRATION
,,,,,"1,336.34",CAD,"1,270.74",CAD,,,,,,,
,,,,,,,51.00,USD,,,,,,,
FACILITIES MANAGEMENT,5759-8,2021-03-19,2021-03-22,CLASSIC TOWING,226.00,CAD,226.00,CAD,4404,CONTR SERVICES - LICENSED VEHICLES&EQUIP,61679108,BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS,7549,Towing Services,MOVE KIOSK USING TOW TRUCK
,,,,,226.00,CAD,226.00,CAD,,,,,,,
CHILDRENS SERVICES,5745-9,2021-03-02,2021-03-03,SCREENCAST-O-MATIC,62.67,CAD,48.00,USD,3420,COMPUTERS - SOFTWARE,E0131A,I.T. & BUSINESS TRANSFORMATION,5045,"Computers, Computer Peripheral Equipment",1 YEAR SUBSCRIPTION TO SCREENCAST-O-MATIC VIDEO SOFTWARE $48 USD
,,,,,62.67,CAD,48.00,USD,,,,,,,
MUNICIPAL LICENSING & STANDARDS,5743-7,2021-02-25,2021-03-01,THE HOME DEPOT #7011,104.38,CAD,104.38,CAD,2710,GENERAL HARDWARE,MS5036,TAS WEST REGION,5200,Home Supply Warehouse,PL 300 295ML FOAMBOARD ADHESIVE(INSULATION FOR OUTSIDE)
MUNICIPAL LICENSING & STANDARDS,5751-3,2021-03-08,2021-03-10,VETERINARY INFORMATION,"3,015.52",CAD,"2,310.00",USD,4760,MEMBERSHIP FEES,MS5045,TAS VETERINARY SERVICES,7399,Business Services - Not Elsewhere Classi,VIN GROUP MEMBERSHIP
,,,,,"3,119.90",CAD,104.38,CAD,,,,,,,
,,,,,,,"2,310.00",USD,,,,,,,
"PARKS, FORESTRY & RECREATION",5760-6,2021-03-19,2021-03-23,WWW.CANADIANTIRE.CA,212.51,CAD,212.51,CAD,2560,AGRICULTURE & BOTANICAL SUPPLIES,P00113,ALLAN GDNS CONS-PLANT PRODUCTION,5200,Home Supply Warehouse,"WIRE FOR BASKETS, WATER SHUT OFF VALVES"
"PARKS, FORESTRY & RECREATION",5764-10,2021-03-25,2021-03-29,JOHNNY'S SELECTED SEED,-260.16,CAD,-211.36,USD,2560,AGRICULTURE & BOTANICAL SUPPLIES,P00113,ALLAN GDNS CONS-PLANT PRODUCTION,5261,Lawn and Garden Supply Stores,UNDELIVERED SEEDING WAND
,,,,,-47.65,CAD,212.51,CAD,,,,,,,
,,,,,,,-211.36,USD,,,,,,,
FACILITIES MANAGEMENT,5761-5,2021-03-22,2021-03-24,THE HOME DEPOT #7027,116.64,CAD,116.64,CAD,2530,BLDG REPAIRS & RENOVATION SUPPLIES,FA2573,60 TIFFIELD-OPS-EAST-WATER,5200,Home Supply Warehouse,**MORE**  TEMF-1
,,,,,116.64,CAD,116.64,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5756-10,2021-03-16,2021-03-17,PROFESSIONAL POWDER CO,395.50,CAD,395.50,CAD,4424,CONTRACTED SERVICES - GENERAL,P00859,ALNESS YD-YARD OPERNS,7535,Automotive Paint Shops,PAINT STEEL
"PARKS, FORESTRY & RECREATION",5759-9,2021-03-18,2021-03-22,THE HOME DEPOT #7078,82.82,CAD,82.82,CAD,2710,GENERAL HARDWARE,P00415,N-WEST3-TURF&HORT,5200,Home Supply Warehouse,**MORE**  3/8X3-3/4 WA
"PARKS, FORESTRY & RECREATION",5759-10,2021-03-19,2021-03-22,BOLTS PLUS,247.19,CAD,247.19,CAD,2665,PROTECTIVE CLOTHING,P00859,ALNESS YD-YARD OPERNS,5251,Hardware Stores,"WORKING GLOVES, PPE"
