Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2917-3	2014-03-11	2014-03-14	ARTIK	364.42	CAD	364.42	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5699	Accessory  and Apparel Stores - Miscella	PROMOTIONAL BUTTONS	
ECONOMIC DEVELOPMENT & CULTURE	2927-7	2014-03-21	2014-03-24	EUREST-SCARBORO CIVIC	698.54	CAD	698.54	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING FOR EXTERNAL CLIENTS-AMT$ DISPUTE W/VENDR	
ECONOMIC DEVELOPMENT & CULTURE	2928-2	2014-03-21	2014-03-25	EUREST-SCARBORO CIVIC	66.56	CAD	66.56	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING FOR EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2933-3	2014-03-27	2014-03-28	SAMMYS STUDENT EXCHANG	325.44	CAD	325.44	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5812	"Eating Places, Restaurants"	CATERING FOR EXTERNAL CLIENTS	
					"1,847.14"	CAD	"1,847.14"	CAD								
LONG TERM CARE HOMES	2910-8	2014-03-08	2014-03-10	SAMKO   MIKO TOY WAREH	51.66	CAD	51.66	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5942	Book Stores	"PENCILS, BOOKS FOR RESIDENT"	
					51.66	CAD	51.66	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2900-6	2014-02-27	2014-03-03	CDN TIRE STORE #00600	11.38	CAD	11.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5200	Home Supply Warehouse	TWINE & HAND CLEANER FOR PRINTSHOP	
					11.38	CAD	11.38	CAD								
"PARKS, FORESTRY & RECREATION"	2900-7	2014-02-25	2014-03-03	CANADA CURLING STONE C	327.70	CAD	327.70	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5941	Sporting Goods Stores	SHARPEN BLADES FOR SHAVER	
"PARKS, FORESTRY & RECREATION"	2907-6	2014-03-04	2014-03-06	CDN TIRE STORE #00459	37.24	CAD	37.24	CAD	2570	JANITORIAL SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5200	Home Supply Warehouse	FACILITY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2910-9	2014-03-07	2014-03-10	LOOK SIGNS	565.00	CAD	565.00	CAD	4424	CONTRACTED SERVICES - GENERAL	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	7394	"Equipment Rental and Leasing Services, F"	TEMPORARY EXTERIOR SIGNS	
"PARKS, FORESTRY & RECREATION"	2918-6	2014-03-13	2014-03-17	CDN TIRE STORE #00459	-18.18	CAD	-18.18	CAD	2570	JANITORIAL SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5200	Home Supply Warehouse	REFUND- TWINE FOR BOXES	
					911.76	CAD	911.76	CAD								
"PARKS, FORESTRY & RECREATION"	2907-7	2014-03-03	2014-03-06	D   G VACUUM REPAIR SE	204.87	CAD	204.87	CAD	2570	JANITORIAL SUPPLIES	P06686	EDITHVALE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	"UPRIGHT DUST PAN, SQUEEGEE"	
"PARKS, FORESTRY & RECREATION"	2907-8	2014-03-03	2014-03-06	D   G VACUUM REPAIR SE	215.74	CAD	215.74	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06686	EDITHVALE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	BELT REPLACEMENT	
"PARKS, FORESTRY & RECREATION"	2907-9	2014-03-04	2014-03-06	D   G VACUUM REPAIR SE	463.50	CAD	463.50	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06685	EARL BALES CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	REAR WHEEL REPLACEMENT	
"PARKS, FORESTRY & RECREATION"	2927-8	2014-03-19	2014-03-24	D   G VACUUM REPAIR SE	185.09	CAD	185.09	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07707	RODING CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	"BRUSH ASSY, BELT, SANITAIRE FAN"	
"PARKS, FORESTRY & RECREATION"	2927-9	2014-03-23	2014-03-24	TIGERDIRECT.CA	11.29	CAD	11.29	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5734	Computer Software Stores	ULTRA CAT6 550MHZ UTP STRANDE	
					"1,080.49"	CAD	"1,080.49"	CAD								
TRANSPORTATION SERVICES 	2908-5	2014-03-05	2014-03-07	CDN TIRE STORE #00264	225.97	CAD	225.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5200	Home Supply Warehouse		
					225.97	CAD	225.97	CAD								
"PARKS, FORESTRY & RECREATION"	2932-10	2014-03-26	2014-03-27	EWING FLAGPOLE CO. INC	565.00	CAD	565.00	CAD	4424	CONTRACTED SERVICES - GENERAL	P00554	S-WEST 1-TURF&HORT	5998	Tent & Awning Shops	FLAGPOLE REPAIRS	
					565.00	CAD	565.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2901-1	2014-02-28	2014-03-04	CDN TIRE STORE #00459	22.59	CAD	22.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5200	Home Supply Warehouse	HEAVY DUTY TIRE GAUGE	
ECONOMIC DEVELOPMENT & CULTURE	2908-6	2014-03-05	2014-03-07	THE HOME DEPOT #7073	16.39	CAD	16.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5200	Home Supply Warehouse	WASHER	
ECONOMIC DEVELOPMENT & CULTURE	2918-7	2014-03-14	2014-03-17	THE HOME DEPOT #7073	90.82	CAD	90.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5200	Home Supply Warehouse	**MORE**  THDLID	
ECONOMIC DEVELOPMENT & CULTURE	2933-4	2014-03-27	2014-03-28	LEE VALLEY TOOLS 800-2	25.26	CAD	25.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5251	Hardware Stores	CABINET SCREWS & DRIVERS	
ECONOMIC DEVELOPMENT & CULTURE	2936-4	2014-03-27	2014-03-31	THE HOME DEPOT #7073	16.94	CAD	16.94	CAD	2710	GENERAL HARDWARE	AH0023	CD-AM-FACILITY MGMT-TODMORDEN	5200	Home Supply Warehouse	25' TAPE	
					172.00	CAD	172.00	CAD								
"PARKS, FORESTRY & RECREATION"	2901-2	2014-03-03	2014-03-04	TDSB-PURCHASING	46.75	CAD	46.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04325	GOULDING CC-HOLIDAY CAMPS	8299	Educational Services	REC PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2924-7	2014-03-18	2014-03-20	WAL-MART # 3105	82.32	CAD	82.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5310	Discount Stores	OFFICE ITEMS	
					129.07	CAD	129.07	CAD								
"PARKS, FORESTRY & RECREATION"	2931-7	2014-03-24	2014-03-26	THE HOME DEPOT #7129	112.83	CAD	112.83	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	YD0909TW	
					112.83	CAD	112.83	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2900-8	2014-02-27	2014-03-03	CDN TIRE STORE #00070	203.37	CAD	203.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5200	Home Supply Warehouse	CASSEROLE DISHES	
ECONOMIC DEVELOPMENT & CULTURE	2907-10	2014-03-05	2014-03-06	FOODLAND #6424	196.10	CAD	196.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"SPICES, EGGS, BUTTER, CREAM, MILK, CHEESE"	
ECONOMIC DEVELOPMENT & CULTURE	2907-11	2014-03-05	2014-03-06	FOODLAND #6424	188.79	CAD	188.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, EGGS, SPICES, LETTUCE, HONEYDEW, NUTMEG, W"	
ECONOMIC DEVELOPMENT & CULTURE	2907-12	2014-03-05	2014-03-06	FOODLAND #6424	162.02	CAD	162.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, EGGS, TOMATO, LEMONS, BUTTER, YOGURT, SOUR"	
ECONOMIC DEVELOPMENT & CULTURE	2908-7	2014-03-06	2014-03-07	PFW COUNTRY STORE INTE	642.90	CAD	642.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD & KINDLING	
ECONOMIC DEVELOPMENT & CULTURE	2910-10	2014-03-07	2014-03-10	LOBLAWS #1174	59.82	CAD	59.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, HAM, COFFEE, FRUITS"	
ECONOMIC DEVELOPMENT & CULTURE	2910-11	2014-03-07	2014-03-10	J FS RESTAURANT EQUIPM	146.90	CAD	146.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	7394	"Equipment Rental and Leasing Services, F"	INDUCTION COOKER	
ECONOMIC DEVELOPMENT & CULTURE	2916-6	2014-03-10	2014-03-13	GIBSON'S CLEANERS CO.	46.90	CAD	46.90	CAD	4419	LAUNDRY SERVICES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	7216	Dry Cleaners	TABLE CLOTH DRY CLEAN & PRESS	
ECONOMIC DEVELOPMENT & CULTURE	2916-7	2014-03-12	2014-03-13	FOODLAND #6424	343.95	CAD	343.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, BEEF, MILK, YOGURT, COOKIES, BUTTER, EGGS,"	
ECONOMIC DEVELOPMENT & CULTURE	2916-8	2014-03-12	2014-03-13	FOODLAND #6424	138.64	CAD	138.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, BROTH, GRAVY, FRUITS, CHICKEN, CHEESE,"	
ECONOMIC DEVELOPMENT & CULTURE	2916-9	2014-03-12	2014-03-13	FOODLAND #6424	1.99	CAD	1.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	MINT	
ECONOMIC DEVELOPMENT & CULTURE	2920-3	2014-03-10	2014-03-18	PFW COUNTRY STORE INTE	-304.53	CAD	-304.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD & KINDLING - RETURN	
ECONOMIC DEVELOPMENT & CULTURE	2924-8	2014-03-19	2014-03-20	FOODLAND #6424	218.65	CAD	218.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, BROTH, FRUITS, PORK, VEAL"	
ECONOMIC DEVELOPMENT & CULTURE	2924-9	2014-03-19	2014-03-20	FOODLAND #6424	182.30	CAD	182.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CREAM, EGGS, CHOCOLATE, MILK, FRUITS, SPICES, BUTT"	
ECONOMIC DEVELOPMENT & CULTURE	2925-6	2014-03-20	2014-03-21	DELYEA PIANOS INC.	132.21	CAD	132.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
ECONOMIC DEVELOPMENT & CULTURE	2931-8	2014-03-25	2014-03-26	DELYEA PIANOS INC.	132.21	CAD	132.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
ECONOMIC DEVELOPMENT & CULTURE	2932-11	2014-03-26	2014-03-27	FOODLAND #6424	338.92	CAD	338.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CREAM, CHEESE, LETTUCE, EGGS, CRACKERS, CHOCOLATE,"	
ECONOMIC DEVELOPMENT & CULTURE	2932-12	2014-03-26	2014-03-27	FOODLAND #6424	168.16	CAD	168.16	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"OJ, CHOCOLATE, BUTTER, CREAM, MILK / DISH DETERGEN"	
ECONOMIC DEVELOPMENT & CULTURE	2932-13	2014-03-26	2014-03-27	FOODLAND #6424	82.67	CAD	82.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"BEEF, VEGETABLES"	
ECONOMIC DEVELOPMENT & CULTURE	2933-5	2014-03-27	2014-03-28	PFW COUNTRY STORE INTE	304.54	CAD	304.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD & KINDLING	
					"3,386.51"	CAD	"3,386.51"	CAD								
"PARKS, FORESTRY & RECREATION"	2916-10	2014-03-11	2014-03-13	THE HOME DEPOT #7024	67.79	CAD	67.79	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	PUMP	
"PARKS, FORESTRY & RECREATION"	2933-6	2014-03-26	2014-03-28	THE HOME DEPOT #7129	11.29	CAD	11.29	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	DRAIN OPEN	
					79.08	CAD	79.08	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2917-4	2014-03-13	2014-03-14	MICHAELS #4910	5.60	CAD	5.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	"FLORAL TAPE, DOWELLING"	
					5.60	CAD	5.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2913-7	2014-03-10	2014-03-12	SHOPPERS DRUG MART0836	8.86	CAD	8.86	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5912	"Drug Stores, Pharmacies"	MILK & CREAM	
ECONOMIC DEVELOPMENT & CULTURE	2927-10	2014-03-20	2014-03-24	SHOPPERS DRUG MART0836	8.07	CAD	8.07	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5912	"Drug Stores, Pharmacies"	MILK & CREAM	
ECONOMIC DEVELOPMENT & CULTURE	2936-5	2014-03-28	2014-03-31	LOBLAWS #1212	16.27	CAD	16.27	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM & TEA"	
					33.20	CAD	33.20	CAD								
"PARKS, FORESTRY & RECREATION"	2936-6	2014-03-30	2014-03-31	WATER AND ICE NORTH AM	402.85	CAD	402.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08627	W-Y O/D POOL-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL THERMOMETERS	
					402.85	CAD	402.85	CAD								
311 TORONTO	2918-8	2014-03-14	2014-03-17	MUNICIPAL SERVICE DELI	"1,130.00"	CAD	"1,130.00"	CAD	4995	OTHER EXPENSES	TO9301	CONTACT CENTRE	8699	"Organizations, Membership - Not Elsewher"	MSDO MEMBERSHIP RENEWAL 2014	
					"1,130.00"	CAD	"1,130.00"	CAD								
"PARKS, FORESTRY & RECREATION"	2905-4	2014-03-03	2014-03-05	CDN TIRE STORE #00264	39.54	CAD	39.54	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	GAR OIL HEATER	
"PARKS, FORESTRY & RECREATION"	2916-11	2014-03-11	2014-03-13	CDN TIRE STORE #00209	290.10	CAD	290.10	CAD	3310	FURNISHINGS	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	FOLDING TABLES	
"PARKS, FORESTRY & RECREATION"	2927-11	2014-03-21	2014-03-24	ASAP EMERGENCY LOCK	5.65	CAD	5.65	CAD	2730	LOCKS	P07646	DON VALLEY-OPERATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS	
"PARKS, FORESTRY & RECREATION"	2927-12	2014-03-21	2014-03-24	ASAP EMERGENCY LOCK	16.95	CAD	16.95	CAD	2730	LOCKS	P07646	DON VALLEY-OPERATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS	
"PARKS, FORESTRY & RECREATION"	2933-7	2014-03-26	2014-03-28	THE HOME DEPOT #7129	123.07	CAD	123.07	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  WIRE	
"PARKS, FORESTRY & RECREATION"	2933-8	2014-03-26	2014-03-28	CDN TIRE STORE #00192	76.89	CAD	76.89	CAD	2610	KITCHEN SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	KITCHEN SUPPLIES	
					552.20	CAD	552.20	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2928-3	2014-03-24	2014-03-25	ACCESS ALLIANCE MULTIC	113.00	CAD	113.00	CAD	4086	TECH SRV TRANSL/INT	F01521	BIRKDALE RES - PROGRAM DELIVERY	8398	"Organizations, Charitable and Social Ser"	INTERPRETATION SERVICES	
					113.00	CAD	113.00	CAD								
LONG TERM CARE HOMES	2900-9	2014-02-28	2014-03-03	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT CALENDAR PRINTING	
LONG TERM CARE HOMES	2924-10	2014-03-18	2014-03-20	ADVANCED GERONTOLOGICA	490.58	CAD	490.58	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3A083	BENDALE ACRES-PS-PS	8398	"Organizations, Charitable and Social Ser"	EDUCATION MANUALS ADV. GERONTOLOGICAL	
LONG TERM CARE HOMES	2924-11	2014-03-18	2014-03-20	ADVANCED GERONTOLOGICA	"2,651.14"	CAD	"2,651.14"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3A083	BENDALE ACRES-PS-PS	8398	"Organizations, Charitable and Social Ser"	EDUCATION MANUALS ADV. GERONTOLOGICAL	
					"3,239.13"	CAD	"3,239.13"	CAD								
EMERGENCY MEDICAL SERVICES	2912-4	2014-03-10	2014-03-11	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING - PAN AM	
EMERGENCY MEDICAL SERVICES	2932-14	2014-03-26	2014-03-27	IMPARK00090438A	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING - PAN AM	
EMERGENCY MEDICAL SERVICES	2933-9	2014-03-27	2014-03-28	TORONTO PARKING AUTHOR	12.50	CAD	12.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING - PAN AM	
					41.50	CAD	41.50	CAD								
"PARKS, FORESTRY & RECREATION"	2900-10	2014-02-28	2014-03-03	KOTYCK BROS LIMITED	713.35	CAD	713.35	CAD	3320	FIXTURES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	DRINKING FOUNTAIN	
					713.35	CAD	713.35	CAD								
"PARKS, FORESTRY & RECREATION"	2900-11	2014-02-26	2014-03-03	NAPA WOODBRIDGE #759	753.70	CAD	753.70	CAD	2401	LUBRICANTS	*****	UNASSIGNED	5533	"Automotive Parts, Accessories Stores"	205 LTR DRUM OF AW46 HYDRAULIC OIL	
"PARKS, FORESTRY & RECREATION"	2931-9	2014-03-24	2014-03-26	NAPA WOODBRIDGE #759	753.70	CAD	753.70	CAD	2401	LUBRICANTS	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	205 LTR DRUM AW46 OIL	
					"1,507.40"	CAD	"1,507.40"	CAD								
EMERGENCY MEDICAL SERVICES	2922-2	2014-03-18	2014-03-19	IMPARK00090289U	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING - FTO ARBITRATION	
					20.00	CAD	20.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2917-5	2014-03-12	2014-03-14	SUPER SAVE GROUP GT	515.11	CAD	515.11	CAD	4590	RENTAL - OTHER	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	7394	"Equipment Rental and Leasing Services, F"	PORT-O-LETS NON-CONTRACT EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2927-13	2014-03-20	2014-03-24	SUPER SAVE GROUP GT	515.11	CAD	515.11	CAD	4590	RENTAL - OTHER	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	7394	"Equipment Rental and Leasing Services, F"	PORT-O-LETS NON-CONTRACT EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2927-14	2014-03-21	2014-03-24	MALABAR LIMITED	372.90	CAD	372.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	7296	"Clothing Rental - Costumes, Uniforms and"	COSTUMES FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2927-15	2014-03-22	2014-03-24	POLLOCKS HM HWRE #1437	67.46	CAD	67.46	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	5251	Hardware Stores	BODY WARMERS FOR EVENT	
					"1,470.58"	CAD	"1,470.58"	CAD								
EMERGENCY MEDICAL SERVICES	2936-7	2014-03-27	2014-03-31	PAYPAL *NATIONALPAR	450.00	CAD	450.00	CAD	4995	OTHER EXPENSES	B46776	MANGERS - HUB ADMIN	8999	Professional Services - Not Elsewhere Cl	NATIONAL PARAMEDIC COMPETITION REGISTRATION	
					450.00	CAD	450.00	CAD								
"PARKS, FORESTRY & RECREATION"	2912-5	2014-03-10	2014-03-11	NOFRILLS DICKIES 752	42.58	CAD	42.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"COCONUT, GRAPES, STRAWBERRIES, BANANAS"	
"PARKS, FORESTRY & RECREATION"	2912-6	2014-03-10	2014-03-11	CINEPLEX  7253     QPS	578.50	CAD	578.50	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	7832	Motion Picture Theaters	ADMISSION - MARCH BREAK TRIP	
"PARKS, FORESTRY & RECREATION"	2913-8	2014-03-11	2014-03-12	NOFRILLS DICKIES 752	85.44	CAD	85.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04337	OCONNOR CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"BAKING SODA, IODIZED SALT, FRENCH VANILLA,MUFFINS"	
"PARKS, FORESTRY & RECREATION"	2913-9	2014-03-11	2014-03-12	CINEPLEX  7253     QPS	-58.50	CAD	-58.50	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	7832	Motion Picture Theaters	REFUND	
"PARKS, FORESTRY & RECREATION"	2920-4	2014-03-13	2014-03-18	OCONNOR BOWL	406.00	CAD	406.00	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	7933	Bowling Alleys	ADMISSION - MARCH BREAK TRIP	
"PARKS, FORESTRY & RECREATION"	2933-10	2014-03-26	2014-03-28	WAL-MART #3159	116.68	CAD	116.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
					"1,170.70"	CAD	"1,170.70"	CAD								
"PARKS, FORESTRY & RECREATION"	2912-7	2014-03-10	2014-03-11	GNS PARTY RENTALS	16.16	CAD	16.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07692	MCGREGOR PARK-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	COTTON CANDY CRYSTALS	
					16.16	CAD	16.16	CAD								
PUBLIC HEALTH	2917-6	2014-03-13	2014-03-14	IAPP	596.24	CAD	525.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH1051	INFORMATION TECHNOLOGY	8699	"Organizations, Membership - Not Elsewher"	BULBS	
PUBLIC HEALTH	2918-9	2014-03-13	2014-03-17	ASS. OF PRIVACY PROFES	932.25	CAD	932.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH1051	INFORMATION TECHNOLOGY	8111	"Attorneys, Legal Services"	SEMINAR	
					"1,528.49"	CAD	932.25	CAD								
							525.00	USD								
