Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2875-8	2014-02-10	2014-02-12	DESERRES	55.01	CAD	55.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01568	GOULDING CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	OIL PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2887-7	2014-02-19	2014-02-21	PDP - HANGAR	90.40	CAD	90.40	CAD	4118	TICKETS AND ADMISSION FEES	P02858	N-CENTRAL-SPORTS & REC-YOUTH-SP. NEEDS	7032	Recreational and Sporting Camps	VOLLEYBALL TRIP	
					260.60	CAD	260.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2865-6	2014-02-03	2014-02-05	CDN TIRE STORE #00070	169.49	CAD	169.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5200	Home Supply Warehouse	WATERCOOLER	
ECONOMIC DEVELOPMENT & CULTURE	2865-7	2014-02-03	2014-02-05	CDN TIRE STORE #00070	510.50	CAD	510.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5200	Home Supply Warehouse	"RACK CANNING, JARS, GRATER, 4PC MEASURE, PIE PLATE"	
ECONOMIC DEVELOPMENT & CULTURE	2866-5	2014-02-05	2014-02-06	FOODLAND #6424	128.59	CAD	128.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM, BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	2866-6	2014-02-05	2014-02-06	FOODLAND #6424	120.23	CAD	120.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TOMATO SAUCE, VEGGIES, BROTH, CHEESE, COCONUT MILK"	
ECONOMIC DEVELOPMENT & CULTURE	2866-7	2014-02-05	2014-02-06	FOODLAND #6424	23.44	CAD	23.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"SPICES, VINEGAR, MUSTARD"	
ECONOMIC DEVELOPMENT & CULTURE	2881-14	2014-02-13	2014-02-17	FOOD BASICS #928	302.23	CAD	302.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHICKEN BREAST, CRACKERS, FRUITS, VEGGIES, JUICE,"	
ECONOMIC DEVELOPMENT & CULTURE	2881-15	2014-02-13	2014-02-17	FOOD BASICS #928	117.53	CAD	117.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM, BUTTER, JUICE"	
ECONOMIC DEVELOPMENT & CULTURE	2886-6	2014-02-19	2014-02-20	FOODLAND #6424	160.28	CAD	160.28	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, EGGS, CREAM, MILK, YOGURT / WAXPAPER, TIDE"	
ECONOMIC DEVELOPMENT & CULTURE	2886-7	2014-02-19	2014-02-20	FOODLAND #6424	139.38	CAD	139.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGGIES, BROTH, FRUITS, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	2886-8	2014-02-19	2014-02-20	FOODLAND #6424	65.52	CAD	65.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MILK, JUICE, FRUITS, CRACKERS"	
ECONOMIC DEVELOPMENT & CULTURE	2894-3	2014-02-25	2014-02-26	DELYEA PIANOS INC.	101.70	CAD	101.70	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO REPAIRS	
ECONOMIC DEVELOPMENT & CULTURE	2896-10	2014-02-25	2014-02-27	RONA # 55040	247.55	CAD	247.55	CAD	2710	GENERAL HARDWARE	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5251	Hardware Stores	"EXTENSION CORDS, POWER BARS, PLUMBING SUPPLIES"	
ECONOMIC DEVELOPMENT & CULTURE	2896-11	2014-02-26	2014-02-27	FOODLAND #6424	93.16	CAD	93.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGGIES, BROTH, WATER, SAUSAGE"	
ECONOMIC DEVELOPMENT & CULTURE	2896-12	2014-02-26	2014-02-27	FOODLAND #6424	89.17	CAD	89.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MACARONI, CRACKERS, VEGGIES, CREAM, JAMMERS"	
ECONOMIC DEVELOPMENT & CULTURE	2896-13	2014-02-26	2014-02-27	FOODLAND #6424	64.59	CAD	64.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FRUIT, COOKIES, YOGURT, JUICE"	
					"2,333.36"	CAD	"2,333.36"	CAD								
"PARKS, FORESTRY & RECREATION"	2877-2	2014-02-12	2014-02-13	ALLANDALE HM HWR BLDG	48.65	CAD	48.65	CAD	2710	GENERAL HARDWARE	P10908	NY SKI CENTRE-OPERATIONS	5251	Hardware Stores	BLADES	
					48.65	CAD	48.65	CAD								
"PARKS, FORESTRY & RECREATION"	2877-3	2014-02-11	2014-02-13	THE HOME DEPOT #7011	59.34	CAD	59.34	CAD	2710	GENERAL HARDWARE	P02776	SWANSEA CC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  ALUM. SLEEVE	
					59.34	CAD	59.34	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2890-5	2014-02-21	2014-02-24	MEDIA EDGE COMMUNICATI	"5,650.00"	CAD	"5,650.00"	CAD	4414	ADVERTISING & PROMOTION	ED0150	EDC MARKETING TACTICS	2741	Miscellaneous Publishing and Printing	ADVERTISING	
					"5,650.00"	CAD	"5,650.00"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2881-16	2014-02-14	2014-02-17	SHOPPERS DRUG MART #08	6.87	CAD	6.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5912	"Drug Stores, Pharmacies"	"MILK, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	2893-6	2014-02-24	2014-02-25	LOBLAWS #1212	110.00	CAD	110.00	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	"SUGAR, FLOUR, CHOCOLATE CHIPS, BUTTER, CHIPS, GING"	
					116.87	CAD	116.87	CAD								
LONG TERM CARE HOMES	2859-5	2014-01-31	2014-02-03	CANADIAN CARD SYSTEMS	91.53	CAD	91.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A144	BENDALE ACRES-NS-NA	7338	"Quick Copy, Reproduction, and Blueprinti"	INK ROLLERS FOR ADDRESSOGRAPH MACHINES	
LONG TERM CARE HOMES	2869-3	2014-02-06	2014-02-07	JOERNS HEALTHCARE	"2,499.80"	CAD	"2,499.80"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A144	BENDALE ACRES-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	BED FRAMES PARTS	
					"2,591.33"	CAD	"2,591.33"	CAD								
311 TORONTO	2893-7	2014-02-25	2014-02-25	WEBNAMESCA INC	463.30	CAD	463.30	CAD	4995	OTHER EXPENSES	TO9301	CONTACT CENTRE	4816	Computer Network/Information Services	DOMAIN NAME(S)RENEWAL - 60 MONTHS	
					463.30	CAD	463.30	CAD								
LONG TERM CARE HOMES	2865-8	2014-02-04	2014-02-05	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT CALENDAR PRINTING	
LONG TERM CARE HOMES	2875-9	2014-02-11	2014-02-12	FUTURE SHOP .CA #768	184.15	CAD	184.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5732	Electronic Sales	CD PLAYER FOR RESIDENT PROGRAMS	
LONG TERM CARE HOMES	2877-4	2014-02-11	2014-02-13	GNS PARTY RENTALS	115.26	CAD	115.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5970	"Artist Supply Stores, Craft Shops"	BALLOONS - RESIDENT FUNCTION	
LONG TERM CARE HOMES	2881-17	2014-02-13	2014-02-17	HAPPY PANDA BUFFET	338.92	CAD	338.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5812	"Eating Places, Restaurants"	CHINESE NEW YEAR LUNCH FOR RESIDENTS	
LONG TERM CARE HOMES	2890-6	2014-02-20	2014-02-24	PARTY CITY #2010	164.52	CAD	164.52	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RESIDENT PARTIES DECORATIONS	
LONG TERM CARE HOMES	2890-7	2014-02-21	2014-02-24	CDN ENGRAVERS SUPP CO	432.15	CAD	432.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3A061	BENDALE ACRES-MT-OA	1740	"Insulation, Masonry, Plastering, Stonewo"	RESIDENT ROOM NAME PLATES	
					"1,332.41"	CAD	"1,332.41"	CAD								
"PARKS, FORESTRY & RECREATION"	2877-5	2014-02-10	2014-02-13	VANHOF AND BLOKKER LTD	213.00	CAD	213.00	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5193	"Florists Supplies, Nursery Stock, and Fl"	LILY BULBS	
"PARKS, FORESTRY & RECREATION"	2897-5	2014-02-27	2014-02-28	GGS STRUCTURES INC	204.81	CAD	204.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	CIRCULATING FAN	
					417.81	CAD	417.81	CAD								
EMERGENCY MEDICAL SERVICES	2877-6	2014-02-12	2014-02-13	25 DOCKSIDE DRIVE  QPS	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING PAM AM	
EMERGENCY MEDICAL SERVICES	2893-8	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING PAM AM	
EMERGENCY MEDICAL SERVICES	2893-9	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING PAM AM	
EMERGENCY MEDICAL SERVICES	2894-4	2014-02-25	2014-02-26	IMPARK00090438A	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING PAM AM	
EMERGENCY MEDICAL SERVICES	2897-6	2014-02-27	2014-02-28	IMPARK00090438A	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING PAM AM	
					67.00	CAD	67.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2890-8	2014-02-20	2014-02-24	ROTMAN SPECIAL EVENTS	28.25	CAD	28.25	CAD	4118	TICKETS AND ADMISSION FEES	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	8220	"Colleges, Universities, Professional Sch"	TICKET FOR EVENT	
					28.25	CAD	28.25	CAD								
"PARKS, FORESTRY & RECREATION"	2866-8	2014-02-04	2014-02-06	ARGUS-HAZCO	230.91	CAD	230.91	CAD	2850	SKIN CARE PRODUCTS	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	7399	Business Services - Not Elsewhere Classi	HAND CREAM	
					230.91	CAD	230.91	CAD								
EMERGENCY MEDICAL SERVICES	2877-7	2014-02-13	2014-02-13	ULINE	441.97	CAD	441.97	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46753	OPS - SERVICE DISTRICT 1	5964	Direct Marketing - Catalog Merchants	"3X12 HOG HEAVEN NITRILE MAT 7/8"""	
EMERGENCY MEDICAL SERVICES	2893-10	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING PT ARBITRATION	
EMERGENCY MEDICAL SERVICES	2893-11	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING PT ARBITRATION	
EMERGENCY MEDICAL SERVICES	2893-12	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING PT ARBITRATION	
					463.97	CAD	463.97	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2871-4	2014-02-07	2014-02-10	POLLOCK'S CARPET MARKE	404.99	CAD	404.99	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	5713	Floor Covering Stores	 	
					404.99	CAD	404.99	CAD								
EMERGENCY MEDICAL SERVICES	2893-13	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - PART-TIME ARBITRATION	
EMERGENCY MEDICAL SERVICES	2893-14	2014-02-23	2014-02-25	CAR PARK MANAGEMENT SE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - PART-TIME ARBITRATION	
					15.00	CAD	15.00	CAD								
"PARKS, FORESTRY & RECREATION"	2897-7	2014-02-27	2014-02-28	VERMEER CANADA INC	375.88	CAD	375.88	CAD	2710	GENERAL HARDWARE	P00070	S-WEST-PRUNING/REMOVAL	7394	"Equipment Rental and Leasing Services, F"	VANQUISH THROAT	
					375.88	CAD	375.88	CAD								
"PARKS, FORESTRY & RECREATION"	2866-9	2014-02-04	2014-02-06	WAL-MART #3159	34.67	CAD	34.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REC PROGRAM SUPPLIES	
					34.67	CAD	34.67	CAD								
"PARKS, FORESTRY & RECREATION"	2880-3	2014-02-13	2014-02-14	KENNEDY BOWL	180.00	CAD	180.00	CAD	4118	TICKETS AND ADMISSION FEES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	7933	Bowling Alleys	BOWLING FOR YOUTH GROUP	
"PARKS, FORESTRY & RECREATION"	2886-9	2014-02-18	2014-02-20	FOOD BASICS #628	36.80	CAD	36.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"POTATOES,CHICKEN FINGERS"	
"PARKS, FORESTRY & RECREATION"	2886-10	2014-02-18	2014-02-20	FOOD BASICS #628	33.42	CAD	33.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"POTATOES,CHICKEN FINGERS"	
"PARKS, FORESTRY & RECREATION"	2887-8	2014-02-19	2014-02-21	GNS PARTY RENTALS	47.57	CAD	47.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5970	"Artist Supply Stores, Craft Shops"	COTTON CANDY	
"PARKS, FORESTRY & RECREATION"	2890-9	2014-02-21	2014-02-24	THE HOME DEPOT #7001	38.10	CAD	38.10	CAD	2575	ELECTRICAL SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  7.6M CORD .	
					335.89	CAD	335.89	CAD								
PUBLIC HEALTH	2885-3	2014-02-18	2014-02-19	FIRST REFERENCE INC	506.24	CAD	506.24	CAD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	7399	Business Services - Not Elsewhere Classi	MEMBERSHIP FEES	
					506.24	CAD	506.24	CAD								
"PARKS, FORESTRY & RECREATION"	2869-4	2014-02-06	2014-02-07	TDSB-PURCHASING	51.02	CAD	51.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04930	HILLTOP CS-HOLIDAY CAMPS	8299	Educational Services	CRAFT SUPPLIES FOR MARCH BREAK CAMP	
"PARKS, FORESTRY & RECREATION"	2875-10	2014-02-10	2014-02-12	THE MAIN EVENT FUN GAM	379.68	CAD	379.68	CAD	4590	RENTAL - OTHER	P04930	HILLTOP CS-HOLIDAY CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	RENTAL- BOUNCABLE FOR MARCH BREAK CAMP	
					430.70	CAD	430.70	CAD								
"PARKS, FORESTRY & RECREATION"	2880-4	2014-02-13	2014-02-14	VAUGHAN GARDEN CENTRE	983.10	CAD	983.10	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5261	Lawn and Garden Supply Stores	FIREWOOD	
"PARKS, FORESTRY & RECREATION"	2894-5	2014-02-25	2014-02-26	TECHNICAL STANDARDS AN	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	P10908	NY SKI CENTRE-OPERATIONS	1799	"Contractors, Special Trade - Not Elsewhe"	ELEVATING DEVICE CERTIFICATE FEES	
					"1,058.10"	CAD	"1,058.10"	CAD								
"PARKS, FORESTRY & RECREATION"	2880-5	2014-02-13	2014-02-14	BASTONE HOME HARDWARE	87.00	CAD	87.00	CAD	2710	GENERAL HARDWARE	P10467	WALLACE EMERSON-PRGM SUPPORT	5251	Hardware Stores	"HOOKS,SCREWS & TOOLS"	
					87.00	CAD	87.00	CAD								
EMERGENCY MEDICAL SERVICES	2871-5	2014-02-06	2014-02-10	THE HOME DEPOT #7013	342.39	CAD	342.39	CAD	3050	M & E - KITCHEN	B46700	ALS OPERATIONS	5200	Home Supply Warehouse	**MORE**  MC 4 CU.FT 2 refrigerator	
					342.39	CAD	342.39	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2866-10	2014-02-05	2014-02-06	STOCK RESTAURANT   SUI	209.35	CAD	209.35	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2880-6	2014-02-13	2014-02-14	THE GABARDINE	64.98	CAD	64.98	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2885-4	2014-02-18	2014-02-19	BANNOCK	50.68	CAD	50.68	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2887-9	2014-02-19	2014-02-21	SUSHI AND BENTO	41.58	CAD	41.58	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2894-6	2014-02-25	2014-02-26	BANNOCK	42.88	CAD	42.88	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING W/ EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2896-14	2014-02-24	2014-02-27	SUSHI AND BENTO	29.36	CAD	29.36	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					438.83	CAD	438.83	CAD								
"PARKS, FORESTRY & RECREATION"	2859-6	2014-01-31	2014-02-03	FRESHCO #9783	410.67	CAD	410.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"MUFFINS, HOTDOG BUNS,BASIL,JUICE,TEA LEMON"	
"PARKS, FORESTRY & RECREATION"	2865-9	2014-02-04	2014-02-05	NOFRILLS JOSEPHS 730	"1,136.19"	CAD	"1,136.19"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR PROGRAMS	
"PARKS, FORESTRY & RECREATION"	2865-10	2014-02-04	2014-02-05	STRICTLY BULK	307.25	CAD	307.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"KINEY RED BEANS, SUGAR, CASHEW, ORGANIC FLOUR"	
"PARKS, FORESTRY & RECREATION"	2865-11	2014-02-04	2014-02-05	P A T CENTRAL MARKET I	11.24	CAD	11.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	RICE PAPER ROLLS AND FRESH BASIL	
"PARKS, FORESTRY & RECREATION"	2871-6	2014-02-07	2014-02-10	FRESHCO #9783	700.10	CAD	700.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"WIENERS, EGGS, CARROTS, LEMONADE, BUTTER,CELERY"	
"PARKS, FORESTRY & RECREATION"	2875-11	2014-02-11	2014-02-12	NOFRILLS JOSEPHS 730	"1,104.55"	CAD	"1,104.55"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"SALT, FRUIT JUICE, NESTLE, MOZZ CHEESE, ONION"	
"PARKS, FORESTRY & RECREATION"	2875-12	2014-02-11	2014-02-12	STRICTLY BULK	219.56	CAD	219.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"LENTILS, WHITE FLOUR, SUNFLOWER, ALMONDS"	
"PARKS, FORESTRY & RECREATION"	2877-8	2014-02-11	2014-02-13	CDN TIRE STORE #00182	130.39	CAD	130.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5200	Home Supply Warehouse	"PUCKS, BOS OF MATHES, HEATING FUEL"	
"PARKS, FORESTRY & RECREATION"	2877-9	2014-02-11	2014-02-13	WAL-MART # 3106	37.13	CAD	37.13	CAD	2610	KITCHEN SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5411	"Grocery Stores, Supermarkets"	"SPRAY BOTTLES, COOKIE CUTTER, BOWLS"	
"PARKS, FORESTRY & RECREATION"	2881-18	2014-02-14	2014-02-17	EAGLE BEAVER SPORTS	238.65	CAD	238.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10389	RS-DUFFERIN GROVE- CC PRGM SUPP	5941	Sporting Goods Stores	"STOP WATCH, & PINNIES"	
"PARKS, FORESTRY & RECREATION"	2881-19	2014-02-14	2014-02-17	FRESHCO #9783	455.29	CAD	455.29	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHEESE, BACON, PASTA SAUCE,JUICE,CHKN , ENG MUFFIN"	
"PARKS, FORESTRY & RECREATION"	2885-5	2014-02-18	2014-02-19	NOFRILLS JOSEPHS 730	"1,067.05"	CAD	"1,067.05"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"TOMATOES,SUGAR,JUICE,COCONUT,KETCHUP,RELISH,"	
"PARKS, FORESTRY & RECREATION"	2885-6	2014-02-18	2014-02-19	STRICTLY BULK	282.24	CAD	282.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"LENTILS, FLOUR, YEAST, ROSEMARY, BEANS, SUGAR"	
"PARKS, FORESTRY & RECREATION"	2890-10	2014-02-21	2014-02-24	FRESHCO #9783	347.99	CAD	347.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10786	WALLACE EMERSON-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TORTILLA CHIP, SOUR CRM, LENTILS, GRND BEEF"	
"PARKS, FORESTRY & RECREATION"	2894-7	2014-02-25	2014-02-26	NOFRILLS JOSEPHS 730	750.79	CAD	750.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13057	GEN INTRST & CLUBS - DUFFERIN GROVE PARK	5411	"Grocery Stores, Supermarkets"	"SAUSAGE,BUNS, GINGER,GR PEPPER,SWT POTATOES"	
