Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
AFFORDABLE HOUSING OFFICE	3083-3	2014-07-16	2014-07-17	CAFE ON THE SQUARE	72.32	CAD	72.32	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	MTG W/ EXTERNAL PARTICIPANT -CLOSE THE HSNG GAP	
AFFORDABLE HOUSING OFFICE	3097-7	2014-07-25	2014-07-28	TORONTO STAMP INC	25.11	CAD	25.11	CAD	2010	STATIONERY AND OFFICE SUPPLIES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5943	"Office, School Supply, and Stationery St"	"**MORE**  ""INVOICE"" SELF INKING STAMP FOR OFFICE"	
					97.43	CAD	97.43	CAD								
FIRE SERVICES	3079-2	2014-07-14	2014-07-15	"20/20 GENESYSTEMS, INC"	"2,827.04"	CAD	"2,567.00"	USD	2082	HEALTH & SAFETY SUPPLIES	FR0035	CHEMICAL BIOLOG RADIOLOG NUCLEAER RESP	7399	Business Services - Not Elsewhere Classi	BIOCHECK POWDER SCREENING TEST KIT	
					"2,827.04"	CAD	"2,567.00"	USD								
TRANSPORTATION SERVICES 	3087-9	2014-07-20	2014-07-21	PAYPAL *TWEETYMAIL	5.52	CAD	5.52	CAD	4995	OTHER EXPENSES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3087-10	2014-07-20	2014-07-21	PAYPAL *TWEETYMAIL	5.52	CAD	5.52	CAD	4995	OTHER EXPENSES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3087-11	2014-07-20	2014-07-21	PAYPAL *TWEETYMAIL	5.52	CAD	5.52	CAD	4995	OTHER EXPENSES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
TRANSPORTATION SERVICES 	3087-12	2014-07-20	2014-07-21	PAYPAL *TWEETYMAIL	5.52	CAD	5.52	CAD	4995	OTHER EXPENSES	TP0399	SIGNS & MARKINGS MANAGEMENT & OH	7372	"Computer Programming, Integrated Systems"	MONTHLY SUBSCRIPTION FOR MAX ACCESS TO TWEETYMAIL	
					22.08	CAD	22.08	CAD								
"PARKS, FORESTRY & RECREATION"	3059-5	2014-06-27	2014-07-02	EAASIB PESTICIDES	180.00	CAD	180.00	CAD	4830	PERMIT & LICENSE FEES	P00152	C-WATERFRONT3-TURF&HORT	9399	Government Services - Not Elsewhere Clas	PESTICIDE LICENSE RENEWAL	
					180.00	CAD	180.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3074-9	2014-07-09	2014-07-10	GIANT CONTAINER SERVIC	226.00	CAD	226.00	CAD	4590	RENTAL - OTHER	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5046	Commercial Equipment Not Elsewhere Class	RENTAL OF STORAGE CONTAINER	
ECONOMIC DEVELOPMENT & CULTURE	3074-10	2014-07-09	2014-07-10	GIANT CONTAINER SERVIC	-135.60	CAD	-135.60	CAD	4590	RENTAL - OTHER	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5046	Commercial Equipment Not Elsewhere Class	RENTAL OF STORAGE CONTAINER - CREDIT	
ECONOMIC DEVELOPMENT & CULTURE	3078-5	2014-07-11	2014-07-14	TIGERDIRECT.CA	464.51	CAD	464.51	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5964	Direct Marketing - Catalog Merchants	CLEARVIEW 4 CHANNEL 500GB DVR	
ECONOMIC DEVELOPMENT & CULTURE	3079-3	2014-07-14	2014-07-15	TIGERDIRECT.CA	97.31	CAD	97.31	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5964	Direct Marketing - Catalog Merchants	HDMI TO VGA CONVERTER	
ECONOMIC DEVELOPMENT & CULTURE	3079-4	2014-07-15	2014-07-15	ULINE	402.46	CAD	402.46	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5964	Direct Marketing - Catalog Merchants	4X6 CHARCOAL WATERHOG ELITE MAT	
ECONOMIC DEVELOPMENT & CULTURE	3081-7	2014-07-15	2014-07-16	LOCK UP SERVICES	75.15	CAD	75.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	7399	Business Services - Not Elsewhere Classi	DOOR STOPS	
ECONOMIC DEVELOPMENT & CULTURE	3085-3	2014-07-17	2014-07-18	IKEA ETOBICOKE	11.27	CAD	11.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5712	"Equipment, Furniture, and Home Furnishin"	CUTTING BOARDS	
ECONOMIC DEVELOPMENT & CULTURE	3087-13	2014-07-17	2014-07-21	PAYPAL *STAGESTOREC	130.62	CAD	130.62	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5946	Camera and Photographic Supply Stores	AUDIO CONNECTORS & WRENCH	
ECONOMIC DEVELOPMENT & CULTURE	3089-4	2014-07-22	2014-07-22	AMAZON.CA	46.08	CAD	46.08	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	4816	Computer Network/Information Services	"HDMI TO HDMI CABLE, LASER POINTER, PORTABLE BATTER"	
ECONOMIC DEVELOPMENT & CULTURE	3097-8	2014-07-22	2014-07-28	MODERN LAUNDRY	135.60	CAD	135.60	CAD	4419	LAUNDRY SERVICES	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	7216	Dry Cleaners	WASH & FOLD DRAPES	
					"1,453.40"	CAD	"1,453.40"	CAD								
"PARKS, FORESTRY & RECREATION"	3061-2	2014-07-03	2014-07-04	FAMOUS PLAYER 7408QPS	673.59	CAD	673.59	CAD	4118	TICKETS AND ADMISSION FEES	P04651	G&I RISK-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3072-5	2014-07-08	2014-07-09	FESTIVAL XPRESS	632.80	CAD	632.80	CAD	4118	TICKETS AND ADMISSION FEES	P13376	SUMMER CAMPS - KEN COX CC	7922	Theatrical Producers (except Motion Pict	ADMISSION FEES - SUMMER CAMP TRIP	
					"1,306.39"	CAD	"1,306.39"	CAD								
SOLID WASTE MANAGEMENT	3061-3	2014-07-02	2014-07-04	THE HOME DEPOT #7129	77.64	CAD	77.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	ANGLE 10FT	
SOLID WASTE MANAGEMENT	3065-4	2014-07-03	2014-07-07	THE HOME DEPOT #7129	231.63	CAD	231.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  JOHN HVYDTY	
SOLID WASTE MANAGEMENT	3081-8	2014-07-14	2014-07-16	THE HOME DEPOT #7134	395.54	CAD	395.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	PP292	
SOLID WASTE MANAGEMENT	3083-4	2014-07-15	2014-07-17	THE HOME DEPOT #7134	139.87	CAD	139.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  BEHR INT SAT	
SOLID WASTE MANAGEMENT	3085-4	2014-07-16	2014-07-18	DUFFERIN TILE	781.32	CAD	781.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	1740	"Insulation, Masonry, Plastering, Stonewo"	W/O 300238-4	
SOLID WASTE MANAGEMENT	3087-14	2014-07-18	2014-07-21	THE HOME DEPOT #7134	49.24	CAD	49.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  17L BUCKET	
SOLID WASTE MANAGEMENT	3093-8	2014-07-22	2014-07-24	THE HOME DEPOT #7134	35.04	CAD	35.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  SCREWS	
SOLID WASTE MANAGEMENT	3102-6	2014-07-28	2014-07-30	THE HOME DEPOT #7078	15.81	CAD	15.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-05	#N/A	5200	Home Supply Warehouse	4-3/8RIDCONT	
SOLID WASTE MANAGEMENT	3102-7	2014-07-28	2014-07-30	THE HOME DEPOT #7134	91.44	CAD	91.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	"**MORE**  PSG2""A BRUSH"	
					"1,817.53"	CAD	"1,817.53"	CAD								
"PARKS, FORESTRY & RECREATION"	3089-5	2014-07-21	2014-07-22	PET VALU #2098	111.79	CAD	111.79	CAD	2620	ANIMAL CARE SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5995	Pet Shops - Pet Food and Supplies	BIRD FOOD	
					111.79	CAD	111.79	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3065-5	2014-07-05	2014-07-07	PHARMASAVE #786	27.60	CAD	27.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5912	"Drug Stores, Pharmacies"	"WATER, SNACKS"	
ECONOMIC DEVELOPMENT & CULTURE	3065-6	2014-07-05	2014-07-07	PHARMASAVE #786	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5912	"Drug Stores, Pharmacies"	COOLER FOR WATER	
ECONOMIC DEVELOPMENT & CULTURE	3065-7	2014-07-06	2014-07-07	PHARMASAVE #786	10.81	CAD	10.81	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5912	"Drug Stores, Pharmacies"	"WATER, SCISSORS"	
ECONOMIC DEVELOPMENT & CULTURE	3078-6	2014-07-08	2014-07-14	DOUBLE DOUBLE PIZZA AN	68.88	CAD	68.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5812	"Eating Places, Restaurants"	PIZZA FOR YOUTH PARTICIPANTS	
ECONOMIC DEVELOPMENT & CULTURE	3093-9	2014-07-22	2014-07-24	SUPER HAKKA RESTAURANT	100.00	CAD	100.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5812	"Eating Places, Restaurants"	CHINESE FOOD & DRINKS FOR PROGRAM PARTICIPANTS	
ECONOMIC DEVELOPMENT & CULTURE	3102-8	2014-07-29	2014-07-30	THE BEAN SPROUT CHINES	100.00	CAD	100.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CHINESE FOOD FOR PROGRAM PARTICIPANTS	
					329.88	CAD	329.88	CAD								
TORONTO WATER	3085-5	2014-07-16	2014-07-18	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	7299	Other Services (Not Elsewhere Classified	MEMBERSHIP RENEWAL	
					248.60	CAD	248.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3059-6	2014-06-30	2014-07-02	PHILLIPS COPY CENTRE	50.85	CAD	50.85	CAD	4414	ADVERTISING & PROMOTION	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5044	"Office, Photographic, Photocopy, and Mic"	PROMOTIONAL POSTER	
ECONOMIC DEVELOPMENT & CULTURE	3060-4	2014-07-02	2014-07-03	EURESTSCARBORO CIVIC C	210.91	CAD	210.91	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING FOR EXHIBITION	
ECONOMIC DEVELOPMENT & CULTURE	3065-8	2014-07-04	2014-07-07	THE HOME DEPOT #7001	124.75	CAD	124.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5200	Home Supply Warehouse	**MORE**  17L BUCKET	
					386.51	CAD	386.51	CAD								
LONG TERM CARE HOMES	3081-9	2014-07-15	2014-07-16	SUN*SUNSHINE DISCOUNTS	219.31	CAD	198.65	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5964	Direct Marketing - Catalog Merchants	RESIDENT DOLL	
LONG TERM CARE HOMES	3102-9	2014-07-28	2014-07-30	MC HEALTHCARE	274.21	CAD	274.21	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K144	LAKESHORE LODGE-NS-NA	5085	Industrial Supplies Not Elsewhere Classi	CORNER MATTRESS FOR RESIDENT	
					493.52	CAD	274.21	CAD								
							198.65	USD								
ECONOMIC DEVELOPMENT & CULTURE	3078-7	2014-07-11	2014-07-14	ALSTYLE APPAREL	438.17	CAD	438.17	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5137	"Mens, Womens, and Childrens Uniforms and"	T-SHIRTS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3085-6	2014-07-17	2014-07-18	UNIVERSITY SETTLEMENT	20.00	CAD	20.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	8398	"Organizations, Charitable and Social Ser"	BOOTH FEE AT FESTIVAL	
					458.17	CAD	458.17	CAD								
"PARKS, FORESTRY & RECREATION"	3059-7	2014-06-30	2014-07-02	NOFRILLS PATS 1330	199.88	CAD	199.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR SUMMER CAMP WEEK 1	
"PARKS, FORESTRY & RECREATION"	3065-9	2014-07-03	2014-07-07	METRO #401	30.90	CAD	30.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKOUT KOSHER ITEMS	
"PARKS, FORESTRY & RECREATION"	3065-10	2014-07-04	2014-07-07	LOBLAW SUPERMARKET #10	240.44	CAD	240.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"BBQ SAUCE, PIZZA SAUCE, MILK, FREEZIES"	
"PARKS, FORESTRY & RECREATION"	3078-8	2014-07-10	2014-07-14	THE HOME DEPOT #7129	30.47	CAD	30.47	CAD	2499	OTHER CHEMICALS	P04663	NAORCA-SUMMER CAMPS	5200	Home Supply Warehouse	**MORE**  DIAMOND CLR	
"PARKS, FORESTRY & RECREATION"	3078-9	2014-07-10	2014-07-14	WAL-MART #1004	125.43	CAD	125.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"FREEZIES, POPCORN"	
"PARKS, FORESTRY & RECREATION"	3081-10	2014-07-15	2014-07-16	NOFRILLS VITO'S #3936	66.03	CAD	66.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MARSHMALLOW, GRAHAM WAFERS"	
"PARKS, FORESTRY & RECREATION"	3081-11	2014-07-15	2014-07-16	HOBBY WORLD	206.67	CAD	206.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3083-5	2014-07-15	2014-07-17	WAL-MART #1139	28.68	CAD	28.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FIREWOOD	
"PARKS, FORESTRY & RECREATION"	3087-15	2014-07-18	2014-07-21	NOFRILLS PATS 1330	61.95	CAD	61.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CHOCOLATES, CANDIES"	
"PARKS, FORESTRY & RECREATION"	3087-16	2014-07-18	2014-07-21	NOFRILLS PATS 1330	188.10	CAD	188.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SALAD DRSNG, MILK, JAM, FRUIT JUICE"	
"PARKS, FORESTRY & RECREATION"	3087-17	2014-07-18	2014-07-21	THE HOME DEPOT #7129	10.15	CAD	10.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5200	Home Supply Warehouse	SANITARY TEE	
"PARKS, FORESTRY & RECREATION"	3093-10	2014-07-23	2014-07-24	NOFRILLS PATS 1330	185.95	CAD	185.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"VEG OIL, MILK, WIENERS, HOTDOG BUNS"	
"PARKS, FORESTRY & RECREATION"	3095-7	2014-07-24	2014-07-25	SPORTS EQUIPMENT OF TO	319.62	CAD	319.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5941	Sporting Goods Stores	"VOLLEYBALL, FLAGFOOTBALL"	
"PARKS, FORESTRY & RECREATION"	3097-9	2014-07-25	2014-07-28	NOFRILLS PATS 1330	-8.00	CAD	-8.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	REFUND	
"PARKS, FORESTRY & RECREATION"	3100-4	2014-07-28	2014-07-29	NOFRILLS PATS 1330	155.51	CAD	155.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"VEG OUI, COLA, CORN STARCH, CHEETOS"	
"PARKS, FORESTRY & RECREATION"	3102-10	2014-07-29	2014-07-30	MICHAELS #3983	142.24	CAD	142.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3104-2	2014-07-30	2014-07-31	LOBLAW SUPERMARKET #10	48.14	CAD	48.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MILK, MENTOS, COLA"	
					"2,032.16"	CAD	"2,032.16"	CAD								
"PARKS, FORESTRY & RECREATION"	3104-3	2014-07-30	2014-07-31	LEASIDE PAINT CENTRE	168.58	CAD	168.58	CAD	2715	PAINT SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR ICE SHED	
					168.58	CAD	168.58	CAD								
"PARKS, FORESTRY & RECREATION"	3065-11	2014-07-02	2014-07-07	D   G VACUUM REPAIR SE	294.93	CAD	294.93	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06686	EDITHVALE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	VACUUM REPAIR	
"PARKS, FORESTRY & RECREATION"	3076-5	2014-07-09	2014-07-11	THE HOME DEPOT #7129	32.71	CAD	32.71	CAD	2575	ELECTRICAL SUPPLIES	P06685	EARL BALES CC-OPERATIONS	5200	Home Supply Warehouse	50W PAR20 4P	
"PARKS, FORESTRY & RECREATION"	3076-6	2014-07-09	2014-07-11	CDN TIRE STORE #00192	63.22	CAD	63.22	CAD	2710	GENERAL HARDWARE	P06685	EARL BALES CC-OPERATIONS	5200	Home Supply Warehouse	"TOOLS, LIGHT BULBS"	
"PARKS, FORESTRY & RECREATION"	3085-7	2014-07-16	2014-07-18	D   G VACUUM REPAIR SE	171.76	CAD	171.76	CAD	2710	GENERAL HARDWARE	P06689	NORTHWOOD CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	SANDING SCREENS	
					562.62	CAD	562.62	CAD								
EMERGENCY MEDICAL SERVICES	3067-4	2014-07-07	2014-07-08	DATA INTEGRITY INC.	432.56	CAD	432.56	CAD	2199	MISCELLANEOUS PARTS	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7372	"Computer Programming, Integrated Systems"	OPEN SLOT WIRING CABLE RACEWAY DUCT WITH COVER	
EMERGENCY MEDICAL SERVICES	3081-12	2014-07-15	2014-07-16	BRADFORD RENTAL SALES	"1,118.70"	CAD	"1,118.70"	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	PURCHASE OF HARDWARE SUPPLIES	
					"1,551.26"	CAD	"1,551.26"	CAD								
TRANSPORTATION SERVICES 	3081-13	2014-07-15	2014-07-16	BEST BUY CANADA #943	173.93	CAD	173.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	ROADWAY MANAGEMENT & OVERHEAD-D4	5732	Electronic Sales		
					173.93	CAD	173.93	CAD								
"PARKS, FORESTRY & RECREATION"	3067-5	2014-07-08	2014-07-08	GLOBALINDUSTRIALCANDA	338.10	CAD	338.10	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12858	BEACH & WATERFRONT MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	BULLETIN BOARD	
"PARKS, FORESTRY & RECREATION"	3072-6	2014-07-08	2014-07-09	KOOY BROS LAWN	720.28	CAD	720.28	CAD	3015	M & E - GROUNDS	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	BLOWER FOR TURF CREW	
"PARKS, FORESTRY & RECREATION"	3093-11	2014-07-22	2014-07-24	HUMBER NURSERIES LTD.	782.05	CAD	782.05	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	PLANTS FOR MUSIC GARDEN	
"PARKS, FORESTRY & RECREATION"	3093-12	2014-07-22	2014-07-24	HUMBER NURSERIES LTD.	819.17	CAD	819.17	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	PLANTS FOR MUSIC GARDEN	
"PARKS, FORESTRY & RECREATION"	3093-13	2014-07-22	2014-07-24	HUMBER NURSERIES LTD.	-149.50	CAD	-149.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	3093-14	2014-07-22	2014-07-24	HUMBER NURSERIES LTD.	-782.05	CAD	-782.05	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	3095-8	2014-07-23	2014-07-25	HUMBER NURSERIES LTD.	842.42	CAD	842.42	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	PLANTS FOR MUSIC GARDEN	
					"2,570.47"	CAD	"2,570.47"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3085-8	2014-07-17	2014-07-18	METAL SUPERMARKETS (NO	16.95	CAD	16.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5051	Metal Service Centers and Offices	3 STAINLESS STEEL STRIPS	
ECONOMIC DEVELOPMENT & CULTURE	3087-18	2014-07-15	2014-07-21	B C SAW   TOOL INC	158.20	CAD	158.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5251	Hardware Stores	CUSTOM ROUTER BIT	
ECONOMIC DEVELOPMENT & CULTURE	3087-19	2014-07-18	2014-07-21	THE HOME DEPOT #7073	5.54	CAD	5.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0154	CD-AM-FACILITY MGMT-FORT YORK	5200	Home Supply Warehouse	AMER PULL	
					180.69	CAD	180.69	CAD								
"PARKS, FORESTRY & RECREATION"	3059-8	2014-06-30	2014-07-02	A BUCK OR TWO #136	53.11	CAD	53.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5310	Discount Stores	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3059-9	2014-06-30	2014-07-02	TOYS R US #3505	11.24	CAD	11.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5945	"Game, Toy, and Hobby Shops"	SIDEWALK CHALK	
"PARKS, FORESTRY & RECREATION"	3059-10	2014-06-30	2014-07-02	CDN TIRE STORE #00126	2.25	CAD	2.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5200	Home Supply Warehouse	WATER NOODLE	
"PARKS, FORESTRY & RECREATION"	3060-5	2014-06-30	2014-07-03	DESERRES	42.92	CAD	42.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5970	"Artist Supply Stores, Craft Shops"	FACE PAINTING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3065-12	2014-07-03	2014-07-07	WAL-MART # 5831	35.01	CAD	35.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	3067-6	2014-07-07	2014-07-08	SPORTS EQUIPMENT OF TO	447.82	CAD	447.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5941	Sporting Goods Stores		
