Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element /Order Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	3053-4	2014-06-24	2014-06-25	GIANT CONTAINER SERVIC	180.80	CAD	180.80	CAD	4590	RENTAL - OTHER	AH0129	AS-PR-RETAIL RENT PERM-LAKESHORE A.H.	5046	Commercial Equipment Not Elsewhere Class	RENTAL OF STORAGE CONTAINER	
					"2,458.61"	CAD	"2,458.61"	CAD								
SOLID WASTE MANAGEMENT	3021-2	2014-06-02	2014-06-04	THE HOME DEPOT #7129	42.40	CAD	42.40	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	5200	Home Supply Warehouse	ADHESIVE	
SOLID WASTE MANAGEMENT	3021-3	2014-06-02	2014-06-04	THE HOME DEPOT #7129	54.85	CAD	54.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  DRYWL TAPE	
SOLID WASTE MANAGEMENT	3025-3	2014-06-03	2014-06-05	THE HOME DEPOT #7078	25.64	CAD	25.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  BLADES	
SOLID WASTE MANAGEMENT	3031-6	2014-06-06	2014-06-10	RONA # 55090	150.78	CAD	150.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0805	DISCO TS OPERATIONS	5251	Hardware Stores	W/O 303132	
SOLID WASTE MANAGEMENT	3031-7	2014-06-08	2014-06-10	THE HOME DEPOT #7134	43.22	CAD	43.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  DENSSHIELD	
SOLID WASTE MANAGEMENT	3043-9	2014-06-16	2014-06-18	THE HOME DEPOT #7134	177.85	CAD	177.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-04	2014 INGRAM T.S.	5200	Home Supply Warehouse	**MORE**  BLADES	
					494.74	CAD	494.74	CAD								
"PARKS, FORESTRY & RECREATION"	3049-11	2014-06-20	2014-06-23	PET VALU #2098	53.62	CAD	53.62	CAD	2620	ANIMAL CARE SUPPLIES	P00114	CENTENNIAL-PLANT PRODUCTION	5995	Pet Shops - Pet Food and Supplies	"BIRD FOOD, GRAVEL & MILLET"	
					53.62	CAD	53.62	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3018-5	2014-05-29	2014-06-02	THE HOME DEPOT #7073	7.10	CAD	7.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	SAKRETE MORT	
ECONOMIC DEVELOPMENT & CULTURE	3025-4	2014-06-04	2014-06-05	LOWES #02640*	15.80	CAD	15.80	CAD	2730	LOCKS	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	XHD RACHET  LOCK CUTTER	
ECONOMIC DEVELOPMENT & CULTURE	3053-5	2014-06-23	2014-06-25	THE HOME DEPOT #7011	41.18	CAD	41.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	**MORE**  CRACK STUFFR	
ECONOMIC DEVELOPMENT & CULTURE	3053-6	2014-06-23	2014-06-25	THE HOME DEPOT #7134	14.67	CAD	14.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	POLYRTHN GRY	
ECONOMIC DEVELOPMENT & CULTURE	3053-7	2014-06-23	2014-06-25	CDN TIRE STORE #00214	7.20	CAD	7.20	CAD	2715	PAINT SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	SMALL CAN PRIMER	
ECONOMIC DEVELOPMENT & CULTURE	3053-8	2014-06-23	2014-06-25	THE HOME DEPOT #7011	-11.86	CAD	-11.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	CRACK STUFFR	
					74.09	CAD	74.09	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3039-2	2014-06-13	2014-06-16	CHAPTERS 929       QPS	233.90	CAD	233.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5942	Book Stores	SPECIAL NOTEBOOKS FOR PHOTOGRAPHY COURSE	
ECONOMIC DEVELOPMENT & CULTURE	3043-10	2014-06-17	2014-06-18	FRESHCO 9834	13.49	CAD	13.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5411	"Grocery Stores, Supermarkets"	"WATER, CHOCOLATE CHIP COOKIES"	
ECONOMIC DEVELOPMENT & CULTURE	3047-4	2014-06-17	2014-06-20	CANBE FOODS	41.81	CAD	41.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5812	"Eating Places, Restaurants"	"CHICKEN & VEGGIE SAMOSA, VEGGIE FRIED RICE"	
ECONOMIC DEVELOPMENT & CULTURE	3054-5	2014-06-24	2014-06-26	CANBE FOODS	49.16	CAD	49.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5812	"Eating Places, Restaurants"	"CHICKEN ROLL, VEGGIE SAMOSA, VEGGIE MIX PITTU"	
					338.36	CAD	338.36	CAD								
TORONTO WATER	3018-6	2014-06-01	2014-06-02	SHOPPERS DRUG MART #07	20.91	CAD	20.91	CAD	4805	POSTAGE	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5912	"Drug Stores, Pharmacies"	REGISTERED MAIL	
TORONTO WATER	3027-3	2014-06-05	2014-06-06	TIM HORTONS 3156 QTH	125.45	CAD	125.45	CAD	4820	BUSINESS MEETING EXPENSES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5814	Quick Payment Service - Fast-Food Restau	TOWN HALL MEETING	
TORONTO WATER	3049-12	2014-06-19	2014-06-23	MOE - HWIN WEB	134.12	CAD	134.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	9399	Government Services - Not Elsewhere Clas	MANIFEST PAYMENT	
					280.48	CAD	280.48	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3033-2	2014-06-10	2014-06-11	EURESTSCARBORO CIVIC C	209.17	CAD	209.17	CAD	4116	CATERING SERVICES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING FOR EXHIBITION	
					209.17	CAD	209.17	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3033-3	2014-06-10	2014-06-11	LARSON JUHL #1	178.09	CAD	178.09	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5970	"Artist Supply Stores, Craft Shops"	PICTURE FRAMES & ACRYLIC	
ECONOMIC DEVELOPMENT & CULTURE	3035-4	2014-06-11	2014-06-12	OMEGA MOULDING COMPANY	724.58	CAD	724.58	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5719	Miscellaneous House Furnishing Specialty	"PICTURE FRAMES, FILLET, SHEET ACRYLIC"	
ECONOMIC DEVELOPMENT & CULTURE	3051-5	2014-06-23	2014-06-24	DOWNTOWN LUMBER	56.49	CAD	56.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5251	Hardware Stores	WINDOW SCREEN	
					959.16	CAD	959.16	CAD								
LONG TERM CARE HOMES	3057-7	2014-06-26	2014-06-30	SPECTRUM EDUCATIONAL S	0.89	CAD	0.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5943	"Office, School Supply, and Stationery St"	CARE PLANNING COOKBOOK	
LONG TERM CARE HOMES	3057-8	2014-06-27	2014-06-30	SPECTRUM EDUCATIONAL S	79.79	CAD	79.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5943	"Office, School Supply, and Stationery St"	CARE PLANNING COOKBOOK	
					80.68	CAD	80.68	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3033-4	2014-06-10	2014-06-11	PHARMX REXALL DRUG STO	9.58	CAD	9.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5912	"Drug Stores, Pharmacies"	DISH & LAUNDRY DETERGENT	
ECONOMIC DEVELOPMENT & CULTURE	3035-5	2014-06-11	2014-06-12	FITZHENRY AND WHITESID	338.54	CAD	338.54	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5942	Book Stores	BOOKS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3039-3	2014-06-13	2014-06-16	EDUFUN INC.	"1,157.35"	CAD	"1,157.35"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5945	"Game, Toy, and Hobby Shops"	"TOYS FOR RESALE - HORSE'N BUGGY, BALL/CUP GAME, PA"	
ECONOMIC DEVELOPMENT & CULTURE	3055-4	2014-06-26	2014-06-27	U OF T PRESS DISTRIBUT	290.61	CAD	290.61	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5942	Book Stores	BOOKS FOR RESALE	
					"1,796.08"	CAD	"1,796.08"	CAD								
"PARKS, FORESTRY & RECREATION"	3039-4	2014-06-13	2014-06-16	NOFRILLS PATS 1330	142.71	CAD	142.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR STAFF TRAINING	
"PARKS, FORESTRY & RECREATION"	3054-6	2014-06-23	2014-06-26	METRO #712	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	KOSHER FOOD ITEM FOR PRECAMP TRAINING	
"PARKS, FORESTRY & RECREATION"	3054-7	2014-06-25	2014-06-26	LOBLAW SUPERMARKET #10	134.66	CAD	134.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR PRECAMP TRAINING	
"PARKS, FORESTRY & RECREATION"	3057-9	2014-06-25	2014-06-30	METRO #401	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	EMERGENCY WATER FOR CAMP TRAINING	
					289.33	CAD	289.33	CAD								
"PARKS, FORESTRY & RECREATION"	3039-5	2014-06-12	2014-06-16	THE HOME DEPOT #7073	397.38	CAD	397.38	CAD	3085	M & E - AIR CONDITIONING	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5200	Home Supply Warehouse	"**MORE**  32W T8 48""10"	
					397.38	CAD	397.38	CAD								
"PARKS, FORESTRY & RECREATION"	3018-7	2014-05-30	2014-06-02	BUSINESS DEPOT DIRECT	234.35	CAD	234.35	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12543	EAST YORK CURLING-SPEC FAC-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PAPER CARBONLESS 2PT 8.5 X 11	
					234.35	CAD	234.35	CAD								
"PARKS, FORESTRY & RECREATION"	3043-11	2014-06-16	2014-06-18	SUPERIOR POOL SPA   LE	374.03	CAD	374.03	CAD	2710	GENERAL HARDWARE	P07701	GOULDING CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3057-10	2014-06-27	2014-06-30	THE HOME DEPOT #7129	33.23	CAD	33.23	CAD	2710	GENERAL HARDWARE	P07700	GLEN LONG CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  8IN WHEEL	
					407.26	CAD	407.26	CAD								
"PARKS, FORESTRY & RECREATION"	3021-4	2014-06-03	2014-06-04	CELLULAR POINT AGINCOU	29.40	CAD	29.40	CAD	3020	M & E - COMMUNICATIONS	P00170	PARKS SUPP - SC	4812	Telecommunication Equipment Including Te	BLACKBERRY PHONE CASE	
"PARKS, FORESTRY & RECREATION"	3049-13	2014-06-20	2014-06-23	GLOBALINDUSTRIALCANDA	655.35	CAD	655.35	CAD	3099	GENERAL EQUIPMENT	P00170	PARKS SUPP - SC	5085	Industrial Supplies Not Elsewhere Classi	CYLINDER STORAGE CABINET	
					684.75	CAD	684.75	CAD								
"PARKS, FORESTRY & RECREATION"	3021-5	2014-06-02	2014-06-04	JB   D COMPANY LTD	248.60	CAD	248.60	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	PIMP REPAIR	
"PARKS, FORESTRY & RECREATION"	3025-5	2014-06-03	2014-06-05	JILL JENSEN BOTANICAL	977.45	CAD	977.45	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5193	"Florists Supplies, Nursery Stock, and Fl"	PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	3029-9	2014-06-06	2014-06-09	PLANT WORLD LIMITED	161.54	CAD	161.54	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	3035-6	2014-06-11	2014-06-12	GLOBALINDUSTRIALCANDA	369.23	CAD	369.23	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00554	S-WEST 1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3043-12	2014-06-17	2014-06-18	GLOBALINDUSTRIALCANDA	311.74	CAD	311.74	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3046-9	2014-06-17	2014-06-19	PLANT WORLD LIMITED	26.52	CAD	26.52	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	SHOP SUPPLIES	
					"2,095.08"	CAD	"2,095.08"	CAD								
"PARKS, FORESTRY & RECREATION"	3020-4	2014-06-02	2014-06-03	IMPERIAL HME HDWE 1401	54.22	CAD	54.22	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P04600	GOULDING CC-SPORTS CAMPS	5251	Hardware Stores	FANS FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	3037-4	2014-06-11	2014-06-13	WAL-MART #3635	60.96	CAD	60.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	NORTH - GENERAL REGION - INTEGRATION SER	5310	Discount Stores	"JELLY BEAN, GUMMY WORKS,COTTON BALLS"	
"PARKS, FORESTRY & RECREATION"	3054-8	2014-06-20	2014-06-26	JACK WATSON *12840	997.38	CAD	997.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5941	Sporting Goods Stores	"SKIPPING ROPES, GYM RINGETTE RINGS, FRISBEES"	
"PARKS, FORESTRY & RECREATION"	3054-9	2014-06-23	2014-06-26	FOOD BASICS #843	88.26	CAD	88.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04600	GOULDING CC-SPORTS CAMPS	5411	"Grocery Stores, Supermarkets"	"FRUIT JUICE, BURGERS"	
"PARKS, FORESTRY & RECREATION"	3055-5	2014-06-26	2014-06-27	JAPAN CAMERA 1 HOUR PH	9.97	CAD	9.97	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5946	Camera and Photographic Supply Stores	STAFF PICS FOR INFO BOARD	
					"1,210.79"	CAD	"1,210.79"	CAD								
"PARKS, FORESTRY & RECREATION"	3020-5	2014-05-30	2014-06-03	CDN TIRE STORE #00019	56.49	CAD	56.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	TARP	
"PARKS, FORESTRY & RECREATION"	3046-10	2014-06-18	2014-06-19	BEST WAY STONE LIMITED	87.01	CAD	87.01	CAD	2770	GRAVEL	P00415	N-WEST3-TURF&HORT	1740	"Insulation, Masonry, Plastering, Stonewo"	SCREENINGS FOR BOCCEE COURTS	
"PARKS, FORESTRY & RECREATION"	3047-5	2014-06-18	2014-06-20	THE HOME DEPOT #7012	17.83	CAD	17.83	CAD	2110	PARTS - FURNITURE & FIXTURES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	"36"" THRESH"	
					161.33	CAD	161.33	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3025-6	2014-06-04	2014-06-05	FOODLAND 6424	170.31	CAD	170.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, FRUITS, VEGETABLES, JUICE, CHOCOLATE, VINE"	
ECONOMIC DEVELOPMENT & CULTURE	3025-7	2014-06-04	2014-06-05	FOODLAND 6424	357.16	CAD	357.16	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"RETAIL - BUTTER, FRUITS, MILK, CHEESE / WAXPAPER,"	
ECONOMIC DEVELOPMENT & CULTURE	3025-8	2014-06-04	2014-06-05	FOODLAND 6424	15.81	CAD	15.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	MILK	
ECONOMIC DEVELOPMENT & CULTURE	3035-7	2014-06-10	2014-06-12	THE HOME DEPOT #7114	36.07	CAD	36.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5200	Home Supply Warehouse	CED MULCH56L	
ECONOMIC DEVELOPMENT & CULTURE	3035-8	2014-06-11	2014-06-12	FOODLAND 6424	300.10	CAD	300.10	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"RETAIL - CHEESE, COFFEE, SUGAR, JUICE / TOOTHPICKS"	
ECONOMIC DEVELOPMENT & CULTURE	3047-6	2014-06-19	2014-06-20	FOODLAND 6424	50.26	CAD	50.26	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"RETAIL - MILK, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3049-14	2014-06-20	2014-06-23	PFW COUNTRY STORE INTE	642.90	CAD	642.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD & KINDLING	
ECONOMIC DEVELOPMENT & CULTURE	3055-6	2014-06-26	2014-06-27	FOODLAND 6424	89.37	CAD	89.37	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"RETAIL - MEAT, BROTH, CREAM"	
ECONOMIC DEVELOPMENT & CULTURE	3055-7	2014-06-26	2014-06-27	FOODLAND 6424	187.80	CAD	187.80	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"RETAIL - MILK, CREAM, JAM / GARLIC PRESS, SPONGE"	
ECONOMIC DEVELOPMENT & CULTURE	3057-11	2014-06-29	2014-06-30	FOODLAND 6424	60.03	CAD	60.03	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	RETAIL - FRUIT	
					"1,909.81"	CAD	"1,909.81"	CAD								
"PARKS, FORESTRY & RECREATION"	3021-6	2014-06-02	2014-06-04	THE HOME DEPOT #7129	38.09	CAD	38.09	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	FILTRETE FIL	
"PARKS, FORESTRY & RECREATION"	3027-4	2014-06-04	2014-06-06	THE HOME DEPOT #7129	36.89	CAD	36.89	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CARTRIDGE	
"PARKS, FORESTRY & RECREATION"	3029-10	2014-06-05	2014-06-09	CDN TIRE STORE #00126	36.11	CAD	36.11	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	INLFATION GUNS	
"PARKS, FORESTRY & RECREATION"	3037-5	2014-06-11	2014-06-13	THE HOME DEPOT #7129	21.48	CAD	21.48	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  4X90 ADJ ELB	
"PARKS, FORESTRY & RECREATION"	3037-6	2014-06-11	2014-06-13	THE HOME DEPOT #7129	6.51	CAD	6.51	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	3.25X10X4 EB	
					139.08	CAD	139.08	CAD								
"PARKS, FORESTRY & RECREATION"	3039-6	2014-06-13	2014-06-16	DOLLAR TREE CANADA STO	7.06	CAD	7.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02585	GOULDING CC-LEISURE/PBLC-OUTDR	5331	Variety Stores	STICKERS	
"PARKS, FORESTRY & RECREATION"	3039-7	2014-06-13	2014-06-16	THE HOME DEPOT #7013	27.32	CAD	27.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02585	GOULDING CC-LEISURE/PBLC-OUTDR	5200	Home Supply Warehouse	**MORE**  DUCT TAPE	
"PARKS, FORESTRY & RECREATION"	3039-8	2014-06-14	2014-06-16	WAL-MART #1004	178.54	CAD	178.54	CAD	3050	M & E - KITCHEN	P02585	GOULDING CC-LEISURE/PBLC-OUTDR	5411	"Grocery Stores, Supermarkets"	FRIDGE	
					212.92	CAD	212.92	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3049-15	2014-06-22	2014-06-23	LOBLAWS #1010	19.99	CAD	19.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"REFRESHMENTS FOR EVENT - TEA, LEMONADE, FRUIT PLAT"	
					19.99	CAD	19.99	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3029-11	2014-06-06	2014-06-09	ISTOCK *INTERNATIONAL	696.65	CAD	696.65	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	EDC MARKETING TACTICS	5971	Art Dealers and Galleries	ONLINE STOCK PHOTOGRAPHY CREDITS	
					696.65	CAD	696.65	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3018-8	2014-05-30	2014-06-02	SHOPPERSDRUGMART1281	4.55	CAD	4.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5912	"Drug Stores, Pharmacies"	CHIPS & GINGERALE	
ECONOMIC DEVELOPMENT & CULTURE	3021-7	2014-06-03	2014-06-04	LOBLAWS #1212	18.07	CAD	18.07	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	"BUTTER, CREAM / DISHWASHING DETERGENT"	
ECONOMIC DEVELOPMENT & CULTURE	3025-9	2014-06-04	2014-06-05	AROMASOURCE INC	256.33	CAD	256.33	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5977	Cosmetic Stores	SCENTED CANDLES & SOAP FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3039-9	2014-06-12	2014-06-16	SHOPPERS DRUG MART0836	5.89	CAD	5.89	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5912	"Drug Stores, Pharmacies"	MILK & CREAM FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3039-10	2014-06-13	2014-06-16	MARY NESS GREETING CAR	244.87	CAD	244.87	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	GREETING CARDS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3057-12	2014-06-28	2014-06-30	LOBLAWS #1212	7.98	CAD	7.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	"CRACKERS, CHEESE"	
					537.69	CAD	537.69	CAD								
"PARKS, FORESTRY & RECREATION"	3018-9	2014-05-29	2014-06-02	PARTY CITY #2028	63.01	CAD	63.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03075	RECREATION ADMIN	5947	"Card, Gift, Novelty, and Souvenir Shops"	BALLONS FOR RISE	
"PARKS, FORESTRY & RECREATION"	3031-8	2014-06-08	2014-06-10	LONGO'S # 14	384.13	CAD	384.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03075	RECREATION ADMIN	5411	"Grocery Stores, Supermarkets"	FOOD FOR CRP TRAINING	
"PARKS, FORESTRY & RECREATION"	3031-9	2014-06-08	2014-06-10	LONGO'S # 14	384.13	CAD	384.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03075	RECREATION ADMIN	5411	"Grocery Stores, Supermarkets"	FOOD FOR CRP TRAINING	
"PARKS, FORESTRY & RECREATION"	3035-9	2014-06-10	2014-06-12	WMT SUPRCTR #1126	57.45	CAD	57.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03075	RECREATION ADMIN	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CRP TRAINING	
