Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1957-2	04-20-2012	04-24-2012	LCBO/RAO #804	738.37	CAD	738.37	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	ALCOHOL FOR RESALE AT BAR	
					"2,529.85"	CAD	"2,529.85"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-3	04-01-2012	04-02-2012	HIGHLAND FARMS MISSISS	158.14	CAD	158.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06876	N-CTRL-OPERATIONS	5411	"Grocery Stores, Supermarkets"	SNACKS FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	1934-4	04-03-2012	04-04-2012	THE SOURCE 5226	21.45	CAD	21.45	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06876	N-CTRL-OPERATIONS	5732	Electronic Sales	PHONE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1934-5	04-03-2012	04-04-2012	TIGERDIRECT.CA	21.46	CAD	21.46	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P06876	N-CTRL-OPERATIONS	5734	Computer Software Stores	COMPUTER CABLE	
"PARKS, FORESTRY & RECREATION"	1950-5	04-16-2012	04-18-2012	D   G VACUUM REPAIR SE	204.24	CAD	204.24	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07697	CUMMER COMPLEX-OPERA	7699	Miscellaneous Repair Shops and Related S	EQUIPMENT REPAIR	
"PARKS, FORESTRY & RECREATION"	1950-6	04-16-2012	04-18-2012	D   G VACUUM REPAIR SE	517.74	CAD	517.74	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07697	CUMMER COMPLEX-OPERA	7699	Miscellaneous Repair Shops and Related S	EQUIPMENT REPAIR	
"PARKS, FORESTRY & RECREATION"	1954-10	04-17-2012	04-20-2012	ONTARIO LAUNDRY SYSTEM	172.89	CAD	172.89	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P07697	CUMMER COMPLEX-OPERA	5999	Miscellaneous and Specialty Retail Store	EQUIPMENT REPAIR	
"PARKS, FORESTRY & RECREATION"	1960-7	04-23-2012	04-25-2012	D   G VACUUM REPAIR SE	319.00	CAD	319.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P01183	LEDBURY PK-OPS	7699	Miscellaneous Repair Shops and Related S	EQUIPMENT REPAIR	
"PARKS, FORESTRY & RECREATION"	1960-8	04-23-2012	04-25-2012	D   G VACUUM REPAIR SE	526.42	CAD	526.42	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P03028	BAYVIEW-OPS	7699	Miscellaneous Repair Shops and Related S	EQUIPMENT REPAIR	
					"1,941.34"	CAD	"1,941.34"	CAD								
"PARKS, FORESTRY & RECREATION"	1934-6	04-02-2012	04-04-2012	THE HOME DEPOT #7073	18.90	CAD	18.90	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"1"" VALVE"	
"PARKS, FORESTRY & RECREATION"	1940-4	04-05-2012	04-10-2012	BRAFASCO / SCARBOROUGH	334.93	CAD	334.93	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	TIE DOWN STRAPS & RATCHETS	
"PARKS, FORESTRY & RECREATION"	1946-6	04-12-2012	04-13-2012	THE BRICK-NORTH YORK	398.99	CAD	398.99	CAD	3050	M & E - KITCHEN	P00409	N-EAST1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	FRIDGE FOR EDWARD GARDENS	
"PARKS, FORESTRY & RECREATION"	1950-7	04-17-2012	04-18-2012	ACKLANDS-GRAINGER INC	288.56	CAD	288.56	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	WATERBASE PAINT	
"PARKS, FORESTRY & RECREATION"	1954-11	04-18-2012	04-20-2012	CDN TIRE STORE #00459	90.35	CAD	90.35	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	CARGO NETS FOR EDWARD GARDENS & SUNNYBROOK TRUCKS	
"PARKS, FORESTRY & RECREATION"	1961-10	04-24-2012	04-26-2012	CDN TIRE STORE #00459	14.07	CAD	14.07	CAD	2730	LOCKS	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	KEYS	
					"1,145.80"	CAD	"1,145.80"	CAD								
TRANSPORTATION SERVICES 	1949-8	04-16-2012	04-17-2012	METRO #38	116.14	CAD	116.14	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5411	"Grocery Stores, Supermarkets"	STAFF MEETING	
					116.14	CAD	116.14	CAD								
"PARKS, FORESTRY & RECREATION"	1938-6	04-05-2012	04-09-2012	CUSTOM DOOR   LOCK SER	918.92	CAD	918.92	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1942-2	04-10-2012	04-11-2012	CUSTOM DOOR   LOCK SER	655.13	CAD	655.13	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1953-7	04-18-2012	04-19-2012	KOOY BROS LAWN	999.81	CAD	999.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	TURF EQUIPMENT PARTS	
"PARKS, FORESTRY & RECREATION"	1962-7	04-26-2012	04-27-2012	KOOY BROS LAWN	994.29	CAD	994.29	CAD	3015	M & E - GROUNDS	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	TURF EQUIPMENT	
					"3,568.15"	CAD	"3,568.15"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1934-7	04-02-2012	04-04-2012	THE HOME DEPOT #7073	91.92	CAD	91.92	CAD	*****	MISCELLANEOUS MATERIALS & SUPPLIES	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	1934-8	04-03-2012	04-04-2012	LEE VALLEY TOOLS 800-2	71.08	CAD	71.08	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	"DRILL BITS, RASPS AND FILES"	
ECONOMIC DEVELOPMENT & CULTURE	1934-9	04-03-2012	04-04-2012	URBAN TREE SALVAGE	"1,314.53"	CAD	"1,314.53"	CAD	4409	CONTR SRV - LANDSCPG	AH0154	CD-AM-FAC-FORT YORK	5211	"Building Materials, Lumber Stores"	"ROUGH CUT ELM SLAB, 1.5""PINE AND 1-2""PINE"	
ECONOMIC DEVELOPMENT & CULTURE	1938-7	04-05-2012	04-09-2012	LEE VALLEY TOOLS 800-2	264.54	CAD	264.54	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	"SNUG PLUGS,SNUG PLUG CUTTERS,MALLET,FILES"	
ECONOMIC DEVELOPMENT & CULTURE	1946-7	04-12-2012	04-13-2012	ATLAS MACHINERY SUPPLY	129.25	CAD	129.25	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	BACK-ORDERED CHUCK & KEY	
ECONOMIC DEVELOPMENT & CULTURE	1948-10	04-13-2012	04-16-2012	ATLAS MACHINERY SUPPLY	34.03	CAD	34.03	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	FILE HANDLES	
ECONOMIC DEVELOPMENT & CULTURE	1950-8	04-17-2012	04-18-2012	B C SAW   TOOL INC	153.68	CAD	153.68	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	"TWO 10"" BORE CROSS CUTTING SAW BLADES"	
ECONOMIC DEVELOPMENT & CULTURE	1960-9	04-24-2012	04-25-2012	ATLAS MACHINERY SUPPLY	763.09	CAD	763.09	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	"10""DUAL SLD.MITRE,DRILL CHUCK & ARBORS"	
ECONOMIC DEVELOPMENT & CULTURE	1961-11	04-25-2012	04-26-2012	B C SAW   TOOL INC	98.82	CAD	98.82	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	SHARPENING OF BLADES AND BITS	
					"2,920.94"	CAD	"2,920.94"	CAD								
"PARKS, FORESTRY & RECREATION"	1928-4	03-30-2012	04-02-2012	NOFRILLS JACKS 728	25.94	CAD	25.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - LEARING FOR LIFE PROGRAM	
					25.94	CAD	25.94	CAD								
"PARKS, FORESTRY & RECREATION"	1957-3	04-20-2012	04-24-2012	CDN TIRE STORE #00459	82.48	CAD	82.48	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	AIR TANK	
"PARKS, FORESTRY & RECREATION"	1961-12	04-24-2012	04-26-2012	THE HOME DEPOT #7129	193.15	CAD	193.15	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1965-5	04-26-2012	04-30-2012	MONARCH PAINTS (1998)	508.34	CAD	508.34	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	PAINT & PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1965-6	04-27-2012	04-30-2012	BEST BUY CANADA #927	67.90	CAD	67.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5732	Electronic Sales	EXTERNAL SPEAKERS	
"PARKS, FORESTRY & RECREATION"	1965-7	04-27-2012	04-30-2012	THE HOME DEPOT #7129	168.37	CAD	168.37	CAD	2610	KITCHEN SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	MCBR320WEF	
					"1,020.24"	CAD	"1,020.24"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1936-3	04-04-2012	04-05-2012	FOOD BASICS #928	71.26	CAD	71.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-FRUIT, CREAM, BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	1936-4	04-04-2012	04-05-2012	FOOD BASICS #928	8.31	CAD	8.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	TEAROOM SUPPLIES - BUTTER	
ECONOMIC DEVELOPMENT & CULTURE	1944-4	04-11-2012	04-12-2012	LOBLAWS #1174	55.99	CAD	55.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-FRUIT, WAXED PAPER"	
ECONOMIC DEVELOPMENT & CULTURE	1946-8	04-11-2012	04-13-2012	RONA # 55040	87.39	CAD	87.39	CAD	2710	GENERAL HARDWARE	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	LIGHTBULBS	
ECONOMIC DEVELOPMENT & CULTURE	1948-11	04-13-2012	04-16-2012	NOFRILLS JIM'S 753	61.02	CAD	61.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0069	HS-MH-EDU-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"KITCHEN SUPPLIES-CHICKENS, VEGETABLES"	
ECONOMIC DEVELOPMENT & CULTURE	1953-8	04-18-2012	04-19-2012	NOFRILLS JIM'S 753	127.62	CAD	127.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-FRUIT, CHEESE, GRANOLA"	
ECONOMIC DEVELOPMENT & CULTURE	1954-12	04-19-2012	04-20-2012	NOFRILLS JIM'S 753	46.63	CAD	46.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-EGGS, MILK, CREAM"	
					458.22	CAD	458.22	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1950-9	04-16-2012	04-18-2012	CDN TIRE STORE #00600	24.57	CAD	24.57	CAD	2570	JANITORIAL SUPPLIES	AH0026	CD-AM-FAC-ZION SCHOO	5200	Home Supply Warehouse	"B&D STEAM IRON,GARDEN WASTE BAGS & SHOPPING BAG"	
					24.57	CAD	24.57	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1928-5	03-30-2012	04-02-2012	MCRAE IMAGING INC	904.00	CAD	904.00	CAD	2792	"BANNERS, FLAGS & SIGNS"	ED0150	IM-MAR-PUBL-CENTRAL	7333	"Commercial Art, Graphics, Photography"	INSTALL & DISMANTLE CFRA EXHIBIT	
					904.00	CAD	904.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1946-9	04-11-2012	04-13-2012	SHOPPERSDRUGMART1281	2.81	CAD	2.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	POTATO CHIPS FOR BIRTHDAY PARTY	
					2.81	CAD	2.81	CAD								
"PARKS, FORESTRY & RECREATION"	1957-4	04-20-2012	04-24-2012	CDN TIRE STORE #00070	14.68	CAD	14.68	CAD	2710	GENERAL HARDWARE	P12007	OLYMPIUM-AQUA-INST I	5200	Home Supply Warehouse	BUNGEE CORDS	
					14.68	CAD	14.68	CAD								
311 TORONTO	1965-8	04-28-2012	04-30-2012	AIR CAN  0169466174153	23.63	CAD	23.63	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	TO9301	PROGRAM ADMIN	3009	Air Canada	BAGGAGE FEE	
311 TORONTO	1965-9	04-29-2012	04-30-2012	DFW TAXI   LIMO SERVIC	29.00	CAD	28.60	USD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	TO9301	PROGRAM ADMIN	4121	Limousines and Taxicabs	DALLAS AIRPORT TO HOTEL	
					52.63	CAD	23.63	CAD								
							28.60	USD								
"PARKS, FORESTRY & RECREATION"	1936-5	04-04-2012	04-05-2012	VANDEN BUSSCHE IRRIGAT	128.88	CAD	128.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5719	Miscellaneous House Furnishing Specialty	IRRIGATION PARTS	
"PARKS, FORESTRY & RECREATION"	1938-8	04-04-2012	04-09-2012	CDN TIRE STORE #00192	334.85	CAD	334.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	TRACTOR BATTERY	
"PARKS, FORESTRY & RECREATION"	1938-9	04-05-2012	04-09-2012	CDN TIRE STORE #00192	112.99	CAD	112.99	CAD	3025	M & E - JANITORIAL	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	HOOVER VACUUM	
"PARKS, FORESTRY & RECREATION"	1940-5	04-05-2012	04-10-2012	ALLTURF LTD.	621.50	CAD	621.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATION	0780	Horticultural and Landscaping Services	FUNGICIDE	
"PARKS, FORESTRY & RECREATION"	1956-4	04-20-2012	04-23-2012	PRECISION TURF TECHNOL	949.52	CAD	949.52	CAD	4405	C. SRV - UNLIC EQ	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	SPRAYER REPAIR AND SET UP	
"PARKS, FORESTRY & RECREATION"	1960-10	04-23-2012	04-25-2012	THE HOME DEPOT #7129	173.61	CAD	173.61	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	*****	
					"2,321.35"	CAD	"2,321.35"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1942-3	04-10-2012	04-11-2012	FURNITURE BANK	300.00	CAD	300.00	CAD	4830	PERMIT & LICENSE FEES	F01523	BIRKDALE-PROP SERV	4214	"Motor Freight Carriers, Trucking - Local"	USER FEE JANUARY - MARCH 2012	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1944-5	04-10-2012	04-12-2012	MULTILINGUAL COMMUNITY	101.70	CAD	101.70	CAD	4830	PERMIT & LICENSE FEES	F01523	BIRKDALE-PROP SERV	8398	"Organizations, Charitable and Social Ser"	FEES FOR INTERPRETATION INVOICE # 11-3376	
					401.70	CAD	401.70	CAD								
LONG TERM CARE HOMES	1928-6	03-30-2012	04-02-2012	NCH CANADA INC	840.74	CAD	840.74	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi		
LONG TERM CARE HOMES	1928-7	03-31-2012	04-02-2012	STAPLES 426	60.56	CAD	60.56	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"		
LONG TERM CARE HOMES	1928-8	03-31-2012	04-02-2012	SPECTRUM NASCO SIMFG	20.64	CAD	20.64	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"		
LONG TERM CARE HOMES	1928-9	03-31-2012	04-02-2012	SPECTRUM NASCO SIMFG	15.01	CAD	15.01	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"		
LONG TERM CARE HOMES	1928-10	03-30-2012	04-02-2012	NCH CANADA INC	-280.21	CAD	-280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi		
LONG TERM CARE HOMES	1928-11	03-30-2012	04-02-2012	NCH CANADA INC	-280.21	CAD	-280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi		
LONG TERM CARE HOMES	1928-12	03-30-2012	04-02-2012	NCH CANADA INC	-280.21	CAD	-280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi		
LONG TERM CARE HOMES	1938-10	04-04-2012	04-09-2012	BUSINESS DEPOT DIRECT	654.61	CAD	654.61	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"		
LONG TERM CARE HOMES	1938-11	04-05-2012	04-09-2012	ENGRAVERS DEPOT	784.39	CAD	784.39	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5046	Commercial Equipment Not Elsewhere Class		
LONG TERM CARE HOMES	1940-6	04-05-2012	04-10-2012	PARTY PACKAGERS (WILLI	49.46	CAD	49.46	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5999	Miscellaneous and Specialty Retail Store		
LONG TERM CARE HOMES	1949-9	04-16-2012	04-17-2012	BROUGHTON'S	51.30	CAD	51.30	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5942	Book Stores		
					"1,636.08"	CAD	"1,636.08"	CAD								
"PARKS, FORESTRY & RECREATION"	1938-12	04-07-2012	04-09-2012	VALLEYVIEW GARDENS HK	855.98	CAD	855.98	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLAN	5261	Lawn and Garden Supply Stores	CITY HALL INTERIOR PLANTS	
"PARKS, FORESTRY & RECREATION"	1944-6	04-11-2012	04-12-2012	VALLEYVIEW GARDENS HK	937.90	CAD	937.90	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLAN	5261	Lawn and Garden Supply Stores	CITY HALL INTERIOR PLANTS	
"PARKS, FORESTRY & RECREATION"	1961-13	04-25-2012	04-26-2012	VALLEYVIEW GARDENS HK	541.84	CAD	541.84	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLAN	5261	Lawn and Garden Supply Stores	CITY HALL INTERIOR PLANTS	
					"2,335.72"	CAD	"2,335.72"	CAD								
EMERGENCY MEDICAL SERVICES	1928-13	03-30-2012	04-02-2012	STANDARD PARKING - GRE	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - DISTRICT 5	7523	Automobile Parking Lots and Garages	PARKING - CBRNE MEETING	
EMERGENCY MEDICAL SERVICES	1953-9	04-16-2012	04-19-2012	BELL EXPRESS VU COMMER	180.80	CAD	180.80	CAD	4444	CONTRACTED SERVICES - RENOVATIONS	B46754	OPS - DISTRICT 5	4899	Cable and Other Pay Television Services	BELL EXPRESS VU	
					195.80	CAD	195.80	CAD								
FIRE SERVICES	1954-13	04-18-2012	04-20-2012	ONTARIO ASSOCIATION OF	593.25	CAD	593.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PD/TRNG-OP TRAINING	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION	
FIRE SERVICES	1954-14	04-18-2012	04-20-2012	ONTARIO ASSOCIATION OF	706.25	CAD	706.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PD/TRNG-OP TRAINING	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION	
FIRE SERVICES	1954-15	04-18-2012	04-20-2012	ONTARIO ASSOCIATION OF	706.25	CAD	706.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PD/TRNG-OP TRAINING	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION	
FIRE SERVICES	1954-16	04-18-2012	04-20-2012	ONTARIO ASSOCIATION OF	706.25	CAD	706.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PD/TRNG-OP TRAINING	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION	
FIRE SERVICES	1954-17	04-18-2012	04-20-2012	ONTARIO ASSOCIATION OF	706.25	CAD	706.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0027	PD/TRNG-OP TRAINING	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION	
					"3,418.25"	CAD	"3,418.25"	CAD								
EMERGENCY MEDICAL SERVICES	1934-10	04-02-2012	04-04-2012	"TPA/GREEN ""P""      QPL"	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL MEETING	
EMERGENCY MEDICAL SERVICES	1938-13	04-05-2012	04-09-2012	PAYPAL *NATIONALPAR	400.00	CAD	400.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	B46700	ALS OPERATIONS	8999	Professional Services - Not Elsewhere Cl	NATIONAL PARAMEDIC COMPETITION	
EMERGENCY MEDICAL SERVICES	1944-7	04-10-2012	04-12-2012	"TPA/GREEN ""P""      QPL"	18.50	CAD	18.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL MEETING	
EMERGENCY MEDICAL SERVICES	1944-8	04-11-2012	04-12-2012	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL MEETING	
EMERGENCY MEDICAL SERVICES	1953-10	04-17-2012	04-19-2012	"TPA/GREEN ""P""      QPL"	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL MEETING	
EMERGENCY MEDICAL SERVICES	1957-5	04-23-2012	04-24-2012	AMEMSO	100.01	CAD	100.01	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46700	ALS OPERATIONS	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
					555.51	CAD	555.51	CAD								
EMERGENCY MEDICAL SERVICES	1938-14	04-05-2012	04-09-2012	TORONTO PARKING AUTHOR	4.00	CAD	4.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - RETIREMENT	
EMERGENCY MEDICAL SERVICES	1949-10	04-16-2012	04-17-2012	EMS CHIEFS OF CANADA.	141.25	CAD	141.25	CAD	4760	MEMBERSHIP FEES	B46751	OPS - DISTRICT 4	8699	"Organizations, Membership - Not Elsewher"	ANNUAL MEMBERSHIP	
EMERGENCY MEDICAL SERVICES	1960-11	04-24-2012	04-25-2012	AMEMSO	200.00	CAD	200.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1960-12	04-24-2012	04-25-2012	AMEMSO	200.00	CAD	200.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46751	OPS - DISTRICT 4	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1960-13	04-24-2012	04-25-2012	AMEMSO	115.00	CAD	115.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46751	OPS - DISTRICT 4	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1960-14	04-24-2012	04-25-2012	AMEMSO	115.00	CAD	115.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46700	ALS OPERATIONS	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
EMERGENCY MEDICAL SERVICES	1960-15	04-24-2012	04-25-2012	AMEMSO	100.01	CAD	100.01	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46700	ALS OPERATIONS	8641	"Associations - Civic, Social, and Frater"	AMEMSO 2012 CONFERENCE	
					875.26	CAD	875.26	CAD								
"PARKS, FORESTRY & RECREATION"	1938-15	04-05-2012	04-09-2012	MARCHANT'S SCHOOL SPOR	125.82	CAD	125.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10311	D R TIMBRELL -PGM SU	5941	Sporting Goods Stores	VOLLEYBALL NET & BADMINTON RACKETS FOR PGRM	
					125.82	CAD	125.82	CAD								
