Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
FIRE SERVICES	4978-143	2018-05-03	2018-05-03	CLASSIC TOWING & STORA	339.00	CAD	339.00	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7549	Towing Services	TOW SERVICES TO 40 TORYORK	
FIRE SERVICES	4978-144	2018-05-03	2018-05-03	DOLLARAMA # 799	8.48	CAD	8.48	CAD	2710	GENERAL HARDWARE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5310	Discount Stores	KEY BATTERIES	
FIRE SERVICES	4980-37	2018-05-05	2018-05-05	INTERNATIONAL PLAZA HO	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0025	MECHANICAL MAINT-VEHICLE MAINT	7523	Automobile Parking Lots and Garages	PARKING EXPENSE	
FIRE SERVICES	4980-38	2018-05-05	2018-05-05	PETROCAN	20.00	CAD	20.00	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL FOR UNIT #20432	
					521.08	CAD	521.08	CAD								
"PARKS, FORESTRY & RECREATION"	4982-94	2018-05-08	2018-05-08	CENTENNIAL PLUMBING SU	139.44	CAD	139.44	CAD	2535	PLUMBING SUPPLIES	P00430	N-EAST-WINTER MAINT	1711	"Air Conditioning, Heating, and Plumbing"	COUPLING	
"PARKS, FORESTRY & RECREATION"	4986-60	2018-05-14	2018-05-14	NOBLE 1038	463.30	CAD	463.30	CAD	2535	PLUMBING SUPPLIES	P07700	GLEN LONG CC-OPERATIONS	5251	Hardware Stores	SOFT TOP BUBBLER	
"PARKS, FORESTRY & RECREATION"	4987-106	2018-05-15	2018-05-15	NOBLE 1010	298.14	CAD	298.14	CAD	2535	PLUMBING SUPPLIES	P06691	OAKDALE CC-OPERATIONS	5251	Hardware Stores	FAUCET	
"PARKS, FORESTRY & RECREATION"	4987-107	2018-05-15	2018-05-15	NOBLE 1010	345.31	CAD	345.31	CAD	2535	PLUMBING SUPPLIES	P06691	OAKDALE CC-OPERATIONS	5251	Hardware Stores	FAUCET	
"PARKS, FORESTRY & RECREATION"	4989-206	2018-05-18	2018-05-18	NOBLE 1071	26.26	CAD	26.26	CAD	2535	PLUMBING SUPPLIES	P00430	N-EAST-WINTER MAINT	5251	Hardware Stores	BRASS NIPPLES	
					"1,272.45"	CAD	"1,272.45"	CAD								
MUNICIPAL LICENSING & STANDARDS	4978-228	2018-05-03	2018-05-03	INSURANCE INSTITUTES	218.00	CAD	218.00	CAD	4760	MEMBERSHIP FEES	MS1150	#N/A	8299	Educational Services	IIO MEMBERSHIP RENEWAL	
MUNICIPAL LICENSING & STANDARDS	4987-108	2018-05-15	2018-05-15	BEST BUY.CA # 900	125.14	CAD	125.14	CAD	3410	COMPUTERS - HARDWARE	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5732	Electronic Sales	MULTIMEDIA SPEAKERS	
					343.14	CAD	343.14	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4978-229	2018-05-03	2018-05-03	HOUSE OF ANTIQUE HARDW	93.84	CAD	70.93	USD	3330	ARTIFACTS & ART OBJECTS	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5072	Hardware Equipment and Supplies	GAS LIGHT SHADES	
ECONOMIC DEVELOPMENT & CULTURE	4984-195	2018-05-11	2018-05-11	CPC SCP/HJ272501449US	13.69	CAD	13.69	CAD	*****	GST MUSH REBATE RECEIVABLE MANUAL POSTIN			4215	"Courier Services - Air & Ground, Freight"	CBSA	
					107.53	CAD	13.69	CAD								
							70.93	USD								
"PARKS, FORESTRY & RECREATION"	4985-55	2018-05-12	2018-05-12	MEDTECH GROUP	330.73	CAD	330.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13248	SUMMER CAMPS - ANTIBES CC	5999	Miscellaneous and Specialty Retail Store	WRISTBANDDS FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4988-87	2018-05-16	2018-05-16	MARCHANT S SCHOOL SPOR	677.94	CAD	677.94	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10285	ANTIBES CC-PRGM SUPPORT	5941	Sporting Goods Stores	SCOREBOARD FOR DROP IN SPORTS PRGM	
					"1,008.67"	CAD	"1,008.67"	CAD								
"PARKS, FORESTRY & RECREATION"	4976-199	2018-05-01	2018-05-01	COSTCO BUSINESS CENTER	46.64	CAD	46.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5300	Wholesale Clubs	BIRKDALE CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4976-200	2018-05-01	2018-05-01	DOLLARAMA # 881	17.29	CAD	17.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5310	Discount Stores	BIRKDALE ART CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4976-201	2018-05-01	2018-05-01	STAPLES STORE #127	39.96	CAD	39.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PLASTIC SIGN HOLDERS	
"PARKS, FORESTRY & RECREATION"	4977-93	2018-05-02	2018-05-02	RCSS SCARBOROUGH #2809	24.87	CAD	24.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CKNG PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4983-96	2018-05-09	2018-05-09	RCSS SCARBOROUGH #2809	29.30	CAD	29.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC- CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4989-208	2018-05-18	2018-05-18	DOLLARAMA #0986	11.64	CAD	11.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5310	Discount Stores	SUNDAY ART PRGM	
"PARKS, FORESTRY & RECREATION"	4989-209	2018-05-17	2018-05-17	DOLLARAMA #0986	17.01	CAD	17.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL PRGM	5310	Discount Stores	SCIENCE PRGM EXPERIMENTS	
"PARKS, FORESTRY & RECREATION"	4989-210	2018-05-17	2018-05-17	RCSS SCARBOROUGH #2809	12.57	CAD	12.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SCIENCE PRGM EXPERIMENTS	
"PARKS, FORESTRY & RECREATION"	4989-211	2018-05-17	2018-05-17	RCSS SCARBOROUGH #2809	64.25	CAD	64.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - CKNG PRGM	
"PARKS, FORESTRY & RECREATION"	4989-212	2018-05-17	2018-05-17	MICHAELS #4947	96.05	CAD	96.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	SUNDAY ART PRGM	
"PARKS, FORESTRY & RECREATION"	4997-109	2018-05-30	2018-05-30	RCSS SCARBOROUGH #2809	24.42	CAD	24.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - CKNG SUPPLIES	
					384.00	CAD	384.00	CAD								
FACILITIES MANAGEMENT DIVISON	4976-202	2018-05-01	2018-05-01	SQ *SQ *ACCESSRAMP & M	904.00	CAD	904.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423817	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	RENTAL RAMP	
FACILITIES MANAGEMENT DIVISON	4978-230	2018-05-03	2018-05-03	CTF SUPPLY (11)	9.53	CAD	9.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61435240	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	EYE BOLTS	
FACILITIES MANAGEMENT DIVISON	4978-231	2018-05-03	2018-05-03	NEXT SUPPLY	312.23	CAD	312.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61435240	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	FIRE ACCESS DOOR	
FACILITIES MANAGEMENT DIVISON	4980-74	2018-05-05	2018-05-05	THE HOME DEPOT #7073	"1,334.61"	CAD	"1,334.61"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61440551	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ANCHORS	
FACILITIES MANAGEMENT DIVISON	4984-196	2018-05-10	2018-05-10	THE HOME DEPOT #7080	49.80	CAD	49.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61444574	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  NAILS	
FACILITIES MANAGEMENT DIVISON	4987-109	2018-05-15	2018-05-15	HARDWARE AGENCIES	220.35	CAD	220.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61445360	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CLOSER	
FACILITIES MANAGEMENT DIVISON	4987-110	2018-05-15	2018-05-15	ROYAL HM HWRE #1274-8	15.77	CAD	15.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61445301	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	KEYS	
FACILITIES MANAGEMENT DIVISON	4988-88	2018-05-16	2018-05-16	HARDWARE AGENCIES	106.22	CAD	106.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61444726	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DEAD BOLT	
FACILITIES MANAGEMENT DIVISON	4988-89	2018-05-16	2018-05-16	HARDWARE AGENCIES	246.15	CAD	246.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61445360	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CLOSER AND SPRAY	
FACILITIES MANAGEMENT DIVISON	4989-213	2018-05-17	2018-05-17	CDN TIRE STORE #00654	47.29	CAD	47.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61435240	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	KEYS	
FACILITIES MANAGEMENT DIVISON	4991-66	2018-05-22	2018-05-22	HARDWARE AGENCIES	128.73	CAD	128.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61446137	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4991-67	2018-05-22	2018-05-22	HARDWARE AGENCIES	456.80	CAD	456.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61440551	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4993-192	2018-05-24	2018-05-24	HARDWARE AGENCIES	97.63	CAD	97.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61446651	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CLOSER BRACKETS	
FACILITIES MANAGEMENT DIVISON	4998-193	2018-05-31	2018-05-31	ABSO LOCK INC	33.90	CAD	33.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61447580	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS	
					"3,963.01"	CAD	"3,963.01"	CAD								
"PARKS, FORESTRY & RECREATION"	4976-204	2018-05-01	2018-05-01	ALPINE LAWN & GARDEN E	22.31	CAD	22.31	CAD	3080	M & E - HAND TOOLS	P00539	EASTERN BEACHES-TURF&HORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS	
"PARKS, FORESTRY & RECREATION"	4985-56	2018-05-11	2018-05-11	MISTER SAFETY SHOES IN	14.63	CAD	14.63	CAD	2665	PROTECTIVE CLOTHING	P00539	EASTERN BEACHES-TURF&HORT	5661	Shoe Stores	SAFETY HARNESS	
"PARKS, FORESTRY & RECREATION"	4987-111	2018-05-14	2018-05-15	CDN TIRE STORE #00654	3.15	CAD	3.15	CAD	2730	LOCKS	P00539	EASTERN BEACHES-TURF&HORT	5200	Home Supply Warehouse	KEY	
					40.09	CAD	40.09	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4992-114	2018-05-23	2018-05-23	MUSEUMPROS ART SERVICE	322.05	CAD	322.05	CAD	4995	OTHER EXPENSES	AH0082	HS-MH-EXHIBITIONS-YORK MUSEU	5970	"Artist Supply Stores, Craft Shops"	RELOCATE EXHIBIT CASE FY TO CHAPLIN	
ECONOMIC DEVELOPMENT & CULTURE	4996-122	2018-05-28	2018-05-29	CDN TIRE STORE #00019	90.39	CAD	90.39	CAD	3080	M & E - HAND TOOLS	AH0082	HS-MH-EXHIBITIONS-YORK MUSEU	5200	Home Supply Warehouse	HYDRAULIC JACK	
					412.44	CAD	412.44	CAD								
"PARKS, FORESTRY & RECREATION"	4977-94	2018-05-02	2018-05-02	RONA # 55130	280.77	CAD	280.77	CAD	2715	PAINT SUPPLIES	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	"PAINT, GLOVES, ZINC EYE HOOKS"	
"PARKS, FORESTRY & RECREATION"	4982-96	2018-05-07	2018-05-08	THE HOME DEPOT #7013	93.00	CAD	93.00	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	SMNL7/16X100	
"PARKS, FORESTRY & RECREATION"	4983-97	2018-05-09	2018-05-09	RONA # 55130	79.07	CAD	79.07	CAD	2730	LOCKS	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	"PADLOCKS, 100 FT BRAIDED ROPE"	
"PARKS, FORESTRY & RECREATION"	4988-90	2018-05-15	2018-05-16	BRAFASCO / ETOBICOKE	146.00	CAD	146.00	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PARKS CONSTR	5085	Industrial Supplies Not Elsewhere Classi	"CERAMIC DRILL, HAMMER DRILL BIT"	
"PARKS, FORESTRY & RECREATION"	4994-58	2018-05-25	2018-05-25	THE HOME DEPOT #7013	141.15	CAD	141.15	CAD	3080	M & E - HAND TOOLS	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  25MM KN BL	
"PARKS, FORESTRY & RECREATION"	4994-59	2018-05-26	2018-05-26	THE HOME DEPOT #7013	75.94	CAD	75.94	CAD	2780	CONCRETE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	PORTLAND	
"PARKS, FORESTRY & RECREATION"	4996-123	2018-05-29	2018-05-29	RONA # 55130	154.38	CAD	154.38	CAD	2780	CONCRETE	P00898	KIPLING YD-PARKS CONSTR	5251	Hardware Stores	PORTLAND	
"PARKS, FORESTRY & RECREATION"	4997-110	2018-05-29	2018-05-30	THE HOME DEPOT #7013	48.40	CAD	48.40	CAD	2710	GENERAL HARDWARE	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  WASHERS	
"PARKS, FORESTRY & RECREATION"	4998-194	2018-05-31	2018-05-31	THE HOME DEPOT #7013	861.82	CAD	861.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00898	KIPLING YD-PARKS CONSTR	5200	Home Supply Warehouse	**MORE**  MONOSILKBCLR	
					"1,880.53"	CAD	"1,880.53"	CAD								
"PARKS, FORESTRY & RECREATION"	4983-98	2018-05-09	2018-05-09	ROMA FENCE LTD	23.94	CAD	23.94	CAD	3015	M & E - GROUNDS	P00409	N-EAST1-TURF&HORT	5211	"Building Materials, Lumber Stores"	CHAIN LINK FENCE PARTS	
"PARKS, FORESTRY & RECREATION"	4992-115	2018-05-23	2018-05-23	RONA # 55030	307.31	CAD	307.31	CAD	2531	LUMBER	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	LUMBER	
"PARKS, FORESTRY & RECREATION"	4997-111	2018-05-30	2018-05-30	BERNARDI BUILDING SUPP	14.22	CAD	14.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5211	"Building Materials, Lumber Stores"	MORTAR	
					345.47	CAD	345.47	CAD								
CITY CLERK'S OFFICE	4977-106	2018-05-03	2018-05-03	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0008	OPERATIONS	8699	"Organizations, Membership - Not Elsewher"	CPA ONTARIO ANNUAL MEMBERSHIP DUES FROM 4/1/18 TO 3/31/19	
CITY CLERK'S OFFICE	4977-107	2018-05-03	2018-05-03	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0008	OPERATIONS	8699	"Organizations, Membership - Not Elsewher"	CPA ONTARIO MEMBERSHIP DUES 04/01/18 TO 03/31/19	
CITY CLERK'S OFFICE	4977-108	2018-05-03	2018-05-03	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0009	POLICY  COMPLIANCE & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	CPA ONTARIO MEMBERSHIP DUES FOR 04/01/18 TO 03/31/19	
CITY CLERK'S OFFICE	4977-109	2018-05-03	2018-05-03	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0009	POLICY  COMPLIANCE & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	CPA ONTARIO MEMBERSHIP DUES FOR 04/01/18 TO 03/31/19	
CITY CLERK'S OFFICE	4989-240	2018-05-19	2018-05-19	CHARTERED PROFESSIONAL	"1,107.40"	CAD	"1,107.40"	CAD	4760	MEMBERSHIP FEES	GV0009	POLICY  COMPLIANCE & EXECUTIVE	8699	"Organizations, Membership - Not Elsewher"	CPA MEMBERSHIP DUES FOR THE PERIOD 04/01/2018 TO 03/31/2019	
					"5,537.00"	CAD	"5,537.00"	CAD								
MUNICIPAL LICENSING & STANDARDS	4988-98	2018-05-16	2018-05-16	TRU CATCH TRAPS TRU CA	"2,069.95"	CAD	"1,568.45"	USD	2620	ANIMAL CARE SUPPLIES	PH5048	ENFORCEMENT & MOBILE REPONSE CITY WIDE	5331	Variety Stores	ANIMAL CARRIERS	
					"2,069.95"	CAD	"1,568.45"	USD								
"PARKS, FORESTRY & RECREATION"	4980-79	2018-05-04	2018-05-04	LONGO S # 14	28.79	CAD	28.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07525	OLYMPIUM-FITNESS	5411	"Grocery Stores, Supermarkets"	"LAUNDRY SUPPLIES-CLOROX, DETERGENT"	
"PARKS, FORESTRY & RECREATION"	4987-120	2018-05-14	2018-05-15	LONGO S # 14	35.00	CAD	35.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07525	OLYMPIUM-FITNESS	5411	"Grocery Stores, Supermarkets"	"TIDE, CLOROX"	
"PARKS, FORESTRY & RECREATION"	4992-132	2018-05-22	2018-05-23	THE HOME DEPOT #7011	14.68	CAD	14.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07609	OLYMPIUM-PRGM SUPPORT	5200	Home Supply Warehouse	HEX KEY	
"PARKS, FORESTRY & RECREATION"	4994-65	2018-05-25	2018-05-25	LONGO S # 14	35.00	CAD	35.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07525	OLYMPIUM-FITNESS	5411	"Grocery Stores, Supermarkets"	"CLOROX, TIDE"	
					113.47	CAD	113.47	CAD								
COURT SERVICES 	4982-108	2018-05-09	2018-05-09	WWW.NEWEGG.COM	31.63	CAD	31.63	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	CT3004	WEST BUSINESS SUPPORT CUSTOMER SERVICE	5732	Electronic Sales	NWCBL CABLES TO  52034 R-for La Gard audit report print out	
					31.63	CAD	31.63	CAD								
"PARKS, FORESTRY & RECREATION"	4977-110	2018-05-02	2018-05-02	PRINCESS AUTO 040	37.23	CAD	37.23	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PARKS EQP MNT/REP	5085	Industrial Supplies Not Elsewhere Classi	ANCHOR RING	
"PARKS, FORESTRY & RECREATION"	4977-111	2018-05-02	2018-05-02	KHAPCO AUTO PARTS	112.94	CAD	112.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	4978-255	2018-05-04	2018-05-04	PRINCESS AUTO	24.84	CAD	24.84	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PARKS EQP MNT/REP	5085	Industrial Supplies Not Elsewhere Classi	SCAPER SET	
"PARKS, FORESTRY & RECREATION"	4983-106	2018-05-08	2018-05-09	KHAPCO AUTO PARTS	112.94	CAD	112.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	4989-241	2018-05-16	2018-05-17	KHAPCO AUTO PARTS	311.45	CAD	311.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00790	S-EAST-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
					599.40	CAD	599.40	CAD								
TORONTO WATER	4982-109	2018-05-07	2018-05-08	BRAFASCO	25.73	CAD	25.73	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	PIN & JOINT	
TORONTO WATER	4984-228	2018-05-09	2018-05-10	CDN TIRE STORE #00019	32.75	CAD	32.75	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	HOSE & NOZZLE	
TORONTO WATER	4998-226	2018-05-30	2018-05-31	THE HOME DEPOT #7078	17.96	CAD	17.96	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  NUTS	
					76.44	CAD	76.44	CAD								
"PARKS, FORESTRY & RECREATION"	4989-242	2018-05-18	2018-05-18	UOFG-LAB SERVICES DIVI	893.50	CAD	893.50	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P00676	W-YORK1-PRGM SUPPORT	5942	Book Stores	HIGH PARK ZOO - MAINTENANCE	
"PARKS, FORESTRY & RECREATION"	4998-227	2018-05-31	2018-05-31	VETERINARY EMERGENCY	737.33	CAD	737.33	CAD	4087	PROFESSIONAL SERVICES -VETERINARIAN FEES	P00676	W-YORK1-PRGM SUPPORT	0742	Veterinary Services	HIGH PARK ZOO - TREATMENT	
					"1,630.83"	CAD	"1,630.83"	CAD								
CITY CLERK'S OFFICE	4993-218	2018-05-24	2018-05-24	CDN TIRE STORE #00600	94.78	CAD	94.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5200	Home Supply Warehouse	STORAGE BINS	
CITY CLERK'S OFFICE	4998-228	2018-05-31	2018-05-31	CDN TIRE STORE #00600	99.33	CAD	99.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	GV0019	PROTOCOL	5200	Home Supply Warehouse	STORAGE BINS	
					194.11	CAD	194.11	CAD								
FIRE SERVICES	4977-112	2018-05-01	2018-05-02	PETROCAN	66.69	CAD	66.69	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5542	"Fuel Dispenser, Automated"	FUEL	
FIRE SERVICES	4978-256	2018-05-03	2018-05-03	INTERNATIONAL PLAZA HO	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0013	EMERGENCY COMMUNICATIONS	7523	Automobile Parking Lots and Garages	PARKING EXPENSE	
FIRE SERVICES	4980-80	2018-05-04	2018-05-04	INTERNATIONAL PLAZA HO	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0013	EMERGENCY COMMUNICATIONS	7523	Automobile Parking Lots and Garages	PARKING EXPENSE	
FIRE SERVICES	4980-81	2018-05-05	2018-05-05	INTERNATIONAL PLAZA HO	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0013	EMERGENCY COMMUNICATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					120.69	CAD	120.69	CAD								
"PARKS, FORESTRY & RECREATION"	4978-257	2018-05-03	2018-05-03	YOUR DOLLAR STORE WITH	19.21	CAD	19.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	"DISHTOWELS, CLEANING SUPPLIES"	
"PARKS, FORESTRY & RECREATION"	4978-258	2018-05-03	2018-05-03	COSTCO BUSINESS CENTER	27.97	CAD	27.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5300	Wholesale Clubs	"JUICE, CRACKERS"	
"PARKS, FORESTRY & RECREATION"	4978-259	2018-05-03	2018-05-03	COSTCO BUSINESS CENTER	183.34	CAD	183.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5300	Wholesale Clubs	"TROLLY, EPSOM SALT, BAKING SODA"	
"PARKS, FORESTRY & RECREATION"	4989-243	2018-05-17	2018-05-17	ADVENTUREMANIA INFLATA	428.27	CAD	428.27	CAD	4590	RENTAL - OTHER	P07897	OAKRIDGE CRC-SOCIAL PRGM	7299	Other Services (Not Elsewhere Classified	BOUNCY CASTLE FRO FUN FAIR	
"PARKS, FORESTRY & RECREATION"	4989-244	2018-05-17	2018-05-17	COSTCO BUSINESS CENTER	47.85	CAD	47.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5300	Wholesale Clubs	SNACKS FOR YOUTH COUNCIL	
"PARKS, FORESTRY & RECREATION"	4989-245	2018-05-17	2018-05-17	COSTCO BUSINESS CENTER	287.44	CAD	287.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07897	OAKRIDGE CRC-SOCIAL PRGM	5300	Wholesale Clubs	FUN FAIR SUPPLIES	
