Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBLS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	4904-7	2018-02-01	2018-02-01	TWITTER ONLINE ADS	77.00	CAD	77.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	FORT YORK - HUNGRY FOR COMFORT
ECONOMIC DEVELOPMENT & CULTURE	4911-8	2018-02-09	2018-02-09	TWITTER ONLINE ADS	77.00	CAD	77.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING
ECONOMIC DEVELOPMENT & CULTURE	4911-9	2018-02-09	2018-02-09	PARKING AUTHORITYOFTOR	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0152	EDC MARKETING STAFF AND ADMIN	9399	Government Services - Not Elsewhere Clas	PARKING (TO AND FROM COLBORNE LODGE)
ECONOMIC DEVELOPMENT & CULTURE	4911-10	2018-02-09	2018-02-09	WWW.ISTOCK.COM	127.00	CAD	127.00	CAD	4082	PHOTO/VIDEO SERVICES	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7333	"Commercial Art, Graphics, Photography"	12 CREDIT(S)
ECONOMIC DEVELOPMENT & CULTURE	4917-36	2018-02-16	2018-02-16	TWITTER ONLINE ADS	22.00	CAD	22.00	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7311	Advertising Services	ADVERTIZING
ECONOMIC DEVELOPMENT & CULTURE	4918-2	2018-02-18	2018-02-18	HOO*HOOTSUITE MEDIA I	14.50	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	ADVERTIZING
ECONOMIC DEVELOPMENT & CULTURE	4926-4	2018-02-28	2018-02-28	UPAKNEE EMAIL	56.50	CAD	56.50	CAD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	7392	"Consulting, Management, and Public Relat"	ADVERTIZING
					403.00	CAD	388.50	CAD							
							11.29	USD							
"PARKS, FORESTRY & RECREATION"	4911-11	2018-02-09	2018-02-09	MICHAELS #4918	20.33	CAD	20.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5945	"Game, Toy, and Hobby Shops"	DAYTIME PLANNER
"PARKS, FORESTRY & RECREATION"	4914-2	2018-02-12	2018-02-12	MICHAELS #4918	42.67	CAD	42.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5945	"Game, Toy, and Hobby Shops"	DAYTIME PLANNER REFILLS
"PARKS, FORESTRY & RECREATION"	4914-3	2018-02-12	2018-02-12	METRO #35	7.76	CAD	7.76	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5411	"Grocery Stores, Supermarkets"	"PLATES, UTENSILS"
"PARKS, FORESTRY & RECREATION"	4914-4	2018-02-12	2018-02-12	METRO #35	52.80	CAD	52.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5411	"Grocery Stores, Supermarkets"	"CAKE, FRUIT PLATTER, COOKING OIL"
"PARKS, FORESTRY & RECREATION"	4917-37	2018-02-15	2018-02-15	THE HOME DEPOT #7129	245.10	CAD	245.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5200	Home Supply Warehouse	**MORE**  OOK 7/8CUPHK
"PARKS, FORESTRY & RECREATION"	4917-38	2018-02-16	2018-02-16	CINEPLEX 7130	94.83	CAD	94.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	7832	Motion Picture Theaters	POPCORN
"PARKS, FORESTRY & RECREATION"	4921-10	2018-02-20	2018-02-21	PIZZA DEPOT SCARBOROUG	21.50	CAD	21.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5814	Quick Payment Service - Fast-Food Restau	PIZZA
"PARKS, FORESTRY & RECREATION"	4922-4	2018-02-23	2018-02-23	AMAZON *MARKETPLCE CA	36.96	CAD	36.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	4816	Computer Network/Information Services	DISC CONES
"PARKS, FORESTRY & RECREATION"	4922-5	2018-02-23	2018-02-23	INT*IN *LOTUS DISTRIBU	394.47	CAD	394.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5137	"Mens, Womens, and Childrens Uniforms and"	APRONS
"PARKS, FORESTRY & RECREATION"	4922-6	2018-02-22	2018-02-22	AMAZON.CA	81.13	CAD	81.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	4816	Computer Network/Information Services	TRAINING LADDERS
"PARKS, FORESTRY & RECREATION"	4924-2	2018-02-26	2018-02-26	STAPLES STORE #127	138.27	CAD	138.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5943	"Office, School Supply, and Stationery St"	FOLDING PEDESTAL
"PARKS, FORESTRY & RECREATION"	4926-6	2018-02-27	2018-02-28	PIZZA DEPOT SCARBOROUG	36.15	CAD	36.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13574	YOUTH LOUNGE - EAST METRO YOUTH SERVICES	5814	Quick Payment Service - Fast-Food Restau	PIZZA
					"1,171.97"	CAD	"1,171.97"	CAD							
FLEET SERVICES	4904-8	2018-02-01	2018-02-01	MTO AGENT -	5.00	CAD	5.00	CAD	4995	OTHER EXPENSES	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	CVOR CHECK
FLEET SERVICES	4921-11	2018-02-20	2018-02-21	MTO AGENT -	5.00	CAD	5.00	CAD	4991	PAYMENTS TO PROVINCE	FL4001	FLEET SAFETY & TRAINING	9399	Government Services - Not Elsewhere Clas	CVOR CHECK
FLEET SERVICES	4922-7	2018-02-23	2018-02-23	SHOPPERS DRUG MART #12	12.52	CAD	12.52	CAD	4805	POSTAGE	FL4001	FLEET SAFETY & TRAINING	7399	Business Services - Not Elsewhere Classi	RETURN MAIL PAYMENT
					22.52	CAD	22.52	CAD							
TORONTO WATER	4904-9	2018-02-01	2018-02-01	CDN TIRE STORE #00654	173.74	CAD	173.74	CAD	2610	KITCHEN SUPPLIES	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5200	Home Supply Warehouse	VARIOUS KITCHEN SUPPLIES
TORONTO WATER	4908-3	2018-02-05	2018-02-05	SHOPPERS DRUG MART #12	12.20	CAD	12.20	CAD	4805	POSTAGE	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	7399	Business Services - Not Elsewhere Classi	REGISTERED MAIL
					185.94	CAD	185.94	CAD							
SOLID WASTE MANAGEMENT	4921-12	2018-02-21	2018-02-21	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	FUELS SAFETY TECHNICIAN CERTIFICATE - 2018
SOLID WASTE MANAGEMENT	4921-13	2018-02-21	2018-02-21	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	FUELS SAFETY TECHNICIAN CERTIFICATE - 2018
SOLID WASTE MANAGEMENT	4921-14	2018-02-21	2018-02-21	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	FUELS SAFETY TECHNICIAN CERTIFICATE - 2018
SOLID WASTE MANAGEMENT	4921-15	2018-02-21	2018-02-21	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	SW0011	MECHANICAL & ELECTRICAL-CONSTR & GRDS	1799	"Contractors, Special Trade - Not Elsewhe"	FUELS SAFETY TECHNICIAN CERTIFICATE - 2018
					400.00	CAD	400.00	CAD							
"PARKS, FORESTRY & RECREATION"	4904-10	2018-02-01	2018-02-01	THE HOME DEPOT #7107	43.19	CAD	43.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	RAPIDPOST
"PARKS, FORESTRY & RECREATION"	4907-5	2018-02-02	2018-02-02	THE HOME DEPOT #7107	48.91	CAD	48.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3-4 ABS DRN
"PARKS, FORESTRY & RECREATION"	4910-3	2018-02-06	2018-02-07	THE HOME DEPOT #7107	190.83	CAD	190.83	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SQ SHW DRN 2
"PARKS, FORESTRY & RECREATION"	4911-12	2018-02-09	2018-02-09	URBAN GREEN BUILDING L	12.03	CAD	12.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	CONCRETE BLOCKS / SAND
"PARKS, FORESTRY & RECREATION"	4913-2	2018-02-09	2018-02-09	THE HOME DEPOT #7107	10.33	CAD	10.33	CAD	2535	PLUMBING SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	DISC
"PARKS, FORESTRY & RECREATION"	4915-5	2018-02-13	2018-02-13	IKEA NORTH YORK	91.47	CAD	91.47	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	CABINET HARDWARE
"PARKS, FORESTRY & RECREATION"	4916-3	2018-02-14	2018-02-14	IKEA NORTH YORK	706.00	CAD	706.00	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	KITCHEN CABINETS
"PARKS, FORESTRY & RECREATION"	4916-4	2018-02-14	2018-02-14	IKEA NORTH YORK	-706.00	CAD	-706.00	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	KITCHEN CABINETS (RETURNED AND REFUND)
"PARKS, FORESTRY & RECREATION"	4916-5	2018-02-14	2018-02-14	IKEA NORTH YORK	887.05	CAD	887.05	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	KITCHEN CABINETS
"PARKS, FORESTRY & RECREATION"	4916-6	2018-02-13	2018-02-14	THE HOME DEPOT #7107	95.29	CAD	95.29	CAD	3025	M & E - JANITORIAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  WALL WIPES
"PARKS, FORESTRY & RECREATION"	4917-39	2018-02-14	2018-02-15	THE HOME DEPOT #7107	15.68	CAD	15.68	CAD	3025	M & E - JANITORIAL	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1-G WP W
"PARKS, FORESTRY & RECREATION"	4918-3	2018-02-16	2018-02-16	THE HOME DEPOT #7107	12.15	CAD	12.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1X3X96 FJ
"PARKS, FORESTRY & RECREATION"	4918-4	2018-02-16	2018-02-16	THE HOME DEPOT #7107	595.79	CAD	595.79	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1X3X96 FJ
"PARKS, FORESTRY & RECREATION"	4920-3	2018-02-21	2018-02-21	ULINE	894.96	CAD	894.96	CAD	3320	FIXTURES	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	STEEL SHEVING / CONTAINERS
"PARKS, FORESTRY & RECREATION"	4921-16	2018-02-21	2018-02-21	IKEA NORTH YORK	36.13	CAD	36.13	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	CABINET HARDWARE
"PARKS, FORESTRY & RECREATION"	4921-17	2018-02-22	2018-02-22	ULINE	900.61	CAD	900.61	CAD	3320	FIXTURES	P00272	E-SOUTH2-TURF&HORT	5964	Direct Marketing - Catalog Merchants	STEEL SHELVING / CONTAINERS
"PARKS, FORESTRY & RECREATION"	4922-8	2018-02-22	2018-02-22	THE HOME DEPOT #7107	11.99	CAD	11.99	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1-G WP W
"PARKS, FORESTRY & RECREATION"	4925-2	2018-02-26	2018-02-27	THE HOME DEPOT #7107	-477.99	CAD	-477.99	CAD	3050	M & E - KITCHEN	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	**MORE**  DANIKA KIT (returned)
"PARKS, FORESTRY & RECREATION"	4925-3	2018-02-26	2018-02-27	THE HOME DEPOT #7107	5.62	CAD	5.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	PROSAND 220G
"PARKS, FORESTRY & RECREATION"	4926-7	2018-02-28	2018-02-28	LOWES #02633*	39.54	CAD	39.54	CAD	3080	M & E - HAND TOOLS	P00272	E-SOUTH2-TURF&HORT	5200	Home Supply Warehouse	KBLT 3/8 DR QR RATCH 72T 7
					"3,413.58"	CAD	"3,413.58"	CAD							
FACILITIES MANAGEMENT DIVISON	4904-11	2018-02-01	2018-02-01	THE MASTER GROUP CRANF	517.54	CAD	517.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423061	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTATS
FACILITIES MANAGEMENT DIVISON	4908-5	2018-02-05	2018-02-05	THE MASTER GROUP CRANF	68.20	CAD	68.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61426178	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	THERMOSTATS RECEIPT
FACILITIES MANAGEMENT DIVISON	4911-13	2018-02-08	2018-02-08	THE HOME DEPOT #7001	25.49	CAD	25.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425597	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SURFACE BLK
FACILITIES MANAGEMENT DIVISON	4911-14	2018-02-08	2018-02-08	THE HOME DEPOT #7001	5.63	CAD	5.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425597	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	CAT 5E JACK
FACILITIES MANAGEMENT DIVISON	4911-15	2018-02-08	2018-02-08	LENNOX CANADA INC	393.29	CAD	393.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428557	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	ROOFTOP PARTS RECEIPTS
FACILITIES MANAGEMENT DIVISON	4915-7	2018-02-13	2018-02-13	PRO KONTROL (TORONTO)	397.00	CAD	397.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61428909	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HATING VALVE ACTUATORS
FACILITIES MANAGEMENT DIVISON	4915-8	2018-02-13	2018-02-13	PRO KONTROL (TORONTO)	85.30	CAD	85.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61429335	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	ENTRANCE HEATER
FACILITIES MANAGEMENT DIVISON	4922-9	2018-02-23	2018-02-23	PAUL WOLF ELECTRIC & L	87.96	CAD	87.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61423407	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	PARTS RECEIPT
FACILITIES MANAGEMENT DIVISON	4926-8	2018-02-28	2018-02-28	THE MASTER GROUP REXDA	494.13	CAD	494.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61430645	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	PARTS RECEIPT
					"2,074.54"	CAD	"2,074.54"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4913-3	2018-02-10	2018-02-10	WAL-MART # 3113	45.17	CAD	45.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	EASY WRING MOP
ECONOMIC DEVELOPMENT & CULTURE	4914-5	2018-02-12	2018-02-12	THE POTTERY SUPPLY HOU	737.86	CAD	737.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	WEDGING BOARD AND THROWING SET
ECONOMIC DEVELOPMENT & CULTURE	4917-41	2018-02-15	2018-02-15	DOLLARAMA # 381	18.65	CAD	18.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	"BOX, SCRUB BRUSHES"
ECONOMIC DEVELOPMENT & CULTURE	4917-42	2018-02-15	2018-02-15	WAL-MART # 1152	18.09	CAD	18.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUBLIC/COMMUNITY-CEDAR RIDG	5310	Discount Stores	"CARDS, CONTAINER"
					819.77	CAD	819.77	CAD							
TORONTO WATER	4909-5	2018-02-05	2018-02-06	THE HOME DEPOT #7073	7.89	CAD	7.89	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	ZINC PISTOL
TORONTO WATER	4925-4	2018-02-26	2018-02-27	BRAFASCO / ETOBICOKE	79.70	CAD	79.70	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	"WASHERS, CHAIN"
					87.59	CAD	87.59	CAD							
FIRE SERVICES	4916-7	2018-02-13	2018-02-14	MTO RUS-SO NORTH YORK	272.00	CAD	272.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	STICKER RENEWAL
FIRE SERVICES	4921-18	2018-02-20	2018-02-21	CDN TIRE STORE #00485	18.26	CAD	18.26	CAD	2130	PARTS - MOBILE EQUIPMENT	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5200	Home Supply Warehouse	WINDSHIELD WASHER FLUID
FIRE SERVICES	4926-9	2018-02-27	2018-02-28	MTO RUS-SO NORTH YORK	59.00	CAD	59.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	LICENCE PLATE REPLACEMENT
					349.26	CAD	349.26	CAD							
"PARKS, FORESTRY & RECREATION"	4917-43	2018-02-15	2018-02-15	WAL-MART #1004	247.88	CAD	247.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5411	"Grocery Stores, Supermarkets"	"CRAYONS, MARKERS, PENCIL CRAYONS"
"PARKS, FORESTRY & RECREATION"	4925-5	2018-02-27	2018-02-27	DOLLARAMA # 627	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P00918	S-CENTRAL-SPORTS & REC-SKATE-INSTR.	5310	Discount Stores	STICKERS
					259.18	CAD	259.18	CAD							
MUNICIPAL LICENSING & STANDARDS	4904-13	2018-02-01	2018-02-01	INSTITUTE OF PUBLIC	-595.00	CAD	-595.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	8398	"Organizations, Charitable and Social Ser"	IPAC REGISTRATION-REFUND
MUNICIPAL LICENSING & STANDARDS	4911-17	2018-02-08	2018-02-08	CAFE ON THE SQUARE	25.71	CAD	25.71	CAD	4820	BUSINESS MEETING EXPENSES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5812	"Eating Places, Restaurants"	"SMT MEETING, CITY HALL"
MUNICIPAL LICENSING & STANDARDS	4922-10	2018-02-22	2018-02-22	CAFE ON THE SQUARE	25.71	CAD	25.71	CAD	4820	BUSINESS MEETING EXPENSES	MS1000	OFF. OF THE EXECUTIVE DIRECTOR	5812	"Eating Places, Restaurants"	"SMT MEETING, CITY HALL"
					-543.58	CAD	-543.58	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4924-3	2018-02-27	2018-02-27	ULINE	"1,117.46"	CAD	"1,117.46"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	5964	Direct Marketing - Catalog Merchants	**MORE**  SINGLE ROLLING CLOTHES RACK
ECONOMIC DEVELOPMENT & CULTURE	4926-10	2018-02-27	2018-02-28	LIGHTHOUSE PUBLICATION	178.48	CAD	178.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0059	HS-MH-COLLECTION REGISTRATN-98 ATLANTIC	2741	Miscellaneous Publishing and Printing	CLAMP MAGNIFIERS
					"1,295.94"	CAD	"1,295.94"	CAD							
"PARKS, FORESTRY & RECREATION"	4904-14	2018-02-01	2018-02-01	WAL-MART #1139	30.37	CAD	30.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05842	ANTIBES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	ARTS PRGM SUPPLIES
"PARKS, FORESTRY & RECREATION"	4904-15	2018-02-02	2018-02-02	IMPARK00090075A	3.00	CAD	3.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	7523	Automobile Parking Lots and Garages	ERROR - REIMBURSEMENT ATTACHED
"PARKS, FORESTRY & RECREATION"	4904-16	2018-02-01	2018-02-01	DOLLARAMA #0978	98.59	CAD	98.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5310	Discount Stores	SENSORY BINS ITEMS
					131.96	CAD	131.96	CAD							
"PARKS, FORESTRY & RECREATION"	4904-17	2018-02-01	2018-02-01	WAL-MART #3159	38.16	CAD	38.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CKNG PRGM
"PARKS, FORESTRY & RECREATION"	4909-6	2018-02-06	2018-02-06	RCSS SCARBOROUGH #2809	43.93	CAD	43.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - COOKING AND SCIENCE PRGMS
"PARKS, FORESTRY & RECREATION"	4914-6	2018-02-12	2018-02-12	FOOD BASICS #628	29.13	CAD	29.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - CKNG AND SCIENCE PRGMS
"PARKS, FORESTRY & RECREATION"	4917-44	2018-02-16	2018-02-16	RCSS SCARBOROUGH #2809	12.79	CAD	12.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - SCIENCE PRGM
"PARKS, FORESTRY & RECREATION"	4918-5	2018-02-16	2018-02-16	THE HOME DEPOT #7001	51.17	CAD	51.17	CAD	2710	GENERAL HARDWARE	P06663	BIRKDALE-PRGM SUPPORT	5200	Home Supply Warehouse	KEY STORAGE
"PARKS, FORESTRY & RECREATION"	4918-6	2018-02-18	2018-02-18	DOLLARAMA # 640	7.91	CAD	7.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05169	BIRKDALE CC-ARTS-VISL/PERF	5310	Discount Stores	ART SUPPLIES FOR BIRKDALE CC
"PARKS, FORESTRY & RECREATION"	4922-11	2018-02-22	2018-02-22	RCSS SCARBOROUGH #2809	37.88	CAD	37.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - COOKING AND SCIENCE PRGM
"PARKS, FORESTRY & RECREATION"	4926-11	2018-02-28	2018-02-28	RCSS SCARBOROUGH #2809	29.50	CAD	29.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BIRKDALE CC - COOKING AND SCIENCE PRGMS
					250.47	CAD	250.47	CAD							
FACILITIES MANAGEMENT DIVISON	4904-18	2018-02-01	2018-02-01	THE HOME DEPOT #7080	49.54	CAD	49.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425196	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	12X6SGRLWSL
FACILITIES MANAGEMENT DIVISON	4904-19	2018-02-02	2018-02-02	HARDWARE AGENCIES	18.33	CAD	18.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61425488	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LOCKS KEYS
FACILITIES MANAGEMENT DIVISON	4904-20	2018-02-01	2018-02-01	TPA/GREEN  P       QPL	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	61425196	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4908-6	2018-02-05	2018-02-05	TORONTO PARKING AUTHOR	4.00	CAD	4.00	CAD	4770	PARKING EXPENSES (INTOWN)	61428215	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
