Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4752-3	2017-09-25	2017-09-27	BRAFASCO / REXDALE	193.28	CAD	193.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00670	W-NORTH3-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"BOLT/ANCHOR, HUMBER VALLEY PARK STAIR RAIL"	
					193.28	CAD	193.28	CAD								
"PARKS, FORESTRY & RECREATION"	4740-2	2017-09-18	2017-09-19	BENNETT EQUIPMENT SERV	214.70	CAD	214.70	CAD	4590	RENTAL - OTHER	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	CART RENTAL	
"PARKS, FORESTRY & RECREATION"	4752-4	2017-09-26	2017-09-27	TURF CARE	567.06	CAD	567.06	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	SERVICE CALL	
					781.76	CAD	781.76	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4738-10	2017-09-16	2017-09-18	PARKING AUTHORITYOFTOR	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING AT C.H.-IEDC RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	4742-6	2017-09-19	2017-09-20	PARKING AUTHORITYOFTOR	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING AT C.H.-IEDC RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	4748-7	2017-09-22	2017-09-25	PARKING AUTHORITYOFTOR	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING AT C.H.--MTG	
					38.00	CAD	38.00	CAD								
"PARKS, FORESTRY & RECREATION"	4748-8	2017-09-21	2017-09-25	CDN TIRE STORE #00070	454.79	CAD	454.79	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5200	Home Supply Warehouse	IRRIGATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4754-7	2017-09-26	2017-09-28	CDN TIRE STORE #00182	34.42	CAD	34.42	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5200	Home Supply Warehouse	IRRIGATION SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4755-7	2017-09-28	2017-09-29	LOWES #02640*	9.59	CAD	9.59	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5200	Home Supply Warehouse	PVC SOLVENT CEMENT	
					498.80	CAD	498.80	CAD								
"PARKS, FORESTRY & RECREATION"	4719-2	2017-09-01	2017-09-05	ONEIDA EQUIPMENT LTD	61.98	CAD	61.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	STIHL PARTS	
					61.98	CAD	61.98	CAD								
"PARKS, FORESTRY & RECREATION"	4735-5	2017-09-13	2017-09-14	MARCHANT'S SCHOOL SPOR	862.07	CAD	862.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5941	Sporting Goods Stores	RECREATION SPORTS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4742-7	2017-09-19	2017-09-20	CLEANOL	233.91	CAD	233.91	CAD	4424	CONTRACTED SERVICES - GENERAL	P06074	OCONNOR CC-SOCIAL PRGM	7349	"Cleaning and Maintenance, Janitorial Ser"	PROFESSIONAL SERVICE CARPET CLEANING	
"PARKS, FORESTRY & RECREATION"	4744-11	2017-09-19	2017-09-21	PAYPAL *TOYSRUSCANA	138.76	CAD	138.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5331	Variety Stores	RECREATION SPORTS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4744-12	2017-09-20	2017-09-21	NOFRILLS DICKIES 752	43.25	CAD	43.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	TRAINING SNACKS	
"PARKS, FORESTRY & RECREATION"	4745-10	2017-09-21	2017-09-22	AVRON FOODS	303.41	CAD	303.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5199	Nondurable Goods Not Elsewhere Classifie	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4748-9	2017-09-21	2017-09-25	WAL-MART #3159	345.06	CAD	345.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4748-10	2017-09-23	2017-09-25	METRO #800	55.63	CAD	55.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	TRAINING SNACKS	
					"1,982.09"	CAD	"1,982.09"	CAD								
PUBLIC HEALTH	4755-8	2017-09-27	2017-09-29	PAYPAL *IIBA	"7,300.33"	CAD	"5,847.75"	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL	
					"7,300.33"	CAD	"5,847.75"	USD								
TORONTO WATER	4719-3	2017-09-01	2017-09-05	METRO #38	5.07	CAD	5.07	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5411	"Grocery Stores, Supermarkets"	ZIPLOC	
TORONTO WATER	4754-8	2017-09-27	2017-09-28	METAL SUPERMARKETS (SC	629.44	CAD	629.44	CAD	2532	STEEL	TW4100	WW TREATMNT:  HIGHLAND CREEK TP - WORK A	5051	Metal Service Centers and Offices	STEEL	
					634.51	CAD	634.51	CAD								
PUBLIC HEALTH	4723-5	2017-09-06	2017-09-07	LOBLAWS #092 REDWAY RD	123.07	CAD	123.07	CAD	4820	BUSINESS MEETING EXPENSES	PH3719	INTEGRATED CDIP PREVENTION	5411	"Grocery Stores, Supermarkets"	BUSINESS MEETING EXPENSE	
					123.07	CAD	123.07	CAD								
FIRE SERVICES	4733-3	2017-09-13	2017-09-13	CHD*DISPLAYS2GO	568.36	CAD	568.36	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0045	OPERATIONS - OTHER EXPENSES	7311	Advertising Services	**MORE**  65 -80  WHEELED TV STAND W/ SHELF -	
FIRE SERVICES	4740-3	2017-09-18	2017-09-19	AMAZON *MARKETPLCE CA	62.14	CAD	62.14	CAD	3410	COMPUTERS - HARDWARE	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	4816	Computer Network/Information Services	DUAL MONITOR STAND	
					630.50	CAD	630.50	CAD								
"PARKS, FORESTRY & RECREATION"	4715-4	2017-08-30	2017-09-01	CDN TIRE STORE #00192	83.65	CAD	83.65	CAD	2535	PLUMBING SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4721-2	2017-09-05	2017-09-06	GREEN TRACTORS - PORT	69.33	CAD	69.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	MACHINE PARTS	
"PARKS, FORESTRY & RECREATION"	4724-3	2017-09-07	2017-09-08	PICKERING MOWER	189.90	CAD	189.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	MOWER BLADES	
"PARKS, FORESTRY & RECREATION"	4727-5	2017-09-09	2017-09-11	PICKERING MOWER	34.30	CAD	34.30	CAD	2199	MISCELLANEOUS PARTS	P07646	DON VALLEY-OPERATIONS	5251	Hardware Stores	VENTRAC PARTS	
"PARKS, FORESTRY & RECREATION"	4738-11	2017-09-14	2017-09-18	CDN TIRE STORE #00192	132.78	CAD	132.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	TIRE SEALANT	
"PARKS, FORESTRY & RECREATION"	4744-13	2017-09-20	2017-09-21	PRINCESS AUTO #36	147.68	CAD	147.68	CAD	2665	PROTECTIVE CLOTHING	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	BUMP CAPS	
"PARKS, FORESTRY & RECREATION"	4750-4	2017-09-25	2017-09-26	NATIONAL HOSE AND EQUI	182.34	CAD	182.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	HYDRAULIC HOSE	
"PARKS, FORESTRY & RECREATION"	4752-5	2017-09-25	2017-09-27	CDN TIRE STORE #00264	238.32	CAD	238.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	BATTERY	
"PARKS, FORESTRY & RECREATION"	4755-9	2017-09-27	2017-09-29	CDN TIRE STORE #00192	191.14	CAD	191.14	CAD	2401	LUBRICANTS	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	LUBRICANTS	
"PARKS, FORESTRY & RECREATION"	4755-10	2017-09-28	2017-09-29	KOOY BROS LAWN	162.30	CAD	162.30	CAD	2199	MISCELLANEOUS PARTS	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	FILTERS	
					"1,431.74"	CAD	"1,431.74"	CAD								
"PARKS, FORESTRY & RECREATION"	4729-3	2017-09-11	2017-09-12	DOLLARAMA # 560	37.57	CAD	37.57	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5310	Discount Stores	SUPPLIES FOR FORESTRY HEALTH & SAFETY DAY	
"PARKS, FORESTRY & RECREATION"	4733-4	2017-09-11	2017-09-13	THE HOME DEPOT #7114	67.37	CAD	67.37	CAD	2082	HEALTH & SAFETY SUPPLIES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5200	Home Supply Warehouse	**MORE**  GS GC QSS	
					104.94	CAD	104.94	CAD								
"PARKS, FORESTRY & RECREATION"	4719-4	2017-08-31	2017-09-05	THE HOME DEPOT #7114	91.20	CAD	91.20	CAD	2270	PROPANE GAS	P06535	ELMBANK CC-SOCIAL PRGM	5200	Home Supply Warehouse	**MORE**  7649	
"PARKS, FORESTRY & RECREATION"	4745-11	2017-09-21	2017-09-22	FORTINO'S (QUEEN'S PLA	50.83	CAD	50.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	4748-11	2017-09-22	2017-09-25	FORTINO'S (QUEEN'S PLA	127.11	CAD	127.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	4748-12	2017-09-22	2017-09-25	CROWN CUSTOM METAL SPI	117.92	CAD	117.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5812	"Eating Places, Restaurants"	KITCHEN EQUIPMENT	
					387.06	CAD	387.06	CAD								
LONG TERM CARE HOMES & SERVICES	4733-5	2017-09-12	2017-09-13	SECURITY LOCK   SAFE I	418.10	CAD	418.10	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3J011	CAREFREE LODGE-PA-OA	7393	"Detective Agencies, Protective Agencies,"	SAFELOCK AND COMBINATION CHANGED	
LONG TERM CARE HOMES & SERVICES	4735-6	2017-09-12	2017-09-14	CDN TIRE STORE #00126	47.45	CAD	47.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	SIDE TABLE FOR DRESSING ROOM	
LONG TERM CARE HOMES & SERVICES	4745-12	2017-09-20	2017-09-22	CDN TIRE STORE #00126	186.11	CAD	186.11	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3J061	CAREFREE LODGE-MT-OA	5200	Home Supply Warehouse	PADLOCKS FOR LOCKERS	
LONG TERM CARE HOMES & SERVICES	4755-11	2017-09-28	2017-09-29	SHERWIN WILLIAMS 76883	132.92	CAD	132.92	CAD	2715	PAINT SUPPLIES	D3J061	CAREFREE LODGE-MT-OA	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PM 200 0 EG EXTRA	
					784.58	CAD	784.58	CAD								
"PARKS, FORESTRY & RECREATION"	4715-5	2017-08-31	2017-09-01	COLLINS AUTOMOTIVE PAR	116.46	CAD	116.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	FILTER	
"PARKS, FORESTRY & RECREATION"	4721-3	2017-09-05	2017-09-06	DTC INDUSTRIAL SALES	123.54	CAD	123.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	4721-4	2017-09-05	2017-09-06	COLLINS AUTOMOTIVE PAR	34.75	CAD	34.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5533	"Automotive Parts, Accessories Stores"	POLY SCRUB	
"PARKS, FORESTRY & RECREATION"	4723-6	2017-09-06	2017-09-07	JOHN SINGLER	337.19	CAD	337.19	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5251	Hardware Stores	SHOP TOOLS	
"PARKS, FORESTRY & RECREATION"	4723-7	2017-09-06	2017-09-07	COLLINS AUTOMOTIVE PAR	48.82	CAD	48.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	OIL SEAL	
"PARKS, FORESTRY & RECREATION"	4724-4	2017-09-07	2017-09-08	ALPINE LAWN   GARDEN E	405.33	CAD	405.33	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS	
"PARKS, FORESTRY & RECREATION"	4727-6	2017-09-08	2017-09-11	DTC INDUSTRIAL SALES	299.94	CAD	299.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"HOSE, FITTINGS"	
"PARKS, FORESTRY & RECREATION"	4729-4	2017-09-11	2017-09-12	DTC INDUSTRIAL SALES	127.32	CAD	127.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	"HOSE, FITTINGS"	
"PARKS, FORESTRY & RECREATION"	4729-5	2017-09-11	2017-09-12	COLLINS AUTOMOTIVE PAR	21.09	CAD	21.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	SPARK PLUG	
"PARKS, FORESTRY & RECREATION"	4735-7	2017-09-13	2017-09-14	ALPINE LAWN   GARDEN E	406.57	CAD	406.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	GATOR LINE	
"PARKS, FORESTRY & RECREATION"	4735-8	2017-09-13	2017-09-14	COLLINS AUTOMOTIVE PAR	172.82	CAD	172.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07677	AGINCOURT-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	4736-6	2017-09-13	2017-09-15	CTF SUPPLY (08)	170.84	CAD	170.84	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	TAP/DRILL	
"PARKS, FORESTRY & RECREATION"	4740-4	2017-09-18	2017-09-19	DTC INDUSTRIAL SALES	160.05	CAD	160.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	4742-8	2017-09-19	2017-09-20	PRINCESS AUTO #36	25.96	CAD	25.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	LIFT ARM PIN	
"PARKS, FORESTRY & RECREATION"	4742-9	2017-09-19	2017-09-20	ALPINE LAWN   GARDEN E	163.57	CAD	163.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS	
"PARKS, FORESTRY & RECREATION"	4742-10	2017-09-19	2017-09-20	COLLINS AUTOMOTIVE PAR	248.27	CAD	248.27	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5533	"Automotive Parts, Accessories Stores"	FUEL STABILIZER	
"PARKS, FORESTRY & RECREATION"	4744-14	2017-09-20	2017-09-21	ALPINE LAWN   GARDEN E	117.41	CAD	117.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS	
"PARKS, FORESTRY & RECREATION"	4744-15	2017-09-20	2017-09-21	ALPINE LAWN   GARDEN E	186.56	CAD	186.56	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	POLE PRUNNER PARTS	
"PARKS, FORESTRY & RECREATION"	4745-13	2017-09-21	2017-09-22	ALPINE LAWN   GARDEN E	121.92	CAD	121.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4750-5	2017-09-25	2017-09-26	ALPINE LAWN   GARDEN E	290.35	CAD	290.35	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	CUTTER BAR	
"PARKS, FORESTRY & RECREATION"	4754-9	2017-09-27	2017-09-28	COLLINS AUTOMOTIVE PAR	66.41	CAD	66.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4755-12	2017-09-28	2017-09-29	ALPINE LAWN   GARDEN E	226.96	CAD	226.96	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4755-13	2017-09-28	2017-09-29	ALPINE LAWN   GARDEN E	257.34	CAD	257.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	LEAF BLOWER PARTS	
					"4,129.47"	CAD	"4,129.47"	CAD								
CITY CLERK'S OFFICE	4748-13	2017-09-23	2017-09-25	2CO*MYROUTEON 2CO.COM	50.20	CAD	39.95	USD	3420	COMPUTERS - SOFTWARE	GV0004	MAIL & DISTRIBUTION	5817	NEW MCC CODE	ADDRESSES PACKAGE SUBSCRIPTION	
					50.20	CAD	39.95	USD								
LONG TERM CARE HOMES & SERVICES	4723-8	2017-09-06	2017-09-07	FOOD BASICS #686	31.61	CAD	31.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	CHIPS FOR BINGO PRIZES	
LONG TERM CARE HOMES & SERVICES	4748-14	2017-09-23	2017-09-25	SHOPPERSDRUGMART0500	44.04	CAD	44.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5912	"Drug Stores, Pharmacies"	CHOCOLATE FOR BINGO PRIZES	
LONG TERM CARE HOMES & SERVICES	4755-14	2017-09-28	2017-09-29	BED BATH   BEYOND #229	67.76	CAD	67.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5651	Family Clothing Stores	SERVING TRAYS FOR SPIRITUAL RELIGIOUS CARE	
					143.41	CAD	143.41	CAD								
"PARKS, FORESTRY & RECREATION"	4742-11	2017-09-18	2017-09-20	THE HOME DEPOT #7013	111.87	CAD	111.87	CAD	2710	GENERAL HARDWARE	P12857	TORONTO URBAN FARM	5200	Home Supply Warehouse	MEASURE WHEE	
					111.87	CAD	111.87	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4735-9	2017-09-13	2017-09-14	GEORGETOWN TERMINAL WA	40.34	CAD	40.34	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	4215	"Courier Services - Air & Ground, Freight"	PURCHASE OF BOOKS	
ECONOMIC DEVELOPMENT & CULTURE	4745-14	2017-09-21	2017-09-22	TINY FLOWER MARKET	56.40	CAD	56.40	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5992	Florists	FLOWERS FOR EXHIBIT OPENING	
ECONOMIC DEVELOPMENT & CULTURE	4745-15	2017-09-21	2017-09-22	METRO #759	18.06	CAD	18.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5411	"Grocery Stores, Supermarkets"	CARBONATED WATER	
ECONOMIC DEVELOPMENT & CULTURE	4748-15	2017-09-21	2017-09-25	LONGO'S # 18	5.30	CAD	5.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5411	"Grocery Stores, Supermarkets"	LEMONS FOR WATER	
ECONOMIC DEVELOPMENT & CULTURE	4748-16	2017-09-21	2017-09-25	THE EVENT CENTRE LTD.	22.60	CAD	22.60	CAD	4590	RENTAL - OTHER	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	7394	"Equipment Rental and Leasing Services, F"	RENTED 2 LIGHTS FOR OUTSIDE TENT	
ECONOMIC DEVELOPMENT & CULTURE	4748-17	2017-09-21	2017-09-25	CDN TIRE STORE #00600	16.93	CAD	16.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	5200	Home Supply Warehouse	"SAFETY PINS FOR COSTUMES, POWER BAR"	
ECONOMIC DEVELOPMENT & CULTURE	4755-15	2017-09-28	2017-09-29	MOUNTAIN EQUIP CO-OP	28.82	CAD	28.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5655	"Sports Apparel, Riding Apparel Stores"	HOOKS FOR SECURITY	
					188.45	CAD	188.45	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4715-6	2017-08-31	2017-09-01	L CARR DESIGNS	462.74	CAD	462.74	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5631	Women's Accessory and Specialty Stores	JEWELRY FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4727-7	2017-09-07	2017-09-11	K ROSS  CREATIONS	303.97	CAD	303.97	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5971	Art Dealers and Galleries	JEWELRY FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4733-6	2017-09-12	2017-09-13	METRO #52	7.84	CAD	7.84	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM FOR CAFE, PLASTIC BAG"	
ECONOMIC DEVELOPMENT & CULTURE	4735-10	2017-09-13	2017-09-14	BATHURST VILLAGE CLEAN	50.85	CAD	50.85	CAD	4419	LAUNDRY SERVICES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	7216	Dry Cleaners	DRY CLEANING OF COSTUMES	
ECONOMIC DEVELOPMENT & CULTURE	4735-11	2017-09-13	2017-09-14	ABOVEGROUND ENTERPRISE	126.56	CAD	126.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	7333	"Commercial Art, Graphics, Photography"	CRAFT SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	4738-12	2017-09-15	2017-09-18	METRO #52	75.99	CAD	75.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"BAKING SUPPLIES, ICE, PLASTIC BAGS"	
ECONOMIC DEVELOPMENT & CULTURE	4745-16	2017-09-21	2017-09-22	METRO #52	18.40	CAD	18.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"BAKING SUPPLIES,PLASTIC BAGS"	
ECONOMIC DEVELOPMENT & CULTURE	4752-6	2017-09-26	2017-09-27	METRO #52	3.65	CAD	3.65	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK FOR CAFE, PLASTIC BAG"	
					"1,050.00"	CAD	"1,050.00"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4740-5	2017-09-18	2017-09-19	ACT*THE NATIONAL TRUST	(75.00)	CAD	(75.00)	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	7399	Business Services - Not Elsewhere Classi	COURSE REFUND	
					(75.00)	CAD	(75.00)	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4719-5	2017-09-01	2017-09-05	T R L	"1,271.25"	CAD	"1,271.25"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0050	HS-MH-BOARD & COMMITTEE-YORK MUSEU	9399	Government Services - Not Elsewhere Clas	DIGITAL REPRODUCTIONS OF ORIGINAL	
