Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Decription	Cost Centre /WBS Element	Cost Centre /WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1331-15	02-15-2011	02-17-2011	THE HOME DEPOT #7129	158.88	CAD	158.88	CAD	2665	PROTECTIVE CLOTHING	P10913	NY SKI CTR-SKI RENTA	5200	Home Supply Warehouse	ASSTBUNGEE
"PARKS, FORESTRY & RECREATION"	1344-27	02-24-2011	02-28-2011	THE HOME DEPOT #7129	18.96	CAD	18.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	SHL 12X72WH
					363.75	CAD	363.75	CAD							
"PARKS, FORESTRY & RECREATION"	1310-37	02-02-2011	02-04-2011	CDN TIRE STORE #00209	115.78	CAD	115.78	CAD	3025	M & E - JANITORIAL	P10186	C-REC SUPER2-PGM SUP	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1331-64	02-16-2011	02-17-2011	STAPLES STORE #28	192.09	CAD	192.09	CAD	3310	FURNISHINGS	P10186	C-REC SUPER2-PGM SUP	5943	"Office, School Supply, and Stationery St"	
					307.87	CAD	307.87	CAD							
TORONTO WATER	1327-43	02-14-2011	02-15-2011	WATER PROGRAM	690.53	CAD	681.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW4016	PW DIST TECH TRAIN'G	8220	"Colleges, Universities, Professional Sch"	CORESSP COURSE:OPS-WW TRMNT PLANT-6NEW WWTDEV PTs
TORONTO WATER	1331-31	02-15-2011	02-17-2011	HOGAN ROY   ASSOCIATES	762.75	CAD	762.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW4016	PW DIST TECH TRAIN'G	8999	Professional Services - Not Elsewhere Cl	7 IMPT UPDATE DIGESTER GAS TRG PRGM BKS&IMT LICENC
					"1,453.28"	CAD	762.75	CAD							
							681.00	USD							
ECONOMIC DEVELOPMENT & CULTURE	1318-150	02-07-2011	02-09-2011	PAYPAL *PLANETMARTI	312.00	CAD	312.00	CAD	4085	PROF & TECH-MGMT	SE0012	TOURISM TORONTO	8999	Professional Services - Not Elsewhere Cl	EDITING SERVICES FOR INFOTOGO PILLAR PROGRAM
					312.00	CAD	312.00	CAD							
EMERGENCY MEDICAL SERVICES	1318-47	02-08-2011	02-09-2011	NORTHSIDE AUTO SPORTS	226.00	CAD	226.00	CAD	2130	PARTS - MOBILE EQUIPMENT	B41100	MAINTENANCE OF FLEET	7531	Automotive Body and Repair Shops	COOLING FAN
					226.00	CAD	226.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1306-21	02-01-2011	02-02-2011	TORONTO PARKING AUTHOR	5.25	CAD	5.25	CAD	4770	PARKING EXPENSES (INTOWN)	AH0083	HS-MH-EXH-METRO HALL	7523	Automobile Parking Lots and Garages	Parking  Mac. House - exhibitry
ECONOMIC DEVELOPMENT & CULTURE	1320-27	02-08-2011	02-10-2011	THE PRINTING HOUSE (BR	87.58	CAD	87.58	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0090	HS-MH-PRS-98 ATLANTI	2741	Miscellaneous Publishing and Printing	Print/laminate 4 FY poster
					92.83	CAD	92.83	CAD							
LONG TERM CARE HOMES	1310-13	02-03-2011	02-04-2011	EXN'FLEX CANADA	195.00	CAD	195.00	CAD	2199	MISCELLANEOUS PARTS	D3F083	7 OAKS-PS-PS	5046	Commercial Equipment Not Elsewhere Class	Inv. #CAN3144
LONG TERM CARE HOMES	1314-40	02-03-2011	02-07-2011	CALEA LTD	78.99	CAD	78.99	CAD	2820	MEDICAL & DENTAL SUPPLIES	D3F144	7 OAKS-NS-NA	8099	"Health Practitioners, Medical Services -"	
LONG TERM CARE HOMES	1314-41	02-03-2011	02-07-2011	DIGNITY TRANSPORTATION	138.18	CAD	138.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3F083	7 OAKS-PS-PS	4789	Transportation Services-Not Elsewhere Cl	TEGH
LONG TERM CARE HOMES	1314-42	02-04-2011	02-07-2011	BROWEL'S MANUFACTURING	28.82	CAD	28.82	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	20110234
LONG TERM CARE HOMES	1327-20	02-14-2011	02-15-2011	FLORIDA FLOWERS INC	61.02	CAD	61.02	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3F083	7 OAKS-PS-PS	5992	Florists	Resident Valentines Day Flowers
LONG TERM CARE HOMES	1329-24	02-15-2011	02-16-2011	BROWEL'S MANUFACTURING	28.82	CAD	28.82	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	20110267
LONG TERM CARE HOMES	1341-28	02-23-2011	02-24-2011	ARJO CANADA INC	959.20	CAD	959.20	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	D3F144	7 OAKS-NS-NA	5969	Direct Marketing - Other Direct Marketer	Inv. 390203
LONG TERM CARE HOMES	1341-29	02-23-2011	02-24-2011	SHOPPERS HOME HEALTHCA	55.00	CAD	55.00	CAD	2199	MISCELLANEOUS PARTS	D3F083	7 OAKS-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	Inv. # 088191 + 415440
LONG TERM CARE HOMES	1341-30	02-23-2011	02-24-2011	BROWEL'S MANUFACTURING	42.49	CAD	42.49	CAD	2810	RESIDENT ID	D3F144	7 OAKS-NS-NA	7692	Welding Repair	
					"1,587.52"	CAD	"1,587.52"	CAD							
"PARKS, FORESTRY & RECREATION"	1344-188	02-25-2011	02-28-2011	F.G. BRADLEY'S	43.11	CAD	43.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	
					43.11	CAD	43.11	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1306-144	02-01-2011	02-02-2011	KITCHEN ROOTS LIMITED	14.68	CAD	14.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5200	Home Supply Warehouse	serving supplies for winterlicious event
ECONOMIC DEVELOPMENT & CULTURE	1306-145	02-01-2011	02-02-2011	AKROPOLIS PASTRIES	40.00	CAD	40.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0085	HS-MH-PRS-TODMORDEN	5462	Bakeries	frozen spanakopita for Winterlicious event
ECONOMIC DEVELOPMENT & CULTURE	1314-232	02-03-2011	02-07-2011	CDN TIRE STORE #00150	79.09	CAD	79.09	CAD	3050	M & E - KITCHEN	AH0085	HS-MH-PRS-TODMORDEN	5200	Home Supply Warehouse	Crock pot for serving soup dish for Winterlicious
ECONOMIC DEVELOPMENT & CULTURE	1314-233	02-04-2011	02-07-2011	DUFFLET PASTRIES	84.00	CAD	84.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0085	HS-MH-PRS-TODMORDEN	5462	Bakeries	brownies for beer pairing for Winterlicious
					217.77	CAD	217.77	CAD							
"PARKS, FORESTRY & RECREATION"	1343-108	02-24-2011	02-25-2011	LEE VALLEY TOOLS 800-2	110.41	CAD	110.41	CAD	2710	GENERAL HARDWARE	P00427	PRN-PKS CONSTRUCTN	5251	Hardware Stores	
					110.41	CAD	110.41	CAD							
MUNICIPAL LICENSING & STANDARDS	1320-82	02-08-2011	02-10-2011	SOCIETY OF ANI00 OF 00	183.65	CAD	180.00	USD	4760	MEMBERSHIP FEES	PH5039	DISPATCH&LICENSING	8699	"Organizations, Membership - Not Elsewher"	Membership renewal
					183.65	CAD	180.00	USD							
"PARKS, FORESTRY & RECREATION"	1344-33	02-24-2011	02-28-2011	THE HOME DEPOT #7013	7.49	CAD	7.49	CAD	2710	GENERAL HARDWARE	P04936	JOHN ENGLISH CS-H CA	5200	Home Supply Warehouse	SCREW
					7.49	CAD	7.49	CAD							
LONG TERM CARE HOMES	1304-22	01-31-2011	02-01-2011	NATIONAL WASTE SERVICE	852.73	CAD	852.73	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	
LONG TERM CARE HOMES	1314-45	02-04-2011	02-07-2011	SERVICEMASTER OF N. PE	219.22	CAD	219.22	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D041	KIPLING ACR-HK-OA	7299	Other Services (Not Elsewhere Classified	
LONG TERM CARE HOMES	1316-20	02-07-2011	02-08-2011	WILCOX DOOR SERVICE IN	503.42	CAD	503.42	CAD	4407	CONTRACTED SERVICES - BUILDINGS	D3D061	KIPLING ACR-MT-OA	5969	Direct Marketing - Other Direct Marketer	
LONG TERM CARE HOMES	1323-22	02-09-2011	02-11-2011	RONA # 55090	87.60	CAD	87.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5251	Hardware Stores	
LONG TERM CARE HOMES	1325-46	02-11-2011	02-14-2011	SERVICEMASTER OF N. PE	219.22	CAD	219.22	CAD	4469	C. SRV -CARPET CLEAN	D3D041	KIPLING ACR-HK-OA	7299	Other Services (Not Elsewhere Classified	
LONG TERM CARE HOMES	1329-27	02-15-2011	02-16-2011	NATIONAL WASTE SERVICE	"1,248.23"	CAD	"1,248.23"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	
LONG TERM CARE HOMES	1331-20	02-16-2011	02-17-2011	SAFETY MEDIA INC.	45.54	CAD	45.54	CAD	2082	HEALTH & SAFETY SUPPLIES	D3D061	KIPLING ACR-MT-OA	5712	"Equipment, Furniture, and Home Furnishin"	
LONG TERM CARE HOMES	1334-35	02-17-2011	02-21-2011	SAYAL ELECTRONICS (MIS	81.11	CAD	81.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5732	Electronic Sales	
LONG TERM CARE HOMES	1334-36	02-18-2011	02-21-2011	BLUE GIANT EQUIPMENT	372.89	CAD	372.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5021	Office and Commercial Furniture	
					"3,629.96"	CAD	"3,629.96"	CAD							
"PARKS, FORESTRY & RECREATION"	1304-64	01-28-2011	02-01-2011	FITNESS DEPOT TORONTO	146.90	CAD	146.90	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07398	JJ PIEININNI-FIT	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1314-86	02-04-2011	02-07-2011	MR. JANITORIAL SUPPLIE	966.09	CAD	966.09	CAD	2570	JANITORIAL SUPPLIES	P07398	JJ PIEININNI-FIT	7349	"Cleaning and Maintenance, Janitorial Ser"	
					"1,112.99"	CAD	"1,112.99"	CAD							
"PARKS, FORESTRY & RECREATION"	1304-141	01-28-2011	02-01-2011	ONEIDA EQUIPMENT LTD	275.81	CAD	275.81	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00068	S-CENTRAL-PRUNING/RE	5712	"Equipment, Furniture, and Home Furnishin"	
"PARKS, FORESTRY & RECREATION"	1306-126	02-01-2011	02-02-2011	LASER SALES INC./CUTTE	42.92	CAD	42.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1308-104	02-02-2011	02-03-2011	LASER SALES INC./CUTTE	62.70	CAD	62.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1310-88	02-02-2011	02-04-2011	DURACUT MACHINE KNIFE	264.42	CAD	264.42	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1314-202	02-03-2011	02-07-2011	MOTION IND ON11	64.65	CAD	64.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	6204 2ZJEM (C3)  BRG
"PARKS, FORESTRY & RECREATION"	1318-129	02-08-2011	02-09-2011	K H RADIATOR SHOP AND	655.40	CAD	655.40	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00068	S-CENTRAL-PRUNING/RE	7538	Automotive Service Shops	
"PARKS, FORESTRY & RECREATION"	1323-141	02-09-2011	02-11-2011	DURACUT MACHINE KNIFE	309.62	CAD	309.62	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1323-142	02-10-2011	02-11-2011	LASER SALES INC./CUTTE	91.69	CAD	91.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1331-142	02-16-2011	02-17-2011	LASER SALES INC./CUTTE	136.46	CAD	136.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00068	S-CENTRAL-PRUNING/RE	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1333-144	02-16-2011	02-18-2011	DURACUT MACHINE KNIFE	320.92	CAD	320.92	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1339-87	02-22-2011	02-23-2011	PRINCESS AUTO	21.46	CAD	21.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1339-88	02-22-2011	02-23-2011	K H RADIATOR SHOP AND	655.40	CAD	655.40	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00068	S-CENTRAL-PRUNING/RE	7538	Automotive Service Shops	
"PARKS, FORESTRY & RECREATION"	1341-138	02-22-2011	02-24-2011	DURACUT MACHINE KNIFE	604.55	CAD	604.55	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1344-165	02-24-2011	02-28-2011	WURTH CANADA LIMITED/L	381.16	CAD	381.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1344-166	02-24-2011	02-28-2011	WURTH CANADA LIMITED/L	-381.16	CAD	-381.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	
					"3,506.00"	CAD	"3,506.00"	CAD							
"PARKS, FORESTRY & RECREATION"	1310-38	02-04-2011	02-04-2011	AMERREDCROSSDENVRCOE	13.07	CAD	12.85	USD	4815	COURIER SERVICES	P10549	Y-REC SUPER3-PGM SUP	8299	Educational Services	
					13.07	CAD	12.85	USD							
TORONTO ENVIRONMENT OFFICE	1344-159	02-24-2011	02-28-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	Storage Unit Rental
					362.05	CAD	362.05	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1310-100	02-02-2011	02-04-2011	TORONTO PARKING AUTHOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - EDCO CONFERENCE - CITY HALL
ECONOMIC DEVELOPMENT & CULTURE	1314-222	02-03-2011	02-07-2011	TORONTO PARKING AUTHOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - EDCO CONFERENCE - CITY HALL
ECONOMIC DEVELOPMENT & CULTURE	1320-146	02-09-2011	02-10-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - BR&E STAFF MTG - NYCC
ECONOMIC DEVELOPMENT & CULTURE	1343-157	02-23-2011	02-25-2011	TORONTO PARKING AUTHOR	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - PICKUP PLANNING INFO - CITY HALL
					63.50	CAD	63.50	CAD							
"PARKS, FORESTRY & RECREATION"	1306-83	01-31-2011	02-02-2011	CDN TIRE STORE #00654	20.29	CAD	20.29	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1308-73	02-02-2011	02-03-2011	CUSTOM DOOR   LOCK SER	33.05	CAD	33.05	CAD	2730	LOCKS	P12017	SOUTH GENERAL-PKS TE	5533	"Automotive Parts, Accessories Stores"	
"PARKS, FORESTRY & RECREATION"	1314-126	02-04-2011	02-07-2011	NCH-PARTSMASTER	972.57	CAD	972.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1314-127	02-04-2011	02-07-2011	NCH-PARTSMASTER	126.43	CAD	126.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1325-132	02-10-2011	02-14-2011	THE HOME DEPOT #7080	67.63	CAD	67.63	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	9/9 WIRE MES
"PARKS, FORESTRY & RECREATION"	1325-133	02-10-2011	02-14-2011	SOLWAY METAL SALES	311.88	CAD	311.88	CAD	2532	STEEL	P12017	SOUTH GENERAL-PKS TE	1761	"Roofing and Siding, Sheet Metal Work Con"	
"PARKS, FORESTRY & RECREATION"	1333-94	02-17-2011	02-18-2011	MACMILLANS CANADA	298.89	CAD	298.89	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	2741	Miscellaneous Publishing and Printing	
"PARKS, FORESTRY & RECREATION"	1334-131	02-17-2011	02-21-2011	THE HOME DEPOT #7013	48.12	CAD	48.12	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	TROWEL
"PARKS, FORESTRY & RECREATION"	1337-15	02-18-2011	02-22-2011	CDN TIRE STORE #00654	291.27	CAD	291.27	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	
					"2,170.13"	CAD	"2,170.13"	CAD							
"PARKS, FORESTRY & RECREATION"	1304-42	01-26-2011	02-01-2011	ROY TURK INDUSTRIAL SA	248.83	CAD	248.83	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1304-43	01-28-2011	02-01-2011	MONARCH PAINTS (1998)	7.90	CAD	7.90	CAD	2715	PAINT SUPPLIES	P03027	BAYCREST-OPS	5198	"Paints, Varnishes, and Supplies"	
"PARKS, FORESTRY & RECREATION"	1314-63	02-03-2011	02-07-2011	D   G VACUUM REPAIR SE	512.93	CAD	512.93	CAD	4424	CONTRACTED SERVICES - GENERAL	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1314-64	02-03-2011	02-07-2011	CDN TIRE STORE #00019	101.69	CAD	101.69	CAD	3025	M & E - JANITORIAL	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1314-65	02-02-2011	02-07-2011	D   G VACUUM REPAIR SE	-512.93	CAD	-512.93	CAD	4424	CONTRACTED SERVICES - GENERAL	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S	
"PARKS, FORESTRY & RECREATION"	1325-65	02-10-2011	02-14-2011	CDN TIRE STORE #00019	101.69	CAD	101.69	CAD	3050	M & E - KITCHEN	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1325-66	02-10-2011	02-14-2011	CDN TIRE STORE #00019	101.69	CAD	101.69	CAD	3050	M & E - KITCHEN	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1329-45	02-14-2011	02-16-2011	MONARCH PAINTS (1998)	32.30	CAD	32.30	CAD	2715	PAINT SUPPLIES	P03035	CARNEGIE-CEN-OPERNS	5198	"Paints, Varnishes, and Supplies"	
"PARKS, FORESTRY & RECREATION"	1329-46	02-14-2011	02-16-2011	ROK ENTERPRISE	299.45	CAD	299.45	CAD	4424	CONTRACTED SERVICES - GENERAL	P06678	ANCASTER CC-OPERATIO	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1333-43	02-15-2011	02-18-2011	ROY TURK INDUSTRIAL SA	335.27	CAD	335.27	CAD	2570	JANITORIAL SUPPLIES	P06679	ARMOUR HGTS CC-OPERA	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1333-44	02-15-2011	02-18-2011	ROY TURK INDUSTRIAL SA	197.98	CAD	197.98	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1333-45	02-15-2011	02-18-2011	ROY TURK INDUSTRIAL SA	182.43	CAD	182.43	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi	
					"1,609.23"	CAD	"1,609.23"	CAD							
SOLID WASTE MANAGEMENT	1308-54	02-02-2011	02-03-2011	LOWES #02632*	19.12	CAD	19.12	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	DUPONT PERFORMANCE WHT LITHIUM
SOLID WASTE MANAGEMENT	1310-44	02-02-2011	02-04-2011	FISHER SCIENTIFIC	352.54	CAD	352.54	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5047	Laboratory/Medical/Dental/Ophthalmic Hos	Syringe Filters
SOLID WASTE MANAGEMENT	1320-68	02-08-2011	02-10-2011	CDN TIRE STORE #00321	28.24	CAD	28.24	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	Heater
SOLID WASTE MANAGEMENT	1327-76	02-14-2011	02-15-2011	LOWES #02632*	10.31	CAD	10.31	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	TURBO POWER -35C WASH
SOLID WASTE MANAGEMENT	1329-79	02-15-2011	02-16-2011	LOWES #02632*	33.85	CAD	33.85	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	16X20 DD DUSTSHIELD 3PK FLTR(A
SOLID WASTE MANAGEMENT	1333-73	02-16-2011	02-18-2011	BRAFASCO/CONCORD	162.00	CAD	162.00	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW308-10-05	KEELE VALLEY	5085	Industrial Supplies Not Elsewhere Classi	"Drill bits, socket caps"
SOLID WASTE MANAGEMENT	1333-74	02-17-2011	02-18-2011	LOWES #02632*	30.46	CAD	30.46	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	D12 ALKALINE PLUS 12PK
					636.52	CAD	636.52	CAD							
"PARKS, FORESTRY & RECREATION"	1306-3	02-01-2011	02-02-2011	ALTEC INDUSTRIES	867.61	CAD	867.61	CAD	3099	GENERAL EQUIPMENT	P00069	S-EAST-PRUNING/REMOV	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1329-3	02-15-2011	02-16-2011	DOWNTOWN TOWING   STOR	56.50	CAD	56.50	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P00069	S-EAST-PRUNING/REMOV	7549	Towing Services	
"PARKS, FORESTRY & RECREATION"	1331-5	02-16-2011	02-17-2011	ATLAS POLAR	42.07	CAD	42.07	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00069	S-EAST-PRUNING/REMOV	5065	Electrical Parts and Equipment	
"PARKS, FORESTRY & RECREATION"	1343-3	02-24-2011	02-25-2011	LAKESHORE COMMUNICATIO	410.19	CAD	410.19	CAD	4436	CONTR SRV-VOICE SYS	P00069	S-EAST-PRUNING/REMOV	7622	Electronic Repair Shops	
					"1,376.37"	CAD	"1,376.37"	CAD							
"PARKS, FORESTRY & RECREATION"	1306-13	02-01-2011	02-02-2011	STAPLES STORE #127	21.42	CAD	21.42	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P06666	CURRAN HALL-PGM SUPP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1314-33	02-05-2011	02-07-2011	FRESHCO #9747 QPS	22.27	CAD	22.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	ingredients for kids in the kitchen program
"PARKS, FORESTRY & RECREATION"	1316-14	02-07-2011	02-08-2011	STAPLES STORE #127	9.03	CAD	9.03	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P07880	CURRAN HALL-SOC PGM	5943	"Office, School Supply, and Stationery St"	labels for certificate envelopes
"PARKS, FORESTRY & RECREATION"	1325-21	02-11-2011	02-14-2011	RCSS SCARBOROUGH #2809	42.86	CAD	42.86	CAD	2750	JANITORIAL SUPPLIES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	ingredients for kids in the kitchen program
"PARKS, FORESTRY & RECREATION"	1334-24	02-19-2011	02-21-2011	FOOD BASICS #863   QPS	40.88	CAD	40.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	ingredients for kids in the kitchen program
"PARKS, FORESTRY & RECREATION"	1339-11	02-22-2011	02-23-2011	FOOD BASICS #863   QPS	8.28	CAD	8.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	ingredients for kids in the kitchen program
					144.74	CAD	144.74	CAD							
PUBLIC HEALTH	1334-54	02-18-2011	02-21-2011	U OF T OFFICE OF CEPD	400.00	CAD	400.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH4011	CD-DIR OFFICE	8220	"Colleges, Universities, Professional Sch"	"Risk Communication Workshop, Feb28-Mar2/2011"
					400.00	CAD	400.00	CAD							
