Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
SOLID WASTE MANAGEMENT	1551-8	07-15-2011	07-18-2011	THE HOME DEPOT #7027	58.62	CAD	58.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	ASPH. REPAIR
SOLID WASTE MANAGEMENT	1557-4	07-19-2011	07-21-2011	THE HOME DEPOT #7078	32.30	CAD	32.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	6X1 1/4 CRS
SOLID WASTE MANAGEMENT	1565-3	07-25-2011	07-27-2011	THE HOME DEPOT #7129	104.51	CAD	104.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	7KG COMPND
SOLID WASTE MANAGEMENT	1567-7	07-26-2011	07-28-2011	THE HOME DEPOT #7134	36.98	CAD	36.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	ENVIRON. FEE
					398.13	CAD	398.13	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1533-2	07-05-2011	07-06-2011	LOWES #02640*	3.82	CAD	3.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	300ML PL LANDSCAPE BLOCK ADHESIVE
ECONOMIC DEVELOPMENT & CULTURE	1541-19	07-07-2011	07-11-2011	THE HOME DEPOT #7013	89.86	CAD	89.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	SAKRETE FAST
ECONOMIC DEVELOPMENT & CULTURE	1541-20	07-07-2011	07-11-2011	THE HOME DEPOT #7134	59.71	CAD	59.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	CEILING PANL
ECONOMIC DEVELOPMENT & CULTURE	1544-5	07-11-2011	07-13-2011	THE HOME DEPOT #7134	-19.87	CAD	-19.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	SAKRETE FAST-returned ready mix concrete
ECONOMIC DEVELOPMENT & CULTURE	1551-9	07-14-2011	07-18-2011	THE HOME DEPOT #7134	-43.97	CAD	-43.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0026	CD-AM-FAC-ZION SCHOO	5200	Home Supply Warehouse	ASPH. REPAIR- returned bag
					89.55	CAD	89.55	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1535-7	07-06-2011	07-07-2011	METRO #808	69.06	CAD	69.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5411	"Grocery Stores, Supermarkets"	Food for youth program in Scarboro. Village
					69.06	CAD	69.06	CAD							
TORONTO WATER	1547-7	07-14-2011	07-14-2011	TIGERDIRECT.CA	140.03	CAD	140.03	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WW1060	HCTP PLANT ADMIN SUP	5964	Direct Marketing - Catalog Merchants	Toner Catrdge flas drives
TORONTO WATER	1553-3	07-19-2011	07-19-2011	TIGERDIRECT.CA	166.87	CAD	166.87	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WW1060	HCTP PLANT ADMIN SUP	5964	Direct Marketing - Catalog Merchants	Toner Catrdge flas drives
TORONTO WATER	1565-4	07-26-2011	07-27-2011	TIM HORTONS #3156# QTH	75.16	CAD	75.16	CAD	4820	BUSINESS MEETING EXPENSES	WW1060	HCTP PLANT ADMIN SUP	5814	Quick Payment Service - Fast-Food Restau	Coffee and donuts
					382.06	CAD	382.06	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1551-10	07-14-2011	07-18-2011	PIZZA PIZZA 111	56.10	CAD	56.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	Food for program-Parents' night at the camp
					56.10	CAD	56.10	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1535-8	07-06-2011	07-07-2011	ACCURATE IMPRESSIONS L	96.05	CAD	96.05	CAD	4815	COURIER SERVICES	CPW040-01	W/M AVENUE RD-LAWRENCE	2741	Miscellaneous Publishing and Printing	Flyer distribution
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1541-21	07-08-2011	07-11-2011	STRATEGY INSTITUTE INC	728.85	CAD	728.85	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	WE0007	COMMUNICATIONS	5969	Direct Marketing - Other Direct Marketer	Conference
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1543-4	07-11-2011	07-12-2011	AUTO SHARE CAR SHARING	71.39	CAD	71.39	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	WE0007	COMMUNICATIONS	7512	Automobile Rental Agency - Not Elsewhere	This entry appears to be an transposition error.
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1543-5	07-11-2011	07-12-2011	AUTO SHARE CAR SHARING	17.39	CAD	17.39	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	CPW040-01	W/M AVENUE RD-LAWRENCE	7512	Automobile Rental Agency - Not Elsewhere	Vehicle rental
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1543-6	07-11-2011	07-12-2011	AUTO SHARE CAR SHARING	-71.39	CAD	-71.39	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	WE0007	COMMUNICATIONS	7512	Automobile Rental Agency - Not Elsewhere	This entry appears to be an transposition error.
					842.29	CAD	842.29	CAD							
SOLID WASTE MANAGEMENT	1536-2	07-07-2011	07-08-2011	LOWES #02632*	24.58	CAD	24.58	CAD	2575	ELECTRICAL SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	"3/8""-16-2'ALL THREAD PLATED"
SOLID WASTE MANAGEMENT	1558-4	07-21-2011	07-22-2011	ADI - T1	303.62	CAD	303.62	CAD	4435	C. SERV - SECUR SYS	SW0835	COMMISSIONER TS OPER	6211	Securities - Brokers/Dealers	FEMALE T ADAPTOR-PLUG COMP -CONNECTOR-
					328.20	CAD	328.20	CAD							
"PARKS, FORESTRY & RECREATION"	1549-5	07-13-2011	07-15-2011	WAL-MART #1029	50.80	CAD	50.80	CAD	2610	KITCHEN SUPPLIES	P07689	HERON PARK-PGM SUPP	5411	"Grocery Stores, Supermarkets"	coffee maker - Senior's program
"PARKS, FORESTRY & RECREATION"	1553-4	07-19-2011	07-19-2011	BELL EXPRESSVU	60.59	CAD	60.59	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	Bell express-vu service
					111.39	CAD	111.39	CAD							
"PARKS, FORESTRY & RECREATION"	1529-10	06-29-2011	07-04-2011	CDN TIRE STORE #00192	8.34	CAD	8.34	CAD	2710	GENERAL HARDWARE	P01183	LEDBURY PK-OPS	5200	Home Supply Warehouse	hose nozzles
"PARKS, FORESTRY & RECREATION"	1531-2	06-29-2011	07-05-2011	SUPERIOR POOL SPA   LE	141.18	CAD	141.18	CAD	3099	GENERAL EQUIPMENT	P07704	MITCHELL FIELD-OPERA	5996	Swimming Pools - Sales and Supplies	pool equipment
"PARKS, FORESTRY & RECREATION"	1543-7	07-11-2011	07-12-2011	MR. JANITORIAL SUPPLIE	335.55	CAD	335.55	CAD	2570	JANITORIAL SUPPLIES	P07697	CUMMER COMPLEX-OPERA	7349	"Cleaning and Maintenance, Janitorial Ser"	paper towel
"PARKS, FORESTRY & RECREATION"	1547-8	07-08-2011	07-14-2011	D   G VACUUM REPAIR SE	374.31	CAD	374.31	CAD	3025	M & E - JANITORIAL	P06686	EDITHVALE CC-OPERATI	7699	Miscellaneous Repair Shops and Related S	1 sanitaire upright vacuum
"PARKS, FORESTRY & RECREATION"	1547-9	07-08-2011	07-14-2011	D   G VACUUM REPAIR SE	374.31	CAD	374.31	CAD	3025	M & E - JANITORIAL	P07704	MITCHELL FIELD-OPERA	7699	Miscellaneous Repair Shops and Related S	1 sanitaire upright vacuum
"PARKS, FORESTRY & RECREATION"	1551-11	07-14-2011	07-18-2011	CDN TIRE STORE #00192	120.60	CAD	120.60	CAD	2570	JANITORIAL SUPPLIES	P07726	N TORONTO-OPERATIONS	5200	Home Supply Warehouse	"wasp & hornet sray, 2 wheel doley"
"PARKS, FORESTRY & RECREATION"	1555-4	07-17-2011	07-20-2011	D   G VACUUM REPAIR SE	374.31	CAD	374.31	CAD	3025	M & E - JANITORIAL	P07697	CUMMER COMPLEX-OPERA	7699	Miscellaneous Repair Shops and Related S	1 sanitaire upright vacuum
					"1,728.60"	CAD	"1,728.60"	CAD							
EMERGENCY MEDICAL SERVICES	1543-8	07-11-2011	07-12-2011	STD PARK TOR GEN	37.00	CAD	37.00	CAD	4770	PARKING EXPENSES (INTOWN)	B31100	COMM SYSTEMS SUPPORT	7399	Business Services - Not Elsewhere Classi	PARKING - CARD USED IN ERROR REFUNDED CITY
					37.00	CAD	37.00	CAD							
"PARKS, FORESTRY & RECREATION"	1531-3	07-03-2011	07-05-2011	CDN TIRE STORE #00654	124.23	CAD	124.23	CAD	2710	GENERAL HARDWARE	P00155	TOR ISLANDS-TURF&HOR	5200	Home Supply Warehouse	general hardware
					124.23	CAD	124.23	CAD							
"PARKS, FORESTRY & RECREATION"	1547-10	07-13-2011	07-14-2011	LIFESAVING SOCIETY	78.43	CAD	78.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07668	ALDERWOOD POOL-PGM S	8641	"Associations - Civic, Social, and Frater"	waist pac's
"PARKS, FORESTRY & RECREATION"	1558-5	07-21-2011	07-22-2011	LAKESHORE COMMUNICATIO	113.00	CAD	113.00	CAD	3020	M & E - COMMUNICATIONS	P07668	ALDERWOOD POOL-PGM S	7622	Electronic Repair Shops	batteries for walkie talkies
"PARKS, FORESTRY & RECREATION"	1567-8	07-26-2011	07-28-2011	THE HOME DEPOT #7011	29.44	CAD	29.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5200	Home Supply Warehouse	6PK GRN TAPE
					220.87	CAD	220.87	CAD							
"PARKS, FORESTRY & RECREATION"	1529-11	06-30-2011	07-04-2011	STANLEY SECURITY SOLUT	64.14	CAD	64.14	CAD	2730	LOCKS	P00409	N-EAST1-TURF&HORT	5072	Hardware Equipment and Supplies	keys
"PARKS, FORESTRY & RECREATION"	1536-3	07-06-2011	07-08-2011	THE HOME DEPOT #7073	46.32	CAD	46.32	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	PREM C.CEMNT
"PARKS, FORESTRY & RECREATION"	1536-4	07-06-2011	07-08-2011	CDN TIRE STORE #00459	141.72	CAD	141.72	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"knife blades, booster cables"
"PARKS, FORESTRY & RECREATION"	1547-11	07-12-2011	07-14-2011	CDN TIRE STORE #00459	9.02	CAD	9.02	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	propane cylinder
"PARKS, FORESTRY & RECREATION"	1547-12	07-13-2011	07-14-2011	UNIVERSAL FIELD SUPPLI	267.81	CAD	267.81	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5137	"Mens, Womens, and Childrens Uniforms and"	loppers
"PARKS, FORESTRY & RECREATION"	1549-6	07-13-2011	07-15-2011	CDN TIRE STORE #00075	15.77	CAD	15.77	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	gas can accessories
"PARKS, FORESTRY & RECREATION"	1561-10	07-22-2011	07-25-2011	FUTURE SHOP #605	123.11	CAD	123.11	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00409	N-EAST1-TURF&HORT	5732	Electronic Sales	ink cartridges
"PARKS, FORESTRY & RECREATION"	1561-11	07-22-2011	07-25-2011	WASTE CONTAINER SERVIC	186.28	CAD	186.28	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00409	N-EAST1-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	waste nin for Jonesville
"PARKS, FORESTRY & RECREATION"	1561-12	07-22-2011	07-25-2011	THE HOME DEPOT #7073	71.11	CAD	71.11	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	DRAIN OPEN
"PARKS, FORESTRY & RECREATION"	1565-5	07-26-2011	07-27-2011	FUTURE SHOP #605	33.88	CAD	33.88	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5732	Electronic Sales	9 volt recharge batteries
					959.16	CAD	959.16	CAD							
PUBLIC HEALTH	1529-12	06-30-2011	07-04-2011	TDSB - PERMITS	194.73	CAD	194.73	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	PH3521	HL-SEXUAL HLTH PROMO	8398	"Organizations, Charitable and Social Ser"	Room Rental
					194.73	CAD	194.73	CAD							
"PARKS, FORESTRY & RECREATION"	1536-5	07-06-2011	07-08-2011	CDN TIRE STORE #00654	50.62	CAD	50.62	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12858	BEACHWTRFRTMAINT	5200	Home Supply Warehouse	clematis/chains
"PARKS, FORESTRY & RECREATION"	1536-6	07-06-2011	07-08-2011	CDN TIRE STORE #00654	47.28	CAD	47.28	CAD	2710	GENERAL HARDWARE	P12858	BEACHWTRFRTMAINT	5200	Home Supply Warehouse	general hardware
"PARKS, FORESTRY & RECREATION"	1536-7	07-07-2011	07-08-2011	PAO ASSOCIATES HORTICU	983.10	CAD	983.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1543-9	07-11-2011	07-12-2011	EWING FLAGPOLE CO. INC	520.40	CAD	520.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5998	Tent & Awning Shops	
"PARKS, FORESTRY & RECREATION"	1543-10	07-11-2011	07-12-2011	EWING FLAGPOLE CO. INC	700.00	CAD	700.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5998	Tent & Awning Shops	
"PARKS, FORESTRY & RECREATION"	1558-6	07-20-2011	07-22-2011	TREEHELP.COM / URBAN N	161.54	CAD	161.54	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	0780	Horticultural and Landscaping Services	
"PARKS, FORESTRY & RECREATION"	1568-5	07-27-2011	07-29-2011	THE HOME DEPOT #7080	63.37	CAD	63.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5200	Home Supply Warehouse	"14""CABLE TIE"
					"2,526.31"	CAD	"2,526.31"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1529-13	06-30-2011	07-04-2011	THE HOME DEPOT #7073	14.22	CAD	14.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	L STONE SCRE - crushed limestone
					14.22	CAD	14.22	CAD							
"PARKS, FORESTRY & RECREATION"	1535-9	07-06-2011	07-07-2011	FLAGHOUSE INC.	31.65	CAD	31.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5712	"Equipment, Furniture, and Home Furnishin"	rec materials for summer camps
"PARKS, FORESTRY & RECREATION"	1549-7	07-13-2011	07-15-2011	SHOPPERSDRUGMART1338	11.30	CAD	11.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5912	"Drug Stores, Pharmacies"	supplies for summer camp:medical gloves
"PARKS, FORESTRY & RECREATION"	1557-5	07-19-2011	07-21-2011	SHOPPERSDRUGMART1338	17.50	CAD	17.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5912	"Drug Stores, Pharmacies"	supplies for summer camp:medical gloves
					60.45	CAD	60.45	CAD							
"PARKS, FORESTRY & RECREATION"	1535-10	07-05-2011	07-07-2011	THE HOME DEPOT #7073	338.03	CAD	338.03	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	MG PM 60.5L
"PARKS, FORESTRY & RECREATION"	1565-6	07-25-2011	07-27-2011	THE HOME DEPOT #7012	15.57	CAD	15.57	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	Environ. Fee
"PARKS, FORESTRY & RECREATION"	1568-6	07-27-2011	07-29-2011	THE HOME DEPOT #7107	523.94	CAD	523.94	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	BRASS Y
					877.54	CAD	877.54	CAD							
"PARKS, FORESTRY & RECREATION"	1535-11	07-05-2011	07-07-2011	WAL-MART #1004	69.40	CAD	69.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PGM SUP	5411	"Grocery Stores, Supermarkets"	"clock,storage containers,ziplock bags"
					69.40	CAD	69.40	CAD							
"PARKS, FORESTRY & RECREATION"	1535-12	07-05-2011	07-07-2011	DE ARTS 2	187.13	CAD	187.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12140	N-GEN-REC SUP-PGM SU	7395	"Photo Developing, Photofinishing Laborat"	
					187.13	CAD	187.13	CAD							
TORONTO WATER	1529-14	06-29-2011	07-04-2011	CDN TIRE STORE #00321	228.69	CAD	228.69	CAD	4804	WIRELESS DEVICES	PW3006	O&M NORTH SRV MT&RPR	5200	Home Supply Warehouse	Walkie talkie for VDF program
					228.69	CAD	228.69	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1549-8	07-14-2011	07-15-2011	CAN. MUSEUM OF CARPET	144.00	CAD	144.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	8398	"Organizations, Charitable and Social Ser"	Camp trip to museum for program
ECONOMIC DEVELOPMENT & CULTURE	1557-6	07-20-2011	07-21-2011	MARY MAXIM	9.55	CAD	9.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUB-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	"Beads,craft supplies for Gibson camp"
					153.55	CAD	153.55	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1535-13	07-06-2011	07-07-2011	ISTOCK *INTERNATIONAL	468.10	CAD	468.10	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	IM-MAR-PUBL-CENTRAL	5971	Art Dealers and Galleries	1_185 - Online photo credits
					468.10	CAD	468.10	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1531-4	06-30-2011	07-05-2011	MC KENNA'S FURNITURE	83.56	CAD	83.56	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5712	"Equipment, Furniture, and Home Furnishin"	Items for re-sale in giftshop
ECONOMIC DEVELOPMENT & CULTURE	1535-14	07-06-2011	07-07-2011	ABOVEGROUND ENTERPRISE	375.49	CAD	375.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUB-SPADINA	7333	"Commercial Art, Graphics, Photography"	Craft supplies for camp
ECONOMIC DEVELOPMENT & CULTURE	1535-15	07-06-2011	07-07-2011	AZZIZI DESIGN   NORTH	45.14	CAD	45.14	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5719	Miscellaneous House Furnishing Specialty	Items for re-sale in giftshop
ECONOMIC DEVELOPMENT & CULTURE	1536-8	07-07-2011	07-08-2011	STREET HOCKEY KING	129.16	CAD	130.31	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUB-SPADINA	5941	Sporting Goods Stores	Play parachut for camp program
ECONOMIC DEVELOPMENT & CULTURE	1551-12	07-17-2011	07-18-2011	NOFRILLS JOSEPHS 730	35.10	CAD	35.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"Food for camp-non-taxable - fruits, etc."
ECONOMIC DEVELOPMENT & CULTURE	1561-13	07-22-2011	07-25-2011	PIZZA PIZZA 258	62.78	CAD	62.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5814	Quick Payment Service - Fast-Food Restau	Food for program at camp
					731.23	CAD	602.07	CAD							
							130.31	USD							
"PARKS, FORESTRY & RECREATION"	1568-7	07-27-2011	07-29-2011	CDN TIRE STORE #00264	152.55	CAD	152.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00038	E-FIELD SERV. 1-PRGM	5200	Home Supply Warehouse	wasp & hornet spray
					152.55	CAD	152.55	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1558-7	07-20-2011	07-22-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	7523	Automobile Parking Lots and Garages	Parking - Mtg w/ external clients
ECONOMIC DEVELOPMENT & CULTURE	1558-8	07-20-2011	07-22-2011	"TPA/GREEN ""P""      QPL"	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	7523	Automobile Parking Lots and Garages	Parking - Mtg w/ external clients
					36.00	CAD	36.00	CAD							
"PARKS, FORESTRY & RECREATION"	1551-13	07-15-2011	07-18-2011	STAPLES STORE #11	20.99	CAD	20.99	CAD	2013	PRINTED MATERIAL	P12394	RW-AQ-LEO-WS2 WADING	5943	"Office, School Supply, and Stationery St"	binding of logbooks
"PARKS, FORESTRY & RECREATION"	1567-9	07-26-2011	07-28-2011	CDN TIRE STORE #00171	16.89	CAD	16.89	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12394	RW-AQ-LEO-WS2 WADING	5200	Home Supply Warehouse	keys
"PARKS, FORESTRY & RECREATION"	1567-10	07-27-2011	07-28-2011	CLOVERDALE HOME HARDWA	14.07	CAD	14.07	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12394	RW-AQ-LEO-WS2 WADING	5251	Hardware Stores	keys
"PARKS, FORESTRY & RECREATION"	1568-8	07-27-2011	07-29-2011	CDN TIRE STORE #00171	-16.89	CAD	-16.89	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P12394	RW-AQ-LEO-WS2 WADING	5200	Home Supply Warehouse	
					35.06	CAD	35.06	CAD							
"PARKS, FORESTRY & RECREATION"	1533-3	07-04-2011	07-06-2011	PLANT PRODUCTS CO. LTD	537.60	CAD	537.60	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATION	0763	Agricultural Cooperatives	fungicide
"PARKS, FORESTRY & RECREATION"	1533-4	07-05-2011	07-06-2011	UNITED LABORATORIES	411.90	CAD	411.90	CAD	2570	JANITORIAL SUPPLIES	P07646	DON VALLEY-OPERATION	7349	"Cleaning and Maintenance, Janitorial Ser"	degreaser
"PARKS, FORESTRY & RECREATION"	1535-16	07-05-2011	07-07-2011	GOLF TOWN CANADA INC.	621.49	CAD	621.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5941	Sporting Goods Stores	pinseeker
"PARKS, FORESTRY & RECREATION"	1553-5	07-15-2011	07-19-2011	PLANT PRODUCTS CO. LTD	968.75	CAD	968.75	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATION	0763	Agricultural Cooperatives	fungicide
"PARKS, FORESTRY & RECREATION"	1568-9	07-28-2011	07-29-2011	VANDEN BUSSCHE IRRIGAT	107.12	CAD	107.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5719	Miscellaneous House Furnishing Specialty	irrigation
"PARKS, FORESTRY & RECREATION"	1568-10	07-28-2011	07-29-2011	TURF CARE	510.20	CAD	510.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	irrigation parts
					"3,157.06"	CAD	"3,157.06"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-15	06-30-2011	07-04-2011	THE HOME DEPOT #7080	77.97	CAD	77.97	CAD	2531	LUMBER	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	TRELLIS
"PARKS, FORESTRY & RECREATION"	1529-16	06-30-2011	07-04-2011	THE HOME DEPOT #7080	65.70	CAD	65.70	CAD	2531	LUMBER	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	1X6X6 CED FE
"PARKS, FORESTRY & RECREATION"	1541-22	07-08-2011	07-11-2011	ROTBLOTT'S DISCOUNT WH	29.33	CAD	29.33	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores	miscelaneous hardware
"PARKS, FORESTRY & RECREATION"	1541-23	07-08-2011	07-11-2011	THE HOME DEPOT #7080	73.01	CAD	73.01	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	2X4X8 PROGRD
"PARKS, FORESTRY & RECREATION"	1541-24	07-09-2011	07-11-2011	ROYAL HM HWRE #1274-8	33.89	CAD	33.89	CAD	2620	ANIMAL CARE SUPPLIES	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores	extension cord
"PARKS, FORESTRY & RECREATION"	1541-25	07-09-2011	07-11-2011	THE HOME DEPOT #7080	95.51	CAD	95.51	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	SWITCH B
"PARKS, FORESTRY & RECREATION"	1541-26	07-07-2011	07-11-2011	THE HOME DEPOT #7080	174.72	CAD	174.72	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	CROSSBAR
"PARKS, FORESTRY & RECREATION"	1547-13	07-13-2011	07-14-2011	G COOPER EQUIPMENT REN	750.00	CAD	750.00	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P01058	RIVERDALE FARM-ANIMA	5046	Commercial Equipment Not Elsewhere Class	skid steer rental deposit
"PARKS, FORESTRY & RECREATION"	1551-14	07-14-2011	07-18-2011	THE HOME DEPOT #7080	121.76	CAD	121.76	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5200	Home Supply Warehouse	FUL 1/4 X4
"PARKS, FORESTRY & RECREATION"	1551-15	07-15-2011	07-18-2011	ROYAL HM HWRE #1274-8	42.92	CAD	42.92	CAD	2710	GENERAL HARDWARE	P01058	RIVERDALE FARM-ANIMA	5251	Hardware Stores	hardwood dowelling
