Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
LONG TERM CARE HOMES	1431-7	04-26-2011	04-27-2011	DARLING FLOWERS	50.85	CAD	50.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G011	TRU DAVIDSN A-PA-OA	5992	Florists	EASTER FLOWERS
LONG TERM CARE HOMES	1435-6	04-28-2011	04-29-2011	METRO #37	78.36	CAD	78.36	CAD	2741	FOOD COSTS	D3G083	TRU DAVIDSN A-PS-PS	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR RECREATION PROGRAM
					"1,955.39"	CAD	"1,955.39"	CAD							
SOLID WASTE MANAGEMENT	1408-7	04-08-2011	04-11-2011	THE HOME DEPOT #7001	99.43	CAD	99.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	3XSP60G
SOLID WASTE MANAGEMENT	1419-4	04-14-2011	04-18-2011	THE HOME DEPOT #7129	48.51	CAD	48.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	BLADES
SOLID WASTE MANAGEMENT	1432-11	04-26-2011	04-28-2011	DUFFERIN TILE	"1,088.85"	CAD	"1,088.85"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	RUSTICA BLACK-ULTRAFLEX-CHARCOALS
					"1,236.79"	CAD	"1,236.79"	CAD							
EMERGENCY MEDICAL SERVICES	1396-7	03-29-2011	04-04-2011	ALLIED MEDICAL INSTRUM	"1,740.20"	CAD	"1,740.20"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B43300	EQUIPMENT RETRIEVAL	5047	Laboratory/Medical/Dental/Ophthalmic Hos	
EMERGENCY MEDICAL SERVICES	1404-3	04-05-2011	04-07-2011	NAPA WILLOWDALE #143	"1,395.12"	CAD	"1,395.12"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B43300	EQUIPMENT RETRIEVAL	5533	"Automotive Parts, Accessories Stores"	
					"3,135.32"	CAD	"3,135.32"	CAD							
"PARKS, FORESTRY & RECREATION"	1396-8	04-01-2011	04-04-2011	VALLEYVIEW GARDENS HK	68.66	CAD	68.66	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	GARDEN SECATEURS
					68.66	CAD	68.66	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1400-6	04-05-2011	04-06-2011	LOWES #02640*	12.36	CAD	12.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	"4"" 6TPI WD CT SHNK JGSW BL T101D-jig saw blades"
ECONOMIC DEVELOPMENT & CULTURE	1419-5	04-14-2011	04-18-2011	RONA # 55030	27.93	CAD	27.93	CAD	2715	PAINT SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	Paint and paint supplies
ECONOMIC DEVELOPMENT & CULTURE	1432-12	04-27-2011	04-28-2011	THE DOOR STORE	22.60	CAD	22.60	CAD	2730	LOCKS	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	Had a spring made for a lock
					62.89	CAD	62.89	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1393-8	03-31-2011	04-01-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking - work downtown for program
ECONOMIC DEVELOPMENT & CULTURE	1396-9	03-25-2011	04-04-2011	BROOKFIELD PLACE	40.00	CAD	40.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking-work downtown C27 set up
ECONOMIC DEVELOPMENT & CULTURE	1396-10	03-31-2011	04-04-2011	BROOKFIELD PLACE	40.00	CAD	40.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking-work downtown C27 launch
ECONOMIC DEVELOPMENT & CULTURE	1396-11	04-01-2011	04-04-2011	THE HOME DEPOT #7107	56.64	CAD	56.64	CAD	2710	GENERAL HARDWARE	AH0014	AS-PS-CDE-METRO HALL	5200	Home Supply Warehouse	S-HOOK- for exhibit
ECONOMIC DEVELOPMENT & CULTURE	1400-7	04-04-2011	04-06-2011	CURRY'S MARKHAM	15.20	CAD	15.20	CAD	2710	GENERAL HARDWARE	AH0014	AS-PS-CDE-METRO HALL	5970	"Artist Supply Stores, Craft Shops"	Art tape for Arts Exhibit at SCC
ECONOMIC DEVELOPMENT & CULTURE	1410-6	04-11-2011	04-12-2011	K. PROMOTIONS LTD	"2,966.25"	CAD	"2,966.25"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-CDE-METRO HALL	7333	"Commercial Art, Graphics, Photography"	promotion for C27 bags
ECONOMIC DEVELOPMENT & CULTURE	1412-3	04-12-2011	04-13-2011	K. PROMOTIONS LTD	"1,910.83"	CAD	"1,910.83"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-CDE-METRO HALL	7333	"Commercial Art, Graphics, Photography"	promotion for C27 bags
ECONOMIC DEVELOPMENT & CULTURE	1417-4	04-14-2011	04-15-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking-Metro Hall for a Youth Outreach meeting
ECONOMIC DEVELOPMENT & CULTURE	1435-7	04-27-2011	04-29-2011	PAYPAL *BITEHERECOM	935.00	CAD	935.00	CAD	4085	PROF & TECH-MGMT	AH0014	AS-PS-CDE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	curatorial services for youth programming
ECONOMIC DEVELOPMENT & CULTURE	1435-8	04-27-2011	04-29-2011	BILAL HALAL CHICKEN AN	34.03	CAD	34.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5812	"Eating Places, Restaurants"	food for youth programming reception
					"6,029.95"	CAD	"6,029.95"	CAD							
TORONTO WATER	1406-7	04-06-2011	04-08-2011	TELUS MOBILITY WEB 987	73.43	CAD	73.43	CAD	4804	WIRELESS DEVICES	WW1060	HCTP PLANT ADMIN SUP	4814	Telecommunication Service Including Loca	BLACKBERRY CASE
					73.43	CAD	73.43	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1417-5	04-14-2011	04-15-2011	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	Parking - Youth program meeting at Metro Hall
ECONOMIC DEVELOPMENT & CULTURE	1419-6	04-14-2011	04-18-2011	PAYPAL *HIGHTOP	"3,474.75"	CAD	"3,474.75"	CAD	4085	PROF & TECH-MGMT	AH0014	AS-PS-CDE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	50% production services C27
					"3,490.75"	CAD	"3,490.75"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1400-8	04-04-2011	04-06-2011	PAYPAL *GREATERTORO	45.20	CAD	45.20	CAD	4118	TICKETS AND ADMISSION FEES	ED0170	ECONOMIC DEVELOPMENT	8999	Professional Services - Not Elsewhere Cl	Tickets - Breakfast Club meeting
ECONOMIC DEVELOPMENT & CULTURE	1408-8	04-08-2011	04-11-2011	QUINN'S STEAKHOUSE	61.00	CAD	61.00	CAD	4820	BUSINESS MEETING EXPENSES	ED0170	ECONOMIC DEVELOPMENT	5812	"Eating Places, Restaurants"	Luncheon Meeting w/ 3rd party
					106.20	CAD	106.20	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1420-8	04-18-2011	04-19-2011	TIM HORTONS #0538# QTH	233.80	CAD	233.80	CAD	4823	MEALS-OUTSIDE LOC'S	CSW004-16-08	FACILITY DESIGN ENG AND CONSTR.	5814	Quick Payment Service - Fast-Food Restau	Business meeting
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1420-9	04-18-2011	04-19-2011	TIM HORTONS #0538# QTH	49.80	CAD	49.80	CAD	4823	MEALS-OUTSIDE LOC'S	CSW004-16-08	FACILITY DESIGN ENG AND CONSTR.	5814	Quick Payment Service - Fast-Food Restau	Business meeting
					283.60	CAD	283.60	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1400-9	04-05-2011	04-06-2011	CARR MCLEAN LTD	-274.59	CAD	-274.59	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5943	"Office, School Supply, and Stationery St"	"refund for error in shipment, items returned"
					-274.59	CAD	-274.59	CAD							
SOLID WASTE MANAGEMENT	1393-9	03-31-2011	04-01-2011	CANADA COMPUTERS #12	51.95	CAD	51.95	CAD	2575	ELECTRICAL SUPPLIES	SW0825	DUFFERIN TS OPER	5734	Computer Software Stores	CABLE SPLITTER-CABLE M/M-
SOLID WASTE MANAGEMENT	1425-3	04-21-2011	04-25-2011	AFFILIATED AGENTS EN D	48.49	CAD	48.49	CAD	2575	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	SW0011	MECHANICAL&ELECTRICA	6211	Securities - Brokers/Dealers	GST ON IMPORTS AND SERVICES FEE
					100.44	CAD	100.44	CAD							
"PARKS, FORESTRY & RECREATION"	1420-10	04-19-2011	04-19-2011	BELL EXPRESSVU	49.17	CAD	49.17	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	Bell TV for Youth Lounge
					49.17	CAD	49.17	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1398-3	04-01-2011	04-05-2011	CDN TIRE STORE #00600	6.71	CAD	6.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	5200	Home Supply Warehouse	Twine for printshop
					6.71	CAD	6.71	CAD							
"PARKS, FORESTRY & RECREATION"	1400-10	04-05-2011	04-06-2011	SOBEYS #932        QPS	20.08	CAD	20.08	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	"POP, PEPPERETTES"
"PARKS, FORESTRY & RECREATION"	1404-4	04-05-2011	04-07-2011	LCBO/RAO #0164	143.96	CAD	143.96	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RESTOCK BAR
"PARKS, FORESTRY & RECREATION"	1410-7	04-11-2011	04-12-2011	FOOD BASICS #672   QPS	38.03	CAD	38.03	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	RESTOCK BAR
"PARKS, FORESTRY & RECREATION"	1412-4	04-11-2011	04-13-2011	LCBO/RAO #0164	72.72	CAD	72.72	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RESTOCK BAR
"PARKS, FORESTRY & RECREATION"	1412-5	04-12-2011	04-13-2011	CARSWELL	54.34	CAD	54.34	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12182	LEASIDE CURLING-SPEC	7338	"Quick Copy, Reproduction, and Blueprinti"	HEALTH AND SAFETY REGULATIONS
"PARKS, FORESTRY & RECREATION"	1412-6	04-12-2011	04-13-2011	SUNSHINE BAR AND RESTA	104.30	CAD	104.30	CAD	2570	JANITORIAL SUPPLIES	P12182	LEASIDE CURLING-SPEC	5046	Commercial Equipment Not Elsewhere Class	SUPPLIES FOR GLASS AND DISHWASHER
"PARKS, FORESTRY & RECREATION"	1412-7	04-12-2011	04-13-2011	SUNSHINE BAR AND RESTA	44.96	CAD	44.96	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5046	Commercial Equipment Not Elsewhere Class	RESTOCK BAR
"PARKS, FORESTRY & RECREATION"	1413-4	04-12-2011	04-14-2011	LCBO #804	932.40	CAD	932.40	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RESTOCK BAR
"PARKS, FORESTRY & RECREATION"	1432-13	04-27-2011	04-28-2011	ORKIN/PCO SERVICES COR	109.62	CAD	109.62	CAD	4417	PEST CONTROL	P12182	LEASIDE CURLING-SPEC	7342	Exterminating and Disinfecting Services	PEST CONTROL
"PARKS, FORESTRY & RECREATION"	1432-14	04-27-2011	04-28-2011	SUNSHINE BAR AND RESTA	41.96	CAD	41.96	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	P12183	LEASIDE CURLING-SPEC	5046	Commercial Equipment Not Elsewhere Class	RESTOCK BAR
					"1,562.37"	CAD	"1,562.37"	CAD							
"PARKS, FORESTRY & RECREATION"	1400-11	04-04-2011	04-06-2011	LCBO #804	"1,395.08"	CAD	"1,395.08"	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
"PARKS, FORESTRY & RECREATION"	1412-8	04-11-2011	04-13-2011	LCBO #804	903.37	CAD	903.37	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
"PARKS, FORESTRY & RECREATION"	1423-6	04-18-2011	04-20-2011	LCBO #804	495.25	CAD	495.25	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
					"2,793.70"	CAD	"2,793.70"	CAD							
"PARKS, FORESTRY & RECREATION"	1429-5	04-19-2011	04-26-2011	BAHNAIR OF CANADA	123.17	CAD	123.17	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P07704	MITCHELL FIELD-OPERA	5074	Plumbing and Heating Equipment	dehumidifier filters/frames
					123.17	CAD	123.17	CAD							
EMERGENCY MEDICAL SERVICES	1396-12	04-02-2011	04-04-2011	PREMIER FARNEL00000018	47.60	CAD	47.60	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	"PLUG & SOCKET CONNECTOR, SUPER SEAL, RECEPTACLE"
EMERGENCY MEDICAL SERVICES	1400-12	04-04-2011	04-06-2011	BRAFASCO/CONCORD	51.78	CAD	51.78	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	FLAT SOCKET CAP
EMERGENCY MEDICAL SERVICES	1404-5	04-06-2011	04-07-2011	PREMIER FARNEL00000018	"1,223.48"	CAD	"1,223.48"	CAD	2199	MISCELLANEOUS PARTS	CAM015-04	MOBILE DATA COMMUNICATIONS - 2011-2013	5065	Electrical Parts and Equipment	RELAYS HIGH CURRENT
EMERGENCY MEDICAL SERVICES	1406-8	04-07-2011	04-08-2011	CANTWELL CULLEN   COMP	"1,278.37"	CAD	"1,278.37"	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DEUTSCH PRODUCTS
EMERGENCY MEDICAL SERVICES	1406-9	04-07-2011	04-08-2011	SPAENAUR COUNTER SALES	140.40	CAD	140.40	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5967	Direct Marketing - Inbound Telemarketing	"THREADED INSERTS, PLACING TOOL"
EMERGENCY MEDICAL SERVICES	1408-9	04-08-2011	04-11-2011	PREMIER FARNEL00000018	70.95	CAD	70.95	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	"PLUG & SOCKET CONNECTOR, SUPER SEAL, RECEPTACLE"
EMERGENCY MEDICAL SERVICES	1410-8	04-11-2011	04-12-2011	AMC - AFTERMARKET CONN	504.10	CAD	504.10	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7399	Business Services - Not Elsewhere Classi	"AMP CONNECTORS, PINS"
EMERGENCY MEDICAL SERVICES	1423-7	04-18-2011	04-20-2011	THE HOME DEPOT #7129	55.47	CAD	55.47	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMM SYSTEMS SUPPORT	5200	Home Supply Warehouse	RECYC BIN
EMERGENCY MEDICAL SERVICES	1431-8	04-26-2011	04-27-2011	PREMIER FARNEL00000018	816.24	CAD	816.24	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	"WIRE DUCT, COVER APPLICATION TOOL"
EMERGENCY MEDICAL SERVICES	1432-15	04-27-2011	04-28-2011	PREMIER FARNEL00000018	77.15	CAD	77.15	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	ENCLOSURE BOXES
					"4,265.54"	CAD	"4,265.54"	CAD							
"PARKS, FORESTRY & RECREATION"	1393-10	03-31-2011	04-01-2011	AQUAM	52.52	CAD	52.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5996	Swimming Pools - Sales and Supplies	"rope, rope hook re recreation activities"
"PARKS, FORESTRY & RECREATION"	1432-16	04-27-2011	04-28-2011	STAPLES STORE #11	22.51	CAD	22.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5943	"Office, School Supply, and Stationery St"	storage bin
					75.03	CAD	75.03	CAD							
"PARKS, FORESTRY & RECREATION"	1396-13	03-31-2011	04-04-2011	CDN TIRE STORE #00459	18.61	CAD	18.61	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"squeege, bp2 bulb"
"PARKS, FORESTRY & RECREATION"	1419-7	04-15-2011	04-18-2011	ALPINE LAWN   GARDEN E	981.97	CAD	981.97	CAD	3140	UNLICENSED MOBILE EQUIPMENT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	tiller
"PARKS, FORESTRY & RECREATION"	1425-4	04-20-2011	04-25-2011	BRAFASCO / NORTH YORK	94.92	CAD	94.92	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"bolts,nuts,washers"
"PARKS, FORESTRY & RECREATION"	1425-5	04-20-2011	04-25-2011	MISTER SAFETY SHOES IN	18.03	CAD	18.03	CAD	2665	PROTECTIVE CLOTHING	P00409	N-EAST1-TURF&HORT	5661	Shoe Stores	hi Vis Vest
"PARKS, FORESTRY & RECREATION"	1432-17	04-26-2011	04-28-2011	HARDWARE AGENCIES LTD	81.83	CAD	81.83	CAD	2730	LOCKS	P00409	N-EAST1-TURF&HORT	5251	Hardware Stores	master padlock
					"1,195.36"	CAD	"1,195.36"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1408-10	04-07-2011	04-11-2011	KIT KAT BAR   GRILL	180.45	CAD	180.45	CAD	4820	BUSINESS MEETING EXPENSES	AH0052	HS-MH-BOA-METRO HALL	5812	"Eating Places, Restaurants"	Business Dinner with 3rd parties - for 4persons
					180.45	CAD	180.45	CAD							
TRANPORTATION 	1400-13	04-04-2011	04-06-2011	TRANSPORT ASSOCIATION	657.25	CAD	657.25	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0219	RW MGMT & OVERHEAD-D	8699	"Organizations, Membership - Not Elsewher"	
TRANPORTATION 	1406-10	04-07-2011	04-08-2011	METRO #38	112.89	CAD	112.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5411	"Grocery Stores, Supermarkets"	
					770.14	CAD	770.14	CAD							
"PARKS, FORESTRY & RECREATION"	1404-6	04-05-2011	04-07-2011	THE HOME DEPOT #7013	73.36	CAD	73.36	CAD	2710	GENERAL HARDWARE	P12858	BEACHWTRFRTMAINT	5200	Home Supply Warehouse	COO NICH MIL
"PARKS, FORESTRY & RECREATION"	1404-7	04-06-2011	04-07-2011	KOOY BROS LAWN	84.46	CAD	84.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12858	BEACHWTRFRTMAINT	5261	Lawn and Garden Supply Stores	"blade conversion, grass blade"
"PARKS, FORESTRY & RECREATION"	1406-11	04-07-2011	04-08-2011	CUSTOM DOOR   LOCK SER	227.92	CAD	227.92	CAD	2730	LOCKS	P12858	BEACHWTRFRTMAINT	5533	"Automotive Parts, Accessories Stores"	keys
"PARKS, FORESTRY & RECREATION"	1412-9	04-11-2011	04-13-2011	CDN TIRE STORE #00182	26.76	CAD	26.76	CAD	2610	KITCHEN SUPPLIES	P12858	BEACHWTRFRTMAINT	5200	Home Supply Warehouse	coffee maker and filter
"PARKS, FORESTRY & RECREATION"	1423-8	04-19-2011	04-20-2011	KOOY BROS LAWN	772.85	CAD	772.85	CAD	3080	M & E - HAND TOOLS	P12858	BEACHWTRFRTMAINT	5261	Lawn and Garden Supply Stores	oil
					"1,185.35"	CAD	"1,185.35"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1400-14	04-05-2011	04-06-2011	LEE VALLEY TOOLS 800-2	101.47	CAD	101.47	CAD	3080	M & E - HAND TOOLS	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	sanding drums
ECONOMIC DEVELOPMENT & CULTURE	1404-8	04-05-2011	04-07-2011	THE HOME DEPOT #7073	20.32	CAD	20.32	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0030	CD-AM-PRS-METRO HALL	5200	Home Supply Warehouse	"3"" BLADE"
					121.79	CAD	121.79	CAD							
"PARKS, FORESTRY & RECREATION"	1406-12	04-06-2011	04-08-2011	WAL-MART SUPERCENTE	66.07	CAD	66.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02858	N-C-YOUTH-SP NEEDS	5310	Discount Stores	"prgm supplies:board games,cards,totes"
"PARKS, FORESTRY & RECREATION"	1406-13	04-07-2011	04-08-2011	PHARMA PLUS #0224  QPS	17.28	CAD	17.28	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P02858	N-C-YOUTH-SP NEEDS	5912	"Drug Stores, Pharmacies"	maxell sd card 2GB
"PARKS, FORESTRY & RECREATION"	1408-11	04-07-2011	04-11-2011	WAL-MART SUPERCENTE	115.10	CAD	115.10	CAD	3032	M & E - PHOTOGRAPHIC	P02858	N-C-YOUTH-SP NEEDS	5310	Discount Stores	"camera,clip qpb-201"
					198.45	CAD	198.45	CAD							
"PARKS, FORESTRY & RECREATION"	1419-8	04-15-2011	04-18-2011	THE XTERMINATOR	252.00	CAD	252.00	CAD	4417	PEST CONTROL	P00415	N-WEST3-TURF&HORT	7342	Exterminating and Disinfecting Services	inspection/treatment rodents
"PARKS, FORESTRY & RECREATION"	1423-9	04-18-2011	04-20-2011	THE HOME DEPOT #7073	55.92	CAD	55.92	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	3 RLR CVRS
					307.92	CAD	307.92	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1417-6	04-14-2011	04-15-2011	IKEA ETOBICOKE	494.54	CAD	494.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5712	"Equipment, Furniture, and Home Furnishin"	Assorted picture frames for exhibition
					494.54	CAD	494.54	CAD							
EMERGENCY MEDICAL SERVICES	1413-5	04-13-2011	04-14-2011	TEX EURO INDUSTRIAL SA	235.14	CAD	235.14	CAD	2570	JANITORIAL SUPPLIES	B46752	OPS - DISTRICT 3	5300	Wholesale Clubs	"BASEBOARD CLENER & WAX, MUITPBRN PAD"
					235.14	CAD	235.14	CAD							
"PARKS, FORESTRY & RECREATION"	1432-18	04-26-2011	04-28-2011	BRYCAM ENTERPRISES INC	18.65	CAD	18.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	5533	"Automotive Parts, Accessories Stores"	snow plow parts
					18.65	CAD	18.65	CAD							
TORONTO WATER	1435-9	04-27-2011	04-29-2011	MOE-DRINK WAT WASTE CE	100.00	CAD	100.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PW4013	PW FAC TECH TRAINING	9399	Government Services - Not Elsewhere Clas	Director approved courses-Env compliance&due dilig
					100.00	CAD	100.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1398-4	04-04-2011	04-05-2011	MCRAE IMAGING INC	"4,802.99"	CAD	"4,802.99"	CAD	2792	"BANNERS, FLAGS & SIGNS"	ED0150	IM-MAR-PUBL-CENTRAL	7333	"Commercial Art, Graphics, Photography"	"Halo tower fabric, halo support"
ECONOMIC DEVELOPMENT & CULTURE	1400-15	04-05-2011	04-06-2011	ISTOCK *INTERNATIONAL	220.63	CAD	220.63	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	IM-MAR-PUBL-CENTRAL	5971	Art Dealers and Galleries	1_166 - ONLINE PHOTO CREDITS
ECONOMIC DEVELOPMENT & CULTURE	1420-11	04-18-2011	04-19-2011	MCRAE IMAGING INC	"3,721.15"	CAD	"3,721.15"	CAD	2792	"BANNERS, FLAGS & SIGNS"	ED0150	IM-MAR-PUBL-CENTRAL	7333	"Commercial Art, Graphics, Photography"	"Hanging structure graphic, bag, I&D"
ECONOMIC DEVELOPMENT & CULTURE	1431-9	04-26-2011	04-27-2011	ISTOCK *INTERNATIONAL	220.63	CAD	220.63	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	IM-MAR-PUBL-CENTRAL	5971	Art Dealers and Galleries	1_166 - ONLINE PHOTO CREDITS
					"8,965.40"	CAD	"8,965.40"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1423-10	04-18-2011	04-20-2011	CLS IMPORTS INC.	33.90	CAD	33.90	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5399	Miscellaneous General Merchandise	gift shop re-sale -gift wear
ECONOMIC DEVELOPMENT & CULTURE	1425-6	04-21-2011	04-25-2011	LOBLAWS #1212	42.85	CAD	42.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	Food & Bev. - Teacher's Evening
ECONOMIC DEVELOPMENT & CULTURE	1431-10	04-26-2011	04-27-2011	ARTIMPORT OF OAKVILLE	87.92	CAD	87.92	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	gift shop re-sale -gift wear
					164.67	CAD	164.67	CAD							
"PARKS, FORESTRY & RECREATION"	1419-9	04-14-2011	04-18-2011	BRAFASCO / SCARBOROUGH	163.91	CAD	163.91	CAD	2710	GENERAL HARDWARE	P00038	E-FIELD SERV. 1-PRGM	5085	Industrial Supplies Not Elsewhere Classi	"washers, nuts & bolts"
