Division 	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	Cost Centre / WBS Element 	Cost Centre/WBS Element Description 	G/L Account	G/L Account Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	1524-8	2011-06-29	2011-06-29	FACEBOOK.COM*PWE7322C2	50.16	CAD	50.00	USD	AH0101	HS-MH-PUB-FORT YORK	4414	ADVERTISING & PROMOTION	7311	Advertising Services	Online Advertising for Canada Day at Fort York
ECONOMIC DEVELOPMENT & CULTURE	1527-6	2011-06-30	2011-06-30	FACEBOOK.COM*MDG7322C2	49.60	CAD	50.00	USD	AH0101	HS-MH-PUB-FORT YORK	4414	ADVERTISING & PROMOTION	7311	Advertising Services	Online Advertising for Canada Day at Fort York
					772.19	CAD	570.41	CAD							
							200.59	USD							
"PARKS, FORESTRY & RECREATION"	1513-2	2011-06-18	2011-06-21	CDN TIRE STORE #00175	51.92	CAD	51.92	CAD	P02375	KIDSTOWN POOL-LEISUR	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	beehive/ wasp
"PARKS, FORESTRY & RECREATION"	1515-5	2011-06-18	2011-06-22	ZELLERS #497	56.45	CAD	56.45	CAD	P02392	AGINCOURT POOL-PGM S	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	clear bins
					108.37	CAD	108.37	CAD							
LONG TERM CARE HOMES	1484-9	2011-05-31	2011-06-02	CREATIVE FORCASTING IN	84.47	CAD	84.00	USD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	7399	Business Services - Not Elsewhere Classi	PROGRAM SUPPLIES
LONG TERM CARE HOMES	1485-7	2011-06-02	2011-06-03	MR PRINTER	117.29	CAD	117.29	CAD	D3G011	TRU DAVIDSN A-PA-OA	2999	MISCELLANEOUS MATERIALS & SUPPLIES	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING MATERIAL
LONG TERM CARE HOMES	1488-6	2011-06-03	2011-06-06	STAPLES STORE #159	45.19	CAD	45.19	CAD	D3G011	TRU DAVIDSN A-PA-OA	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5943	"Office, School Supply, and Stationery St"	USB MEMORY STICK
LONG TERM CARE HOMES	1488-7	2011-06-03	2011-06-06	IT'S MY PARTY	74.58	CAD	74.58	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5947	"Card, Gift, Novelty, and Souvenir Shops"	BALLOONS FOR VOLUNTEER APPRECIATION
LONG TERM CARE HOMES	1488-8	2011-06-03	2011-06-06	THERAPEUTIC RECREATION	500.00	CAD	500.00	CAD	D3Z011	REGIONAL SVC-PGM ADM	2999	MISCELLANEOUS MATERIALS & SUPPLIES	8398	"Organizations, Charitable and Social Ser"	TRO CONFERENCE  
LONG TERM CARE HOMES	1488-9	2011-06-04	2011-06-06	SHOPPERSDRUGMART1281	74.65	CAD	74.65	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5912	"Drug Stores, Pharmacies"	COSMETICS FOR RECREATION PROGRAM
LONG TERM CARE HOMES	1494-4	2011-06-04	2011-06-08	YOUR DOLLAR STORE WITH	128.37	CAD	128.37	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5999	Miscellaneous and Specialty Retail Store	CRAFT SUPPLIES FOR RECREATION PROGRAM
LONG TERM CARE HOMES	1497-4	2011-06-08	2011-06-09	FABRIC TOWN 1	78.77	CAD	78.77	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5949	"Fabric, Needlework, Piece Goods, and Sew"	DECORATING MATERIAL
LONG TERM CARE HOMES	1505-2	2011-06-14	2011-06-15	TOYS R US #3581	47.38	CAD	47.38	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5945	"Game, Toy, and Hobby Shops"	DECORATING MATERIAL
LONG TERM CARE HOMES	1506-1	2011-06-14	2011-06-16	WAL-MART #3159	30.55	CAD	30.55	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	BAKING PROGRAM SUPPLIES
LONG TERM CARE HOMES	1521-2	2011-06-24	2011-06-27	IT'S MY PARTY	66.67	CAD	66.67	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5947	"Card, Gift, Novelty, and Souvenir Shops"	BALLOONS FOR FLAG RAISING EVENT
LONG TERM CARE HOMES	1523-4	2011-06-24	2011-06-28	EMPIRE MUSIC CO LTD	193.14	CAD	193.14	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5733	"Music Stores - Musical Instruments, Pian"	MUSIC THERAPY SUPPLIES
LONG TERM CARE HOMES	1523-5	2011-06-27	2011-06-28	SAMMONS PRESTON CANADA	260.06	CAD	260.06	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5047	Laboratory/Medical/Dental/Ophthalmic Hos	OT REHAB SUPPLIES
LONG TERM CARE HOMES	1527-7	2011-06-28	2011-06-30	ZELLERS #453	20.31	CAD	20.31	CAD	D3G083	TRU DAVIDSN A-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	BASKET FOR FUND RAISING RAFFLE
					"1,721.43"	CAD	"1,636.96"	CAD							
							84.00	USD							
SOLID WASTE MANAGEMENT	1511-6	2011-06-17	2011-06-20	THE HOME DEPOT #7134	85.42	CAD	85.42	CAD	SW0011	MECHANICAL&ELECTRICA	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5200	Home Supply Warehouse	2# PHILLIPS
SOLID WASTE MANAGEMENT	1515-6	2011-06-20	2011-06-22	THE HOME DEPOT #7114	587.57	CAD	587.57	CAD	SW0011	MECHANICAL&ELECTRICA	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5200	Home Supply Warehouse	31X30VC-SL
SOLID WASTE MANAGEMENT	1521-3	2011-06-23	2011-06-27	THE HOME DEPOT #7078	27.61	CAD	27.61	CAD	SW0011	MECHANICAL&ELECTRICA	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5200	Home Supply Warehouse	SHIMS
					700.60	CAD	700.60	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1482-5	2011-05-30	2011-06-01	THE HOME DEPOT #7134	12.98	CAD	12.98	CAD	AH0029	CD-AM-FAC-METRO HALL	2535	PLUMBING SUPPLIES	5200	Home Supply Warehouse	"PIPE WRAP 4"" - plumbing supplies"
ECONOMIC DEVELOPMENT & CULTURE	1511-7	2011-06-16	2011-06-20	EXCLUSIVE PAINTS LIMIT	66.56	CAD	66.56	CAD	AH0029	CD-AM-FAC-METRO HALL	2715	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	5231	"Glass, Paint, Wallpaper Stores"	oil paint and mineral spirits
ECONOMIC DEVELOPMENT & CULTURE	1524-9	2011-06-27	2011-06-29	THE HOME DEPOT #7073	87.94	CAD	87.94	CAD	AH0029	CD-AM-FAC-METRO HALL	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5200	Home Supply Warehouse	ASPH. REPAIR
					167.48	CAD	167.48	CAD							
TORONTO WATER	1492-9	2011-06-06	2011-06-07	TIM HORTONS #3156# QTH	23.09	CAD	23.09	CAD	WW1060	HCTP PLANT ADMIN SUP	4820	BUSINESS MEETING EXPENSES	5814	Quick Payment Service - Fast-Food Restau	COFFEE
					23.09	CAD	23.09	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1482-6	2011-05-31	2011-06-01	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	AH0014	AS-PS-CDE-METRO HALL	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	parking for staff training
ECONOMIC DEVELOPMENT & CULTURE	1499-6	2011-06-09	2011-06-10	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	AH0014	AS-PS-CDE-METRO HALL	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	parking for staff meeting
ECONOMIC DEVELOPMENT & CULTURE	1509-8	2011-06-16	2011-06-17	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	AH0014	AS-PS-CDE-METRO HALL	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	parking for Youth program meeting at Metro Hall
ECONOMIC DEVELOPMENT & CULTURE	1521-4	2011-06-23	2011-06-27	"TPA/GREEN ""P""      QPL"	14.00	CAD	14.00	CAD	AH0014	AS-PS-CDE-METRO HALL	4770	PARKING EXPENSES (INTOWN)	7523	Automobile Parking Lots and Garages	parking for staff meeting
					48.00	CAD	48.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1485-8	2011-06-01	2011-06-03	PAYPAL *GREATERTORO	56.50	CAD	56.50	CAD	ED0170	ECONOMIC DEVELOPMENT	4118	TICKETS AND ADMISSION FEES	8999	Professional Services - Not Elsewhere Cl	Ticket - Breakfast Club meeting
ECONOMIC DEVELOPMENT & CULTURE	1497-5	2011-06-07	2011-06-09	PAYPAL *BCCC CHAMBE	50.00	CAD	50.00	CAD	ED0170	ECONOMIC DEVELOPMENT	4118	TICKETS AND ADMISSION FEES	9399	Government Services - Not Elsewhere Clas	Ticket - Breakfast seminar
					106.50	CAD	106.50	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1511-8	2011-06-17	2011-06-20	AUTO SHARE CAR SHARING	53.40	CAD	53.40	CAD	CWW465-02	2006 PUMPING STATION UPGRADES	4510	RENTAL OF VEHICLES AND EQUIPMENT	7512	Automobile Rental Agency - Not Elsewhere	Vehicle rental
					53.40	CAD	53.40	CAD							
LONG TERM CARE HOMES	1521-5	2011-06-23	2011-06-27	PARTY PACKAGERS (MATHE	91.25	CAD	91.25	CAD	D3K083	LAKESHR LDGE-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5999	Miscellaneous and Specialty Retail Store	Canada Day decoration
LONG TERM CARE HOMES	1521-6	2011-06-23	2011-06-27	PARTY PACKAGERS (MATHE	193.44	CAD	193.44	CAD	D3K083	LAKESHR LDGE-PS-PS	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5999	Miscellaneous and Specialty Retail Store	Summer Gala decoration
					284.69	CAD	284.69	CAD							
SOLID WASTE MANAGEMENT	1511-9	2011-06-16	2011-06-20	INVESTMENTS HARDWARE L	160.66	CAD	160.66	CAD	SW0011	MECHANICAL&ELECTRICA	2575	ELECTRICAL SUPPLIES	5046	Commercial Equipment Not Elsewhere Class	DRILLBITSDSSDEW - DEWALT DW-
					160.66	CAD	160.66	CAD							
"PARKS, FORESTRY & RECREATION"	1511-10	2011-06-19	2011-06-20	BELL EXPRESSVU	76.17	CAD	76.17	CAD	P07689	HERON PARK-PGM SUPP	4441	CONTRACTED SERVICES - CABLE TV	4899	Cable and Other Pay Television Services	Satellite tv for youth lounge
					76.17	CAD	76.17	CAD							
"PARKS, FORESTRY & RECREATION"	1513-3	2011-06-17	2011-06-21	LCBO #804	-137.01	CAD	-137.01	CAD	P12183	LEASIDE CURLING-SPEC	2760	ALCOHOLIC BEVERAGES	5921	"Package Stores, Beer, Wine, Liquor"	bar supplies returned due to possible closure
"PARKS, FORESTRY & RECREATION"	1513-4	2011-06-17	2011-06-21	LCBO #804	-135.24	CAD	-135.24	CAD	P12183	LEASIDE CURLING-SPEC	2760	ALCOHOLIC BEVERAGES	5921	"Package Stores, Beer, Wine, Liquor"	bar supplies returned due to possible closure
"PARKS, FORESTRY & RECREATION"	1513-5	2011-06-17	2011-06-21	LCBO #804	-35.55	CAD	-35.55	CAD	P12183	LEASIDE CURLING-SPEC	2660	FOOTWEAR	5921	"Package Stores, Beer, Wine, Liquor"	bar supplies returned due to possible closure
"PARKS, FORESTRY & RECREATION"	1513-6	2011-06-17	2011-06-21	LCBO #804	-505.99	CAD	-505.99	CAD	P12183	LEASIDE CURLING-SPEC	2760	ALCOHOLIC BEVERAGES	5921	"Package Stores, Beer, Wine, Liquor"	bar supplies returned due to possible closure
"PARKS, FORESTRY & RECREATION"	1513-7	2011-06-17	2011-06-21	LCBO #804	-126.00	CAD	-126.00	CAD	P12183	LEASIDE CURLING-SPEC	2760	ALCOHOLIC BEVERAGES	5921	"Package Stores, Beer, Wine, Liquor"	bar supplies returned due to possible closure
					-939.79	CAD	-939.79	CAD							
PUBLIC HEALTH	1494-5	2011-06-07	2011-06-08	ST JOHN AMBULANCE	298.00	CAD	298.00	CAD	PH3515	IP/SAP	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	8299	Educational Services	St.John Ambulance-Conference Reg. Fee for 2 @ $149
					298.00	CAD	298.00	CAD							
"PARKS, FORESTRY & RECREATION"	1485-9	2011-06-01	2011-06-03	CDN TIRE STORE #00459	48.57	CAD	48.57	CAD	P06876	N-CTRL-OPERATIONS	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	various hardware items
"PARKS, FORESTRY & RECREATION"	1485-10	2011-06-02	2011-06-03	ALPINE LAWN   GARDEN E	617.88	CAD	617.88	CAD	P06876	N-CTRL-OPERATIONS	3099	GENERAL EQUIPMENT	5261	Lawn and Garden Supply Stores	"trimmer,blower/vacuum& acc"
"PARKS, FORESTRY & RECREATION"	1492-10	2011-06-03	2011-06-07	CDN TIRE STORE #00459	14.67	CAD	14.67	CAD	P07726	N TORONTO-OPERATIONS	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	cable ties
"PARKS, FORESTRY & RECREATION"	1505-3	2011-06-14	2011-06-15	FUTURE SHOP #71	22.59	CAD	22.59	CAD	P06876	N-CTRL-OPERATIONS	3020	M & E - COMMUNICATIONS	5732	Electronic Sales	phone car charger
"PARKS, FORESTRY & RECREATION"	1516-4	2011-06-21	2011-06-23	SP S COMM SWIMMING POO	754.16	CAD	754.16	CAD	P07659	DOUGLAS SNOW-OPERATI	2570	JANITORIAL SUPPLIES	5996	Swimming Pools - Sales and Supplies	pool cleaning supplies
"PARKS, FORESTRY & RECREATION"	1521-7	2011-06-23	2011-06-27	THE HOME DEPOT #7132	145.66	CAD	145.66	CAD	P01183	LEDBURY PK-OPS	2560	JANITORIAL SUPPLIES	5200	Home Supply Warehouse	TREE RING
					"1,603.53"	CAD	"1,603.53"	CAD							
EMERGENCY MEDICAL SERVICES	1482-7	2011-05-31	2011-06-01	STAPLES STORE #57	-322.39	CAD	-322.39	CAD	B31100	COMM SYSTEMS SUPPORT	2010	STATIONERY AND OFFICE SUPPLIES	5943	"Office, School Supply, and Stationery St"	RETURN - PRINTER
EMERGENCY MEDICAL SERVICES	1484-10	2011-05-30	2011-06-02	MAC TOOLS	47.71	CAD	47.71	CAD	B33100	COMM CTR OPERATIONS	2199	MISCELLANEOUS PARTS	5013	Motor Vehicle Supplies and New Parts	TRIM REMOVAL TOOL
EMERGENCY MEDICAL SERVICES	1484-11	2011-06-01	2011-06-02	DATA INTEGRITY INC.	243.40	CAD	243.40	CAD	B31100	COMM SYSTEMS SUPPORT	2010	STATIONERY AND OFFICE SUPPLIES	7372	"Computer Programming, Integrated Systems"	PRINTER
EMERGENCY MEDICAL SERVICES	1484-12	2011-06-01	2011-06-02	GRAYBAR ELECTRIC ONT L	"1,988.80"	CAD	"1,988.80"	CAD	B31100	COMM SYSTEMS SUPPORT	2199	MISCELLANEOUS PARTS	5065	Electrical Parts and Equipment	NYLON TIES
EMERGENCY MEDICAL SERVICES	1513-8	2011-06-17	2011-06-21	SPAENAUR COUNTER SALES	213.55	CAD	213.55	CAD	B31100	COMM SYSTEMS SUPPORT	2199	MISCELLANEOUS PARTS	5967	Direct Marketing - Inbound Telemarketing	THREADED INSERTS
EMERGENCY MEDICAL SERVICES	1515-7	2011-06-20	2011-06-22	THE HOME DEPOT #7129	28.34	CAD	28.34	CAD	B31100	COMM SYSTEMS SUPPORT	2199	MISCELLANEOUS PARTS	5200	Home Supply Warehouse	"1/2"" ENT"
EMERGENCY MEDICAL SERVICES	1516-5	2011-06-21	2011-06-23	THE HOME DEPOT #7129	163.93	CAD	163.93	CAD	B31100	COMM SYSTEMS SUPPORT	2199	MISCELLANEOUS PARTS	5200	Home Supply Warehouse	1GANG CVR
EMERGENCY MEDICAL SERVICES	1521-8	2011-06-25	2011-06-27	PREMIER FARNEL00000018	38.31	CAD	38.31	CAD	B31100	COMM SYSTEMS SUPPORT	2199	MISCELLANEOUS PARTS	5065	Electrical Parts and Equipment	ELECTRICAL PARTS
					"2,401.65"	CAD	"2,401.65"	CAD							
"PARKS, FORESTRY & RECREATION"	1494-6	2011-06-07	2011-06-08	ROYAL HM HWRE #1274-8	14.20	CAD	14.20	CAD	P00155	TOR ISLANDS-TURF&HOR	2620	ANIMAL CARE SUPPLIES	5251	Hardware Stores	supplies for farm
"PARKS, FORESTRY & RECREATION"	1499-7	2011-06-09	2011-06-10	TCO AGROMART LTD.	211.01	CAD	211.01	CAD	P00155	TOR ISLANDS-TURF&HOR	2620	ANIMAL CARE SUPPLIES	5251	Hardware Stores	fly spray
					225.21	CAD	225.21	CAD							
"PARKS, FORESTRY & RECREATION"	1527-8	2011-06-28	2011-06-30	THE HOME DEPOT #7011	31.30	CAD	31.30	CAD	P07668	ALDERWOOD POOL-PGM S	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	BLUE36MMX54M
					31.30	CAD	31.30	CAD							
"PARKS, FORESTRY & RECREATION"	1484-13	2011-05-30	2011-06-02	M-K POWER PRODUCTS COR	116.82	CAD	116.82	CAD	P00409	N-EAST1-TURF&HORT	2710	GENERAL HARDWARE	5533	"Automotive Parts, Accessories Stores"	hydraulic hose
"PARKS, FORESTRY & RECREATION"	1488-10	2011-06-02	2011-06-06	THE HOME DEPOT #7073	109.21	CAD	109.21	CAD	P00409	N-EAST1-TURF&HORT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	ADHESIVE
"PARKS, FORESTRY & RECREATION"	1488-11	2011-06-03	2011-06-06	LAWSON PRODUCTS INC	528.13	CAD	528.13	CAD	P00409	N-EAST1-TURF&HORT	2710	GENERAL HARDWARE	7399	Business Services - Not Elsewhere Classi	"discs,gloves,air nipple pad disc nuts"
"PARKS, FORESTRY & RECREATION"	1492-11	2011-06-06	2011-06-07	CHAMBERS   COOKE (1968	221.52	CAD	221.52	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	hoses
"PARKS, FORESTRY & RECREATION"	1492-12	2011-06-06	2011-06-07	ALPINE LAWN   GARDEN E	293.36	CAD	293.36	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	"manifold,unloader stem,set auto cut"
"PARKS, FORESTRY & RECREATION"	1494-7	2011-06-07	2011-06-08	B E LARKIN EQUIPMENT L	87.09	CAD	87.09	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	"pipe, o rings"
"PARKS, FORESTRY & RECREATION"	1497-6	2011-06-08	2011-06-09	CHAMBERS   COOKE (1968	28.63	CAD	28.63	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	hoses
"PARKS, FORESTRY & RECREATION"	1499-8	2011-06-08	2011-06-10	CHAIN SAW CLINIC LTD	689.30	CAD	689.30	CAD	P00409	N-EAST1-TURF&HORT	3080	M & E - HAND TOOLS	5722	Household Appliance Stores	STIHL trimmers
"PARKS, FORESTRY & RECREATION"	1505-4	2011-06-14	2011-06-15	WASTE CONTAINER SERVIC	558.84	CAD	558.84	CAD	P00409	N-EAST1-TURF&HORT	4440	CONTRACTED SERVICES - WASTE DISPOSAL	7394	"Equipment Rental and Leasing Services, F"	"waste bins for Jonesville/Thorncliffe,garden allot"
"PARKS, FORESTRY & RECREATION"	1511-11	2011-06-17	2011-06-20	B E LARKIN EQUIPMENT L	87.09	CAD	87.09	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	"pipe, o rings"
"PARKS, FORESTRY & RECREATION"	1513-9	2011-06-20	2011-06-21	CANADIAN MAINTENANCE	40.35	CAD	40.35	CAD	P00409	N-EAST1-TURF&HORT	2665	PROTECTIVE CLOTHING	7349	"Cleaning and Maintenance, Janitorial Ser"	impacto gloves
"PARKS, FORESTRY & RECREATION"	1527-9	2011-06-29	2011-06-30	ONTARIO BELTING   POWE	48.84	CAD	48.84	CAD	P00409	N-EAST1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5399	Miscellaneous General Merchandise	belts
					"2,809.18"	CAD	"2,809.18"	CAD							
TRANSPORTATION SERVICES 	1482-8	2011-05-31	2011-06-01	LAMPSCANADA	705.07	CAD	705.07	CAD	TP0219	RW MGMT & OVERHEAD-D	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5946	Camera and Photographic Supply Stores	
					705.07	CAD	705.07	CAD							
"PARKS, FORESTRY & RECREATION"	1485-11	2011-06-02	2011-06-03	KOOY BROS LAWN	203.34	CAD	203.34	CAD	P12858	BEACHWTRFRTMAINT	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1503-1	2011-06-13	2011-06-14	LEE VALLEY TOOLS 800-2	42.83	CAD	42.83	CAD	P12858	BEACHWTRFRTMAINT	2710	GENERAL HARDWARE	5251	Hardware Stores	short handled ho-mi digger
"PARKS, FORESTRY & RECREATION"	1506-2	2011-06-15	2011-06-16	STANLEY SECURITY SOLUT	975.00	CAD	975.00	CAD	P12858	BEACHWTRFRTMAINT	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5072	Hardware Equipment and Supplies	
"PARKS, FORESTRY & RECREATION"	1506-3	2011-06-15	2011-06-16	SPEED FASTENING SYSTEM	45.86	CAD	45.86	CAD	P12858	BEACHWTRFRTMAINT	2710	GENERAL HARDWARE	5712	"Equipment, Furniture, and Home Furnishin"	lock parts
"PARKS, FORESTRY & RECREATION"	1509-9	2011-06-16	2011-06-17	CUSTOM DOOR   LOCK SER	166.96	CAD	166.96	CAD	P12858	BEACHWTRFRTMAINT	2710	GENERAL HARDWARE	5533	"Automotive Parts, Accessories Stores"	"door parts, locks, keys"
"PARKS, FORESTRY & RECREATION"	1519-8	2011-06-22	2011-06-24	CDN TIRE STORE #00654	383.15	CAD	383.15	CAD	P12858	BEACHWTRFRTMAINT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	lock parts
					"1,817.14"	CAD	"1,817.14"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1527-10	2011-06-28	2011-06-30	THE HOME DEPOT #7073	35.27	CAD	35.27	CAD	AH0155	CD-AM-FAC-CHAPLIN C	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5200	Home Supply Warehouse	SANDPAPER
					35.27	CAD	35.27	CAD							
"PARKS, FORESTRY & RECREATION"	1482-9	2011-05-31	2011-06-01	SHOPPERS DRUG MART #96	9.82	CAD	9.82	CAD	P12663	N-GEN INTEGRATN SERV	4805	POSTAGE	9402	Postal Services - Government Only	postage
"PARKS, FORESTRY & RECREATION"	1511-12	2011-06-17	2011-06-20	FLAGHOUSE INC.	524.57	CAD	524.57	CAD	P12663	N-GEN INTEGRATN SERV	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5712	"Equipment, Furniture, and Home Furnishin"	"toys, crafts, supplies for summer camps"
"PARKS, FORESTRY & RECREATION"	1511-13	2011-06-17	2011-06-20	FLAGHOUSE INC.	158.21	CAD	158.21	CAD	P12663	N-GEN INTEGRATN SERV	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5712	"Equipment, Furniture, and Home Furnishin"	"toys, crafts, supplies for summer camps"
"PARKS, FORESTRY & RECREATION"	1519-9	2011-06-23	2011-06-24	STAPLES STORE #228	72.26	CAD	72.26	CAD	P12663	N-GEN INTEGRATN SERV	2010	STATIONERY AND OFFICE SUPPLIES	5943	"Office, School Supply, and Stationery St"	cardstock & rings for summer camp training
"PARKS, FORESTRY & RECREATION"	1521-9	2011-06-26	2011-06-27	STAPLES BUSINESS DEPOT	28.77	CAD	28.77	CAD	P12663	N-GEN INTEGRATN SERV	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	5943	"Office, School Supply, and Stationery St"	easel pads for summer camp training
"PARKS, FORESTRY & RECREATION"	1527-11	2011-06-29	2011-06-30	STAPLES BUSINESS DEPOT	38.82	CAD	38.82	CAD	P12663	N-GEN INTEGRATN SERV	2010	STATIONERY AND OFFICE SUPPLIES	5943	"Office, School Supply, and Stationery St"	"index cards & ""hello"" badge for camp training"
					832.45	CAD	832.45	CAD							
"PARKS, FORESTRY & RECREATION"	1482-10	2011-05-30	2011-06-01	CDN TIRE STORE #00459	36.14	CAD	36.14	CAD	P00415	N-WEST3-TURF&HORT	2530	BLDG REPAIRS & RENOVATION SUPPLIES	5200	Home Supply Warehouse	MISC. SUPPLIES
"PARKS, FORESTRY & RECREATION"	1485-12	2011-06-01	2011-06-03	THE HOME DEPOT #7073	23.48	CAD	23.48	CAD	P00415	N-WEST3-TURF&HORT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	FE HS FE HS
"PARKS, FORESTRY & RECREATION"	1501-8	2011-06-09	2011-06-13	THE HOME DEPOT #7012	30.71	CAD	30.71	CAD	P00415	N-WEST3-TURF&HORT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	BOLT
"PARKS, FORESTRY & RECREATION"	1501-9	2011-06-10	2011-06-13	PARADISE POOLS OF CANA	536.05	CAD	536.05	CAD	P00415	N-WEST3-TURF&HORT	2499	OTHER CHEMICALS	5996	Swimming Pools - Sales and Supplies	pool chemicals
"PARKS, FORESTRY & RECREATION"	1506-4	2011-06-15	2011-06-16	SUTTON'S DRICOCRETE	327.70	CAD	327.70	CAD	P00415	N-WEST3-TURF&HORT	2770	GRAVEL	5261	Lawn and Garden Supply Stores	aggregates
"PARKS, FORESTRY & RECREATION"	1524-10	2011-06-27	2011-06-29	PLANT PRODUCTS CO. LTD	712.80	CAD	712.80	CAD	P00415	N-WEST3-TURF&HORT	2499	OTHER CHEMICALS	0763	Agricultural Cooperatives	pesticide
"PARKS, FORESTRY & RECREATION"	1527-12	2011-06-28	2011-06-30	THE HOME DEPOT #7012	23.12	CAD	23.12	CAD	P00415	N-WEST3-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	PAINT 236ML
					"1,690.00"	CAD	"1,690.00"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1519-10	2011-06-23	2011-06-24	BRT DISTRIBUTING INC	541.20	CAD	541.20	CAD	AH0098	HS-MH-PUB-MONTGOMERY	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5995	Pet Shops - Pet Food and Supplies	Full cord split firewood & 6 bgs kindling
					541.20	CAD	541.20	CAD							
EMERGENCY MEDICAL SERVICES	1488-12	2011-06-02	2011-06-06	THE HOME DEPOT #7013	7.13	CAD	7.13	CAD	B46752	OPS - DISTRICT 3	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	SCREWS
