Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
EMERGENCY MEDICAL SERVICES	1388-3	03-28-2011	03-29-2011	ASCOT UNIFORMS AND REG	337.59	CAD	337.59	CAD	2670	UNIFORMS	B46700	ALS OPERATIONS	7296	"Clothing Rental - Costumes, Uniforms and"	UNIFORM ALTERATION
EMERGENCY MEDICAL SERVICES	1390-8	03-29-2011	03-30-2011	JOE DROUIN ENTREPRISES	219.36	CAD	219.36	CAD	2670	UNIFORMS	B46700	ALS OPERATIONS	5699	Accessory  and Apparel Stores - Miscella	"COURT MOUNT, RIBBONS, TRILLIUM DEVICES"
EMERGENCY MEDICAL SERVICES	1392-6	03-30-2011	03-31-2011	SUPERMART # 304 / TREN	231.45	CAD	231.45	CAD	2670	UNIFORMS	B46700	ALS OPERATIONS	9399	Government Services - Not Elsewhere Clas	WATER
					"5,976.93"	CAD	"5,976.93"	CAD							
TRANSPORTATION SERVICES 	1379-5	03-20-2011	03-22-2011	THE HOME DEPOT #7249	432.78	CAD	432.78	CAD	2710	GENERAL HARDWARE	TP0397	SIGN INSTALL & MNTCE	5200	Home Supply Warehouse	TOOLS
TRANSPORTATION SERVICES 	1383-3	03-22-2011	03-24-2011	CDN TIRE STORE #00294	643.67	CAD	643.67	CAD	2082	HEALTH & SAFETY SUPPLIES	TP0399	SIGNS/MKGS MGMT & OH	5200	Home Supply Warehouse	Grid Iron step floor tiles
					"1,076.45"	CAD	"1,076.45"	CAD							
"PARKS, FORESTRY & RECREATION"	1351-6	03-02-2011	03-04-2011	THE HOME DEPOT #7107	288.68	CAD	288.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	HANDIPAC 1.5
"PARKS, FORESTRY & RECREATION"	1361-9	03-08-2011	03-09-2011	SHERIDAN NURSERIES H/O	353.13	CAD	353.13	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1388-4	03-28-2011	03-29-2011	STAPLES STORE #26	173.34	CAD	173.34	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1388-5	03-28-2011	03-29-2011	ROTBLOTT'S DISCOUNT WH	140.82	CAD	140.82	CAD	2730	LOCKS	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores	
					955.97	CAD	955.97	CAD							
LONG TERM CARE HOMES	1371-5	03-14-2011	03-16-2011	HMV #787	67.78	CAD	67.78	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3L083	WESBURN-PS-PS	5735	Record Shops	DVD's for programs
					67.78	CAD	67.78	CAD							
LONG TERM CARE HOMES	1346-6	02-28-2011	03-01-2011	DARLING FLOWERS	39.55	CAD	39.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G011	TRU DAVIDSN A-PA-OA	5992	Florists	FLOWERS FOR PASTORAL SERVICE
LONG TERM CARE HOMES	1348-4	03-01-2011	03-02-2011	MR PRINTER	117.29	CAD	117.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	D3G011	TRU DAVIDSN A-PA-OA	7338	"Quick Copy, Reproduction, and Blueprinti"	ACTIVITY POSTER CALENDARS
LONG TERM CARE HOMES	1351-7	03-03-2011	03-04-2011	METRO #37          QPS	15.80	CAD	15.80	CAD	2741	FOOD COSTS	D3G083	TRU DAVIDSN A-PS-PS	5411	"Grocery Stores, Supermarkets"	NON-ALCOHOLIC BEER
LONG TERM CARE HOMES	1356-7	03-04-2011	03-08-2011	ZELLERS #453	124.28	CAD	124.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5310	Discount Stores	SKILLETS
LONG TERM CARE HOMES	1367-5	03-11-2011	03-14-2011	BROUGHTON'S	8.98	CAD	8.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5942	Book Stores	RELIGIOUS ASHES
LONG TERM CARE HOMES	1369-6	03-11-2011	03-15-2011	YOUR DOLLAR STORE WITH	275.27	CAD	275.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	5999	Miscellaneous and Specialty Retail Store	RECREATION SUPPLIES
LONG TERM CARE HOMES	1373-7	03-14-2011	03-17-2011	UNIVERSAL MEDIA	"1,129.98"	CAD	"1,129.98"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	7311	Advertising Services	ON-LINE BUSINESS GUIDE & HEALTH GUIDE
LONG TERM CARE HOMES	1373-8	03-14-2011	03-17-2011	UNIVERSAL MEDIA	"1,152.57"	CAD	"1,152.57"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	7311	Advertising Services	ON-LINE BUSINESS GUIDE & HEALTH GUIDE
LONG TERM CARE HOMES	1373-9	03-14-2011	03-17-2011	UNIVERSAL MEDIA	"-1,152.57"	CAD	"-1,152.57"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3G083	TRU DAVIDSN A-PS-PS	7311	Advertising Services	ON-LINE BUSINESS GUIDE & HEALTH GUIDE
					"1,711.15"	CAD	"1,711.15"	CAD							
"PARKS, FORESTRY & RECREATION"	1346-7	02-25-2011	03-01-2011	PARTY PACKAGERS (770 L	10.10	CAD	10.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12049	NEW TOR-COMM CTR-PGM	5999	Miscellaneous and Specialty Retail Store	
					10.10	CAD	10.10	CAD							
SOLID WASTE MANAGEMENT	1361-10	03-07-2011	03-09-2011	THE HOME DEPOT #7134	53.90	CAD	53.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	INT EGG DB
SOLID WASTE MANAGEMENT	1383-4	03-23-2011	03-24-2011	ADVANCE BUILDING SUPPL	406.63	CAD	406.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0825	DUFFERIN TS OPER	5211	"Building Materials, Lumber Stores"	
SOLID WASTE MANAGEMENT	1390-9	03-28-2011	03-30-2011	THE HOME DEPOT #7001	176.02	CAD	176.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0820	VICTORIA PARK TS OPE	5200	Home Supply Warehouse	7KG COMPND
SOLID WASTE MANAGEMENT	1390-10	03-28-2011	03-30-2011	THE HOME DEPOT #7078	82.07	CAD	82.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0825	DUFFERIN TS OPER	5200	Home Supply Warehouse	SCREWS
					718.62	CAD	718.62	CAD							
EMERGENCY MEDICAL SERVICES	1346-8	02-25-2011	03-01-2011	ONTARIO LAUNDRY SYSTEM	169.62	CAD	169.62	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B43300	EQUIPMENT RETRIEVAL	5999	Miscellaneous and Specialty Retail Store	MACHINE REPAIR
EMERGENCY MEDICAL SERVICES	1346-9	02-28-2011	03-01-2011	ITM INSTRUMENTS INC.	830.55	CAD	830.55	CAD	3099	GENERAL EQUIPMENT	B43300	EQUIPMENT RETRIEVAL	5085	Industrial Supplies Not Elsewhere Classi	O2 KIT CALIBRATION
EMERGENCY MEDICAL SERVICES	1348-5	03-01-2011	03-02-2011	CONCORD HARDWARE LIMIT	132.78	CAD	132.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B43300	EQUIPMENT RETRIEVAL	5251	Hardware Stores	"SPLIT KEYRING, OVAL SLEEVES"
EMERGENCY MEDICAL SERVICES	1354-5	03-04-2011	03-07-2011	ALLIED MEDICAL INSTRUM	383.63	CAD	383.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	B43300	EQUIPMENT RETRIEVAL	5047	Laboratory/Medical/Dental/Ophthalmic Hos	"GAUGE FOR TOTE L-VAC, REPLACEMENT HEAD, KNOB"
EMERGENCY MEDICAL SERVICES	1356-8	03-08-2011	03-08-2011	ULINE	238.16	CAD	238.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B43300	EQUIPMENT RETRIEVAL	5964	Direct Marketing - Catalog Merchants	FREIGHT
EMERGENCY MEDICAL SERVICES	1361-11	03-09-2011	03-09-2011	ULINE	471.44	CAD	471.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B43300	EQUIPMENT RETRIEVAL	5964	Direct Marketing - Catalog Merchants	FREIGHT
EMERGENCY MEDICAL SERVICES	1371-6	03-15-2011	03-16-2011	STAPLES STORE #1	750.50	CAD	750.50	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	B43300	EQUIPMENT RETRIEVAL	5943	"Office, School Supply, and Stationery St"	PRINTER CARTRIDGES
EMERGENCY MEDICAL SERVICES	1388-6	03-24-2011	03-29-2011	ALLIED MEDICAL INSTRUM	"1,134.18"	CAD	"1,134.18"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	B43300	EQUIPMENT RETRIEVAL	5047	Laboratory/Medical/Dental/Ophthalmic Hos	"GAUGE & REPLACEMENT HEAD FOR TOTEL-VAC, RESTRICTOR"
					"4,110.86"	CAD	"4,110.86"	CAD							
"PARKS, FORESTRY & RECREATION"	1361-12	03-08-2011	03-09-2011	LOBLAWS #1066      QPS	19.72	CAD	19.72	CAD	2570	JANITORIAL SUPPLIES	P10915	CENTENNIAL SKI CTR-S	5411	"Grocery Stores, Supermarkets"	lysol cleaner
"PARKS, FORESTRY & RECREATION"	1381-7	03-21-2011	03-23-2011	RONA # 55130	28.27	CAD	28.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10911	CENTENNIAL SKI CTR-P	5251	Hardware Stores	"duct tape, masking tape"
"PARKS, FORESTRY & RECREATION"	1388-7	03-28-2011	03-29-2011	KUUSPORT MANUFCTURING	146.87	CAD	146.87	CAD	2570	JANITORIAL SUPPLIES	P10915	CENTENNIAL SKI CTR-S	5655	"Sports Apparel, Riding Apparel Stores"	wax remover
					194.86	CAD	194.86	CAD							
"PARKS, FORESTRY & RECREATION"	1375-4	03-16-2011	03-18-2011	THE HOME DEPOT #7012	10.16	CAD	10.16	CAD	2535	PLUMBING SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5200	Home Supply Warehouse	DRAIN OPEN
"PARKS, FORESTRY & RECREATION"	1379-6	03-21-2011	03-22-2011	VALLEYVIEW GARDENS HK	163.32	CAD	163.32	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00271	E-SOUTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	plants
					173.48	CAD	173.48	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1356-9	03-07-2011	03-08-2011	LOWES #02640*	33.67	CAD	33.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0153	CD-AM-FAC-MCKENZIE H	5200	Home Supply Warehouse	300 ML SILICONE II K B CLEAR
ECONOMIC DEVELOPMENT & CULTURE	1367-6	03-11-2011	03-14-2011	THE HOME DEPOT #7073	14.67	CAD	14.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0153	CD-AM-FAC-MCKENZIE H	5200	Home Supply Warehouse	SILICNE2 K/B-silicone caulking
ECONOMIC DEVELOPMENT & CULTURE	1367-7	03-11-2011	03-14-2011	THE HOME DEPOT #7073	-7.34	CAD	-7.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0153	CD-AM-FAC-MCKENZIE H	5200	Home Supply Warehouse	SILICNE2 K/B-silicone caulking
ECONOMIC DEVELOPMENT & CULTURE	1375-5	03-16-2011	03-18-2011	THE HOME DEPOT #7134	183.07	CAD	183.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	1X4X8 KNOT P-lumber
ECONOMIC DEVELOPMENT & CULTURE	1377-8	03-17-2011	03-21-2011	THE HOME DEPOT #7134	13.07	CAD	13.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	SCREWS
ECONOMIC DEVELOPMENT & CULTURE	1377-9	03-17-2011	03-21-2011	THE HOME DEPOT #7134	-11.68	CAD	-11.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0152	CD-AM-FAC-COLBORNE L	5200	Home Supply Warehouse	2X2X8 KNOT P-lumber
ECONOMIC DEVELOPMENT & CULTURE	1383-5	03-22-2011	03-24-2011	THE HOME DEPOT #7013	176.14	CAD	176.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0154	CD-AM-FAC-FORT YORK	5200	Home Supply Warehouse	3/4 FIR PLY-plywood
					401.60	CAD	401.60	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1349-3	03-02-2011	03-03-2011	FRESHCO #9747 QPS	24.45	CAD	24.45	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0014	AS-PS-CDE-METRO HALL	5411	"Grocery Stores, Supermarkets"	food for youth programing
ECONOMIC DEVELOPMENT & CULTURE	1354-6	03-03-2011	03-07-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking - work downtown for program
ECONOMIC DEVELOPMENT & CULTURE	1356-10	03-06-2011	03-08-2011	PRECISE PARKLINK   QPS	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking - work downtown for program
ECONOMIC DEVELOPMENT & CULTURE	1373-10	03-16-2011	03-17-2011	BATALA SUPERMARKET QPS	14.72	CAD	14.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5411	"Grocery Stores, Supermarkets"	"juice,snacks for youth C27"
ECONOMIC DEVELOPMENT & CULTURE	1377-10	03-17-2011	03-21-2011	ARTS FOR CHILDREN AND	"1,226.44"	CAD	"1,226.44"	CAD	4085	PROF & TECH-MGMT	AH0014	AS-PS-CDE-METRO HALL	8398	"Organizations, Charitable and Social Ser"	curatorial services Mosaic for Hope
ECONOMIC DEVELOPMENT & CULTURE	1377-11	03-17-2011	03-21-2011	PRECISE PARKLINK   QPS	19.75	CAD	19.75	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking - work downtown for program
ECONOMIC DEVELOPMENT & CULTURE	1384-2	03-23-2011	03-25-2011	PAYPAL *URBANNONVIO	"1,492.00"	CAD	"1,492.00"	CAD	4085	PROF & TECH-MGMT	AH0014	AS-PS-CDE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	curatorial services for UNIFFECT
ECONOMIC DEVELOPMENT & CULTURE	1386-5	03-26-2011	03-28-2011	GUILDWOOD VALU-MART #2	16.15	CAD	16.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5411	"Grocery Stores, Supermarkets"	food for youth program -apples (reception)
ECONOMIC DEVELOPMENT & CULTURE	1386-6	03-26-2011	03-28-2011	PIZZA PIZZA 273    QPS	30.42	CAD	30.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	food for youth program  (reception)
ECONOMIC DEVELOPMENT & CULTURE	1390-11	03-28-2011	03-30-2011	"TPA/GREEN ""P""      QPL"	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	parking - work downtown for program
ECONOMIC DEVELOPMENT & CULTURE	1392-7	03-30-2011	03-31-2011	FRESHCO #9747 QPS	18.99	CAD	18.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0014	AS-PS-CDE-METRO HALL	5411	"Grocery Stores, Supermarkets"	"apples, juice -food for youth leadership program"
					"2,875.67"	CAD	"2,875.67"	CAD							
TORONTO WATER	1371-7	03-16-2011	03-16-2011	TIGERDIRECT.CA	384.15	CAD	384.15	CAD	3410	COMPUTERS - HARDWARE	WW1060	HCTP PLANT ADMIN SUP	5964	Direct Marketing - Catalog Merchants	Back-up hard drive - emergency
TORONTO WATER	1383-6	03-23-2011	03-24-2011	TIGERDIRECT.CA	9.58	CAD	9.58	CAD	3410	COMPUTERS - HARDWARE	WW1060	HCTP PLANT ADMIN SUP	5964	Direct Marketing - Catalog Merchants	DISPOSAL : Back-up hard drive - emergency
					393.73	CAD	393.73	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1354-7	03-03-2011	03-07-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	"parking - Meeting at Metro Hall, re:C27"
ECONOMIC DEVELOPMENT & CULTURE	1375-6	03-17-2011	03-18-2011	GWARTZMAN'S ART SUPPLI	26.18	CAD	26.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	5231	"Glass, Paint, Wallpaper Stores"	Roll of Myler paper for C27 stencil program
ECONOMIC DEVELOPMENT & CULTURE	1377-12	03-18-2011	03-21-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0014	AS-PS-CDE-METRO HALL	7523	Automobile Parking Lots and Garages	"Parking - Meeting at Metro Hall,  re:C27"
					58.18	CAD	58.18	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1351-8	03-03-2011	03-04-2011	THE SOURCE 5180	23.87	CAD	23.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WE0007	COMMUNICATIONS	5732	Electronic Sales	Batteries for digital camera
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1379-7	03-21-2011	03-22-2011	LIBERTY NOODLE	"1,130.00"	CAD	"1,130.00"	CAD	4590	RENTAL - OTHER	CTP810-02-02	ADVERTISING - EA STUDIES	5812	"Eating Places, Restaurants"	Room rental
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	1386-7	03-24-2011	03-28-2011	AFFILIATED AGENTS EN D	28.41	CAD	28.41	CAD	4995	OTHER EXPENSES	WE0007	COMMUNICATIONS	6211	Securities - Brokers/Dealers	
					"1,182.28"	CAD	"1,182.28"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1363-2	03-09-2011	03-10-2011	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0139	EN-PSU-PSUP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - STAFF MEETING
ECONOMIC DEVELOPMENT & CULTURE	1369-7	03-14-2011	03-15-2011	TORONTO PARKING AUTHOR	9.50	CAD	9.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0139	EN-PSU-PSUP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - ENTERPRISE TORONTO MEETING
ECONOMIC DEVELOPMENT & CULTURE	1384-3	03-23-2011	03-25-2011	MENKE5000YONGE 0322 13	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0139	EN-PSU-PSUP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - ET TRAINING SESSION
					26.00	CAD	26.00	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1346-10	02-28-2011	03-01-2011	CARR MCLEAN LTD	694.52	CAD	694.52	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5943	"Office, School Supply, and Stationery St"	"volara, filmoplast tape, dry clean sponges, etc"
ECONOMIC DEVELOPMENT & CULTURE	1371-8	03-10-2011	03-16-2011	GREEN CLEANERS	173.56	CAD	173.56	CAD	4085	PROF & TECH-MGMT	AH0056	HS-MH-CLM-98 ATLANTI	7216	Dry Cleaners	dry cleaning of exhibit reproductions
					868.08	CAD	868.08	CAD							
LONG TERM CARE HOMES	1369-8	03-14-2011	03-15-2011	4IMPRINT	189.28	CAD	189.28	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3K083	LAKESHR LDGE-PS-PS	5969	Direct Marketing - Other Direct Marketer	Gift for Volunteers' - Notepad
					189.28	CAD	189.28	CAD							
SOLID WASTE MANAGEMENT	1383-7	03-23-2011	03-24-2011	ADI - T1	190.96	CAD	190.96	CAD	2575	ELECTRICAL SUPPLIES	SW0835	COMMISSIONER TS OPER	6211	Securities - Brokers/Dealers	TR
SOLID WASTE MANAGEMENT	1390-12	03-29-2011	03-30-2011	ADI - T1	157.71	CAD	157.71	CAD	2575	ELECTRICAL SUPPLIES	SW0825	DUFFERIN TS OPER	6211	Securities - Brokers/Dealers	FEMLE TO BNC FEMLE-PLUG-ADPTR-STRIPPER-ADAPTER KIT
SOLID WASTE MANAGEMENT	1390-13	03-29-2011	03-30-2011	ADI - T1	54.78	CAD	54.78	CAD	2575	ELECTRICAL SUPPLIES	SW0825	DUFFERIN TS OPER	6211	Securities - Brokers/Dealers	xxxx9398
					403.45	CAD	403.45	CAD							
"PARKS, FORESTRY & RECREATION"	1365-6	03-09-2011	03-11-2011	SMILEMAKERS   00179515	179.60	CAD	179.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PGM SUPP	5111	"Stationery, Office Supplies, Printing an"	smilemakers
"PARKS, FORESTRY & RECREATION"	1367-8	03-11-2011	03-14-2011	ALL REPTILES	400.00	CAD	400.00	CAD	4102	ENTERTAINER AND BAND FEES	P07689	HERON PARK-PGM SUPP	5995	Pet Shops - Pet Food and Supplies	3 hrs reptile educational show
"PARKS, FORESTRY & RECREATION"	1367-9	03-11-2011	03-14-2011	ALL REPTILES	50.00	CAD	50.00	CAD	4102	ENTERTAINER AND BAND FEES	P07689	HERON PARK-PGM SUPP	5995	Pet Shops - Pet Food and Supplies	3 hrs reptile educational show
"PARKS, FORESTRY & RECREATION"	1377-13	03-19-2011	03-21-2011	BELL EXPRESSVU	49.17	CAD	49.17	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	bell express vu
"PARKS, FORESTRY & RECREATION"	1390-14	03-29-2011	03-30-2011	THE POTTERY SUPPLY HOU	77.98	CAD	77.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07689	HERON PARK-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	pottery supply house
					756.75	CAD	756.75	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1386-8	03-25-2011	03-28-2011	METRO#759          QPS	5.85	CAD	5.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	Dish sopa and dishwasher detergent
					5.85	CAD	5.85	CAD							
"PARKS, FORESTRY & RECREATION"	1348-6	03-01-2011	03-02-2011	CANADA CURLING STONE C	267.53	CAD	267.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12182	LEASIDE CURLING-SPEC	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1356-11	03-04-2011	03-08-2011	LCBO #804	974.85	CAD	974.85	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	hst
"PARKS, FORESTRY & RECREATION"	1365-7	03-09-2011	03-11-2011	LCBO/RAO #0164	60.12	CAD	60.12	CAD	2760	LEASIDE CURLING-SPEC	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	wine for curling club
"PARKS, FORESTRY & RECREATION"	1375-7	03-16-2011	03-18-2011	LCBO #804	746.81	CAD	746.81	CAD	2760	LEASIDE CURLING-SPEC	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	wine for curling club
"PARKS, FORESTRY & RECREATION"	1381-8	03-21-2011	03-23-2011	LCBO #804	514.82	CAD	514.82	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	hst
					"2,564.13"	CAD	"2,564.13"	CAD							
"PARKS, FORESTRY & RECREATION"	1354-8	03-04-2011	03-07-2011	THE APPLIANCE SERVICE	812.64	CAD	812.64	CAD	4462	CONTR SRV #APPLIANCE	P12542	EAST YK CURLING-SPEC	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1367-10	03-11-2011	03-14-2011	THE APPLIANCE SERVICE	406.80	CAD	406.80	CAD	4462	CONTR SRV #APPLIANCE	P12542	EAST YK CURLING-SPEC	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1373-11	03-15-2011	03-17-2011	LCBO #804	"1,481.80"	CAD	"1,481.80"	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	
					"2,701.24"	CAD	"2,701.24"	CAD							
PUBLIC HEALTH	1354-9	03-04-2011	03-07-2011	CANADIAN PUBLIC HEALTH	675.00	CAD	675.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3515	IP/SAP	8398	"Organizations, Charitable and Social Ser"	CPHA Conference
PUBLIC HEALTH	1373-12	03-15-2011	03-17-2011	DOTCOM YOUR EVENT	254.25	CAD	254.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3515	IP/SAP	4816	Computer Network/Information Services	TOPHC Conference Registration Fee
PUBLIC HEALTH	1386-9	03-24-2011	03-28-2011	ONTARIO PUBLIC HEALTH	140.00	CAD	140.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3515	IP/SAP	8099	"Health Practitioners, Medical Services -"	OPHA Workshop for 4 Staff @ $35/Staff
					"1,069.25"	CAD	"1,069.25"	CAD							
"PARKS, FORESTRY & RECREATION"	1367-11	03-10-2011	03-14-2011	ROY TURK INDUSTRIAL SA	542.17	CAD	542.17	CAD	2570	JANITORIAL SUPPLIES	P07697	CUMMER COMPLEX-OPERA	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1377-14	03-14-2011	03-21-2011	ROY TURK INDUSTRIAL SA	178.54	CAD	178.54	CAD	2570	JANITORIAL SUPPLIES	P07697	CUMMER COMPLEX-OPERA	5085	Industrial Supplies Not Elsewhere Classi	
					720.71	CAD	720.71	CAD							
EMERGENCY MEDICAL SERVICES	1354-10	03-04-2011	03-07-2011	DHL EXPRESS (CANADA) L	15.96	CAD	15.96	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	4215	"Courier Services - Air & Ground, Freight"	PROCESSING FEE
EMERGENCY MEDICAL SERVICES	1365-8	03-10-2011	03-11-2011	WAVERUNNER COMMUNICATI	102.83	CAD	102.83	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5732	Electronic Sales	ANTENNAS RE:  TAHOES
