Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	1296-124	01-22-2011	01-26-2011	DESERRES	13.45	CAD	13.45	CAD	2010	STATIONERY AND OFFICE SUPPLIES	AH0059	HS-MH-CLR-98 ATLANTI	5970	"Artist Supply Stores, Craft Shops"	white drawing ink	
					"2,068.44"	CAD	"2,068.44"	CAD								
"PARKS, FORESTRY & RECREATION"	1290-4	01-20-2011	01-21-2011	ANARON INTERNATIONAL C	519.65	CAD	519.65	CAD	2990	GIFT SHOP ITEMS FOR RESALE	P12527	RW-SH-PRS-OLYMPIUM	5941	Sporting Goods Stores		
"PARKS, FORESTRY & RECREATION"	1297-2	01-26-2011	01-27-2011	AQUAM	483.14	CAD	483.14	CAD	2990	GIFT SHOP ITEMS FOR RESALE	P12527	RW-SH-PRS-OLYMPIUM	5996	Swimming Pools - Sales and Supplies		
"PARKS, FORESTRY & RECREATION"	1302-3	01-27-2011	01-31-2011	ALL STAR SALES   SERVI	259.62	CAD	259.62	CAD	2990	GIFT SHOP ITEMS FOR RESALE	P12527	RW-SH-PRS-OLYMPIUM	5969	Direct Marketing - Other Direct Marketer		
					"1,262.41"	CAD	"1,262.41"	CAD								
"PARKS, FORESTRY & RECREATION"	1288-20	01-19-2011	01-20-2011	METRO #401         QPS	27.82	CAD	27.82	CAD	2570	JANITORIAL SUPPLIES	P10913	NY SKI CTR-SKI RENTA	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1294-19	01-24-2011	01-25-2011	NOFRILLS PATS 1330	81.51	CAD	81.51	CAD	2570	JANITORIAL SUPPLIES	P10913	NY SKI CTR-SKI RENTA	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1302-31	01-27-2011	01-31-2011	THE HOME DEPOT #7129	55.29	CAD	55.29	CAD	2570	JANITORIAL SUPPLIES	P10913	NY SKI CTR-SKI RENTA	5200	Home Supply Warehouse	ASSTBUNGEE	
"PARKS, FORESTRY & RECREATION"	1302-32	01-28-2011	01-31-2011	CDN SKI PATROL SYS CEN	127.13	CAD	127.13	CAD	2082	HEALTH & SAFETY SUPPLIES	P10908	NY SKI CTR-OPS	8699	"Organizations, Membership - Not Elsewher"		
"PARKS, FORESTRY & RECREATION"	1302-33	01-28-2011	01-31-2011	PUROLATOR COURIER #562	27.66	CAD	27.66	CAD	4815	COURIER SERVICES	P10913	NY SKI CTR-SKI RENTA	4215	"Courier Services - Air & Ground, Freight"		
					319.41	CAD	319.41	CAD								
"PARKS, FORESTRY & RECREATION"	1263-36	12-31-2010	01-04-2011	B   S POOL SERVICES IN	246.80	CAD	246.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PGM SUP	7699	Miscellaneous Repair Shops and Related S		
"PARKS, FORESTRY & RECREATION"	1285-61	01-14-2011	01-18-2011	SUPERIOR POOL SPA   LE	113.00	CAD	113.00	CAD	2535	PLUMBING SUPPLIES	P10186	C-REC SUPER2-PGM SUP	5996	Swimming Pools - Sales and Supplies		
"PARKS, FORESTRY & RECREATION"	1302-81	01-27-2011	01-31-2011	DURACUT MACHINE KNIFE	291.54	CAD	291.54	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P10186	C-REC SUPER2-PGM SUP	7399	Business Services - Not Elsewhere Classi		
					651.34	CAD	651.34	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1302-220	01-29-2011	01-31-2011	INTERNIC.CA	354.37	CAD	354.37	CAD	4414	ADVERTISING & PROMOTION	SE0019	CENTRL-NUIT BLANCHE	7372	"Computer Programming, Integrated Systems"	DOMAIN NAMES - NUIT BLANCHE	
					354.37	CAD	354.37	CAD								
EMERGENCY MEDICAL SERVICES	1290-56	01-17-2011	01-21-2011	MAC TOOLS	629.70	CAD	629.70	CAD	3099	GENERAL EQUIPMENT	B41000	OP & MAINT OF GARAGE	5013	Motor Vehicle Supplies and New Parts	EVAP CART	
					629.70	CAD	629.70	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1279-26	01-11-2011	01-13-2011	"TPA/GREEN ""P""      QPL"	4.50	CAD	4.50	CAD	4770	PARKING EXPENSES (INTOWN)	AH0083	HS-MH-EXH-METRO HALL	7523	Automobile Parking Lots and Garages	parking City Hall-exhibitry	
ECONOMIC DEVELOPMENT & CULTURE	1296-17	01-24-2011	01-26-2011	PFF THE PICTURE FRAME	94.92	CAD	94.92	CAD	2580	LABORATORY SUPPLIES	AH0083	HS-MH-EXH-METRO HALL	7333	"Commercial Art, Graphics, Photography"	Custom picture frame -Spadina	
ECONOMIC DEVELOPMENT & CULTURE	1297-27	01-26-2011	01-27-2011	TORONTO PARKING AUTHOR	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	AH0083	HS-MH-EXH-METRO HALL	7523	Automobile Parking Lots and Garages	Parking  Metro Hall meeting	
					109.92	CAD	109.92	CAD								
LONG TERM CARE HOMES	1277-27	01-11-2011	01-12-2011	DYNAMEX EXPRESS	37.06	CAD	37.06	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	4215	"Courier Services - Air & Ground, Freight"		
LONG TERM CARE HOMES	1277-28	01-11-2011	01-12-2011	DYNAMEX EXPRESS	37.06	CAD	37.06	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	4215	"Courier Services - Air & Ground, Freight"		
LONG TERM CARE HOMES	1277-29	01-11-2011	01-12-2011	DYNAMEX EXPRESS	18.32	CAD	18.32	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	4215	"Courier Services - Air & Ground, Freight"		
LONG TERM CARE HOMES	1277-30	01-11-2011	01-12-2011	DYNAMEX EXPRESS	11.30	CAD	11.30	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	4215	"Courier Services - Air & Ground, Freight"		
LONG TERM CARE HOMES	1277-31	01-11-2011	01-12-2011	BROWEL'S MANUFACTURING	94.46	CAD	94.46	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	7692	Welding Repair		
LONG TERM CARE HOMES	1279-23	01-11-2011	01-13-2011	PUROLATOR 11134889	32.02	CAD	32.02	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	4215	"Courier Services - Air & Ground, Freight"		
LONG TERM CARE HOMES	1279-24	01-12-2011	01-13-2011	SPLASH INTERNATIONAL M	188.63	CAD	188.63	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"		
LONG TERM CARE HOMES	1283-36	01-14-2011	01-17-2011	GROUP ERP PROD.PROF.LT	273.40	CAD	273.40	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	8099	"Health Practitioners, Medical Services -"		
LONG TERM CARE HOMES	1285-21	01-14-2011	01-18-2011	CALEA LTD	187.48	CAD	187.48	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	8099	"Health Practitioners, Medical Services -"		
LONG TERM CARE HOMES	1286-28	01-17-2011	01-19-2011	NATIONAL SYSTEMS COMPA	219.79	CAD	219.79	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	7399	Business Services - Not Elsewhere Classi		
LONG TERM CARE HOMES	1288-28	01-19-2011	01-20-2011	FOOD BASICS #863   QPS	9.93	CAD	9.93	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	5411	"Grocery Stores, Supermarkets"		
LONG TERM CARE HOMES	1290-25	01-19-2011	01-21-2011	CALEA LTD	187.48	CAD	187.48	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	8099	"Health Practitioners, Medical Services -"		
LONG TERM CARE HOMES	1292-29	01-20-2011	01-24-2011	CALEA LTD	-187.48	CAD	-187.48	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	8099	"Health Practitioners, Medical Services -"		
LONG TERM CARE HOMES	1296-15	01-24-2011	01-26-2011	CALEA LTD	59.50	CAD	59.50	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	8099	"Health Practitioners, Medical Services -"		
LONG TERM CARE HOMES	1297-25	01-26-2011	01-27-2011	BROWEL'S MANUFACTURING	55.48	CAD	55.48	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	7692	Welding Repair		
LONG TERM CARE HOMES	1302-41	01-29-2011	01-31-2011	ARJO CANADA INC	302.10	CAD	302.10	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F083	7 OAKS-PS-PS	5969	Direct Marketing - Other Direct Marketer		
					"1,526.53"	CAD	"1,526.53"	CAD								
"PARKS, FORESTRY & RECREATION"	1279-166	01-11-2011	01-13-2011	BUSINESS DEPOT DIRECT	271.18	CAD	271.18	CAD	3310	FURNISHINGS	P07690	LAMOREAUX-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1279-167	01-12-2011	01-13-2011	STAPLES STORE #231	151.43	CAD	151.43	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07690	LAMOREAUX-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1281-179	01-13-2011	01-14-2011	FABRICLAND DISTRIBUTOR	108.48	CAD	108.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VI	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	1281-180	01-13-2011	01-14-2011	FABRICLAND DISTRIBUTOR	28.93	CAD	28.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VI	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	1281-181	01-13-2011	01-14-2011	FABRICLAND DISTRIBUTOR	559.12	CAD	559.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VI	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	1281-182	01-13-2011	01-14-2011	FABRICLAND DISTRIBUTOR	-50.62	CAD	-50.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VI	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	1297-148	01-25-2011	01-27-2011	BUSINESS DEPOT DIRECT	138.93	CAD	138.93	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07690	LAMOREAUX-PGM SUPP	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1302-204	01-28-2011	01-31-2011	FABRICLAND DISTRIBUTOR	663.59	CAD	663.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VI	5949	"Fabric, Needlework, Piece Goods, and Sew"		
					"1,871.04"	CAD	"1,871.04"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1263-92	12-30-2010	01-04-2011	PRO GLO PAINTS-TORONTO	259.72	CAD	259.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5198	"Paints, Varnishes, and Supplies"	theatre floor repainting supplies	
ECONOMIC DEVELOPMENT & CULTURE	1269-137	01-05-2011	01-06-2011	STAPLES STORE #70	50.67	CAD	50.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5943	"Office, School Supply, and Stationery St"	specialized supplies for Winterlicious event	
ECONOMIC DEVELOPMENT & CULTURE	1271-157	01-05-2011	01-07-2011	LCBO/RAO #0010	75.00	CAD	75.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5921	"Package Stores, Beer, Wine, Liquor"	special occasion permit for Winterlicious	
ECONOMIC DEVELOPMENT & CULTURE	1281-185	01-12-2011	01-14-2011	SMART SERVE ONTARIO	78.99	CAD	78.99	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	AH0085	HS-MH-PRS-TODMORDEN	8299	Educational Services	online training program	
ECONOMIC DEVELOPMENT & CULTURE	1290-145	01-20-2011	01-21-2011	BRUNO'S FINE FOODS QPS	11.57	CAD	11.57	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0085	HS-MH-PRS-TODMORDEN	5411	"Grocery Stores, Supermarkets"	food for meeting with Evergreen	
ECONOMIC DEVELOPMENT & CULTURE	1302-205	01-28-2011	01-31-2011	STAPLES STORE #159	28.16	CAD	28.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5943	"Office, School Supply, and Stationery St"	supplies for Winterlicious event	
ECONOMIC DEVELOPMENT & CULTURE	1302-206	01-30-2011	01-31-2011	TAP PHONG TRADING CO.	62.01	CAD	62.01	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0085	HS-MH-PRS-TODMORDEN	5046	Commercial Equipment Not Elsewhere Class	serving supplies for winterlicious event	
					566.12	CAD	566.12	CAD								
"PARKS, FORESTRY & RECREATION"	1277-24	01-11-2011	01-12-2011	STAPLES STORE #86	159.38	CAD	159.38	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P04936	JOHN ENGLISH CS-H CA	5943	"Office, School Supply, and Stationery St"		
					159.38	CAD	159.38	CAD								
LONG TERM CARE HOMES	1275-13	01-10-2011	01-11-2011	CANADIAN MAINTENANCE	"1,216.48"	CAD	"1,216.48"	CAD	2082	HEALTH & SAFETY SUPPLIES	D3D061	KIPLING ACR-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"		
LONG TERM CARE HOMES	1281-34	01-13-2011	01-14-2011	ARJO CANADA INC	383.84	CAD	383.84	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D144	KIPLING ACR-NS-NA	5969	Direct Marketing - Other Direct Marketer		
LONG TERM CARE HOMES	1290-28	01-20-2011	01-21-2011	VCI CONTROLS INC.	259.34	CAD	259.34	CAD	4411	CONTRACTED SERVICES - ELECTRICAL	D3D061	KIPLING ACR-MT-OA	7399	Business Services - Not Elsewhere Classi		
LONG TERM CARE HOMES	1290-29	01-20-2011	01-21-2011	VCI CONTROLS INC.	318.66	CAD	318.66	CAD	4411	CONTRACTED SERVICES - ELECTRICAL	D3D061	KIPLING ACR-MT-OA	7399	Business Services - Not Elsewhere Classi		
LONG TERM CARE HOMES	1292-33	01-20-2011	01-24-2011	THE HOME DEPOT #7114	47.44	CAD	47.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3D061	KIPLING ACR-MT-OA	5200	Home Supply Warehouse	3348 2L32W	
LONG TERM CARE HOMES	1292-34	01-20-2011	01-24-2011	THE HOME DEPOT #7114	33.88	CAD	33.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5200	Home Supply Warehouse	WALL SCONCE	
LONG TERM CARE HOMES	1294-22	01-24-2011	01-25-2011	ARJO CANADA INC	547.32	CAD	547.32	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3D144	KIPLING ACR-NS-NA	5969	Direct Marketing - Other Direct Marketer		
					"2,806.96"	CAD	"2,806.96"	CAD								
"PARKS, FORESTRY & RECREATION"	1275-24	01-11-2011	01-11-2011	AVENUE INDUSTRIAL SUPP	890.44	CAD	890.44	CAD	3099	GENERAL EQUIPMENT	P00128	UNIVERSITY PK-WEEDS	5969	Direct Marketing - Other Direct Marketer		
"PARKS, FORESTRY & RECREATION"	1294-32	01-24-2011	01-25-2011	ROTBLOTT'S DISCOUNT WH	34.00	CAD	34.00	CAD	2710	GENERAL HARDWARE	P00152	C-WTRFRONT3-TURF&HOR	5251	Hardware Stores		
					924.44	CAD	924.44	CAD								
"PARKS, FORESTRY & RECREATION"	1273-180	01-05-2011	01-10-2011	WINDOW BARS INC	71.19	CAD	71.19	CAD	2730	LOCKS	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1297-125	01-25-2011	01-27-2011	DURACUT MACHINE KNIFE	332.22	CAD	332.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	7399	Business Services - Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1297-126	01-26-2011	01-27-2011	PRINCESS AUTO	85.76	CAD	85.76	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1297-127	01-27-2011	01-27-2011	STATEINDUSTRIAL  CA	566.67	CAD	566.67	CAD	3080	M & E - HAND TOOLS	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	FREIGHT	
					"1,055.84"	CAD	"1,055.84"	CAD								
"PARKS, FORESTRY & RECREATION"	1300-73	01-28-2011	01-28-2011	AMERREDCROSSDENVRCOE	12.88	CAD	12.60	USD	4805	POSTAGE	P10549	Y-REC SUPER3-PGM SUP	8299	Educational Services		
					12.88	CAD	12.60	USD								
TORONTO ENVIRONMENT OFFICE	1263-78	12-30-2010	01-04-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	Storage Unit Rental	
TORONTO ENVIRONMENT OFFICE	1302-154	01-27-2011	01-31-2011	STORWELL SELF STORAGE	362.05	CAD	362.05	CAD	4590	RENTAL - OTHER	WE0702	LIVE GREEN-MARKETING	4225	"Public Warehousing - Farm Products, Refr"	Storage unit rental	
					724.10	CAD	724.10	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1271-149	01-05-2011	01-07-2011	TORONTO PARKING AUTHOR	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - MTG 	
ECONOMIC DEVELOPMENT & CULTURE	1283-201	01-13-2011	01-17-2011	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - MTG 	
ECONOMIC DEVELOPMENT & CULTURE	1283-202	01-14-2011	01-17-2011	IMPARKMTROCTR0 0111 11	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING - MTG	
ECONOMIC DEVELOPMENT & CULTURE	1292-204	01-20-2011	01-24-2011	TORONTO PARKING AUTHOR	18.00	CAD	18.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING - MTG 	
					54.75	CAD	54.75	CAD								
"PARKS, FORESTRY & RECREATION"	1279-117	01-10-2011	01-13-2011	BRITE VISUAL	916.78	CAD	916.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5021	Office and Commercial Furniture		
"PARKS, FORESTRY & RECREATION"	1286-110	01-18-2011	01-19-2011	HANFORD LUMBER LIMITED	584.07	CAD	584.07	CAD	2780	CONCRETE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"		
"PARKS, FORESTRY & RECREATION"	1286-111	01-18-2011	01-19-2011	COH LARCO INC	622.63	CAD	622.63	CAD	4424	CONTRACTED SERVICES - GENERAL	P12017	SOUTH GENERAL-PKS TE	5065	Electrical Parts and Equipment		
"PARKS, FORESTRY & RECREATION"	1302-122	01-29-2011	01-31-2011	THE HOME DEPOT #7011	31.59	CAD	31.59	CAD	3080	M & E - HAND TOOLS	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	PROPANE	
					"2,155.07"	CAD	"2,155.07"	CAD								
"PARKS, FORESTRY & RECREATION"	1271-39	01-05-2011	01-07-2011	D   G VACUUM REPAIR SE	180.37	CAD	180.37	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S		
"PARKS, FORESTRY & RECREATION"	1271-40	01-05-2011	01-07-2011	D   G VACUUM REPAIR SE	278.36	CAD	278.36	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S		
"PARKS, FORESTRY & RECREATION"	1271-41	01-05-2011	01-07-2011	D   G VACUUM REPAIR SE	423.75	CAD	423.75	CAD	3025	M & E - JANITORIAL	P07696	ANTIBES CC-OPERATION	7699	Miscellaneous Repair Shops and Related S		
"PARKS, FORESTRY & RECREATION"	1271-42	01-05-2011	01-07-2011	D   G VACUUM REPAIR SE	512.93	CAD	512.93	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06678	ANCASTER CC-OPERATIO	7699	Miscellaneous Repair Shops and Related S		
"PARKS, FORESTRY & RECREATION"	1283-54	01-14-2011	01-17-2011	LOWES #02640*	189.24	CAD	189.24	CAD	3080	M & E - HAND TOOLS	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	"BOSCH 12V MAX 3/8"" DRILL/DRIVER"	
"PARKS, FORESTRY & RECREATION"	1283-55	01-14-2011	01-17-2011	THE HOME DEPOT #7129	9.03	CAD	9.03	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	2GAL GAS CAN	
"PARKS, FORESTRY & RECREATION"	1285-37	01-07-2011	01-18-2011	ROY TURK INDUSTRIAL SA	589.61	CAD	589.61	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1285-38	01-07-2011	01-18-2011	ROY TURK INDUSTRIAL SA	285.71	CAD	285.71	CAD	2570	JANITORIAL SUPPLIES	P07696	ANTIBES CC-OPERATION	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	1286-46	01-14-2011	01-19-2011	THE FAX ENGINEER	275.72	CAD	275.72	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P03035	CARNEGIE-CEN-OPERNS	5999	Miscellaneous and Specialty Retail Store		
"PARKS, FORESTRY & RECREATION"	1296-33	01-25-2011	01-26-2011	LOWES #02640*	184.14	CAD	184.14	CAD	3099	GENERAL EQUIPMENT	P06678	ANCASTER CC-OPERATIO	5200	Home Supply Warehouse	DELUXE EDGEGUARD BROADCAST SPREAD	
"PARKS, FORESTRY & RECREATION"	1297-43	01-20-2011	01-27-2011	ROY TURK INDUSTRIAL SA	162.67	CAD	162.67	CAD	2570	JANITORIAL SUPPLIES	P06678	ANCASTER CC-OPERATIO	5085	Industrial Supplies Not Elsewhere Classi		
					"3,091.53"	CAD	"3,091.53"	CAD								
SOLID WASTE MANAGEMENT	1264-31	01-04-2011	01-05-2011	LOWES #02632*	192.05	CAD	192.05	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	"36""X18""X72"" STEEL W/PART BD SHELF"	
SOLID WASTE MANAGEMENT	1275-42	01-10-2011	01-11-2011	LOWES #02632*	63.12	CAD	63.12	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	AA-16 COPPERTOP BATTERY 16PK	
SOLID WASTE MANAGEMENT	1292-82	01-21-2011	01-24-2011	LOWES #02632*	28.20	CAD	28.20	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	SUPERIOR - SCREW-FEED TUBE CUTTER	
					283.37	CAD	283.37	CAD								
"PARKS, FORESTRY & RECREATION"	1279-1	01-11-2011	01-13-2011	CDN TIRE STORE #00654	76.17	CAD	76.17	CAD	2710	S-EAST-PRUNING/REMOV	P00069	S-EAST-PRUNING/REMOV	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1290-2	01-20-2011	01-21-2011	STAPLES STORE #26	344.52	CAD	344.52	CAD	3310	FURNISHINGS	P00069	S-EAST-PRUNING/REMOV	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1292-1	01-20-2011	01-24-2011	CDN TIRE STORE #00654	90.35	CAD	90.35	CAD	2575	ELECTRICAL SUPPLIES	P00069	S-EAST-PRUNING/REMOV	5200	Home Supply Warehouse		
					511.04	CAD	511.04	CAD								
"PARKS, FORESTRY & RECREATION"	1269-7	01-05-2011	01-06-2011	FUTURE SHOP #52	54.23	CAD	54.23	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P07880	CURRAN HALL-SOC PGM	5732	Electronic Sales		
"PARKS, FORESTRY & RECREATION"	1273-19	01-06-2011	01-10-2011	WAL-MART SUPERCENTE	89.72	CAD	89.72	CAD	3032	M & E - PHOTOGRAPHIC	P07880	CURRAN HALL-SOC PGM	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1273-20	01-07-2011	01-10-2011	FOOD BASIC #653    QPS	34.06	CAD	34.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1273-21	01-07-2011	01-10-2011	FOOD BASICS #863   QPS	10.73	CAD	10.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1273-22	01-08-2011	01-10-2011	FOOD BASIC #653    QPS	3.49	CAD	3.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06666	CURRAN HALL-PGM SUPP	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1277-17	01-10-2011	01-12-2011	WAL-MART SUPERCENTE	6.19	CAD	6.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08889	CURRAN HALL-INSTRL	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1279-15	01-11-2011	01-13-2011	MARCHANT'S SCHOOL SPOR	93.23	CAD	93.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08889	CURRAN HALL-INSTRL	5941	Sporting Goods Stores		
"PARKS, FORESTRY & RECREATION"	1283-19	01-14-2011	01-17-2011	FRESHCO #9747 QPS	27.04	CAD	27.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1285-14	01-17-2011	01-18-2011	BEST BUY CANADA #943	192.54	CAD	192.54	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07880	CURRAN HALL-SOC PGM	5732	Electronic Sales		
