Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx. Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
ECONOMIC DEVELOPMENT & CULTURE	1727-7	11-10-2011	11-14-2011	LEE VALLEY TOOLS 800-2	38.42	CAD	38.42	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5251	Hardware Stores	"LED FLASHLIGHTS, PENCILS"
ECONOMIC DEVELOPMENT & CULTURE	1743-5	11-23-2011	11-24-2011	LARSON JUHL #1	181.65	CAD	181.65	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5970	"Artist Supply Stores, Craft Shops"	"ACRYLIC, FRAMING SUPPLIES"
ECONOMIC DEVELOPMENT & CULTURE	1743-6	11-23-2011	11-24-2011	TORONTO IMAGE WORKS	15.61	CAD	15.61	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5970	"Artist Supply Stores, Craft Shops"	FILM PROCESSING
					235.68	CAD	235.68	CAD							
TRANSPORTATION SERVICES 	1723-2	11-07-2011	11-09-2011	NEW SABBY CONCRETE SUP	"2,005.84"	CAD	"2,005.84"	CAD	2780	CONCRETE	TP0101	"RS REPAIR-D1,A1"	1711	"Air Conditioning, Heating, and Plumbing"	DOUBLE STANDARD CHARCOAL 8X8 BRICK FOR CANADA WALK
TRANSPORTATION SERVICES 	1740-5	11-21-2011	11-23-2011	NEW SABBY CONCRETE SUP	420.63	CAD	420.63	CAD	2780	CONCRETE	TP0101	"RS REPAIR-D1,A1"	1711	"Air Conditioning, Heating, and Plumbing"	DOUBLE STANDARD CHARCOAL 8X8 BRICK FOR CANADA WALK
					"2,426.47"	CAD	"2,426.47"	CAD							
SOLID WASTE MANAGEMENT	1751-7	11-29-2011	11-30-2011	DIY TOOLS	98.30	CAD	98.30	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5251	Hardware Stores	HAND TOOL REPLACEMENT
					98.30	CAD	98.30	CAD							
"PARKS, FORESTRY & RECREATION"	1737-11	11-19-2011	11-21-2011	BELL EXPRESSVU	60.59	CAD	60.59	CAD	4441	CONTRACTED SERVICES - CABLE TV	P07689	HERON PARK-PGM SUPP	4899	Cable and Other Pay Television Services	SERVICES
					60.59	CAD	60.59	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1727-8	11-10-2011	11-14-2011	METRO#759	35.00	CAD	35.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES
ECONOMIC DEVELOPMENT & CULTURE	1734-10	11-17-2011	11-18-2011	FITZHENRY AND WHITESID	313.14	CAD	313.14	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5942	Book Stores	BOOKS FOR RESALE
ECONOMIC DEVELOPMENT & CULTURE	1739-5	11-21-2011	11-22-2011	METRO#759	11.27	CAD	11.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	DISPLAY FRUIT
ECONOMIC DEVELOPMENT & CULTURE	1739-6	11-21-2011	11-22-2011	PHARMX REXALL DRUG STO	10.15	CAD	10.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	5912	"Drug Stores, Pharmacies"	BLEACH & LAUNDRY DETERGENT
ECONOMIC DEVELOPMENT & CULTURE	1747-4	11-25-2011	11-28-2011	METRO#759	45.50	CAD	45.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	BAKING SUPPLIES
					415.06	CAD	415.06	CAD							
"PARKS, FORESTRY & RECREATION"	1718-6	11-04-2011	11-08-2011	LCBO/RAO #0164	171.72	CAD	171.72	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
"PARKS, FORESTRY & RECREATION"	1727-9	11-08-2011	11-14-2011	CANADA CURLING STONE C	361.70	CAD	361.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12182	LEASIDE CURLING-SPEC	5941	Sporting Goods Stores	PEBBLE HEADS FOR ICE MAINTENANCE
"PARKS, FORESTRY & RECREATION"	1731-4	11-14-2011	11-16-2011	LCBO #804	925.64	CAD	925.64	CAD	2760	ALCOHOLIC BEVERAGES	P12182	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
"PARKS, FORESTRY & RECREATION"	1740-6	11-22-2011	11-23-2011	FOOD BASICS #672	21.19	CAD	21.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5411	"Grocery Stores, Supermarkets"	"LEMONS, LIMES, BUNS FOR BAR"
"PARKS, FORESTRY & RECREATION"	1740-7	11-22-2011	11-23-2011	STAPLES STORE #3	224.49	CAD	224.49	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12220	LEASIDE CURL-REC P S	5943	"Office, School Supply, and Stationery St"	"INK CARTRIDGES, CASH POUCHES"
"PARKS, FORESTRY & RECREATION"	1743-7	11-22-2011	11-24-2011	LCBO #804	953.08	CAD	953.08	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
"PARKS, FORESTRY & RECREATION"	1745-2	11-24-2011	11-25-2011	ACKLANDS-GRAINGER INC	81.09	CAD	81.09	CAD	2110	PARTS - FURNITURE & FIXTURES	P12182	LEASIDE CURLING-SPEC	5085	Industrial Supplies Not Elsewhere Classi	FLOODLIGHTS- NOT AVAILABLE THROUGH CITY STORES
"PARKS, FORESTRY & RECREATION"	1748-5	11-28-2011	11-29-2011	STAPLES STORE #3	107.54	CAD	107.54	CAD	2035	PRINTING SUPPLIES (TAXABLE)	P12220	LEASIDE CURL-REC P S	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGES
"PARKS, FORESTRY & RECREATION"	1748-6	11-25-2011	11-29-2011	LCBO #804	-306.41	CAD	-306.41	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	REFUND
					"2,540.04"	CAD	"2,540.04"	CAD							
"PARKS, FORESTRY & RECREATION"	1723-3	11-07-2011	11-09-2011	LCBO #804	971.79	CAD	971.79	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	*****
"PARKS, FORESTRY & RECREATION"	1743-8	11-22-2011	11-24-2011	LCBO #804	771.27	CAD	771.27	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES
					"1,743.06"	CAD	"1,743.06"	CAD							
"PARKS, FORESTRY & RECREATION"	1747-5	11-25-2011	11-28-2011	THE HOME DEPOT #7078	89.40	CAD	89.40	CAD	2710	GENERAL HARDWARE	P06686	EDITHVALE CC-OPERATI	5200	Home Supply Warehouse	*****
					89.40	CAD	89.40	CAD							
EMERGENCY MEDICAL SERVICES	1727-10	11-10-2011	11-14-2011	PREMIER FARNEL00000018	258.46	CAD	258.46	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	WIRE DUCTS
EMERGENCY MEDICAL SERVICES	1727-11	11-11-2011	11-14-2011	PREMIER FARNEL00000018	48.82	CAD	48.82	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	WIRE DUCT COVERS
EMERGENCY MEDICAL SERVICES	1745-3	11-23-2011	11-25-2011	CANTWELL CULLEN   COMP	97.97	CAD	97.97	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DEUTSCH PINS
					405.25	CAD	405.25	CAD							
"PARKS, FORESTRY & RECREATION"	1734-11	11-17-2011	11-18-2011	HH GOODE AND SON 1987	88.14	CAD	88.14	CAD	2620	ANIMAL CARE SUPPLIES	P00155	TOR ISLANDS-TURF&HOR	5995	Pet Shops - Pet Food and Supplies	FARM FEED
					88.14	CAD	88.14	CAD							
"PARKS, FORESTRY & RECREATION"	1715-6	11-02-2011	11-04-2011	THE HOME DEPOT #7011	52.07	CAD	52.07	CAD	2570	JANITORIAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1717-7	11-03-2011	11-07-2011	THE HOME DEPOT #7011	14.76	CAD	14.76	CAD	2570	JANITORIAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1717-8	11-03-2011	11-07-2011	THE HOME DEPOT #7011	-19.50	CAD	-19.50	CAD	2570	JANITORIAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1723-4	11-08-2011	11-09-2011	STAPLES STORE #11	11.26	CAD	11.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07668	ALDERWOOD POOL-PGM S	5943	"Office, School Supply, and Stationery St"	STORAGE CRATE
					58.59	CAD	58.59	CAD							
"PARKS, FORESTRY & RECREATION"	1713-3	11-02-2011	11-03-2011	LAWSON PRODUCTS INC	597.09	CAD	597.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	HARDWARE FOR MACHINES
"PARKS, FORESTRY & RECREATION"	1715-7	11-02-2011	11-04-2011	THE HOME DEPOT #7073	146.87	CAD	146.87	CAD	2590	EMERGENCY SERVICES SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1724-4	11-09-2011	11-10-2011	LAWSON PRODUCTS INC	6.63	CAD	6.63	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	COTTER PINS
"PARKS, FORESTRY & RECREATION"	1727-12	11-10-2011	11-14-2011	THE HOME DEPOT #7073	24.41	CAD	24.41	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1728-4	11-14-2011	11-15-2011	STAPLES STORE #3	112.57	CAD	112.57	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P00409	N-EAST1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	INK CARTRIDGES
"PARKS, FORESTRY & RECREATION"	1734-12	11-17-2011	11-18-2011	JBD COMPANY LIMITED	36.39	CAD	36.39	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	"HOSE CONNECTORS, TEE JET, DISC STAINLESS STEEL"
"PARKS, FORESTRY & RECREATION"	1737-12	11-17-2011	11-21-2011	CDN TIRE STORE #00459	58.69	CAD	58.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	REPLACEMENT BULBS-PLOUGHS
"PARKS, FORESTRY & RECREATION"	1739-7	11-21-2011	11-22-2011	CHAMBERS   COOKE (1968	310.05	CAD	310.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	QUICK CONNECTS/HOSES
"PARKS, FORESTRY & RECREATION"	1743-9	11-23-2011	11-24-2011	STANLEY SECURITY SOLUT	91.80	CAD	91.80	CAD	2730	LOCKS	P00409	N-EAST1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS FOR BUILDING
"PARKS, FORESTRY & RECREATION"	1751-8	11-29-2011	11-30-2011	LAWSON PRODUCTS INC	36.63	CAD	36.63	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	NUTS
"PARKS, FORESTRY & RECREATION"	1751-9	11-29-2011	11-30-2011	LAWSON PRODUCTS INC	7.04	CAD	7.04	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	LOCK WASHERS
					"1,428.17"	CAD	"1,428.17"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1713-4	11-01-2011	11-03-2011	OTTAWA TAXI	37.25	CAD	37.25	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	AH0052	HS-MH-BOA-METRO HALL	4121	Limousines and Taxicabs	ROUNDTRIP TORONTO OTTAWA
					37.25	CAD	37.25	CAD							
"PARKS, FORESTRY & RECREATION"	1717-9	11-04-2011	11-07-2011	EWING FLAGPOLE CO. INC	950.00	CAD	950.00	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00128	UNIVERSITY PK-WEEDS	5998	Tent & Awning Shops	20X40 FLAG
"PARKS, FORESTRY & RECREATION"	1724-5	11-09-2011	11-10-2011	EWING FLAGPOLE CO. INC	688.50	CAD	688.50	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00128	UNIVERSITY PK-WEEDS	5998	Tent & Awning Shops	FLAG
"PARKS, FORESTRY & RECREATION"	1734-13	11-17-2011	11-18-2011	VAN DONGEN'S GARDEN CE	346.03	CAD	346.03	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANTS
"PARKS, FORESTRY & RECREATION"	1737-13	11-17-2011	11-21-2011	AGRAM GARDEN CENTRE	299.41	CAD	299.41	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANTS
"PARKS, FORESTRY & RECREATION"	1737-14	11-17-2011	11-21-2011	CDN TIRE STORE #00654	292.39	CAD	292.39	CAD	2715	PAINT SUPPLIES	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	PAINTS
"PARKS, FORESTRY & RECREATION"	1748-7	11-28-2011	11-29-2011	EWING FLAGPOLE CO. INC	740.15	CAD	740.15	CAD	4407	CONTRACTED SERVICES - BUILDINGS	P00554	S-WEST 1-TURF&HORT	5998	Tent & Awning Shops	FLAG REPAIR
					"3,316.48"	CAD	"3,316.48"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1748-8	11-28-2011	11-29-2011	STAPLES STORE #214	66.67	CAD	66.67	CAD	4805	POSTAGE	AH0087	HS-MH-PRS-GIBSON HOU	5943	"Office, School Supply, and Stationery St"	STAMPS FOR HOLIDAY PROGRAMMING MAILING
					66.67	CAD	66.67	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1734-14	11-16-2011	11-18-2011	RONA # 55040	45.61	CAD	45.61	CAD	2710	GENERAL HARDWARE	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	FLOODLIGHTS AND LIGHT BULBS
ECONOMIC DEVELOPMENT & CULTURE	1734-15	11-17-2011	11-18-2011	DELYEA PIANOS INC.	233.92	CAD	233.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	TUNING OF 2 PIANOS
ECONOMIC DEVELOPMENT & CULTURE	1739-8	11-21-2011	11-22-2011	FOOD BASICS #928	175.11	CAD	175.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PROGRAM-TS MOZZAREL, TOMATO, APPLE,ONION"
ECONOMIC DEVELOPMENT & CULTURE	1739-9	11-21-2011	11-22-2011	METRO #702	48.87	CAD	48.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PROGRAM-GROUND PORK, BEEF,MILK ETC"
ECONOMIC DEVELOPMENT & CULTURE	1743-10	11-21-2011	11-24-2011	PLANT WORLD LIMITED	73.39	CAD	73.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5261	Lawn and Garden Supply Stores	GREENERY FOR SEASONAL DECORATING
ECONOMIC DEVELOPMENT & CULTURE	1747-6	11-25-2011	11-28-2011	IKEA ETOBICOKE	527.70	CAD	527.70	CAD	3310	FURNISHINGS	AH0098	HS-MH-PUB-MONTGOMERY	5712	"Equipment, Furniture, and Home Furnishin"	BOOKCASES FOR LIBRARY
ECONOMIC DEVELOPMENT & CULTURE	1747-7	11-25-2011	11-28-2011	EUROPEAN HOTEL AND RES	256.28	CAD	256.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5812	"Eating Places, Restaurants"	COFFEE CARAFES FOR TEA ROOM
ECONOMIC DEVELOPMENT & CULTURE	1747-8	11-25-2011	11-28-2011	CARR MCLEAN LTD	175.60	CAD	175.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5943	"Office, School Supply, and Stationery St"	PLASTIC POCKETS FOR ARCHIVAL MATERIAL
ECONOMIC DEVELOPMENT & CULTURE	1751-10	11-29-2011	11-30-2011	METRO #702	202.97	CAD	202.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PROGRAM-BUTTER, JUICE, BUTTERNUT, HONEY"
					"1,739.45"	CAD	"1,739.45"	CAD							
EMERGENCY MEDICAL SERVICES	1717-10	11-04-2011	11-07-2011	KOOY BROS LAWN	203.19	CAD	203.19	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B46752	OPS - DISTRICT 3	5261	Lawn and Garden Supply Stores	"REPAIR LAWN MOVER, PRESSURE WASHER"
EMERGENCY MEDICAL SERVICES	1717-11	11-04-2011	11-07-2011	KOOY BROS LAWN	48.53	CAD	48.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5261	Lawn and Garden Supply Stores	HEADLIGHT
EMERGENCY MEDICAL SERVICES	1717-12	11-04-2011	11-07-2011	WIRELESS COMMUNICAION	28.19	CAD	28.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46752	OPS - DISTRICT 3	5732	Electronic Sales	PLASTIC BELT CLIP
EMERGENCY MEDICAL SERVICES	1743-11	11-22-2011	11-24-2011	CDN TIRE STORE #00182	5.98	CAD	5.98	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5200	Home Supply Warehouse	DRAIN CLEANER
EMERGENCY MEDICAL SERVICES	1743-12	11-22-2011	11-24-2011	PARTSOURCE STORE # 760	74.51	CAD	74.51	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46752	OPS - DISTRICT 3	5533	"Automotive Parts, Accessories Stores"	HEADLIGHT
					360.40	CAD	360.40	CAD							
"PARKS, FORESTRY & RECREATION"	1718-7	11-07-2011	11-08-2011	AMHERST CRANE RENTALS	744.90	CAD	744.90	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P10908	NY SKI CTR-OPS	7394	"Equipment Rental and Leasing Services, F"	CRANE RENTAL
"PARKS, FORESTRY & RECREATION"	1727-13	11-13-2011	11-14-2011	JEHAN INT'L INC	542.40	CAD	542.40	CAD	2199	MISCELLANEOUS PARTS	P10908	NY SKI CTR-OPS	7629	"Appliance Repair Shops, Electrical and S"	STARTER
"PARKS, FORESTRY & RECREATION"	1733-3	11-16-2011	11-17-2011	REDFERN AUTO PARTS	46.34	CAD	46.34	CAD	2199	MISCELLANEOUS PARTS	P10908	NY SKI CTR-OPS	5511	"Automobile and Truck Dealers - Sales, Se"	WIRES
"PARKS, FORESTRY & RECREATION"	1734-16	11-17-2011	11-18-2011	INDEPENDENT ELECTRIC S	99.24	CAD	99.24	CAD	2575	ELECTRICAL SUPPLIES	P10908	NY SKI CTR-OPS	5065	Electrical Parts and Equipment	ELECTRICAL SUPPPLIES
"PARKS, FORESTRY & RECREATION"	1737-15	11-17-2011	11-21-2011	THE HOME DEPOT #7129	36.36	CAD	36.36	CAD	2715	PAINT SUPPLIES	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1737-16	11-18-2011	11-21-2011	STEPHENSON'S RENT-ALL	46.78	CAD	46.78	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	7394	"Equipment Rental and Leasing Services, F"	TOOLS
"PARKS, FORESTRY & RECREATION"	1737-17	11-18-2011	11-21-2011	THE HOME DEPOT #7129	50.22	CAD	50.22	CAD	2715	PAINT SUPPLIES	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1743-13	11-22-2011	11-24-2011	THE HOME DEPOT #7129	128.60	CAD	128.60	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1751-11	11-28-2011	11-30-2011	BRAFASCO / BARRIE	53.80	CAD	53.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS
"PARKS, FORESTRY & RECREATION"	1751-12	11-28-2011	11-30-2011	FASTENAL CANADA CN21	94.45	CAD	94.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	7399	Business Services - Not Elsewhere Classi	BOLTS
					"1,843.09"	CAD	"1,843.09"	CAD							
"PARKS, FORESTRY & RECREATION"	1728-5	11-14-2011	11-15-2011	PDI HARVARD PLANNER GR	113.79	CAD	113.79	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10549	Y-REC SUPER3-PGM SUP	5943	"Office, School Supply, and Stationery St"	2012 HARVARD PLANNERS
"PARKS, FORESTRY & RECREATION"	1747-9	11-24-2011	11-28-2011	CDN TIRE STORE #00182	7.90	CAD	7.90	CAD	2823	MEDICAL SUPPLIES	P10549	Y-REC SUPER3-PGM SUP	5200	Home Supply Warehouse	PLASTIC TOOLBOX FOR USE AS BASIN FOR 1ST AID KIT
					121.69	CAD	121.69	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1731-5	11-13-2011	11-16-2011	PLEASANT RIDGE SADDLER	56.44	CAD	56.44	CAD	2670	UNIFORMS	AH0071	HS-MH-EDU-ZION SCHOO	5655	"Sports Apparel, Riding Apparel Stores"	"""PADDOCK"" BOOTS TO WEAR WITH COSTUME"
					56.44	CAD	56.44	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1717-13	11-04-2011	11-07-2011	SHOPPERSDRUGMART1281	25.92	CAD	25.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	FOOD & BEVERAGE FOR CHRISTMAS BAKING
ECONOMIC DEVELOPMENT & CULTURE	1727-14	11-11-2011	11-14-2011	FIREFLY BOOKS	428.46	CAD	428.46	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5942	Book Stores	RESALE BOOKS FOR GIFTSHOP
ECONOMIC DEVELOPMENT & CULTURE	1734-17	11-16-2011	11-18-2011	SHOPPERSDRUGMART1281	19.43	CAD	19.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	FOOD & BEVERAGE FOR CHRISTMAS & BIRTHDAY RENTALS
ECONOMIC DEVELOPMENT & CULTURE	1734-18	11-17-2011	11-18-2011	FIREFLY BOOKS	-428.46	CAD	-428.46	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RET-SPADINA	5942	Book Stores	RESALE BOOKS FOR GIFTSHOP
ECONOMIC DEVELOPMENT & CULTURE	1751-13	11-28-2011	11-30-2011	SHOPPERSDRUGMART1281	15.50	CAD	15.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	FOOD & BEVERAGE FOR CHRISTMAS BAKING
					60.85	CAD	60.85	CAD							
LONG TERM CARE HOMES	1713-5	10-31-2011	11-03-2011	MEDIGAS #803	135.10	CAD	135.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A144	BENDALE ACR-NS-NA	7692	Welding Repair	GLOVES
					135.10	CAD	135.10	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1751-14	11-28-2011	11-30-2011	"TPA/GREEN ""P""      QPL"	13.50	CAD	13.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0116	BD-RET-CORP-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING FOR MEETING
					13.50	CAD	13.50	CAD							
"PARKS, FORESTRY & RECREATION"	1724-6	11-09-2011	11-10-2011	IKEA ETOBICOKE	153.58	CAD	153.58	CAD	3099	GENERAL EQUIPMENT	P12007	OLYMPIUM-AQUA-INST I	5712	"Equipment, Furniture, and Home Furnishin"	SHELVING UNITS - STORAGE BASKETS
"PARKS, FORESTRY & RECREATION"	1724-7	11-09-2011	11-10-2011	IKEA ETOBICOKE	94.86	CAD	94.86	CAD	3099	GENERAL EQUIPMENT	P12007	OLYMPIUM-AQUA-INST I	5712	"Equipment, Furniture, and Home Furnishin"	SHELVING UNITS - STORAGE BASKETS
"PARKS, FORESTRY & RECREATION"	1724-8	11-09-2011	11-10-2011	IKEA ETOBICOKE	56.49	CAD	56.49	CAD	3099	GENERAL EQUIPMENT	P12007	OLYMPIUM-AQUA-INST I	5712	"Equipment, Furniture, and Home Furnishin"	SHELVING UNITS - STORAGE BASKETS
					304.93	CAD	304.93	CAD							
"PARKS, FORESTRY & RECREATION"	1713-6	11-02-2011	11-03-2011	NATIONAL HOSE AND EQUI	5.41	CAD	5.41	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATION	5046	Commercial Equipment Not Elsewhere Class	HOSE ACCESSORY
"PARKS, FORESTRY & RECREATION"	1715-8	11-03-2011	11-04-2011	NATIONAL HOSE AND EQUI	68.30	CAD	68.30	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATION	5046	Commercial Equipment Not Elsewhere Class	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	1715-9	11-03-2011	11-04-2011	NATIONAL HOSE AND EQUI	84.53	CAD	84.53	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P07646	DON VALLEY-OPERATION	5046	Commercial Equipment Not Elsewhere Class	HYDRAULIC HOSE
"PARKS, FORESTRY & RECREATION"	1717-14	11-02-2011	11-07-2011	VANDEN BUSSCHE IRRIGAT	43.55	CAD	43.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5719	Miscellaneous House Furnishing Specialty	IRRIGATION PARTS
