Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2579-9	07-13-2013	07-15-2013	WATER AND ICE NORTH AM	793.37	CAD	793.37	CAD	2535	PLUMBING SUPPLIES	P06689	NWOOD CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	BUTTERFLY VALVES	
"PARKS, FORESTRY & RECREATION"	2579-10	07-13-2013	07-15-2013	WATER AND ICE NORTH AM	339.00	CAD	339.00	CAD	2535	PLUMBING SUPPLIES	P07698	FLEMINGDON RC-OPERAT	5996	Swimming Pools - Sales and Supplies	#5 FEED TUBES	
					"3,652.27"	CAD	"3,652.27"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2603-5	07-29-2013	07-30-2013	LOBLAWS 4.2	41.61	CAD	41.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	DRIED CURRANTS & LEMONS	
ECONOMIC DEVELOPMENT & CULTURE	2606-4	07-29-2013	07-31-2013	METRO #720	130.17	CAD	130.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0101	HS-MH-PUB-FORT YORK	5411	"Grocery Stores, Supermarkets"	"ORANGE JUICE,CREAM,PANCAKE MIX,SAUSAGES,MILK"	
					171.78	CAD	171.78	CAD								
AFFORDABLE HOUSING OFFICE	2579-11	07-11-2013	07-15-2013	CPC/SCP #0370215	142.38	CAD	142.38	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	H20001	AHO - HSG DEV ADM E	9402	Postal Services - Government Only	POSTAGE STAMPS	
					142.38	CAD	142.38	CAD								
TRANSPORTATION SERVICES 	2585-3	07-17-2013	07-18-2013	INST OF TRANS ENGINEER	106.21	CAD	99.39	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TP0399	SIGNS/MKGS MGMT & OH	8699	"Organizations, Membership - Not Elsewher"	REFERENCE MANUALS	
					106.21	CAD	99.39	USD								
"PARKS, FORESTRY & RECREATION"	2575-5	07-10-2013	07-11-2013	SHERIDAN NURSERIES-HEA	"1,000.00"	CAD	"1,000.00"	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	HANGING BASKET PLANTS - NATHAN PHILLIPS SQUARE	
"PARKS, FORESTRY & RECREATION"	2580-2	07-15-2013	07-16-2013	MK RITTENHOUSE SONSLTD	968.38	CAD	968.38	CAD	2499	OTHER CHEMICALS	P00152	C-WTRFRONT3-TURF&HOR	5261	Lawn and Garden Supply Stores	PESTICIDE APPLICATION GREEN ROOF @ CITY HALL	
"PARKS, FORESTRY & RECREATION"	2591-2	07-18-2013	07-22-2013	CDN TIRE STORE #00175	101.67	CAD	101.67	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	PLANTERS FOR CITY HALL	
"PARKS, FORESTRY & RECREATION"	2591-3	07-18-2013	07-22-2013	CDN TIRE STORE #00654	33.89	CAD	33.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00152	C-WTRFRONT3-TURF&HOR	5200	Home Supply Warehouse	PLANTERS FOR CITY HALL	
"PARKS, FORESTRY & RECREATION"	2601-5	07-26-2013	07-29-2013	BEAVER VALLEY STONE LI	439.35	CAD	439.35	CAD	2770	GRAVEL	P00152	C-WTRFRONT3-TURF&HOR	1740	"Insulation, Masonry, Plastering, Stonewo"	CRUSHED PINK SCREENINGS FOR ROSEHILL COMM GROUP	
					"2,543.29"	CAD	"2,543.29"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2569-7	07-06-2013	07-08-2013	SOBEYS #741        QPS	21.81	CAD	21.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0015	AS-PS-EXH-ETOBCC ART	5411	"Grocery Stores, Supermarkets"	ICED TEA & ICE FOR PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2577-4	07-11-2013	07-12-2013	LEE VALLEY TOOLS 800-2	-24.53	CAD	-24.53	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	"RETURN 4"" SASH LIFTS FOR WINDOW SHUTTERS FOR 4"" UT"	
ECONOMIC DEVELOPMENT & CULTURE	2579-12	07-12-2013	07-15-2013	IKEA ETOBICOKE	56.44	CAD	56.44	CAD	2570	JANITORIAL SUPPLIES	AH0132	CD-AM-FM-LAKESHORE A	5712	"Equipment, Furniture, and Home Furnishin"	GARBAGE BINS	
ECONOMIC DEVELOPMENT & CULTURE	2589-3	07-18-2013	07-19-2013	HARVEY'S PAINT   WALLP	27.58	CAD	27.58	CAD	2715	PAINT SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5231	"Glass, Paint, Wallpaper Stores"	"PAINT ROLLERS, TRAY LINERS & PAINT"	
ECONOMIC DEVELOPMENT & CULTURE	2591-4	07-19-2013	07-22-2013	HARVEY'S PAINT   WALLP	89.95	CAD	89.95	CAD	2715	PAINT SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
ECONOMIC DEVELOPMENT & CULTURE	2592-3	07-22-2013	07-23-2013	HARVEY'S PAINT   WALLP	44.97	CAD	44.97	CAD	2715	PAINT SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
ECONOMIC DEVELOPMENT & CULTURE	2592-4	07-22-2013	07-23-2013	LAKESHORE LUMBER #1427	124.00	CAD	124.00	CAD	2710	GENERAL HARDWARE	AH0129	AS-PR-RRP-LAKESHORE	5251	Hardware Stores	"BRACKETS, HINGES, BUG SPRAY"	
ECONOMIC DEVELOPMENT & CULTURE	2597-8	07-24-2013	07-25-2013	NEVERENS SEWEING SUPPL	9.03	CAD	9.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	5949	"Fabric, Needlework, Piece Goods, and Sew"	SAFETY PINS	
ECONOMIC DEVELOPMENT & CULTURE	2599-8	07-25-2013	07-26-2013	POWERTRADE ELECTRIC LT	18.98	CAD	18.98	CAD	2575	ELECTRICAL SUPPLIES	AH0129	AS-PR-RRP-LAKESHORE	1731	Electrical Contractors	SPECIALTY LIGHT BULBS-NOT PART OF BLANKET CONTRACT	
					368.23	CAD	368.23	CAD								
SOLID WASTE MANAGEMENT	2567-10	07-03-2013	07-05-2013	THE HOME DEPOT #7027	50.10	CAD	50.10	CAD	2535	PLUMBING SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2569-8	07-05-2013	07-08-2013	THE HOME DEPOT #7027	11.96	CAD	11.96	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	PL PREMIUM	
SOLID WASTE MANAGEMENT	2577-5	07-10-2013	07-12-2013	THE HOME DEPOT #7027	30.48	CAD	30.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	KB SUP CLEAR	
SOLID WASTE MANAGEMENT	2577-6	07-11-2013	07-12-2013	CENTRAL FAIRBANK LUMBE	101.98	CAD	101.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW008-01-07	#N/A	5211	"Building Materials, Lumber Stores"	W/O-299303	
SOLID WASTE MANAGEMENT	2580-3	07-12-2013	07-16-2013	RONA # 55100	17.63	CAD	17.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0830	SCARBOROUGH TS OPER	5251	Hardware Stores	W/O-297327	
SOLID WASTE MANAGEMENT	2580-4	07-12-2013	07-16-2013	CDN TIRE STORE #00264	23.71	CAD	23.71	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-297327	
SOLID WASTE MANAGEMENT	2583-3	07-15-2013	07-17-2013	THE HOME DEPOT #7027	15.81	CAD	15.81	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	ANCHORS	
SOLID WASTE MANAGEMENT	2583-4	07-15-2013	07-17-2013	THE HOME DEPOT #7129	221.17	CAD	221.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2585-4	07-16-2013	07-18-2013	CDN TIRE STORE #00264	316.38	CAD	316.38	CAD	3085	M & E - AIR CONDITIONING	SW0810	INGRAM TS OPER	5200	Home Supply Warehouse	W/O-299553	
SOLID WASTE MANAGEMENT	2591-5	07-19-2013	07-22-2013	THE HOME DEPOT #7002	110.74	CAD	110.74	CAD	3085	M & E - AIR CONDITIONING	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	"5,000 BTU AC"	
SOLID WASTE MANAGEMENT	2592-5	07-19-2013	07-23-2013	DUFFERIN TILE	45.87	CAD	45.87	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-297327	
SOLID WASTE MANAGEMENT	2596-9	07-22-2013	07-24-2013	THE HOME DEPOT #7078	45.19	CAD	45.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW008-01-07	#N/A	5200	Home Supply Warehouse	CORNER ROUND	
SOLID WASTE MANAGEMENT	2599-9	07-24-2013	07-26-2013	DUFFERIN TILE	206.42	CAD	206.42	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	W/O-29	
					"1,197.44"	CAD	"1,197.44"	CAD								
"PARKS, FORESTRY & RECREATION"	2580-5	07-15-2013	07-16-2013	LEE VALLEY TOOLS 800-2	208.60	CAD	208.60	CAD	3080	M & E - HAND TOOLS	P00114	CENTENNIAL-PLANT PRO	5251	Hardware Stores	GARDEN TOOLS	
"PARKS, FORESTRY & RECREATION"	2583-5	07-16-2013	07-17-2013	LEE VALLEY TOOLS 800-2	44.07	CAD	44.07	CAD	3080	M & E - HAND TOOLS	P00114	CENTENNIAL-PLANT PRO	5251	Hardware Stores	GARDEN TOOLS	
					252.67	CAD	252.67	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2562-2	07-02-2013	07-03-2013	LOWES #02640*	11.25	CAD	11.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0026	CD-AM-FAC-ZION SCHOO	5200	Home Supply Warehouse	"BRINKS 4.5"" STEEL HASP"	
					11.25	CAD	11.25	CAD								
TORONTO WATER	2583-6	07-15-2013	07-17-2013	THE HOME DEPOT #7027	256.95	CAD	256.95	CAD	2575	ELECTRICAL SUPPLIES	WW1060	HCTP PLANT ADMIN SUP	5200	Home Supply Warehouse	*****	
					256.95	CAD	256.95	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2601-6	07-26-2013	07-29-2013	CARR MCLEAN LIMITED	364.93	CAD	364.93	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5943	"Office, School Supply, and Stationery St"	"EMERGENCY SUPPLIES:VACUUM FILTER CARTRIDGES,TYVEK"	
					364.93	CAD	364.93	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2569-9	07-06-2013	07-08-2013	SWEETS GALORE	"1,159.67"	CAD	"1,159.67"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5441	"Candy, Nut, Confectionery Stores"	CANDY FOR RESALE	
					"1,159.67"	CAD	"1,159.67"	CAD								
"PARKS, FORESTRY & RECREATION"	2563-2	07-02-2013	07-04-2013	THE HOME DEPOT #7078	246.15	CAD	246.15	CAD	2710	GENERAL HARDWARE	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2563-3	07-02-2013	07-04-2013	CDN TIRE STORE #00321	231.86	CAD	231.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2569-10	07-05-2013	07-08-2013	NOFRILLS VITO'S #3936	276.14	CAD	276.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PATHFINDER TRIP	
"PARKS, FORESTRY & RECREATION"	2575-6	07-10-2013	07-11-2013	NOFRILLS DURANTE'S #34	59.17	CAD	59.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	COOKEOUT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2575-7	07-10-2013	07-11-2013	NOFRILLS DURANTE'S #34	1.10	CAD	1.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	COOKEOUT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2577-7	07-10-2013	07-12-2013	THE HOME DEPOT #7078	180.34	CAD	180.34	CAD	2710	GENERAL HARDWARE	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2577-8	07-10-2013	07-12-2013	WAL-MART # 5831	43.96	CAD	43.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	COOKOUT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2580-6	07-15-2013	07-16-2013	NOFRILLS PATS 1330	245.30	CAD	245.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	COOKOUT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-7	07-16-2013	07-17-2013	MICHAELS #3983	200.77	CAD	200.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2583-8	07-16-2013	07-17-2013	MICHAELS #3983	125.32	CAD	125.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2585-5	07-16-2013	07-18-2013	THE HOME DEPOT #7129	173.33	CAD	173.33	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2585-6	07-16-2013	07-18-2013	THE HOME DEPOT #7129	21.45	CAD	21.45	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	SCOTTS BIRD	
"PARKS, FORESTRY & RECREATION"	2589-4	07-18-2013	07-19-2013	NOFRILLS PATS 1330	49.85	CAD	49.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2591-6	07-19-2013	07-22-2013	LOBLAW SUPERMARKET #10	277.71	CAD	277.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PATHFINDER TRIP	
"PARKS, FORESTRY & RECREATION"	2592-6	07-19-2013	07-23-2013	CDN TIRE STORE #00321	87.01	CAD	87.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2592-7	07-22-2013	07-23-2013	FABRICLAND DISTRIBUTOR	22.65	CAD	22.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5949	"Fabric, Needlework, Piece Goods, and Sew"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2596-10	07-22-2013	07-24-2013	THE HOME DEPOT #7078	28.23	CAD	28.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5200	Home Supply Warehouse	SONOTUBE 10X	
"PARKS, FORESTRY & RECREATION"	2601-7	07-25-2013	07-29-2013	MANHATTAN TROPHIES LIM	141.25	CAD	141.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMR CAMP	5941	Sporting Goods Stores	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2601-8	07-26-2013	07-29-2013	KING DAVID PIZZA	19.61	CAD	19.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5814	Quick Payment Service - Fast-Food Restau	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2601-9	07-26-2013	07-29-2013	LOBLAW SUPERMARKET #10	106.79	CAD	106.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2603-6	07-29-2013	07-30-2013	NOFRILLS RICHARD'S #39	199.79	CAD	199.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2606-5	07-30-2013	07-31-2013	LOBLAW SUPERMARKET #10	78.82	CAD	78.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04663	NAORCA-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	COOKOUT SUPPLIES	
					"2,816.60"	CAD	"2,816.60"	CAD								
"PARKS, FORESTRY & RECREATION"	2569-11	07-04-2013	07-08-2013	D   G VACUUM REPAIR SE	217.86	CAD	217.86	CAD	3025	M & E - JANITORIAL	P07697	CUMMER COMPLEX-OPERA	7699	Miscellaneous Repair Shops and Related S	FLOOR FINISH APPLICATOR	
"PARKS, FORESTRY & RECREATION"	2577-9	07-10-2013	07-12-2013	CDN TIRE STORE #00192	6.76	CAD	6.76	CAD	2570	JANITORIAL SUPPLIES	P06681	BARBARA FRUM CC-OPER	5200	Home Supply Warehouse	CARPET CLEANER	
"PARKS, FORESTRY & RECREATION"	2579-13	07-11-2013	07-15-2013	CDN TIRE STORE #00192	72.27	CAD	72.27	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	TUBES	
"PARKS, FORESTRY & RECREATION"	2601-10	07-25-2013	07-29-2013	CDN TIRE STORE #00192	28.24	CAD	28.24	CAD	2710	GENERAL HARDWARE	P07705	ORIOLE CC-OPERATIONS	5200	Home Supply Warehouse	BBQ PARTS	
					325.13	CAD	325.13	CAD								
"PARKS, FORESTRY & RECREATION"	2591-7	07-19-2013	07-22-2013	GORDON BANNERMAN LTD	444.06	CAD	444.06	CAD	3099	GENERAL EQUIPMENT	P13474	SC - SPORTS FIELD MAINTENANCE	5261	Lawn and Garden Supply Stores	STEEL DRAG MAT	
					444.06	CAD	444.06	CAD								
TRANSPORTATION SERVICES 	2589-5	07-17-2013	07-19-2013	BELL EXPRESS VU COMMER	111.87	CAD	111.87	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	4899	Cable and Other Pay Television Services		
TRANSPORTATION SERVICES 	2592-8	07-22-2013	07-23-2013	VU POINT SYSTEMS LTD	169.95	CAD	169.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	4899	Cable and Other Pay Television Services		
TRANSPORTATION SERVICES 	2592-9	07-22-2013	07-23-2013	VU POINT SYSTEMS LTD	-0.45	CAD	-0.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	4899	Cable and Other Pay Television Services		
					281.37	CAD	281.37	CAD								
"PARKS, FORESTRY & RECREATION"	2583-9	07-15-2013	07-17-2013	ALPHA PRECASTS	853.15	CAD	853.15	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	1799	"Contractors, Special Trade - Not Elsewhe"	PLANTERS FOR HARBOUR SQUARE	
"PARKS, FORESTRY & RECREATION"	2592-10	07-22-2013	07-23-2013	PROFESSIONAL POWDER CO	995.00	CAD	995.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5051	Metal Service Centers and Offices		
					"1,848.15"	CAD	"1,848.15"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2592-11	07-22-2013	07-23-2013	ATLAS MACHINERY SUPPLY	288.71	CAD	288.71	CAD	3080	M & E - HAND TOOLS	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	SKILL SAW & BLADE	
ECONOMIC DEVELOPMENT & CULTURE	2596-11	07-22-2013	07-24-2013	THE HOME DEPOT #7073	33.88	CAD	33.88	CAD	2535	PLUMBING SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	WD TLT SEAT	
					322.59	CAD	322.59	CAD								
"PARKS, FORESTRY & RECREATION"	2567-11	07-02-2013	07-05-2013	METRO #712	81.42	CAD	81.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR NEW STEPS CAMP	
"PARKS, FORESTRY & RECREATION"	2569-12	07-04-2013	07-08-2013	MAR B GRAPHICS   EMBRO	194.47	CAD	194.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	2741	Miscellaneous Publishing and Printing	ASSISTANT LEADER PROGRAM SHIRTS	
"PARKS, FORESTRY & RECREATION"	2573-6	07-07-2013	07-10-2013	METRO #401	111.38	CAD	111.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR NEW STEPS CAMP	
"PARKS, FORESTRY & RECREATION"	2577-10	07-11-2013	07-12-2013	FESTIVAL XPRESS	192.10	CAD	192.10	CAD	4118	TICKETS AND ADMISSION FEES	P12663	N-GEN INTEGRATN SERV	7922	Theatrical Producers (except Motion Pict	ADMISSION FEES - SUMMER CAMP	
"PARKS, FORESTRY & RECREATION"	2603-7	07-29-2013	07-30-2013	NOFRILLS RICHARD'S #39	30.54	CAD	30.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR TRAINING	
"PARKS, FORESTRY & RECREATION"	2603-8	07-29-2013	07-30-2013	TDSB-PURCHASING	107.48	CAD	107.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	8299	Educational Services	SUPPLIES FOR TRAINING	
					717.39	CAD	717.39	CAD								
"PARKS, FORESTRY & RECREATION"	2573-7	07-08-2013	07-10-2013	MONARCH PAINTS	308.54	CAD	308.54	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT/SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2579-14	07-11-2013	07-15-2013	ONEIDA EQUIPMENT LTD	587.20	CAD	587.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00415	N-WEST3-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	EQUIPMENT PARTS/SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2579-15	07-12-2013	07-15-2013	THE HOME DEPOT #7129	114.02	CAD	114.02	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2597-9	07-23-2013	07-25-2013	THE HOME DEPOT #7129	19.07	CAD	19.07	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2599-10	07-24-2013	07-26-2013	SPEELMAN S GARDEN CENT	84.75	CAD	84.75	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00415	N-WEST3-TURF&HORT	5261	Lawn and Garden Supply Stores	LANDSCAPE RAKE	
"PARKS, FORESTRY & RECREATION"	2606-6	07-30-2013	07-31-2013	MONARCH PAINTS	255.75	CAD	255.75	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT/SUPPLIES	
					"1,369.33"	CAD	"1,369.33"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2563-4	07-03-2013	07-04-2013	INTERCO/PFW COUNTRY ST	586.40	CAD	586.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD & KINDLING	
ECONOMIC DEVELOPMENT & CULTURE	2563-5	07-03-2013	07-04-2013	FOODLAND #6424	252.82	CAD	252.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC/COMMUNITY-CHEESE,LEMONADE,PEPPERON"	
ECONOMIC DEVELOPMENT & CULTURE	2563-6	07-03-2013	07-04-2013	FOODLAND #6424	26.94	CAD	26.94	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	FOOD FOR RETAIL - EGGS	
ECONOMIC DEVELOPMENT & CULTURE	2583-10	07-15-2013	07-17-2013	RONA # 55040	11.05	CAD	11.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	"MIRROR CLIPS, ADHESIVE"	
ECONOMIC DEVELOPMENT & CULTURE	2585-7	07-16-2013	07-18-2013	CDN TIRE STORE #00070	33.88	CAD	33.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5200	Home Supply Warehouse	SANDWICH MAKER	
ECONOMIC DEVELOPMENT & CULTURE	2585-8	07-16-2013	07-18-2013	WAL-MART # 3031	67.60	CAD	67.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5310	Discount Stores	STORAGE BOXES	
ECONOMIC DEVELOPMENT & CULTURE	2589-6	07-17-2013	07-19-2013	RONA # 55040	5.85	CAD	5.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	CAULKING	
