Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
SOLID WASTE MANAGEMENT	2550-5	06-20-2013	06-24-2013	THE HOME DEPOT #7027	34.78	CAD	34.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	SAKRETE SAND	
SOLID WASTE MANAGEMENT	2557-4	06-26-2013	06-28-2013	DUFFERIN TILE	"1,224.69"	CAD	"1,224.69"	CAD	2535	PLUMBING SUPPLIES	SW0830	SCARBOROUGH TS OPER	5200	Home Supply Warehouse	WO# 297327	
					"2,047.86"	CAD	"2,047.86"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2542-10	06-14-2013	06-17-2013	THE HOME DEPOT #7073	18.94	CAD	18.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	2562-2	07-02-2013	07-03-2013	LOWES #02640*	11.25	CAD	11.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0026	CD-AM-FAC-ZION SCHOO	5200	Home Supply Warehouse	"BRINKS 4.5"" STEEL HASP"	
					30.19	CAD	30.19	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2520-3	06-03-2013	06-04-2013	STAPLES STORE #263	69.86	CAD	69.86	CAD	2035	PRINTING SUPPLIES (TAXABLE)	AH0014	AS-PS-CDE-METRO HALL	5943	"Office, School Supply, and Stationery St"	PHOTO INK & PAPER FOR SPECIAL PRINTER	
					69.86	CAD	69.86	CAD								
TORONTO WATER	2550-6	06-21-2013	06-24-2013	AMERICAN WATERWORKS	24.41	CAD	22.60	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	WW1060	HCTP PLANT ADMIN SUP	8699	"Organizations, Membership - Not Elsewher"	STANDARD FOR WASTE WATER PLANTS	
					24.41	CAD	22.60	USD								
ECONOMIC DEVELOPMENT & CULTURE	2527-2	06-05-2013	06-06-2013	JOHN BEAD CORP LTD	989.59	CAD	989.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"SUPPLIES FOR EXPRESSIONS SUMMER CAMP-GLUE GUN,SCIS"	
ECONOMIC DEVELOPMENT & CULTURE	2539-4	06-13-2013	06-14-2013	LONGO'S BOXGROVE	19.55	CAD	19.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR EDUCATION PROGRAM-APPLES,MUSHROOMS"	
ECONOMIC DEVELOPMENT & CULTURE	2542-11	06-13-2013	06-17-2013	EUREST-SCARBORO CIVIC	772.69	CAD	772.69	CAD	4116	CATERING SERVICES	AH0014	AS-PS-CDE-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING FOR EXTERNAL CLIENTS	
ECONOMIC DEVELOPMENT & CULTURE	2546-4	06-18-2013	06-20-2013	PAYPAL *DAVIDDELISC	100.00	CAD	100.00	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0014	AS-PS-CDE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	ENTERTAINER	
					"1,881.83"	CAD	"1,881.83"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2545-8	06-17-2013	06-19-2013	PAYPAL *GREATERTORO	77.97	CAD	77.97	CAD	4118	TICKETS AND ADMISSION FEES	ED0170	ECONOMIC DEVELOPMENT	8999	Professional Services - Not Elsewhere Cl	TICKET TO EVENT	
					77.97	CAD	77.97	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2537-6	06-12-2013	06-13-2013	WOOD ESSENCE DISTRIBUT	116.67	CAD	116.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5131	"Piece Goods, Notions, and Other Dry Good"	WOOD WAX & WAX FILL	
ECONOMIC DEVELOPMENT & CULTURE	2539-5	06-13-2013	06-14-2013	LEE VALLEY TOOLS 800-2	81.83	CAD	81.83	CAD	*****	BOOK & MAGAZINE SUBSCRIPTIONS	AH0056	HS-MH-CLM-98 ATLANTI	5251	Hardware Stores	"WAX FILLER, BOOKS"	
ECONOMIC DEVELOPMENT & CULTURE	2542-12	06-05-2013	06-17-2013	PAYPAL *LOGINCANADA	110.70	CAD	110.70	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0056	HS-MH-CLM-98 ATLANTI	5942	Book Stores	BOOK	
					309.20	CAD	309.20	CAD								
LONG TERM CARE HOMES	2532-1	06-10-2013	06-11-2013	NELLA CUTLERY	179.67	CAD	179.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHR LDGE-PS-PS	5719	Miscellaneous House Furnishing Specialty	3 TIER CART GREY	
LONG TERM CARE HOMES	2545-9	06-18-2013	06-19-2013	COSMETICS N'MORE FOR L	91.53	CAD	91.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3K083	LAKESHR LDGE-PS-PS	5977	Cosmetic Stores	ACCESSORIES FOR RESIDENT PROGRAM	
					271.20	CAD	271.20	CAD								
SOLID WASTE MANAGEMENT	2537-7	06-12-2013	06-13-2013	RATEX ELECTRICAL SUPPL	36.87	CAD	36.87	CAD	2575	ELECTRICAL SUPPLIES	CSW008-01-07	#N/A	5065	Electrical Parts and Equipment	W/O-299239	
					36.87	CAD	36.87	CAD								
"PARKS, FORESTRY & RECREATION"	2539-6	06-13-2013	06-14-2013	LOWES #02494*	75.33	CAD	75.33	CAD	2710	GENERAL HARDWARE	P07697	CUMMER COMPLEX-OPERA	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2542-13	06-13-2013	06-17-2013	CDN TIRE STORE #00192	135.14	CAD	135.14	CAD	3080	M & E - HAND TOOLS	P07697	CUMMER COMPLEX-OPERA	5200	Home Supply Warehouse	SANDER	
"PARKS, FORESTRY & RECREATION"	2545-10	06-17-2013	06-19-2013	CDN TIRE STORE #00192	10.84	CAD	10.84	CAD	2710	GENERAL HARDWARE	P06876	N-CTRL-OPERATIONS	5200	Home Supply Warehouse	BATTERIES	
"PARKS, FORESTRY & RECREATION"	2545-11	06-17-2013	06-19-2013	CDN TIRE STORE #00192	128.75	CAD	128.75	CAD	2715	PAINT SUPPLIES	P07697	CUMMER COMPLEX-OPERA	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2546-5	06-18-2013	06-20-2013	D   G VACUUM REPAIR SE	223.97	CAD	223.97	CAD	3080	M & E - HAND TOOLS	P07697	CUMMER COMPLEX-OPERA	7699	Miscellaneous Repair Shops and Related S	"FLOOR APPPLICATOR, HANDLE AND FRAME"	
"PARKS, FORESTRY & RECREATION"	2547-8	06-19-2013	06-21-2013	CDN TIRE STORE #00192	432.01	CAD	432.01	CAD	2715	PAINT SUPPLIES	P06876	N-CTRL-OPERATIONS	5200	Home Supply Warehouse	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2552-2	06-21-2013	06-25-2013	CDN TIRE STORE #00192	191.55	CAD	191.55	CAD	2710	GENERAL HARDWARE	P06681	BARBARA FRUM CC-OPER	5200	Home Supply Warehouse	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2557-5	06-26-2013	06-28-2013	RONA # 55100	598.23	CAD	598.23	CAD	2710	GENERAL HARDWARE	P07697	CUMMER COMPLEX-OPERA	5251	Hardware Stores	"SAND PAPER, ROLLER REFILL,STAIN VARNISH,APPLICATOR"	
					"1,795.82"	CAD	"1,795.82"	CAD								
"PARKS, FORESTRY & RECREATION"	2527-3	06-05-2013	06-06-2013	FUTURE SHOP #601	192.94	CAD	192.94	CAD	3032	M & E - PHOTOGRAPHIC	P00267	E-NORTH1-TURF&HORT	5732	Electronic Sales	CAMERA	
"PARKS, FORESTRY & RECREATION"	2542-14	06-14-2013	06-17-2013	WASTE CONTAINER SERVIC	374.26	CAD	374.26	CAD	4560	RENTAL OF GARBAGE CONTAINERS	P00409	N-EAST1-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	RENTAL - WASTE CONTAINERS	
					567.20	CAD	567.20	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2542-15	06-14-2013	06-17-2013	G.M.B. SOUVENIRS LTD	"1,061.87"	CAD	"1,061.87"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0052	HS-MH-BOA-METRO HALL	5947	"Card, Gift, Novelty, and Souvenir Shops"	SOUVENIR MEDALLIONS	
ECONOMIC DEVELOPMENT & CULTURE	2547-9	06-20-2013	06-21-2013	MARKET BY LONGO'S FCP	13.96	CAD	13.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0052	HS-MH-BOA-METRO HALL	5411	"Grocery Stores, Supermarkets"	COOKIES FOR PARTICIPANTS AT FORT YORK PROGRAM	
					"1,075.83"	CAD	"1,075.83"	CAD								
TRANSPORTATION SERVICES 	2537-8	06-12-2013	06-13-2013	GEOSHACK	397.76	CAD	397.76	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5065	Electrical Parts and Equipment		
TRANSPORTATION SERVICES 	2537-9	06-12-2013	06-13-2013	GEOSHACK	357.08	CAD	357.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5065	Electrical Parts and Equipment		
TRANSPORTATION SERVICES 	2537-10	06-12-2013	06-13-2013	GEOSHACK	-357.08	CAD	-357.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5065	Electrical Parts and Equipment		
					397.76	CAD	397.76	CAD								
"PARKS, FORESTRY & RECREATION"	2532-2	06-07-2013	06-11-2013	CDN TIRE STORE #00654	143.78	CAD	143.78	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	HARDWARE	
					143.78	CAD	143.78	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2535-10	06-11-2013	06-12-2013	ATLAS MACHINERY SUPPLY	132.08	CAD	132.08	CAD	*****	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	PLASTIC TABLE SAW GUARDS/20 UTILITY KNIFE BLADES/3	
					132.08	CAD	132.08	CAD								
"PARKS, FORESTRY & RECREATION"	2543-4	06-17-2013	06-18-2013	GREAT CANADIAN DOLLAR	26.56	CAD	26.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5331	Variety Stores	SUPPLIES FOR ASSISTANT PROGRAM LEADER	
"PARKS, FORESTRY & RECREATION"	2543-5	06-17-2013	06-18-2013	SHOPPERS DRUG MART #96	61.90	CAD	61.90	CAD	4805	POSTAGE	P12663	N-GEN INTEGRATN SERV	9402	Postal Services - Government Only	REGISTERED LETTERS	
"PARKS, FORESTRY & RECREATION"	2546-6	06-19-2013	06-20-2013	TDSB-PURCHASING	244.67	CAD	244.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	8299	Educational Services	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2546-7	06-19-2013	06-20-2013	TDSB-PURCHASING	45.96	CAD	45.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	8299	Educational Services	SUMMER CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2547-10	06-20-2013	06-21-2013	WILLOWDALE PHARMA PLUS	11.48	CAD	11.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5912	"Drug Stores, Pharmacies"	TRAINING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2550-7	06-20-2013	06-24-2013	METRO #712	49.68	CAD	49.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2550-8	06-20-2013	06-24-2013	CDN TIRE STORE #00192	27.11	CAD	27.11	CAD	2665	PROTECTIVE CLOTHING	P12663	N-GEN INTEGRATN SERV	5200	Home Supply Warehouse	HELMET FOR STAFF IN BIKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2556-7	06-26-2013	06-27-2013	NOFRILLS RICHARD'S #39	43.98	CAD	43.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					511.34	CAD	511.34	CAD								
"PARKS, FORESTRY & RECREATION"	2525-8	06-04-2013	06-05-2013	SHERIDAN NURSERIES	25.70	CAD	25.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00415	N-WEST3-TURF&HORT	5261	Lawn and Garden Supply Stores	SOD	
"PARKS, FORESTRY & RECREATION"	2547-11	06-20-2013	06-21-2013	BEST WAY STONE LIMITED	263.86	CAD	263.86	CAD	2770	GRAVEL	P00415	N-WEST3-TURF&HORT	1740	"Insulation, Masonry, Plastering, Stonewo"	FINE SCREENING FOR BOCCE COURT	
					289.56	CAD	289.56	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2527-4	06-05-2013	06-06-2013	LOBLAWS #1174	70.52	CAD	70.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC/COMMUNITY-FRUIT,OJ,GRANOLA,BROTH"	
ECONOMIC DEVELOPMENT & CULTURE	2529-3	06-06-2013	06-07-2013	RCSS MILTON #2810	127.51	CAD	127.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC/COMMUNITY-CHEESE,VEGETABLES,GARLIC"	
ECONOMIC DEVELOPMENT & CULTURE	2535-11	06-11-2013	06-12-2013	FOODLAND #6424	105.61	CAD	105.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC/COMMUNITY-VEGETABLES,FRUITS,CHEESE"	
ECONOMIC DEVELOPMENT & CULTURE	2535-12	06-11-2013	06-12-2013	FOODLAND #6424	59.08	CAD	59.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"WAXPAPER, PAM SPRAY, PLASTIC WRAP"	
ECONOMIC DEVELOPMENT & CULTURE	2546-8	06-19-2013	06-20-2013	FOODLAND #6424	198.94	CAD	198.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR PUBLIC/COMMUNITY-FRUITS,OJ,CREAM,CHEESE,B"	
ECONOMIC DEVELOPMENT & CULTURE	2546-9	06-19-2013	06-20-2013	FOODLAND #6424	15.17	CAD	15.17	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FOOD FOR RETAIL - MILK, EGGS"	
ECONOMIC DEVELOPMENT & CULTURE	2556-8	06-26-2013	06-27-2013	EUROPEAN HOTEL AND RES	60.23	CAD	60.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5812	"Eating Places, Restaurants"	LIQUID DISH DETERGENT	
ECONOMIC DEVELOPMENT & CULTURE	2557-6	06-26-2013	06-28-2013	RONA # 55040	24.18	CAD	24.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	OVEN CLEANER	
ECONOMIC DEVELOPMENT & CULTURE	2557-7	06-27-2013	06-28-2013	DELYEA PIANOS INC.	122.04	CAD	122.04	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUB-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
					783.28	CAD	783.28	CAD								
"PARKS, FORESTRY & RECREATION"	2535-13	06-11-2013	06-12-2013	NICK'S SNAPON BARRIE	116.39	CAD	116.39	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	5251	Hardware Stores	TOOLS	
"PARKS, FORESTRY & RECREATION"	2537-11	06-11-2013	06-13-2013	THE HOME DEPOT #7129	17.34	CAD	17.34	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	FLOURS PAINT	
"PARKS, FORESTRY & RECREATION"	2557-8	06-26-2013	06-28-2013	THE HOME DEPOT #7129	18.07	CAD	18.07	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	"B/OX 1/4"""	
					151.80	CAD	151.80	CAD								
"PARKS, FORESTRY & RECREATION"	2557-9	06-26-2013	06-28-2013	RONA # 55130	337.87	CAD	337.87	CAD	3085	M & E - AIR CONDITIONING	P02776	SWANSEA CC-PGM SUPP	5251	Hardware Stores	PORTABLE AIR CONDITIONER	
					337.87	CAD	337.87	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2520-4	06-03-2013	06-04-2013	ISTOCK *INTERNATIONAL	270.35	CAD	270.35	CAD	4082	PHOTO/VIDEO SERVICES	ED0150	IM-MAR-PUBL-CENTRAL	5971	Art Dealers and Galleries	ONLINE STOCK PHOTOGRAPHY	
					270.35	CAD	270.35	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2531-8	06-06-2013	06-10-2013	SHOPPERSDRUGMART1281	3.39	CAD	3.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	POTATO CHIPS FOR PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2539-7	06-13-2013	06-14-2013	COMFY COTTON	445.72	CAD	445.72	CAD	4419	LAUNDRY SERVICES	AH0104	HS-MH-PUB-SPADINA	5641	Children's and Infants' Wear Stores	DRY CLEANING FOR TABLE CLOTHS USED FOR PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2557-10	06-27-2013	06-28-2013	LOBLAWS #1212	59.08	CAD	59.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"FRUIT, MUFFIN MIX, CRACKERS, CHEESE FOR PROGRAM"	
					508.19	CAD	508.19	CAD								
LONG TERM CARE HOMES	2525-9	06-04-2013	06-05-2013	EB *16-HOUR PIECES EDU	180.00	CAD	180.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A144	BENDALE ACR-NS-NA	7399	Business Services - Not Elsewhere Classi	PIECES EDUCATION PROGRAM 1 STAFF MEMBER	
					180.00	CAD	180.00	CAD								
"PARKS, FORESTRY & RECREATION"	2537-12	06-11-2013	06-13-2013	WAL-MART # 3031	123.61	CAD	123.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEO-WS2 WADING	5310	Discount Stores	SOCKS FOR EMPLOYEES SHARING BOOTS	
"PARKS, FORESTRY & RECREATION"	2537-13	06-11-2013	06-13-2013	WAL-MART # 3031	56.50	CAD	56.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEO-WS2 WADING	5310	Discount Stores	SOCKS FOR EMPLOYEES SHARING BOOTS	
"PARKS, FORESTRY & RECREATION"	2539-8	06-12-2013	06-14-2013	SPLASHABLES	110.18	CAD	110.18	CAD	2082	HEALTH & SAFETY SUPPLIES	P12394	RW-AQ-LEO-WS2 WADING	5996	Swimming Pools - Sales and Supplies	ST.JOHN'S FIRST AID MANUALS FOR KITS	
"PARKS, FORESTRY & RECREATION"	2542-16	06-13-2013	06-17-2013	TARGET CANADA T3715	18.51	CAD	18.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEO-WS2 WADING	5311	Department Stores	PLASTIC BIN FOR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2542-17	06-14-2013	06-17-2013	WMT SUPRCTR #1126	9.04	CAD	9.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12394	RW-AQ-LEO-WS2 WADING	5411	"Grocery Stores, Supermarkets"	NEWSPRINT FOR WADING POOL TRAINING	
					317.84	CAD	317.84	CAD								
"PARKS, FORESTRY & RECREATION"	2520-5	06-03-2013	06-04-2013	KOOY BROS LAWN	26.22	CAD	26.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	"ASSY FILTER, RATCHET"	
"PARKS, FORESTRY & RECREATION"	2529-4	06-06-2013	06-07-2013	KOOY BROS LAWN	38.01	CAD	38.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	ASSY PIPE	
"PARKS, FORESTRY & RECREATION"	2535-14	06-11-2013	06-12-2013	TURF CARE	29.27	CAD	29.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	CIRCUT BREAKER	
"PARKS, FORESTRY & RECREATION"	2543-6	06-14-2013	06-18-2013	CDN TIRE STORE #00192	27.11	CAD	27.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	PARTS	
"PARKS, FORESTRY & RECREATION"	2550-9	06-20-2013	06-24-2013	PLANT PRODUCTS CO. LTD	348.23	CAD	348.23	CAD	2499	OTHER CHEMICALS	P07646	DON VALLEY-OPERATION	0763	Agricultural Cooperatives	CHEMICALS	
"PARKS, FORESTRY & RECREATION"	2554-4	06-24-2013	06-26-2013	CDN TIRE STORE #00192	164.31	CAD	164.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	PARTS	
"PARKS, FORESTRY & RECREATION"	2556-9	06-26-2013	06-27-2013	PRECISION TURF TECHNOL	145.28	CAD	145.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5261	Lawn and Garden Supply Stores	SPRAYER PARTS	
					778.43	CAD	778.43	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2552-3	06-24-2013	06-25-2013	SKILLPATH SEMINARS CAN	337.87	CAD	337.87	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	F01521	BIRKDALE-PROG DEL	8299	Educational Services	THE HOW TO WRITE EFFECTIVE POLICIES	
					337.87	CAD	337.87	CAD								
LONG TERM CARE HOMES	2520-6	06-03-2013	06-04-2013	MR PRINTER	80.12	CAD	80.12	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACR-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING OF CALENDARS	
LONG TERM CARE HOMES	2525-10	05-31-2013	06-05-2013	SEARS CANADA DIRECT	121.97	CAD	121.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5999	Miscellaneous and Specialty Retail Store	1W DINING WALLPAPER MURAL	
LONG TERM CARE HOMES	2525-11	06-04-2013	06-05-2013	MR SIGNS	33.90	CAD	33.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACR-PS-PS	7399	Business Services - Not Elsewhere Classi	PRINTING OF CALENDARS	
LONG TERM CARE HOMES	2529-5	06-05-2013	06-07-2013	ADVANCED GERONTOLOGICA	889.74	CAD	889.74	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3A083	BENDALE ACR-PS-PS	8398	"Organizations, Charitable and Social Ser"	TRAINING MAUALS FOR GPA	
LONG TERM CARE HOMES	2531-9	06-07-2013	06-10-2013	G T DON MILLS	62.15	CAD	62.15	CAD	2082	HEALTH & SAFETY SUPPLIES	D3A061	BENDALE ACR-MT-OA	5943	"Office, School Supply, and Stationery St"	ARCH FILE LETTRE MASONITE	
LONG TERM CARE HOMES	2531-10	06-09-2013	06-10-2013	BEST BUY CANADA #937	158.15	CAD	158.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5732	Electronic Sales	HEAD PHONES/ARM BANDS FOR RESIDENT IPOD PROGRAM	
LONG TERM CARE HOMES	2537-14	06-11-2013	06-13-2013	PARTY CITY #2010	146.95	CAD	146.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACR-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RESIDENT PARTY SUPPLIES ATTRX2487-5	
LONG TERM CARE HOMES	2539-9	06-12-2013	06-14-2013	SPECTRUM NASCO SI MFG	21.85	CAD	21.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	RESIDENT PARTY SUPPLIES ATTRX2487-5	
LONG TERM CARE HOMES	2539-10	06-13-2013	06-14-2013	SPECTRUM NASCO SI MFG	31.77	CAD	31.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	RESIDENT PARTY SUPPLIES ATTRX2487-5	
LONG TERM CARE HOMES	2542-18	06-11-2013	06-17-2013	HUNT'S HEALTHCARE INC	675.00	CAD	675.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3A083	BENDALE ACR-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	ULTIMATE WALKER MOBILITY AID	
LONG TERM CARE HOMES	2542-19	06-14-2013	06-17-2013	HENRY'S ONLINE	90.38	CAD	90.38	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	D3A083	BENDALE ACR-PS-PS	5946	Camera and Photographic Supply Stores	PRINTER SUPPLIES	
LONG TERM CARE HOMES	2547-12	06-18-2013	06-21-2013	SONY OF CANADA LTD	"1,820.13"	CAD	"1,820.13"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5732	Electronic Sales	CAMCORDER AND TRIPOD FOR RESIDENTS	
LONG TERM CARE HOMES	2550-10	06-20-2013	06-24-2013	SONY OF CANADA LTD	56.49	CAD	56.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	5732	Electronic Sales	CAMERA CASE FOR CAMCORDER	
LONG TERM CARE HOMES	2562-3	07-02-2013	07-03-2013	MR PRINTER	80.12	CAD	80.12	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACR-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING OF CALENDARS FOR RESIDENTS	
