Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1998-6	05-17-2012	05-22-2012	CDN TIRE STORE #00264	33.89	CAD	33.89	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P02392	AGINCOURT POOL-PGM S	5200	Home Supply Warehouse	BOX FAN	
					129.75	CAD	129.75	CAD								
"PARKS, FORESTRY & RECREATION"	1995-6	05-16-2012	05-18-2012	WAL-MART # 3145	157.96	CAD	157.96	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12049	NEW TOR-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	TIMERS FOR WALKING CLUB	
					157.96	CAD	157.96	CAD								
SOLID WASTE MANAGEMENT	1971-4	05-01-2012	05-03-2012	RONA # 55090	24.36	CAD	24.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPER	5251	Hardware Stores	JOINT CEM.  DUST CONTROL	
SOLID WASTE MANAGEMENT	1977-8	05-03-2012	05-07-2012	THE HOME DEPOT #7129	19.20	CAD	19.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	1/4X48X96 ST	
SOLID WASTE MANAGEMENT	1977-9	05-04-2012	05-07-2012	THE HOME DEPOT #7012	118.64	CAD	118.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	1977-10	05-04-2012	05-07-2012	THE HOME DEPOT #7078	80.74	CAD	80.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	1994-3	05-15-2012	05-17-2012	THE HOME DEPOT #7012	20.65	CAD	20.65	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	1995-7	05-16-2012	05-18-2012	THE HOME DEPOT #7078	45.55	CAD	45.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	1995-8	05-16-2012	05-18-2012	THE HOME DEPOT #7078	16.93	CAD	16.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	1995-9	05-16-2012	05-18-2012	DUFFERIN TILE	987.45	CAD	987.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5713	Floor Covering Stores	MURANO NOCE-10X13 27 BOXES AND 3 PIECES	
SOLID WASTE MANAGEMENT	2004-3	05-23-2012	05-25-2012	THE HOME DEPOT #7012	96.28	CAD	96.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2006-7	05-24-2012	05-28-2012	THE HOME DEPOT #7012	43.97	CAD	43.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2010-4	05-28-2012	05-30-2012	THE HOME DEPOT #7012	29.95	CAD	29.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	CROSS T 4FT	
					"1,483.72"	CAD	"1,483.72"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1968-4	05-01-2012	05-02-2012	LOWES #02640*	106.82	CAD	106.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	1977-11	05-03-2012	05-07-2012	THE HOME DEPOT #7073	33.25	CAD	33.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0023	CD-AM-FAC-TODMORDEN	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	1977-12	05-03-2012	05-07-2012	THE HOME DEPOT #7073	11.96	CAD	11.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0023	CD-AM-FAC-TODMORDEN	5200	Home Supply Warehouse	"GRAVEL 3/4"""	
ECONOMIC DEVELOPMENT & CULTURE	1980-9	05-08-2012	05-09-2012	BRENLO LTD	2.31	CAD	2.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5722	Household Appliance Stores	6 FEET OF WOOD MOLDING	
ECONOMIC DEVELOPMENT & CULTURE	1992-9	05-15-2012	05-16-2012	LOWES #02640*	56.43	CAD	56.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	1X8X10 TOP CHOICE EWP SELECT S4S	
ECONOMIC DEVELOPMENT & CULTURE	2006-8	05-24-2012	05-28-2012	CENTURY MILL LUMBER	138.31	CAD	138.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5211	"Building Materials, Lumber Stores"	ROUGH LUMBER	
					349.08	CAD	349.08	CAD								
TORONTO WATER	1984-2	05-09-2012	05-10-2012	TIM HORTONS #3156# QTH	45.32	CAD	45.32	CAD	4820	BUSINESS MEETING EXPENSES	WW1060	HCTP PLANT ADMIN SUP	5814	Quick Payment Service - Fast-Food Restau	MANAGERS MEETING FOOD/BEVERAGE	
TORONTO WATER	1998-7	05-17-2012	05-22-2012	MOE - HWIN WEB	48.19	CAD	48.19	CAD	4424	CONTRACTED SERVICES - GENERAL	WW1060	HCTP PLANT ADMIN SUP	9399	Government Services - Not Elsewhere Clas	MANIFESTS	
					93.51	CAD	93.51	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1986-6	05-09-2012	05-11-2012	DESERRES	353.57	CAD	353.57	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	MATERIALS FOR INSTALLATION OF GALLERY SHOW	
ECONOMIC DEVELOPMENT & CULTURE	2008-8	05-22-2012	05-29-2012	METRO CRESTING COMPANY	300.58	CAD	300.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	2741	Miscellaneous Publishing and Printing	RAKUDU T-SHIRTS FOR SILKSCREENING-PROGRAM SUPPLIES	
					654.15	CAD	654.15	CAD								
PPFA	1979-5	05-04-2012	05-08-2012	TPL ROOM BOOKINGS	-56.50	CAD	-56.50	CAD	4590	RENTAL - OTHER	CWW421-05	2006 BASEMENT FLOODING RELIEF	9399	Government Services - Not Elsewhere Clas	TPL ROOM BOOKING REFUND	
PPFA	1980-10	05-08-2012	05-09-2012	TDSB - PERMITS	22.60	CAD	22.60	CAD	4590	RENTAL - OTHER	CWW421-05	2006 BASEMENT FLOODING RELIEF	8398	"Organizations, Charitable and Social Ser"	ROOM RENTAL FOR PUBLIC MEETING	
PPFA	1988-7	05-11-2012	05-14-2012	PRECISION SOUND CORPOR	452.00	CAD	452.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WE0007	COMMUNICATIONS	7829	Motion Picture and Video Tape Production	WIRELESS MICROPHONE	
PPFA	1994-4	05-15-2012	05-17-2012	BETH SHOLOM SYNAGOGUE	900.00	CAD	900.00	CAD	4590	RENTAL - OTHER	CTP311-01-28	#N/A	8661	"Organizations, Religious"	ROOM RENTAL	
					"1,318.10"	CAD	"1,318.10"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1986-7	05-10-2012	05-11-2012	EDGE OF YOUR SEAT	330.00	CAD	330.00	CAD	4085	PROF & TECH-MGMT	AH0056	HS-MH-CLM-98 ATLANTI	7641	"Furniture - Reupholstery and Repair, Ref"	DEP.FOR RECANING & STAINING 2 CHAIR SEATS	
ECONOMIC DEVELOPMENT & CULTURE	2006-9	05-25-2012	05-28-2012	ERIC WARD INTERIOR DES	234.43	CAD	234.43	CAD	4085	PROF & TECH-MGMT	AH0056	HS-MH-CLM-98 ATLANTI	8999	Professional Services - Not Elsewhere Cl	BALANCE OF PAYMENT ON CUSTOM LAMPSHADE	
					564.43	CAD	564.43	CAD								
SOLID WASTE MANAGEMENT	1980-11	05-07-2012	05-09-2012	INVESTMENTS HARDWARE L	409.92	CAD	409.92	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL&ELECTRICA	5046	Commercial Equipment Not Elsewhere Class	CONCRETE DRILL BIT 5/8 HAMMER BIT SET 5PC.	
SOLID WASTE MANAGEMENT	1992-10	05-14-2012	05-16-2012	THE HOME DEPOT #7078	40.41	CAD	40.41	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2006-10	05-24-2012	05-28-2012	DOWNSVIEW POSTAL OUTLE	10.10	CAD	10.10	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5331	Variety Stores	AIR US P PAQ AVION	
					460.43	CAD	460.43	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1968-5	04-30-2012	05-02-2012	THE METROPOLITAN TEA C	287.87	CAD	287.87	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5812	"Eating Places, Restaurants"	TEA FOR GIFTSHOP	
ECONOMIC DEVELOPMENT & CULTURE	1968-6	04-30-2012	05-02-2012	LLOYD BAGS CO LTD	302.48	CAD	302.48	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5631	Women's Accessory and Specialty Stores	CANDY BAGS FORE GIFT SHOP	
ECONOMIC DEVELOPMENT & CULTURE	1971-5	05-02-2012	05-03-2012	ALSTYLE APPAREL	176.90	CAD	176.90	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5137	"Mens, Womens, and Childrens Uniforms and"	T-SHIRTS FOR PRINTING	
ECONOMIC DEVELOPMENT & CULTURE	1971-6	05-02-2012	05-03-2012	ALSTYLE APPAREL	52.67	CAD	52.67	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RET-MACKENZIE	5137	"Mens, Womens, and Childrens Uniforms and"	T-SHIRTS FOR PRINTING	
					819.92	CAD	819.92	CAD								
"PARKS, FORESTRY & RECREATION"	1971-7	05-02-2012	05-03-2012	CORPORATE EXPRESS	796.64	CAD	796.64	CAD	3030	M & E - OFFICE	P12220	LEASIDE CURL-REC P S	5943	"Office, School Supply, and Stationery St"	BREAK IN- CABINET REPLACEMENT	
					796.64	CAD	796.64	CAD								
"PARKS, FORESTRY & RECREATION"	1967-4	04-30-2012	05-01-2012	STAPLES STORE #38	12.75	CAD	12.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03028	BAYVIEW-OPS	5943	"Office, School Supply, and Stationery St"		
"PARKS, FORESTRY & RECREATION"	1979-6	05-07-2012	05-08-2012	GLEN CHEMICALS	737.33	CAD	737.33	CAD	2415	CHLORINE	P07697	CUMMER COMPLEX-OPERA	5169	Chemicals and Allied Products Not Elsewh	LIQUID CHLORINE	
"PARKS, FORESTRY & RECREATION"	1984-3	05-08-2012	05-10-2012	D   G VACUUM REPAIR SE	128.26	CAD	128.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P03028	BAYVIEW-OPS	7699	Miscellaneous Repair Shops and Related S	VACUUM REPAIRS & PARTS	
"PARKS, FORESTRY & RECREATION"	1992-11	05-14-2012	05-16-2012	THE HOME DEPOT #7012	388.76	CAD	388.76	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1998-8	05-17-2012	05-22-2012	CDN TIRE STORE #00192	112.63	CAD	112.63	CAD	2710	GENERAL HARDWARE	P06876	N-CTRL-OPERATIONS	5200	Home Supply Warehouse	HARDWARE & SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2004-4	05-23-2012	05-25-2012	CDN TIRE STORE #00192	32.94	CAD	32.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03028	BAYVIEW-OPS	5200	Home Supply Warehouse	ANT TRAPS & BAITS	
					"1,412.67"	CAD	"1,412.67"	CAD								
EMERGENCY MEDICAL SERVICES	1972-1	05-03-2012	05-04-2012	DEPENDABLE TRUCK AND T	77.97	CAD	77.97	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B31100	COMM SYSTEMS SUPPORT	5511	"Automobile and Truck Dealers - Sales, Se"	SIREN REPAIRS	
EMERGENCY MEDICAL SERVICES	1972-2	05-03-2012	05-04-2012	LESLIE EMERGENCY VEHIC	50.85	CAD	50.85	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7538	Automotive Service Shops	SIREN INSTALLATION WIRE KIT	
EMERGENCY MEDICAL SERVICES	2006-11	05-25-2012	05-28-2012	SPAENAUR COUNTER SALES	321.85	CAD	321.85	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5967	Direct Marketing - Inbound Telemarketing	THREADED INSERTS	
EMERGENCY MEDICAL SERVICES	2012-4	05-29-2012	05-31-2012	BRAFASCO/CONCORD	86.14	CAD	86.14	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PHILLIPS MACHINE SCFREWS	
					536.81	CAD	536.81	CAD								
"PARKS, FORESTRY & RECREATION"	1971-8	05-01-2012	05-03-2012	THE HOME DEPOT #7073	65.10	CAD	65.10	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1977-13	05-03-2012	05-07-2012	THE HOME DEPOT #7073	20.07	CAD	20.07	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1984-4	05-08-2012	05-10-2012	THE HOME DEPOT #7073	182.73	CAD	182.73	CAD	2531	LUMBER	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	4X8-3/4 SPRU	
"PARKS, FORESTRY & RECREATION"	1988-8	05-10-2012	05-14-2012	DUTCHMASTER NURSERIES	336.18	CAD	336.18	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	SILVER LACE VINE	
"PARKS, FORESTRY & RECREATION"	1992-12	05-14-2012	05-16-2012	TRILLIUM CHEMICAL PROD	224.36	CAD	224.36	CAD	2570	JANITORIAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5169	Chemicals and Allied Products Not Elsewh	CITRUS POWER CLEANER	
"PARKS, FORESTRY & RECREATION"	1995-10	05-16-2012	05-18-2012	THE HOME DEPOT #7073	39.85	CAD	39.85	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1998-9	05-18-2012	05-22-2012	THE HOME DEPOT #7073	100.16	CAD	100.16	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2002-6	05-22-2012	05-24-2012	WASTE CONTAINER SERVIC	869.32	CAD	869.32	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00409	N-EAST1-TURF&HORT	7394	"Equipment Rental and Leasing Services, F"	CONTRACTED SERVICES - WASTE DISPOSAL	
"PARKS, FORESTRY & RECREATION"	2002-7	05-23-2012	05-24-2012	B E LARKIN EQUIPMENT L	87.09	CAD	87.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"PIPE, O-RING"	
"PARKS, FORESTRY & RECREATION"	2002-8	05-23-2012	05-24-2012	SUTTON'S DRICOCRETE	571.78	CAD	571.78	CAD	2775	ASPHALT	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	COLD PATCH ASPHALT	
"PARKS, FORESTRY & RECREATION"	2006-12	05-25-2012	05-28-2012	THE HOME DEPOT #7073	18.98	CAD	18.98	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	NAILS	
					"2,515.62"	CAD	"2,515.62"	CAD								
TRANSPORTATION SERVICES 	2012-5	05-29-2012	05-31-2012	PARKING AUTHORITYOFTOR	11.25	CAD	11.25	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	9399	Government Services - Not Elsewhere Clas		
					11.25	CAD	11.25	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1980-12	05-08-2012	05-09-2012	ATLAS MACHINERY SUPPLY	129.25	CAD	129.25	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	DRILL PRESS CHUCK	
ECONOMIC DEVELOPMENT & CULTURE	1980-13	05-08-2012	05-09-2012	ATLAS MACHINERY SUPPLY	-258.50	CAD	-258.50	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5251	Hardware Stores	VENDOR ERROR CORRECTION	
ECONOMIC DEVELOPMENT & CULTURE	1994-5	05-15-2012	05-17-2012	THE HOME DEPOT #7073	9.92	CAD	9.92	CAD	2710	GENERAL HARDWARE	AH0155	CD-AM-FAC-CHAPLIN C	5200	Home Supply Warehouse	*****	
					-119.33	CAD	-119.33	CAD								
"PARKS, FORESTRY & RECREATION"	1977-14	05-04-2012	05-07-2012	METRO #778	9.33	CAD	9.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	LEARNING FOR LIFE PROGRAM COOKING SUPPLIES	
					9.33	CAD	9.33	CAD								
"PARKS, FORESTRY & RECREATION"	1967-5	04-27-2012	05-01-2012	MONARCH PAINTS (1998)	17.49	CAD	17.49	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	"GRAFFITI SOLVENT, STEEL WOOL"	
"PARKS, FORESTRY & RECREATION"	1968-7	04-30-2012	05-02-2012	ONEIDA EQUIPMENT LTD	312.14	CAD	312.14	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	TRIMMER SPOOLS AND TRIM LINE	
"PARKS, FORESTRY & RECREATION"	1972-3	05-03-2012	05-04-2012	ABLE LOCK SERVICE LTD.	68.87	CAD	68.87	CAD	2730	LOCKS	P00404	N-CENTRAL-TURF&HORT	7393	"Detective Agencies, Protective Agencies,"	"SPECIALITY KEY CUT, LOCK"	
"PARKS, FORESTRY & RECREATION"	2004-5	05-23-2012	05-25-2012	ONEIDA EQUIPMENT LTD	201.28	CAD	201.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	TRIM LINE & PARTS	
"PARKS, FORESTRY & RECREATION"	2010-5	05-24-2012	05-30-2012	JACK WATSON SPORTS INC	442.96	CAD	442.96	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00404	N-CENTRAL-TURF&HORT	5941	Sporting Goods Stores	TENNIS POSTS	
"PARKS, FORESTRY & RECREATION"	2010-6	05-29-2012	05-30-2012	CENTRAL FAIRBANK LUMBE	59.53	CAD	59.53	CAD	2531	LUMBER	P00404	N-CENTRAL-TURF&HORT	5211	"Building Materials, Lumber Stores"	BENCH BOARDS FOR EMERGENCY REPAIRS	
					"1,102.27"	CAD	"1,102.27"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1998-10	05-18-2012	05-22-2012	LOBLAWS #1010	18.82	CAD	18.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUB-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	REFRESHMENT SUPPLIES-1812 LECTURE RECEPTION	
					18.82	CAD	18.82	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1968-8	05-01-2012	05-02-2012	NOFRILLS JIM'S 753	183.09	CAD	183.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-FRUIT, CHEESE, FRUIT, JUICE"	
ECONOMIC DEVELOPMENT & CULTURE	1984-5	05-08-2012	05-10-2012	RONA # 55040	47.73	CAD	47.73	CAD	2710	GENERAL HARDWARE	AH0098	HS-MH-PUB-MONTGOMERY	5251	Hardware Stores	"LIGHT BULBS, FENCE POST CAPS"	
ECONOMIC DEVELOPMENT & CULTURE	1984-6	05-09-2012	05-10-2012	LOBLAWS #1174	65.75	CAD	65.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MILK, EGGS, FRUIT"	
ECONOMIC DEVELOPMENT & CULTURE	1986-8	05-10-2012	05-11-2012	BRT DISTRIBUTING INC	420.08	CAD	420.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD AND KINDLING	
ECONOMIC DEVELOPMENT & CULTURE	1998-11	05-18-2012	05-22-2012	NOFRILLS JOHN'S #3457	138.54	CAD	138.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0106	HS-MH-REN-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	*****	
ECONOMIC DEVELOPMENT & CULTURE	1998-12	05-18-2012	05-22-2012	DELYEA PIANOS INC.	139.56	CAD	139.56	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
ECONOMIC DEVELOPMENT & CULTURE	2002-9	05-23-2012	05-24-2012	FOOD BASICS #928	68.94	CAD	68.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FRUIT, ORANGE JUICE"	
ECONOMIC DEVELOPMENT & CULTURE	2010-7	05-29-2012	05-30-2012	FOOD BASICS #928	145.99	CAD	145.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0069	HS-MH-EDU-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CHEESE, PEPPERONI,BUTTER"	
					"1,209.68"	CAD	"1,209.68"	CAD								
"PARKS, FORESTRY & RECREATION"	1980-14	05-08-2012	05-09-2012	TORONTO INDUSTRIAL VAC	50.85	CAD	50.85	CAD	2570	JANITORIAL SUPPLIES	P10908	NY SKI CTR-OPS	7629	"Appliance Repair Shops, Electrical and S"	FLOOR WAX	
"PARKS, FORESTRY & RECREATION"	1988-9	05-10-2012	05-14-2012	ONEIDA EQUIPMENT LTD	15.76	CAD	15.76	CAD	2401	LUBRICANTS	P10908	NY SKI CTR-OPS	5712	"Equipment, Furniture, and Home Furnishin"	OIL	
"PARKS, FORESTRY & RECREATION"	1995-11	05-17-2012	05-18-2012	KOOY BROS LAWN	38.88	CAD	38.88	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	5261	Lawn and Garden Supply Stores	FUEL FILTER	
					105.49	CAD	105.49	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1967-6	04-30-2012	05-01-2012	STAPLES STORE #33	10.13	CAD	10.13	CAD	2010	STATIONERY AND OFFICE SUPPLIES	ED0152	IM-MAR-SUPP-CENTRAL	5943	"Office, School Supply, and Stationery St"	PRINTABLE BUSINESS CARD LABELS	
					10.13	CAD	10.13	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1972-4	05-02-2012	05-04-2012	SHOPPERSDRUGMART1281	19.48	CAD	19.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"FOOD/BEVERAGE:BUTTER,EGGS,MILK FOR MOTHER DAY TEA"	
ECONOMIC DEVELOPMENT & CULTURE	1977-15	05-04-2012	05-07-2012	SHOPPERSDRUGMART1281	15.94	CAD	15.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"FOOD/BEVERAGE:BUTTER,EGGS,MILK FOR MOTHER DAY TEA"	
ECONOMIC DEVELOPMENT & CULTURE	1984-7	05-08-2012	05-10-2012	SHOPPERSDRUGMART1281	23.28	CAD	23.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"FOOD/BEVERAGE:BUTTER,EGGS&ORANGES-MOTHER'S DAY TEA"	
ECONOMIC DEVELOPMENT & CULTURE	1988-10	05-11-2012	05-14-2012	LOBLAWS #1212	64.17	CAD	64.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"FOOD/BEVERAGE:CREAM,LEMONS &TEA - MOTHER'S DAY TEA"	
ECONOMIC DEVELOPMENT & CULTURE	1988-11	05-12-2012	05-14-2012	SHOPPERSDRUGMART1281	6.48	CAD	6.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	FOOD/BEVERAGE: MILK FOR MOTHER'S DAY TEA	
ECONOMIC DEVELOPMENT & CULTURE	1988-12	05-12-2012	05-14-2012	SHOPPERSDRUGMART1281	6.78	CAD	6.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	FOOD/BEVERAGE: MILK & CREAM FOR MOTHER'S DAY TEA	
					136.13	CAD	136.13	CAD								
"PARKS, FORESTRY & RECREATION"	1967-7	04-30-2012	05-01-2012	FEDEX OFFICE CANADA	18.87	CAD	18.87	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P12007	OLYMPIUM-AQUA-INST I	7338	"Quick Copy, Reproduction, and Blueprinti"	BINDING OF LOGBOOKS	
					18.87	CAD	18.87	CAD								
