Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	2065-6	07-04-2012	07-06-2012	PAYPAL *CONFESSIONS	200.00	CAD	200.00	CAD	4995	OTHER EXPENSES	AH0015	AS-PS-EXH-ETOBCC ART	8999	Professional Services - Not Elsewhere Cl	VENDOR BOOTH	
ECONOMIC DEVELOPMENT & CULTURE	2066-7	07-06-2012	07-09-2012	RABBA #177	21.96	CAD	21.96	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR SNACK BAR SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2073-6	07-11-2012	07-12-2012	CINEQUIP WHITE	74.30	CAD	74.30	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0129	AS-PR-RRP-LAKESHORE	7299	Other Services (Not Elsewhere Classified	STRAND CYCLIGHT REPAIR	
ECONOMIC DEVELOPMENT & CULTURE	2075-3	07-12-2012	07-13-2012	RABBA #177	5.98	CAD	5.98	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0129	AS-PR-RRP-LAKESHORE	5411	"Grocery Stores, Supermarkets"	MILK AND CREAM FOR SNACK BAR SUPPLIES	
ECONOMIC DEVELOPMENT & CULTURE	2077-12	07-13-2012	07-16-2012	BEST BUY.CA # 900	158.18	CAD	158.18	CAD	3099	GENERAL EQUIPMENT	AH0129	AS-PR-RRP-LAKESHORE	5732	Electronic Sales	MOTROROLA WALKIE TALKIES (2 SETS)	
					463.09	CAD	463.09	CAD								
"PARKS, FORESTRY & RECREATION"	2095-8	07-26-2012	07-27-2012	NO FRILL'S #1306	23.63	CAD	23.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12049	NEW TOR-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP LUNCH	
"PARKS, FORESTRY & RECREATION"	2095-9	07-26-2012	07-27-2012	NO FRILLS MARIO   SELI	57.88	CAD	57.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12049	NEW TOR-COMM CTR-PGM	5411	"Grocery Stores, Supermarkets"	"JUICE,PUNCH,ROLLS,HOTDOGS"	
					81.51	CAD	81.51	CAD								
SOLID WASTE MANAGEMENT	2066-8	07-05-2012	07-09-2012	DUFFERIN TILE	41.55	CAD	41.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	MONCHA SANDED (42) - 10KG.	
SOLID WASTE MANAGEMENT	2073-7	07-10-2012	07-12-2012	THE HOME DEPOT #7012	43.22	CAD	43.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	CSW358-11-08	BERMONDSEY T.S.	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2077-13	07-12-2012	07-16-2012	THE HOME DEPOT #7012	23.19	CAD	23.19	CAD	*****	PARTS - MACHINERY & EQUIPMENT	CSW358-11-06	DISCO  T.S.	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2077-14	07-13-2012	07-16-2012	THE HOME DEPOT #7012	113.53	CAD	113.53	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2077-15	07-13-2012	07-16-2012	THE HOME DEPOT #7012	32.42	CAD	32.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2081-1	07-16-2012	07-18-2012	THE HOME DEPOT #7012	133.78	CAD	133.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2083-4	07-18-2012	07-19-2012	ADVANCE BUILDING SUPPL	677.72	CAD	677.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5211	"Building Materials, Lumber Stores"	CORTEGA 769/96 SQ FT P/L	
SOLID WASTE MANAGEMENT	2087-11	07-19-2012	07-23-2012	THE HOME DEPOT #7012	46.91	CAD	46.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2088-4	07-20-2012	07-24-2012	INTERIOR CO-ORDINATORS	249.73	CAD	249.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	7399	Business Services - Not Elsewhere Classi	SHOUER CURTAINS	
SOLID WASTE MANAGEMENT	2091-7	07-23-2012	07-25-2012	THE HOME DEPOT #7012	22.00	CAD	22.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	GE GUTTER	
SOLID WASTE MANAGEMENT	2091-8	07-23-2012	07-25-2012	THE HOME DEPOT #7012	-22.01	CAD	-22.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	SILICONE II	
SOLID WASTE MANAGEMENT	2095-10	07-25-2012	07-27-2012	THE HOME DEPOT #7012	41.85	CAD	41.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-05	BUILDING AMENDITIES AND UPGRADES	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2097-5	07-26-2012	07-30-2012	THE HOME DEPOT #7012	90.38	CAD	90.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW358-11-06	DISCO  T.S.	5200	Home Supply Warehouse	"8""CRNR.BSKET"	
SOLID WASTE MANAGEMENT	2097-6	07-26-2012	07-30-2012	THE HOME DEPOT #7078	103.87	CAD	103.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPER	5200	Home Supply Warehouse	*****	
					"1,598.14"	CAD	"1,598.14"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2063-5	07-03-2012	07-05-2012	RONA # 55030	64.40	CAD	64.40	CAD	2715	PAINT SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	1 GALLON LATEX PRIMER	
ECONOMIC DEVELOPMENT & CULTURE	2065-7	07-04-2012	07-06-2012	RONA # 55030	55.45	CAD	55.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5251	Hardware Stores	"LATEX PAINT & 4"" ROLLERS"	
ECONOMIC DEVELOPMENT & CULTURE	2071-7	07-09-2012	07-11-2012	THE HOME DEPOT #7134	53.86	CAD	53.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0025	CD-AM-FAC-GIBSON HOU	5200	Home Supply Warehouse	*****	
					173.71	CAD	173.71	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2066-9	07-06-2012	07-09-2012	IKEA NORTH YORK	114.88	CAD	114.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-CDE-METRO HALL	5712	"Equipment, Furniture, and Home Furnishin"	FRAMES FOR PHOTOGRAPHY PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	2069-3	07-06-2012	07-10-2012	MERKLE CAMERA AND VIDE	141.23	CAD	141.23	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	AH0014	AS-PS-CDE-METRO HALL	5946	Camera and Photographic Supply Stores	REPLACEMENT BATTERIES AND CAP	
					256.11	CAD	256.11	CAD								
TORONTO WATER	2075-4	07-12-2012	07-13-2012	TIM HORTONS #1621# QTH	39.39	CAD	39.39	CAD	4820	BUSINESS MEETING EXPENSES	WW1060	HCTP PLANT ADMIN SUP	5814	Quick Payment Service - Fast-Food Restau	COFFE	
					39.39	CAD	39.39	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2060-2	06-29-2012	07-04-2012	DESERRES.CA	-544.38	CAD	-544.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	PROGRAM SUPPLIES - EXPRESSIONS (REFUND)	
ECONOMIC DEVELOPMENT & CULTURE	2065-8	07-04-2012	07-06-2012	CDN TIRE STORE #00175	28.19	CAD	28.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5200	Home Supply Warehouse	PROGRAM SUPPLY/EXPRESSIONS-MASON JARS&BAMBOO STICK	
ECONOMIC DEVELOPMENT & CULTURE	2075-5	07-13-2012	07-13-2012	SWISS CHALET #1181	101.86	CAD	101.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5812	"Eating Places, Restaurants"	FOOD FOR EXPRESSIONS PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2085-6	07-18-2012	07-20-2012	PAYPAL *LUCANUSCORP	464.99	CAD	464.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	8999	Professional Services - Not Elsewhere Cl	MULTIFOLDING RAMP FOR TRANSPORTATION OF PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2087-12	07-19-2012	07-23-2012	CURRY'S - MARKHAM	170.13	CAD	170.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	PROGRAM SUPPLY-LINO BLOCK PRINTING INK &PLASTICINE	
ECONOMIC DEVELOPMENT & CULTURE	2094-2	07-25-2012	07-26-2012	MICHAELS OF CANADA #34	128.50	CAD	128.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES - EXPRESSIONS - TIE DYE	
ECONOMIC DEVELOPMENT & CULTURE	2097-7	07-26-2012	07-30-2012	PIZZA PIZZA 111	83.22	CAD	83.22	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0018	AS-PS-PUB-CEDAR RIDG	5814	Quick Payment Service - Fast-Food Restau	FOOD FOR EXPRESSIONS PROGRAM	
ECONOMIC DEVELOPMENT & CULTURE	2099-4	07-27-2012	07-31-2012	DESERRES.CA	497.32	CAD	497.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0018	AS-PS-PUB-CEDAR RIDG	5970	"Artist Supply Stores, Craft Shops"	"PROGRAM SUPPLY/EXPRESSIONS-PAINT,SCULPEY,BRUSHES"	
					929.83	CAD	929.83	CAD								
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2060-3	07-03-2012	07-04-2012	AUTO SHARE CAR SHARING	93.34	CAD	93.34	CAD	4510	RENTAL OF VEHICLES AND EQUIPMENT	CTP811-02-09	ADVERTISING/CONSULTATION EXPENSES	7512	Automobile Rental Agency - Not Elsewhere	VEHICLE RENTAL	
					93.34	CAD	93.34	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2065-9	07-05-2012	07-06-2012	WOOLFITTS ART ENTERPRI	75.76	CAD	75.76	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0056	HS-MH-CLM-98 ATLANTI	5970	"Artist Supply Stores, Craft Shops"	PAINTS	
ECONOMIC DEVELOPMENT & CULTURE	2075-6	07-12-2012	07-13-2012	CARR MCLEAN LTD	762.23	CAD	762.23	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-CLM-98 ATLANTI	5943	"Office, School Supply, and Stationery St"	"SPATULAS,TAPE,BLOTTERS,ERASERS,IDENTIPENS,BOXES"	
					837.99	CAD	837.99	CAD								
SOLID WASTE MANAGEMENT	2069-4	07-08-2012	07-10-2012	THE HOME DEPOT #7012	119.06	CAD	119.06	CAD	2575	ELECTRICAL SUPPLIES	SW0800	BERMONDSEY TS OPER	5200	Home Supply Warehouse	*****	
SOLID WASTE MANAGEMENT	2091-9	07-23-2012	07-25-2012	INVESTMENTS HARDWARE L	171.14	CAD	171.14	CAD	2575	ELECTRICAL SUPPLIES	SW0011	MECHANICAL&ELECTRICA	5046	Commercial Equipment Not Elsewhere Class	DEWALT D25012K 2 MODE COMPACT SDS-PLUS ROTARY HAMM	
SOLID WASTE MANAGEMENT	2094-3	07-24-2012	07-26-2012	THE HOME DEPOT #7129	292.66	CAD	292.66	CAD	3080	M & E - HAND TOOLS	SW0011	MECHANICAL&ELECTRICA	5200	Home Supply Warehouse	*****	
					582.86	CAD	582.86	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2069-5	07-09-2012	07-10-2012	TOYS TOYS TOYS INC	16.89	CAD	16.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	5945	"Game, Toy, and Hobby Shops"	PAINTING SETS	
ECONOMIC DEVELOPMENT & CULTURE	2088-5	07-23-2012	07-24-2012	METRO#759	9.18	CAD	9.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUB-MACKENZIE	5411	"Grocery Stores, Supermarkets"	SUGAR & DETERGENT	
					26.07	CAD	26.07	CAD								
"PARKS, FORESTRY & RECREATION"	2069-6	07-09-2012	07-10-2012	ACKLANDS-GRAINGER INC	248.15	CAD	248.15	CAD	2575	ELECTRICAL SUPPLIES	P12182	LEASIDE CURLING-SPEC	5085	Industrial Supplies Not Elsewhere Classi	BULBS FOR CANOPY	
					248.15	CAD	248.15	CAD								
"PARKS, FORESTRY & RECREATION"	2060-4	07-03-2012	07-04-2012	DISCOUNTERS POOL SPA	307.64	CAD	307.64	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5039	Construction Materials Not Elsewhere Cla	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2060-5	07-03-2012	07-04-2012	DISCOUNTERS POOL SPA	126.70	CAD	126.70	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5039	Construction Materials Not Elsewhere Cla	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2060-6	07-03-2012	07-04-2012	AQUATECH LOGISTIC	325.44	CAD	325.44	CAD	2570	JANITORIAL SUPPLIES	P07697	CUMMER COMPLEX-OPERA	5996	Swimming Pools - Sales and Supplies	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2069-7	07-06-2012	07-10-2012	CDN TIRE STORE #00192	45.01	CAD	45.01	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5200	Home Supply Warehouse	GENERAL HARDWARE	
"PARKS, FORESTRY & RECREATION"	2069-8	07-09-2012	07-10-2012	DISCOUNTERS POOL SPA	126.70	CAD	126.70	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5039	Construction Materials Not Elsewhere Cla	POOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2071-8	07-09-2012	07-11-2012	THE HOME DEPOT #7078	189.62	CAD	189.62	CAD	2710	GENERAL HARDWARE	P01183	LEDBURY PK-OPS	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2071-9	07-09-2012	07-11-2012	D   G VACUUM REPAIR SE	179.95	CAD	179.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P03028	BAYVIEW-OPS	7699	Miscellaneous Repair Shops and Related S	PARTS FOR EQUIP. REPAIRS	
"PARKS, FORESTRY & RECREATION"	2073-8	07-10-2012	07-12-2012	RONA # 55030	21.45	CAD	21.45	CAD	2710	GENERAL HARDWARE	P03028	BAYVIEW-OPS	5251	Hardware Stores	GENERAL HARDWARE	
					"1,322.51"	CAD	"1,322.51"	CAD								
EMERGENCY MEDICAL SERVICES	2065-10	07-05-2012	07-06-2012	WESTBURNE RUDDY ELECTR	251.81	CAD	251.81	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7629	"Appliance Repair Shops, Electrical and S"	THERMOSTATS	
EMERGENCY MEDICAL SERVICES	2075-7	07-12-2012	07-13-2012	BRADFORD RENTAL SALES	27.27	CAD	27.27	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	GRAY TOOLS	
EMERGENCY MEDICAL SERVICES	2075-8	07-12-2012	07-13-2012	BRADFORD RENTAL SALES	175.15	CAD	175.15	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	MAXI FUSES	
EMERGENCY MEDICAL SERVICES	2077-16	07-12-2012	07-16-2012	THE HOME DEPOT #7078	108.52	CAD	108.52	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	2077-17	07-13-2012	07-16-2012	MERCEDES BENZ CANADA	"1,019.88"	CAD	"1,019.88"	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B31100	COMM SYSTEMS SUPPORT	5511	"Automobile and Truck Dealers - Sales, Se"	SHOP TIME RE:  SIGNALS	
					"1,582.63"	CAD	"1,582.63"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-3	06-29-2012	07-03-2012	THE HOME DEPOT #7073	136.57	CAD	136.57	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2063-6	07-03-2012	07-05-2012	THE HOME DEPOT #7073	83.74	CAD	83.74	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2063-7	07-03-2012	07-05-2012	THE HOME DEPOT #7073	67.66	CAD	67.66	CAD	2715	PAINT SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2063-8	07-03-2012	07-05-2012	THE HOME DEPOT #7073	53.06	CAD	53.06	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	2065-11	07-04-2012	07-06-2012	THE HOME DEPOT #7073	16.92	CAD	16.92	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	MSNRY 1/4	
"PARKS, FORESTRY & RECREATION"	2069-9	07-09-2012	07-10-2012	LAWSON PRODUCTS INC	411.31	CAD	411.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	7399	Business Services - Not Elsewhere Classi	MISC. PARTS FOR MACHINES	
"PARKS, FORESTRY & RECREATION"	2077-18	07-12-2012	07-16-2012	THE HOME DEPOT #7073	167.66	CAD	167.66	CAD	2590	EMERGENCY SERVICES SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2083-5	07-17-2012	07-19-2012	THE HOME DEPOT #7012	568.37	CAD	568.37	CAD	*****	CANVAS & CORDAGE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2087-13	07-20-2012	07-23-2012	SIMPLISTIC LINES INC	54.08	CAD	54.08	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5941	Sporting Goods Stores	PARTS FOR PAINT SPRAYER	
"PARKS, FORESTRY & RECREATION"	2088-6	07-19-2012	07-24-2012	JACK WATSON SPORTS INC	567.75	CAD	567.75	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P00409	N-EAST1-TURF&HORT	5941	Sporting Goods Stores	BASKETBALL HOOP/NET	
"PARKS, FORESTRY & RECREATION"	2091-10	07-23-2012	07-25-2012	THE HOME DEPOT #7073	42.24	CAD	42.24	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"13/32"" TIN"	
"PARKS, FORESTRY & RECREATION"	2091-11	07-23-2012	07-25-2012	THE HOME DEPOT #7073	26.31	CAD	26.31	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	SCREWS	
"PARKS, FORESTRY & RECREATION"	2095-11	07-24-2012	07-27-2012	GUILLEVIN INT'NAL #302	894.00	CAD	894.00	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	BANDIT SUPPLIES	
					"3,089.67"	CAD	"3,089.67"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-4	06-30-2012	07-03-2012	ISLINGTON NURSERIES LI	101.70	CAD	101.70	CAD	2770	GRAVEL	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	3/4 CLEAR CUT STONE	
"PARKS, FORESTRY & RECREATION"	2058-5	06-30-2012	07-03-2012	ISLINGTON NURSERIES LI	101.70	CAD	101.70	CAD	2770	GRAVEL	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	3/4 CLEAR CUT STONE	
"PARKS, FORESTRY & RECREATION"	2058-6	06-30-2012	07-03-2012	ISLINGTON NURSERIES LI	50.85	CAD	50.85	CAD	2770	GRAVEL	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	3/4 CLEAR CUT STONE	
					254.25	CAD	254.25	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2091-12	07-23-2012	07-25-2012	ARAMARK/SENECA YORK UN	157.41	CAD	157.41	CAD	4116	CATERING SERVICES	AH0088	HS-MH-PRS-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING SERVICES FOR SPECIAL PROJECT W/ 3RD PARTY	
ECONOMIC DEVELOPMENT & CULTURE	2094-4	07-24-2012	07-26-2012	ARAMARK/SENECA YORK UN	90.15	CAD	90.15	CAD	4116	CATERING SERVICES	AH0088	HS-MH-PRS-METRO HALL	5814	Quick Payment Service - Fast-Food Restau	CATERING SERVICES FOR SPECIAL PROJECT W/ 3RD PARTY	
					247.56	CAD	247.56	CAD								
"PARKS, FORESTRY & RECREATION"	2071-10	07-10-2012	07-11-2012	BEST BUY #956	137.22	CAD	137.22	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12663	N-GEN INTEGRATN SERV	5732	Electronic Sales	LEARNING FOR LIFE CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-9	07-10-2012	07-12-2012	WAL-MART #3195	12.27	CAD	12.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	ADAPTED & INTEGRATED PROG. SUPPORT	
"PARKS, FORESTRY & RECREATION"	2077-19	07-13-2012	07-16-2012	SHOPPERSDRUGMART0964	12.42	CAD	12.42	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12663	N-GEN INTEGRATN SERV	5912	"Drug Stores, Pharmacies"	LEARNING FOR LIFE CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2077-20	07-14-2012	07-16-2012	MCMICHAEL CDN ART COLL	144.00	CAD	144.00	CAD	4118	TICKETS AND ADMISSION FEES	P12663	N-GEN INTEGRATN SERV	5971	Art Dealers and Galleries	LEARNING FOR LIFE CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2091-13	07-23-2012	07-25-2012	SHOPPERSDRUGMART1338	3.93	CAD	3.93	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P12663	N-GEN INTEGRATN SERV	5912	"Drug Stores, Pharmacies"	LEARNING FOR LIFE CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2091-14	07-24-2012	07-25-2012	METRO #712	6.82	CAD	6.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12663	N-GEN INTEGRATN SERV	5411	"Grocery Stores, Supermarkets"	LEARNING FOR LIFE CAMP SUPPLIES	
					316.66	CAD	316.66	CAD								
"PARKS, FORESTRY & RECREATION"	2063-9	07-03-2012	07-05-2012	THE HOME DEPOT #7073	108.25	CAD	108.25	CAD	2110	PARTS - FURNITURE & FIXTURES	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2073-10	07-10-2012	07-12-2012	THE HOME DEPOT #7073	68.35	CAD	68.35	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2081-2	07-16-2012	07-18-2012	MONARCH PAINTS (1998)	582.26	CAD	582.26	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5198	"Paints, Varnishes, and Supplies"	PAIN & PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2083-6	07-17-2012	07-19-2012	THE HOME DEPOT #7012	12.32	CAD	12.32	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	LAG BOLT	
"PARKS, FORESTRY & RECREATION"	2083-7	07-17-2012	07-19-2012	CDN TIRE STORE #00019	73.42	CAD	73.42	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	FAN & DRIVEWAY SEALER FOR GRAFFITTI	
					844.60	CAD	844.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2075-9	07-11-2012	07-13-2012	FOOD BASICS #928	117.19	CAD	117.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"MILK, FRUIT, ORANGE JUICE"	
ECONOMIC DEVELOPMENT & CULTURE	2077-21	07-10-2012	07-16-2012	JC FRAMING LTD	30.00	CAD	30.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5999	Miscellaneous and Specialty Retail Store	REPLACEMENT GLASS FOR PICTURE FRAME	
ECONOMIC DEVELOPMENT & CULTURE	2085-7	07-18-2012	07-20-2012	FOOD BASICS #928	65.21	CAD	65.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"FRUIT, ORANGE JUICE, CHEESE"	
ECONOMIC DEVELOPMENT & CULTURE	2091-15	07-24-2012	07-25-2012	SAFETY SUPERSTORE	237.13	CAD	237.13	CAD	2665	PROTECTIVE CLOTHING	AH0098	HS-MH-PUB-MONTGOMERY	5641	Children's and Infants' Wear Stores	THREE FIRE BLANKETS	
