Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1841-5	01-30-2012	02-02-2012	INTERSTATE BATTERY SYS	498.16	CAD	498.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12182	LEASIDE CURLING-SPEC	5533	"Automotive Parts, Accessories Stores"	BATTERY FOR ICE SHAVER	
"PARKS, FORESTRY & RECREATION"	1851-5	02-06-2012	02-08-2012	LCBO #804	881.72	CAD	881.72	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RESTOCK BAR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1863-2	02-15-2012	02-16-2012	ACKLANDS-GRAINGER INC	87.48	CAD	87.48	CAD	2665	PROTECTIVE CLOTHING	P12182	LEASIDE CURLING-SPEC	5085	Industrial Supplies Not Elsewhere Classi	"PROTECTIVE CLOTHING, GLOVES, APRON"	
"PARKS, FORESTRY & RECREATION"	1869-4	02-13-2012	02-20-2012	INTERSTATE BATTERY SYS	-60.00	CAD	-60.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12182	LEASIDE CURLING-SPEC	5533	"Automotive Parts, Accessories Stores"	BATTERY REFUND	
"PARKS, FORESTRY & RECREATION"	1878-7	02-23-2012	02-27-2012	LCBO/RAO #804	925.67	CAD	925.67	CAD	2760	ALCOHOLIC BEVERAGES	P12183	LEASIDE CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	RESTOCK BAR SUPPLIES	
					"2,333.03"	CAD	"2,333.03"	CAD								
"PARKS, FORESTRY & RECREATION"	1839-7	01-30-2012	02-01-2012	LCBO #804	"1,217.52"	CAD	"1,217.52"	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES FOR RE SALE	
"PARKS, FORESTRY & RECREATION"	1873-4	02-21-2012	02-23-2012	LCBO/RAO #804	"1,645.85"	CAD	"1,645.85"	CAD	2760	ALCOHOLIC BEVERAGES	P12543	EAST YK CURLING-SPEC	5921	"Package Stores, Beer, Wine, Liquor"	BAR SUPPLIES	
					"2,863.37"	CAD	"2,863.37"	CAD								
"PARKS, FORESTRY & RECREATION"	1851-6	02-06-2012	02-08-2012	CDN TIRE STORE #00192	5.73	CAD	5.73	CAD	2710	GENERAL HARDWARE	P06686	EDITHVALE CC-OPERATI	5200	Home Supply Warehouse	MOUSE TRAPS	
					5.73	CAD	5.73	CAD								
EMERGENCY MEDICAL SERVICES	1856-8	02-08-2012	02-10-2012	THE HOME DEPOT #7129	112.99	CAD	112.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMM SYSTEMS SUPPORT	5200	Home Supply Warehouse	CONST. HEATE	
					112.99	CAD	112.99	CAD								
"PARKS, FORESTRY & RECREATION"	1841-6	01-31-2012	02-02-2012	CDN TIRE STORE #00170	82.87	CAD	82.87	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"POLISH,HEAT GUN,"	
"PARKS, FORESTRY & RECREATION"	1854-7	02-07-2012	02-09-2012	THE HOME DEPOT #7073	11.68	CAD	11.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1876-6	02-23-2012	02-24-2012	CHAMBERS   COOKE (1968	9.02	CAD	9.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FITTING FOR HOSES	
					103.57	CAD	103.57	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1848-6	02-03-2012	02-06-2012	BECK TAXI	14.75	CAD	14.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0052	HS-MH-BOA-METRO HALL	4121	Limousines and Taxicabs	TAXI - METRO HALL TO ARCHIVES	
ECONOMIC DEVELOPMENT & CULTURE	1869-5	02-17-2012	02-20-2012	DIAMOND TAXICAB ASSOCI	13.00	CAD	13.00	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0052	HS-MH-BOA-METRO HALL	4121	Limousines and Taxicabs	TAXI - METRO HALL TO FRONT AND BERKELEY	
					27.75	CAD	27.75	CAD								
TRANSPORTATION SERVICES 	1842-8	02-02-2012	02-03-2012	STAPLES STORE #266	50.40	CAD	50.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	5943	"Office, School Supply, and Stationery St"		
TRANSPORTATION SERVICES 	1866-12	02-16-2012	02-17-2012	AMAZON *MARKETPLCE CA	80.41	CAD	80.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	4816	Computer Network/Information Services	HAND HELD DEVICE TO DOWNLOAD SALT TRUCK	
					130.81	CAD	130.81	CAD								
"PARKS, FORESTRY & RECREATION"	1839-8	01-30-2012	02-01-2012	RONA # 55090	238.43	CAD	238.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1839-9	01-30-2012	02-01-2012	RONA # 55130	74.99	CAD	74.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	1854-8	02-07-2012	02-09-2012	SPEED FASTENING SYSTEM	366.58	CAD	366.58	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	MISC. HARDWARE	
"PARKS, FORESTRY & RECREATION"	1854-9	02-08-2012	02-09-2012	GLOBALINDUSTRIALCANADA	689.21	CAD	689.21	CAD	2110	PARTS - FURNITURE & FIXTURES	P00554	S-WEST 1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	*****	
"PARKS, FORESTRY & RECREATION"	1858-3	02-10-2012	02-13-2012	GLOBALINDUSTRIALCANADA	150.44	CAD	150.44	CAD	2110	PARTS - FURNITURE & FIXTURES	P00554	S-WEST 1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	*****	
"PARKS, FORESTRY & RECREATION"	1872-3	02-21-2012	02-22-2012	STANLEY SECURITY SOLUT	26.78	CAD	26.78	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS	
"PARKS, FORESTRY & RECREATION"	1873-5	02-22-2012	02-23-2012	STANLEY SECURITY SOLUT	6.64	CAD	6.64	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS	
"PARKS, FORESTRY & RECREATION"	1876-7	02-22-2012	02-24-2012	CDN TIRE STORE #00654	112.22	CAD	112.22	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	MISC. HARDWARE	
"PARKS, FORESTRY & RECREATION"	1880-4	02-27-2012	02-28-2012	STANLEY SECURITY SOLUT	564.44	CAD	564.44	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS	
"PARKS, FORESTRY & RECREATION"	1880-5	02-27-2012	02-28-2012	STANLEY SECURITY SOLUT	564.43	CAD	564.43	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS	
"PARKS, FORESTRY & RECREATION"	1880-6	02-27-2012	02-28-2012	GLOBALINDUSTRIALCANADA	91.31	CAD	91.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5085	Industrial Supplies Not Elsewhere Classi	*****	
"PARKS, FORESTRY & RECREATION"	1880-7	02-27-2012	02-28-2012	GLOBALINDUSTRIALCANADA	551.94	CAD	551.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5085	Industrial Supplies Not Elsewhere Classi	*****	
					"3,437.41"	CAD	"3,437.41"	CAD								
"PARKS, FORESTRY & RECREATION"	1862-5	02-13-2012	02-15-2012	CDN TIRE STORE #00192	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02858	N-C-YOUTH-SP NEEDS	5200	Home Supply Warehouse	SKATE AID FOR PARTICIPANT	
					45.19	CAD	45.19	CAD								
"PARKS, FORESTRY & RECREATION"	1862-6	02-13-2012	02-15-2012	THE HOME DEPOT #7073	135.55	CAD	135.55	CAD	*****	M & E - JANITORIAL	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	*****	
					135.55	CAD	135.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1882-7	02-27-2012	02-29-2012	DESIGNER FABRIC OUTLET	113.67	CAD	113.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0071	HS-MH-EDU-ZION SCHOO	5131	"Piece Goods, Notions, and Other Dry Good"	FABRIC AND TRIMS FOR THEATRE COSTUMES	
					113.67	CAD	113.67	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1856-9	02-09-2012	02-10-2012	FOOD BASICS #928	84.40	CAD	84.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-CHICKEN, SQUASH"	
ECONOMIC DEVELOPMENT & CULTURE	1859-1	02-13-2012	02-14-2012	METRO #702	193.41	CAD	193.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5411	"Grocery Stores, Supermarkets"	*****	
ECONOMIC DEVELOPMENT & CULTURE	1869-6	02-17-2012	02-20-2012	FOOD BASICS #928	58.91	CAD	58.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	TEAROOM SUPPLIES-COFFEE	
ECONOMIC DEVELOPMENT & CULTURE	1869-7	02-17-2012	02-20-2012	BRT DISTRIBUTING INC	575.08	CAD	575.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIREWOOD AND KINDLING	
ECONOMIC DEVELOPMENT & CULTURE	1872-4	02-21-2012	02-22-2012	RUSSELL FOOD EQUIPMENT	146.45	CAD	146.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5046	Commercial Equipment Not Elsewhere Class	TEA CUPS FOR TEAROOM	
ECONOMIC DEVELOPMENT & CULTURE	1872-5	02-21-2012	02-22-2012	FOOD BASICS #928	90.92	CAD	90.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	*****	
					"1,149.17"	CAD	"1,149.17"	CAD								
"PARKS, FORESTRY & RECREATION"	1858-4	02-10-2012	02-13-2012	LOWES #02934*	12.40	CAD	12.40	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	"3/8""CLVS LTCH SLP HK GR43(-88285)"	
"PARKS, FORESTRY & RECREATION"	1866-13	02-16-2012	02-17-2012	THE A.T.C CORRAL	201.99	CAD	201.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	5561	"Camper Dealers, Recreational and Utility"	PARTS	
"PARKS, FORESTRY & RECREATION"	1873-6	02-22-2012	02-23-2012	ALLANDALE HH BLDG CTR	48.53	CAD	48.53	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CTR-OPS	5251	Hardware Stores	TOOLS	
					262.92	CAD	262.92	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1872-6	02-21-2012	02-22-2012	LOBLAWS #1212	52.82	CAD	52.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"FOOD/BEVERAGE FOR TOUR & TASTE PROGRAM-TEA,COCONUT"	
					52.82	CAD	52.82	CAD								
LONG TERM CARE HOMES	1839-10	01-31-2012	02-01-2012	STAPLES STORE #263	18.04	CAD	18.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	ACTIVITY CRAFT SUPPLIES FOR RESIDENTS	
LONG TERM CARE HOMES	1839-11	01-31-2012	02-01-2012	STAPLES STORE #263	56.53	CAD	56.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A011	BENDALE ACR-PA-OA	5943	"Office, School Supply, and Stationery St"	CABLE CONNECTORS FOR LAPTOPS AT HOME	
LONG TERM CARE HOMES	1839-12	01-31-2012	02-01-2012	STAPLES STORE #263	42.15	CAD	42.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	PRINTING RESIDENT ACTIVITY CALENDARS	
LONG TERM CARE HOMES	1841-7	02-01-2012	02-02-2012	STAPLES STORE #263	10.27	CAD	10.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	PROGRAM SUPPLIES FOR RESIDENTS	
LONG TERM CARE HOMES	1851-7	02-07-2012	02-08-2012	DALEX CANADA INC	648.41	CAD	648.41	CAD	2082	HEALTH & SAFETY SUPPLIES	D3A061	BENDALE ACR-MT-OA	5046	Commercial Equipment Not Elsewhere Class	HOUSEKEEPING CARTS	
LONG TERM CARE HOMES	1851-8	02-07-2012	02-08-2012	STEVANS SALES   MARKET	185.01	CAD	185.01	CAD	2082	HEALTH & SAFETY SUPPLIES	D3A061	BENDALE ACR-MT-OA	5712	"Equipment, Furniture, and Home Furnishin"	CHAIR GLIDES	
LONG TERM CARE HOMES	1856-10	02-07-2012	02-10-2012	EMPIRE MUSIC CO LTD	212.44	CAD	212.44	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACR-PS-PS	5733	"Music Stores - Musical Instruments, Pian"	MUSIC THERAPY EQUIPMENT	
					"1,172.85"	CAD	"1,172.85"	CAD								
EMERGENCY MEDICAL SERVICES	1841-8	01-31-2012	02-02-2012	PARKING AUTHORITYOFTOR	18.50	CAD	18.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - DISTRICT 5	9399	Government Services - Not Elsewhere Clas	PARKING - CITY HALL	
EMERGENCY MEDICAL SERVICES	1848-7	02-02-2012	02-06-2012	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - DISTRICT 5	9399	Government Services - Not Elsewhere Clas	PARKING - BARGINING MEETING	
					38.50	CAD	38.50	CAD								
"PARKS, FORESTRY & RECREATION"	1862-7	02-14-2012	02-15-2012	KOTYCK BROS LIMITED	123.43	CAD	123.43	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC&MEC	1520	General Contractors - Residential and Co	PLUMBING SUPPLIES	
					123.43	CAD	123.43	CAD								
EMERGENCY MEDICAL SERVICES	1848-8	02-02-2012	02-06-2012	PARKING AUTHORITYOFTOR	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46700	ALS OPERATIONS	9399	Government Services - Not Elsewhere Clas	PARKING - CITY HALL BARGAINING	
					20.00	CAD	20.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1858-5	02-11-2012	02-13-2012	SWEETS GALORE	267.06	CAD	267.06	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0119	HS-MH-RET-COLBORNE L	5441	"Candy, Nut, Confectionery Stores"	CANDY STICKS FOR GIFT SHOP RESALE	
ECONOMIC DEVELOPMENT & CULTURE	1876-8	02-23-2012	02-24-2012	THE BIG CARROT	21.22	CAD	21.22	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	AH0093	HS-MH-PRS-COLBORNE L	5411	"Grocery Stores, Supermarkets"	AIR FRESHENER	
					288.28	CAD	288.28	CAD								
"PARKS, FORESTRY & RECREATION"	1859-2	02-13-2012	02-14-2012	PRINT ZONE DIGITAL PR	733.65	CAD	733.65	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P02144	ACCES & DIVRS INITVS	7399	Business Services - Not Elsewhere Classi	PRINT ORDERS FOR BLACK HISTORY MONTH	
"PARKS, FORESTRY & RECREATION"	1863-3	02-14-2012	02-16-2012	CDN TIRE STORE #00600	33.92	CAD	33.92	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P02144	ACCES & DIVRS INITVS	5200	Home Supply Warehouse	GARDEN MATERIALS	
					767.57	CAD	767.57	CAD								
"PARKS, FORESTRY & RECREATION"	1842-9	02-01-2012	02-03-2012	WAL-MART #3159	92.54	CAD	92.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10311	D R TIMBRELL -PGM SU	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KIDS ARTS & CRAFTS PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1856-11	02-08-2012	02-10-2012	THE HOME DEPOT #7073	32.72	CAD	32.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P10311	D R TIMBRELL -PGM SU	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1873-7	02-22-2012	02-23-2012	SHOPPER'S DRUG MART #1	201.00	CAD	201.00	CAD	4690	PUBLIC TRANSIT - CLIENTS	P11414	D R TIMBRELL -SOC PG	5912	"Drug Stores, Pharmacies"	TTC TICKETS FOR YOUTH SKI PROGRAM	
					326.26	CAD	326.26	CAD								
"PARKS, FORESTRY & RECREATION"	1839-13	01-30-2012	02-01-2012	CDN TIRE STORE #00119	39.54	CAD	39.54	CAD	3050	M & E - KITCHEN	P07648	SCARLETT WOODS-OPERA	5200	Home Supply Warehouse	KETTLE	
"PARKS, FORESTRY & RECREATION"	1854-10	02-07-2012	02-09-2012	CDN TIRE STORE #00182	387.68	CAD	387.68	CAD	2710	GENERAL HARDWARE	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5200	Home Supply Warehouse	"TOOLS,WORKBENCH"	
"PARKS, FORESTRY & RECREATION"	1872-7	02-21-2012	02-22-2012	THE SOURCE 5101	11.28	CAD	11.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07647	HUMBER VALLEY-OPERAT	5732	Electronic Sales	FUSES	
"PARKS, FORESTRY & RECREATION"	1873-8	02-22-2012	02-23-2012	PRINCESS AUTO	415.67	CAD	415.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1880-8	02-27-2012	02-28-2012	GLOBAL PET FOODS	87.00	CAD	87.00	CAD	2620	ANIMAL CARE SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5995	Pet Shops - Pet Food and Supplies	DOG FOOD-GOLF COURSE	
					941.17	CAD	941.17	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1856-12	02-08-2012	02-10-2012	CENTURY MILL LUMBER	881.51	CAD	881.51	CAD	2531	LUMBER	AH0154	CD-AM-FAC-FORT YORK	5211	"Building Materials, Lumber Stores"	LUMBER	
ECONOMIC DEVELOPMENT & CULTURE	1856-13	02-09-2012	02-10-2012	HOMESTEAD HOUSE COUNTR	68.60	CAD	68.60	CAD	2715	PAINT SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
ECONOMIC DEVELOPMENT & CULTURE	1859-3	02-13-2012	02-14-2012	LEE VALLEY TOOLS 800-2	80.68	CAD	80.68	CAD	2710	GENERAL HARDWARE	AH0154	CD-AM-FAC-FORT YORK	5251	Hardware Stores	HISTORIC NAILS	
ECONOMIC DEVELOPMENT & CULTURE	1866-14	02-15-2012	02-17-2012	THE HOME DEPOT #7129	29.36	CAD	29.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5200	Home Supply Warehouse	*****	
ECONOMIC DEVELOPMENT & CULTURE	1873-9	02-21-2012	02-23-2012	THE HOME DEPOT #7073	19.20	CAD	19.20	CAD	2710	GENERAL HARDWARE	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	WOOD FILL	
					"1,079.35"	CAD	"1,079.35"	CAD								
"PARKS, FORESTRY & RECREATION"	1839-14	01-31-2012	02-01-2012	MICHAELS #3933	172.69	CAD	172.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5945	"Game, Toy, and Hobby Shops"	PROGRAM SUPPLIES: CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1848-9	02-02-2012	02-06-2012	WAL-MART # 5742	16.77	CAD	16.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10035	BLOORDALE CS-INSTRL	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES: SNACKS	
"PARKS, FORESTRY & RECREATION"	1850-4	02-05-2012	02-07-2012	WAL-MART # 5742	30.98	CAD	30.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES: CRAFTS	
"PARKS, FORESTRY & RECREATION"	1858-6	02-09-2012	02-13-2012	KIDZGROUP DISTRIBUTION	129.20	CAD	129.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5046	Commercial Equipment Not Elsewhere Class	PROGRAM SUPPLIES: CRAFTS	
"PARKS, FORESTRY & RECREATION"	1873-10	02-22-2012	02-23-2012	FORTINOS	41.47	CAD	41.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12047	BLOORDALE-COMM CTR-P	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES: SNACKS	
"PARKS, FORESTRY & RECREATION"	1876-9	02-22-2012	02-24-2012	WAL-MART # 5742	52.75	CAD	52.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10035	BLOORDALE CS-INSTRL	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES: CRAFTS, STICKERS"	
					443.86	CAD	443.86	CAD								
"PARKS, FORESTRY & RECREATION"	1842-10	02-02-2012	02-03-2012	VAUGHAN GARDEN CENTRE	954.83	CAD	954.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10908	NY SKI CTR-OPS	5261	Lawn and Garden Supply Stores	FIREWOOD	
"PARKS, FORESTRY & RECREATION"	1850-5	02-06-2012	02-07-2012	KROWN RUST CONTROL	33.73	CAD	33.73	CAD	2401	LUBRICANTS	P10908	NY SKI CTR-OPS	5533	"Automotive Parts, Accessories Stores"	LUBE	
"PARKS, FORESTRY & RECREATION"	1851-9	02-06-2012	02-08-2012	REDFERN AUTO PARTS	115.94	CAD	115.94	CAD	2401	LUBRICANTS	P10908	NY SKI CTR-OPS	5511	"Automobile and Truck Dealers - Sales, Se"	OIL	
"PARKS, FORESTRY & RECREATION"	1862-8	02-14-2012	02-15-2012	REDFERN AUTO PARTS	142.38	CAD	142.38	CAD	2401	LUBRICANTS	P10908	NY SKI CTR-OPS	5511	"Automobile and Truck Dealers - Sales, Se"	OIL	
"PARKS, FORESTRY & RECREATION"	1876-10	02-22-2012	02-24-2012	THE HOME DEPOT #7129	27.04	CAD	27.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	*****	
					"1,273.92"	CAD	"1,273.92"	CAD								
PUBLIC HEALTH	1841-9	02-01-2012	02-02-2012	PORTER AI	372.61	CAD	372.61	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3640	OTS TCAN	4511	"Air Carriers, Airlines - Not Elsewhere C"	CONFERENCES/SEMINARS - AIR/RAIL/BUS	
PUBLIC HEALTH	1848-10	02-03-2012	02-06-2012	THE PALIN FOUNDATION	175.00	CAD	175.00	CAD	4820	BUSINESS MEETING EXPENSES	PH3640	OTS TCAN	5812	"Eating Places, Restaurants"	BUSINESS MEETING EXPENSES	
PUBLIC HEALTH	1854-11	02-07-2012	02-09-2012	OTTAWA TAXI	30.93	CAD	30.93	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3640	OTS TCAN	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1858-7	02-10-2012	02-13-2012	TAXITAB	31.29	CAD	31.29	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3640	OTS TCAN	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1866-15	02-10-2012	02-17-2012	CROWNE PLAZA OTTAWA	606.81	CAD	606.81	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	PH3640	OTS TCAN	3750	Crowne Plaza Hotels	CONFERENCES/SEMINARS – ACCOMMODATION	
					"1,216.64"	CAD	"1,216.64"	CAD								
"PARKS, FORESTRY & RECREATION"	1854-12	02-08-2012	02-09-2012	THE CRAFT   HOBBY EMPO	263.41	CAD	263.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04761	WALLACE EMERSON-H CA	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES FOR MARCH BREAK CAMP	
					263.41	CAD	263.41	CAD								
EMERGENCY MEDICAL SERVICES	1858-8	02-10-2012	02-13-2012	BASS PRO SHOPS OUTDOOR	541.72	CAD	541.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46700	ALS OPERATIONS	5941	Sporting Goods Stores	PRO LATCH DEEP 3630	
					541.72	CAD	541.72	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1851-10	02-07-2012	02-08-2012	EB *CCA LUNCHEON EVENT	45.20	CAD	45.20	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUS DEV-OTHER SECTOR	7399	Business Services - Not Elsewhere Classi	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	1862-9	02-14-2012	02-15-2012	ROTMAN MAGAZINE - UOFT	111.87	CAD	111.87	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	ED0057	BUS DEV-OTHER SECTOR	8220	"Colleges, Universities, Professional Sch"	SUBSCRIPTION TO MAGAZINE	
ECONOMIC DEVELOPMENT & CULTURE	1878-8	02-23-2012	02-27-2012	PAYPAL *BCCC CHAMBE	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUS DEV-OTHER SECTOR	9399	Government Services - Not Elsewhere Clas	TICKET TO EVENT	
					217.07	CAD	217.07	CAD								
