Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Original Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	"Cost Centre/
WBS Element"	Cost Centre/ WBS Element Descrption	"Merchant
 Type"	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1904-3	03-12-2012	03-14-2012	BRAFASCO / SCARBOROUGH	218.16	CAD	218.16	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"CARRIAGE BOLTS, HEX NUTS"
"PARKS, FORESTRY & RECREATION"	1920-5	03-22-2012	03-26-2012	CDN TIRE STORE #00459	21.23	CAD	21.23	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	WALLMOUNT MAILBOX
					239.39	CAD	239.39	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1885-4	02-28-2012	03-02-2012	DIAMOND TAXICAB ASSOCI	11.50	CAD	11.50	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0052	HS-MH-BOA-METRO HALL	4121	Limousines and Taxicabs	TAXI - METRO HALL TO PARLIAMENT AND FRONT
ECONOMIC DEVELOPMENT & CULTURE	1898-8	03-07-2012	03-09-2012	BECK TAXI	22.75	CAD	22.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	AH0052	HS-MH-BOA-METRO HALL	4121	Limousines and Taxicabs	METRO HALL TO DONLANDS
					34.25	CAD	34.25	CAD							
TRANSPORTATION SERVICES 	1898-9	03-07-2012	03-09-2012	"TPA/GREEN ""P""      QPL"	14.00	CAD	14.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0219	RW MGMT & OVERHEAD-D	7523	Automobile Parking Lots and Garages	PARKING FOR MEETING AT CITY HALL
					14.00	CAD	14.00	CAD							
"PARKS, FORESTRY & RECREATION"	1885-5	03-01-2012	03-02-2012	STAPLES STORE #26	250.59	CAD	250.59	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1888-4	03-02-2012	03-05-2012	STANLEY SECURITY SOLUT	6.24	CAD	6.24	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	LOCKS
"PARKS, FORESTRY & RECREATION"	1888-5	03-02-2012	03-05-2012	STANLEY SECURITY SOLUT	-6.64	CAD	-6.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5072	Hardware Equipment and Supplies	CREDIT
"PARKS, FORESTRY & RECREATION"	1895-5	03-05-2012	03-07-2012	HAWKEX SALES	929.99	CAD	929.99	CAD	2570	JANITORIAL SUPPLIES	P00554	S-WEST 1-TURF&HORT	5699	Accessory  and Apparel Stores - Miscella	SUPER LITTER
"PARKS, FORESTRY & RECREATION"	1912-2	03-19-2012	03-20-2012	ADDMORE OFFICE FURNITU	614.72	CAD	614.72	CAD	3310	FURNISHINGS	P00554	S-WEST 1-TURF&HORT	5021	Office and Commercial Furniture	USED FURNITURE
"PARKS, FORESTRY & RECREATION"	1914-7	03-19-2012	03-21-2012	THE HOME DEPOT #7011	290.27	CAD	290.27	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1924-4	03-28-2012	03-29-2012	STANLEY SECURITY SOLUT	590.16	CAD	590.16	CAD	2730	LOCKS	P00554	S-WEST 1-TURF&HORT	5072	Hardware Equipment and Supplies	KEYS
"PARKS, FORESTRY & RECREATION"	1925-6	03-29-2012	03-30-2012	CUSTOM DOOR   LOCK SER	209.28	CAD	209.28	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12858	BEACHWTRFRTMAINT	5533	"Automotive Parts, Accessories Stores"	KEYS CUT
"PARKS, FORESTRY & RECREATION"	1925-7	03-29-2012	03-30-2012	CUSTOM DOOR   LOCK SER	921.97	CAD	921.97	CAD	4443	CONTRACTED SERVICE - DOORS &DOOR CLOSURE	P00554	S-WEST 1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	REPAIR BEST LOCK INSTALL
					"3,806.58"	CAD	"3,806.58"	CAD							
"PARKS, FORESTRY & RECREATION"	1888-6	03-03-2012	03-05-2012	PRICE CHOPPER #7984QPS	9.52	CAD	9.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - LEARING FOR LIFE PROGRAM
"PARKS, FORESTRY & RECREATION"	1901-10	03-08-2012	03-12-2012	SHOPPERSDRUGMART1338	20.32	CAD	20.32	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P02858	N-C-YOUTH-SP NEEDS	5912	"Drug Stores, Pharmacies"	MISC SUPPLIES - LEARING FOR LIFE PROGRAM
					29.84	CAD	29.84	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1920-6	03-23-2012	03-26-2012	LOBLAWS #1010	7.85	CAD	7.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0071	HS-MH-EDU-ZION SCHOO	5411	"Grocery Stores, Supermarkets"	REFRESHMENT SUPPLIES - ZION THEATRE PROGRAM
					7.85	CAD	7.85	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-9	02-29-2012	03-01-2012	FOOD BASICS #928	71.52	CAD	71.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	*****
ECONOMIC DEVELOPMENT & CULTURE	1893-3	03-05-2012	03-06-2012	DELYEA PIANOS INC.	158.20	CAD	158.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING
ECONOMIC DEVELOPMENT & CULTURE	1895-6	03-06-2012	03-07-2012	FOOD BASICS #928	120.39	CAD	120.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-BUTTER, MILK, FRUIT"
ECONOMIC DEVELOPMENT & CULTURE	1923-2	03-27-2012	03-28-2012	FOOD BASICS #928	18.06	CAD	18.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUB-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	ROTARY CLUB SUPPLIES-FRUIT
ECONOMIC DEVELOPMENT & CULTURE	1925-8	03-29-2012	03-30-2012	FOOD BASICS #928	109.55	CAD	109.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RET-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"TEAROOM SUPPLIES-BUTTER, MILK, EGGS"
					477.72	CAD	477.72	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1914-8	03-19-2012	03-21-2012	CDN TIRE STORE #00600	19.20	CAD	19.20	CAD	2570	JANITORIAL SUPPLIES	AH0026	CD-AM-FAC-ZION SCHOO	5200	Home Supply Warehouse	"DISH, FLOOR,HAND SOAP AND COMPOST BAGS"
					19.20	CAD	19.20	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1884-10	02-28-2012	03-01-2012	SHOPPERSDRUGMART1281	11.61	CAD	11.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"FOOD/BEVERAGE FOR FAMILY DAY/TOUR&TASTE-EGG,BUTTER"
ECONOMIC DEVELOPMENT & CULTURE	1895-7	03-06-2012	03-07-2012	LOBLAWS #1212	79.09	CAD	79.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"CHOC.,BUTTER,MILK TOUR & TASTE PROGRAM/MARCH BREAK"
ECONOMIC DEVELOPMENT & CULTURE	1910-7	03-15-2012	03-19-2012	SHOPPERSDRUGMART1281	28.36	CAD	28.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5912	"Drug Stores, Pharmacies"	"FOOD&BEVERAGE FOR MARCH BREAK-MILK,BUTTER,SPRINKLE"
ECONOMIC DEVELOPMENT & CULTURE	1925-9	03-29-2012	03-30-2012	LOBLAWS #1212	27.11	CAD	27.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUB-SPADINA	5411	"Grocery Stores, Supermarkets"	"FOOD & BEVERAGE FOR STORYTELLING-BREAD,MILK,CREAM"
					146.17	CAD	146.17	CAD							
"PARKS, FORESTRY & RECREATION"	1917-9	03-22-2012	03-23-2012	PHARMA PLUS #0158	29.38	CAD	29.38	CAD	2823	MEDICAL SUPPLIES	P12007	OLYMPIUM-AQUA-INST I	5912	"Drug Stores, Pharmacies"	WATERPROOF TAPE/BAND-AIDS
					29.38	CAD	29.38	CAD							
311 TORONTO	1924-5	03-26-2012	03-29-2012	UNITED	738.03	CAD	738.03	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	TO9301	PROGRAM ADMIN	3000	United Airlines	*****
					738.03	CAD	738.03	CAD							
"PARKS, FORESTRY & RECREATION"	1885-6	02-29-2012	03-02-2012	CDN TIRE STORE #00192	108.08	CAD	108.08	CAD	2575	ELECTRICAL SUPPLIES	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	"ELECTIR CORD,PLASTER"
"PARKS, FORESTRY & RECREATION"	1895-8	03-06-2012	03-07-2012	GREEN TRACTORS INC.-PO	177.46	CAD	177.46	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATION	5046	Commercial Equipment Not Elsewhere Class	FILTERS
"PARKS, FORESTRY & RECREATION"	1922-3	03-23-2012	03-27-2012	CDN TIRE STORE #00264	172.79	CAD	172.79	CAD	2401	LUBRICANTS	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	OIL
"PARKS, FORESTRY & RECREATION"	1923-3	03-23-2012	03-28-2012	PERFECT GLASS   MIRROR	186.45	CAD	186.45	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATION	5231	"Glass, Paint, Wallpaper Stores"	MIRROR
"PARKS, FORESTRY & RECREATION"	1923-4	03-26-2012	03-28-2012	THE HOME DEPOT #7001	79.06	CAD	79.06	CAD	2575	ELECTRICAL SUPPLIES	P07646	DON VALLEY-OPERATION	5200	Home Supply Warehouse	32W T8 10P
"PARKS, FORESTRY & RECREATION"	1923-5	03-27-2012	03-28-2012	ACKLANDS-GRAINGER INC	94.67	CAD	94.67	CAD	2665	PROTECTIVE CLOTHING	P07646	DON VALLEY-OPERATION	5085	Industrial Supplies Not Elsewhere Classi	HEARING PROTECTION
"PARKS, FORESTRY & RECREATION"	1923-6	03-27-2012	03-28-2012	TURF CANADA	472.91	CAD	472.91	CAD	2470	FERTILIZERS	P07646	DON VALLEY-OPERATION	5998	Tent & Awning Shops	FERTILIZERS
					"1,291.42"	CAD	"1,291.42"	CAD							
LONG TERM CARE HOMES	1884-11	02-29-2012	03-01-2012	STAPLES STORE #263	16.21	CAD	16.21	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	PHOTO SUPPLIES
LONG TERM CARE HOMES	1885-7	02-29-2012	03-02-2012	ENGRAVERS DEPOT	69.35	CAD	69.35	CAD	2082	HEALTH & SAFETY SUPPLIES	D3A061	BENDALE ACR-MT-OA	5046	Commercial Equipment Not Elsewhere Class	ENGRAVING
LONG TERM CARE HOMES	1885-8	03-01-2012	03-02-2012	STAPLES STORE #263	47.78	CAD	47.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	PRINTING ON GLOSSY PAPER
LONG TERM CARE HOMES	1893-4	03-06-2012	03-06-2012	SAMMONS PRESTON CANADA	182.55	CAD	182.55	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5047	Laboratory/Medical/Dental/Ophthalmic Hos	
LONG TERM CARE HOMES	1897-3	03-07-2012	03-08-2012	FLAGHOUSE INC.	197.75	CAD	197.75	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	
LONG TERM CARE HOMES	1910-8	03-16-2012	03-19-2012	SETON	937.90	CAD	937.90	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5099	Durable Goods Not Elsewhere Classified	
LONG TERM CARE HOMES	1910-9	03-17-2012	03-19-2012	SPECTRUM NASCO SIMFG	271.48	CAD	271.48	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	
LONG TERM CARE HOMES	1910-10	03-17-2012	03-19-2012	SPECTRUM NASCO SIMFG	277.91	CAD	277.91	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	
LONG TERM CARE HOMES	1916-1	03-21-2012	03-22-2012	CANADIAN MAINTENANCE	166.66	CAD	166.66	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	7349	"Cleaning and Maintenance, Janitorial Ser"	
LONG TERM CARE HOMES	1924-6	03-28-2012	03-29-2012	SPECTRUM NASCO SIMFG	91.93	CAD	91.93	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5943	"Office, School Supply, and Stationery St"	
LONG TERM CARE HOMES	1924-7	03-28-2012	03-29-2012	SCHOLAR'S CHOICE	514.59	CAD	514.59	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5949	"Fabric, Needlework, Piece Goods, and Sew"	
LONG TERM CARE HOMES	1924-8	03-28-2012	03-29-2012	CANADIAN MAINTENANCE	602.41	CAD	602.41	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	7349	"Cleaning and Maintenance, Janitorial Ser"	
LONG TERM CARE HOMES	1925-10	03-28-2012	03-30-2012	ZELLERS #497	22.65	CAD	22.65	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5310	Discount Stores	
LONG TERM CARE HOMES	1925-11	03-28-2012	03-30-2012	WMT SUPRCTR #1117	67.59	CAD	67.59	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5411	"Grocery Stores, Supermarkets"	
LONG TERM CARE HOMES	1925-12	03-28-2012	03-30-2012	WMT SUPRCTR #1117	65.02	CAD	65.02	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5411	"Grocery Stores, Supermarkets"	
LONG TERM CARE HOMES	1925-13	03-29-2012	03-30-2012	NCH CANADA INC	280.21	CAD	280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi	
LONG TERM CARE HOMES	1925-14	03-29-2012	03-30-2012	NCH CANADA INC	280.21	CAD	280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi	
LONG TERM CARE HOMES	1925-15	03-29-2012	03-30-2012	NCH CANADA INC	280.21	CAD	280.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3A083	BENDALE ACR-PS-PS	5085	Industrial Supplies Not Elsewhere Classi	
					"4,372.41"	CAD	"4,372.41"	CAD							
EMERGENCY MEDICAL SERVICES	1898-10	03-08-2012	03-09-2012	EMS CHIEFS OF CANADA.	141.25	CAD	141.25	CAD	4760	MEMBERSHIP FEES	B46754	OPS - DISTRICT 5	8699	"Organizations, Membership - Not Elsewher"	*****
EMERGENCY MEDICAL SERVICES	1925-16	03-28-2012	03-30-2012	THE HOME DEPOT #7129	51.97	CAD	51.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46754	OPS - DISTRICT 5	5200	Home Supply Warehouse	8-16EXT.POLE
					193.22	CAD	193.22	CAD							
FIRE SERVICES	1924-9	03-28-2012	03-29-2012	COMMISSION ON FIRE ACC	94.40	CAD	91.95	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	FR0027	PD/TRNG-OP TRAINING	5999	Miscellaneous and Specialty Retail Store	"CFAI, STANDARDS OF COVER MANUAL, 5TH EDITION"
					94.40	CAD	91.95	USD							
"PARKS, FORESTRY & RECREATION"	1906-3	03-13-2012	03-15-2012	PRINT ZONE DIGITAL PR	690.00	CAD	690.00	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P02144	ACCES & DIVRS INITVS	7399	Business Services - Not Elsewhere Classi	PRINT ORDERS - BEAUTIFICATION PROGRAM
					690.00	CAD	690.00	CAD							
EMERGENCY MEDICAL SERVICES	1901-11	03-10-2012	03-12-2012	THE SOURCE 5381	33.89	CAD	33.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	B46776	MANGERS - HUB ADMIN	5732	Electronic Sales	BB LEATHER CASE
EMERGENCY MEDICAL SERVICES	1904-4	03-13-2012	03-14-2012	PRECISE PARKLINK INC	2.50	CAD	2.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING - BUS MEETING
EMERGENCY MEDICAL SERVICES	1920-7	03-23-2012	03-26-2012	EMS CHIEFS OF CANADA.	141.25	CAD	141.25	CAD	4760	MEMBERSHIP FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	*****
					177.64	CAD	177.64	CAD							
"PARKS, FORESTRY & RECREATION"	1901-12	03-10-2012	03-12-2012	WAL-MART #3159	86.52	CAD	86.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10311	D R TIMBRELL -PGM SU	5411	"Grocery Stores, Supermarkets"	FOOD FOR MARCH BREAK PROGRAM
"PARKS, FORESTRY & RECREATION"	1906-4	03-14-2012	03-15-2012	THORNCLIFFE BOWLERAMA.	337.53	CAD	337.53	CAD	4118	TICKETS AND ADMISSION FEES	P10311	D R TIMBRELL -PGM SU	7933	Bowling Alleys	ADMISSION - BOWLING (MARCH BREAK CAMP)
"PARKS, FORESTRY & RECREATION"	1907-4	03-15-2012	03-16-2012	SUNNY FOODMART	48.32	CAD	48.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10311	D R TIMBRELL -PGM SU	5411	"Grocery Stores, Supermarkets"	FOOD FOR MARCH BREAK PROGRAM
"PARKS, FORESTRY & RECREATION"	1910-11	03-16-2012	03-19-2012	RCSS 1077	90.27	CAD	90.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11414	D R TIMBRELL -SOC PG	5411	"Grocery Stores, Supermarkets"	FOOD/REFRESHMENTS - MARCH BREAK BSKBALL CAMP
"PARKS, FORESTRY & RECREATION"	1910-12	03-16-2012	03-19-2012	MANHATTAN TROPHIES LIM	169.50	CAD	169.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11414	D R TIMBRELL -SOC PG	5941	Sporting Goods Stores	TROPHIES - MARCH BREAK BSKBALL CAMP
					732.14	CAD	732.14	CAD							
"PARKS, FORESTRY & RECREATION"	1888-7	03-01-2012	03-05-2012	CDN TIRE STORE #00654	486.35	CAD	486.35	CAD	2710	GENERAL HARDWARE	P00070	S-WEST-PRUNING/REMOV	5200	Home Supply Warehouse	"DRILL,DRYWALL SAW"
"PARKS, FORESTRY & RECREATION"	1914-9	03-20-2012	03-21-2012	BL SECURITY LOCKSMITH	36.73	CAD	36.73	CAD	2730	LOCKS	P00070	S-WEST-PRUNING/REMOV	7393	"Detective Agencies, Protective Agencies,"	STANDARD KEYS
"PARKS, FORESTRY & RECREATION"	1917-10	03-22-2012	03-23-2012	BATTLEFIELD EQUIPMENT	278.82	CAD	278.82	CAD	2710	GENERAL HARDWARE	P00070	S-WEST-PRUNING/REMOV	5712	"Equipment, Furniture, and Home Furnishin"	MISC. HARDWARE SUPPLIES
					801.90	CAD	801.90	CAD							
"PARKS, FORESTRY & RECREATION"	1901-13	03-09-2012	03-12-2012	CROWN BATTERY OF CANAD	801.43	CAD	801.43	CAD	2150	PARTS - MARINE	P00011	T RENNIE-FERRY OPS	5967	Direct Marketing - Inbound Telemarketing	HEAVY DUTY MARINE BATTERY FOR ENGINE STARTERS
"PARKS, FORESTRY & RECREATION"	1904-5	03-13-2012	03-14-2012	CORPORATE EXPRESS	302.43	CAD	302.43	CAD	2570	JANITORIAL SUPPLIES	P00009	ONGIARA-FERRY OPS	5943	"Office, School Supply, and Stationery St"	WASTE RECEPTACLE
"PARKS, FORESTRY & RECREATION"	1906-5	03-14-2012	03-15-2012	PAINT COLOURS UNLIMITE	490.99	CAD	490.99	CAD	2715	PAINT SUPPLIES	P00012	TERMINAL-FERRY OPS	5198	"Paints, Varnishes, and Supplies"	"PAINT,ROLLERS,MASKING TAPE"
"PARKS, FORESTRY & RECREATION"	1914-10	03-19-2012	03-21-2012	CDN TIRE STORE #00654	244.03	CAD	244.03	CAD	2150	PARTS - MARINE	P00009	ONGIARA-FERRY OPS	5200	Home Supply Warehouse	"MARINE BATTERY,POWER BAR, BATTERY CHARGER"
					"1,838.88"	CAD	"1,838.88"	CAD							
"PARKS, FORESTRY & RECREATION"	1884-12	02-29-2012	03-01-2012	FOOD BASICS #863	23.77	CAD	23.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR KITK
"PARKS, FORESTRY & RECREATION"	1898-11	03-08-2012	03-09-2012	METRO # 35	390.00	CAD	390.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13254	SUMMERCAMP-CRRANHALL	5411	"Grocery Stores, Supermarkets"	TTC TICKETS FOR MARCH BREAK
"PARKS, FORESTRY & RECREATION"	1907-5	03-15-2012	03-16-2012	METRO #808	159.50	CAD	159.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P06666	CURRAN HALL-PGM SUPP	5411	"Grocery Stores, Supermarkets"	TTC TICKETS FOR MARCH BREAK
"PARKS, FORESTRY & RECREATION"	1907-6	03-15-2012	03-16-2012	FAMOUS PLAYER #7404QPS	308.00	CAD	308.00	CAD	4118	TICKETS AND ADMISSION FEES	P06666	CURRAN HALL-PGM SUPP	7832	Motion Picture Theaters	ADMISSION FEE - MOVIES (MARCH BREAK CAMP)
"PARKS, FORESTRY & RECREATION"	1920-8	03-24-2012	03-26-2012	FOOD BASICS #863	22.59	CAD	22.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS IN KITCHEN PROGRAM
"PARKS, FORESTRY & RECREATION"	1924-10	03-28-2012	03-29-2012	FOOD BASICS #863	64.02	CAD	64.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS IN KITCHEN PROGRAM
					967.88	CAD	967.88	CAD							
"PARKS, FORESTRY & RECREATION"	1884-13	02-28-2012	03-01-2012	PET VALU #36	11.29	CAD	11.29	CAD	2620	ANIMAL CARE SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5995	Pet Shops - Pet Food and Supplies	DOG FOOD SUPPLEMENT - GOLF COURSE
"PARKS, FORESTRY & RECREATION"	1904-6	03-12-2012	03-14-2012	CDN TIRE STORE #00182	73.44	CAD	73.44	CAD	2535	PLUMBING SUPPLIES	P07647	HUMBER VALLEY-OPERAT	5200	Home Supply Warehouse	FAUCET
"PARKS, FORESTRY & RECREATION"	1917-11	03-22-2012	03-23-2012	METRO CHEM DRY	999.94	CAD	999.94	CAD	4469	C. SRV -CARPET CLEAN	P07647	HUMBER VALLEY-OPERAT	7349	"Cleaning and Maintenance, Janitorial Ser"	CARPET CLEANING
"PARKS, FORESTRY & RECREATION"	1922-4	03-26-2012	03-27-2012	KOOY BROS LAWN	440.93	CAD	440.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERA	5261	Lawn and Garden Supply Stores	EQUIPMENT PARTS
"PARKS, FORESTRY & RECREATION"	1923-7	03-27-2012	03-28-2012	PRINCESS AUTO	622.01	CAD	622.01	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERA	5085	Industrial Supplies Not Elsewhere Classi	TRAILER ATTACHMENT
"PARKS, FORESTRY & RECREATION"	1924-11	03-26-2012	03-29-2012	JAMES SIGNS	45.20	CAD	45.20	CAD	2792	"BANNERS, FLAGS & SIGNS"	P07648	SCARLETT WOODS-OPERA	7333	"Commercial Art, Graphics, Photography"	SIGNS
"PARKS, FORESTRY & RECREATION"	1924-12	03-27-2012	03-29-2012	TURF CANADA	472.91	CAD	472.91	CAD	2470	FERTILIZERS	P07647	HUMBER VALLEY-OPERAT	5998	Tent & Awning Shops	FERTILIZERS
"PARKS, FORESTRY & RECREATION"	1924-13	03-28-2012	03-29-2012	PRINCESS AUTO	92.06	CAD	92.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07648	SCARLETT WOODS-OPERA	5085	Industrial Supplies Not Elsewhere Classi	PINTLE HOOK/BOLTS
					"2,757.78"	CAD	"2,757.78"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1895-9	03-05-2012	03-07-2012	THE HOME DEPOT #7073	20.30	CAD	20.30	CAD	2715	PAINT SUPPLIES	AH0151	CD-AM-FAC-SPADINA HS	5200	Home Supply Warehouse	"2""ECOBRUSH"
ECONOMIC DEVELOPMENT & CULTURE	1914-11	03-20-2012	03-21-2012	PRINCESS AUTO	112.95	CAD	112.95	CAD	2665	PROTECTIVE CLOTHING	AH0155	CD-AM-FAC-CHAPLIN C	5085	Industrial Supplies Not Elsewhere Classi	"H & S, RESPIRATOR"
ECONOMIC DEVELOPMENT & CULTURE	1914-12	03-20-2012	03-21-2012	LAKESHORE LUMBER	155.43	CAD	155.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0029	CD-AM-FAC-METRO HALL	5251	Hardware Stores	LUMBER
					288.68	CAD	288.68	CAD							
PUBLIC HEALTH	1925-17	03-29-2012	03-30-2012	PROJECT MANAGEMENT INS	166.71	CAD	162.72	USD	4760	MEMBERSHIP FEES	PH1051	INFO TECHNOLOGY	8299	Educational Services	MEMBERSHIP FEES
					166.71	CAD	162.72	USD							
"PARKS, FORESTRY & RECREATION"	1895-10	03-06-2012	03-07-2012	TOYSRUS.CA	181.16	CAD	181.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10035	BLOORDALE CS-INSTRL	5965	Direct Marketing - Combination Catalog a	TOY TRAIN TABLE
