Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
PUBLIC HEALTH	4252-4	2016-10-17	2016-10-19	PAYPAL *IIBA	"2,400.94"	CAD	"1,833.27"	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP FEES 2016/2017
					"2,400.94"	CAD	"1,833.27"	USD							
AFFORDABLE HOUSING OFFICE	4237-2	2016-10-04	2016-10-06	PAINTBOX BISTRO	"2,118.00"	CAD	"2,118.00"	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	FOOD - TORONTO HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4242-2	2016-10-11	2016-10-12	BECK TAXI	10.75	CAD	10.75	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB TO AIRPORT
AFFORDABLE HOUSING OFFICE	4245-4	2016-10-07	2016-10-13	DANIEL   DANIEL CATERI	762.75	CAD	762.75	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5811	Caterers	FOOD - TORONTO HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4245-5	2016-10-11	2016-10-13	PORTER AI	753.99	CAD	753.99	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIRFARE-MEETING-OTTAWA
AFFORDABLE HOUSING OFFICE	4245-6	2016-10-11	2016-10-13	BLUE LINE 1293 TAXITAB	31.60	CAD	31.60	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-  OTTAWA AIRPORT TO HOTEL
AFFORDABLE HOUSING OFFICE	4245-7	2016-10-12	2016-10-13	BECK TAXI	23.50	CAD	23.50	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE -AIRPORT TO HOME
AFFORDABLE HOUSING OFFICE	4246-3	2016-10-12	2016-10-14	HMSHOST OTTAWA AIRPORT	24.27	CAD	24.27	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	DINNER- MEETING OTTAWA
AFFORDABLE HOUSING OFFICE	4246-4	2016-10-12	2016-10-14	CAPITAL TAXI 2680 TAXI	34.97	CAD	34.97	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB TO AIRPORT -OTTAWA
AFFORDABLE HOUSING OFFICE	4246-5	2016-10-13	2016-10-14	FAIRMONT CHATEAU LAURI	290.40	CAD	290.40	CAD	4210	BUSINESS TRAV - ACCOMMODATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3590	Fairmont Hotels	HOTEL ACCOMMODATION-OTTAWA
AFFORDABLE HOUSING OFFICE	4249-9	2016-10-13	2016-10-17	LAMIN-8 SERVICES INC.	90.40	CAD	90.40	CAD	2792	"BANNERS, FLAGS & SIGNS"	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	7338	"Quick Copy, Reproduction, and Blueprinti"	SERVICES - TORONTO HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4249-10	2016-10-14	2016-10-17	PAYPAL *CAUSEAFFECT	379.64	CAD	379.64	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	7392	"Consulting, Management, and Public Relat"	REGISTRATION FOR CONFERENCE
AFFORDABLE HOUSING OFFICE	4249-11	2016-10-14	2016-10-17	PAYPAL *CAUSEAFFECT	379.64	CAD	379.64	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	7392	"Consulting, Management, and Public Relat"	REGISTRATION FOR CONFERENCE
AFFORDABLE HOUSING OFFICE	4250-1	2016-10-14	2016-10-18	PORTER AI	714.44	CAD	714.44	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4511	"Air Carriers, Airlines - Not Elsewhere C"	AIRFARE-MEETING-OTTAWA
AFFORDABLE HOUSING OFFICE	4252-5	2016-10-18	2016-10-19	LAPOINTE'S SEAFOOD GRI	36.10	CAD	36.10	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	DINNER- MEETING OTTAWA
AFFORDABLE HOUSING OFFICE	4252-6	2016-10-18	2016-10-19	AKREM TAXI	10.00	CAD	10.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-METRO HALL TO AIRPORT
AFFORDABLE HOUSING OFFICE	4254-3	2016-10-18	2016-10-20	BLUE LINE 1468 TAXITAB	31.93	CAD	31.93	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-  OTTAWA AIRPORT TO HOTEL
AFFORDABLE HOUSING OFFICE	4254-4	2016-10-18	2016-10-20	WESTJET  8382120197903	"1,021.33"	CAD	"1,021.33"	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3180	WestJet Airlines	AIRFARE - MEETING VANCOUVER
AFFORDABLE HOUSING OFFICE	4254-5	2016-10-18	2016-10-20	WESTJET  8382120198633	"1,021.33"	CAD	"1,021.33"	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3180	WestJet Airlines	AIRFARE-MEETING-OTTAWA
AFFORDABLE HOUSING OFFICE	4255-12	2016-10-18	2016-10-21	WESTIN (WESTIN HOTELS)	359.65	CAD	359.65	CAD	4210	BUSINESS TRAV - ACCOMMODATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3513	Westin Hotels	HOTEL ACCOMODATION - MEETING
AFFORDABLE HOUSING OFFICE	4255-13	2016-10-18	2016-10-21	DANIEL   DANIEL CATERI	59.33	CAD	59.33	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5811	Caterers	FOOD - TORONTO HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4258-5	2016-10-20	2016-10-24	BLUE LINE 1403 TAXITAB	34.01	CAD	34.01	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-  OTTAWA AIRPORT TO HOTEL
AFFORDABLE HOUSING OFFICE	4258-6	2016-10-21	2016-10-24	WESTIN (WESTIN HOTELS)	476.04	CAD	476.04	CAD	4210	BUSINESS TRAV - ACCOMMODATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3513	Westin Hotels	
AFFORDABLE HOUSING OFFICE	4265-4	2016-10-26	2016-10-27	SQ *SQ *BLUESTAR LIMOU	56.50	CAD	56.50	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-HOME TO AIRPORT
AFFORDABLE HOUSING OFFICE	4266-12	2016-10-26	2016-10-28	BEL-AIR TAXI 017	37.00	CAD	37.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE-VANCOUVER AIRPORT TO HOTEL
AFFORDABLE HOUSING OFFICE	4266-13	2016-10-26	2016-10-28	SYLVIA  HOTEL	12.08	CAD	12.08	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	7011	"Lodging - Hotels, Motels, Resorts - Not"	LUNCH - HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4269-6	2016-10-30	2016-10-31	PALOMINO	34.17	CAD	34.17	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	BREAKFAST - HOUSING SUMMIT
AFFORDABLE HOUSING OFFICE	4269-7	2016-10-30	2016-10-31	AIRLINE LIMOUSINE SERV	45.00	CAD	45.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE -AIRPORT TO HOME
AFFORDABLE HOUSING OFFICE	4269-8	2016-10-26	2016-10-31	DANIEL   DANIEL CATERI	-9.14	CAD	-9.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5811	Caterers	FOOD - TORONTO HOUSING SUMMIT
					"8,839.68"	CAD	"8,839.68"	CAD							
TORONTO PARAMEDIC SERVICES	4239-7	2016-10-06	2016-10-11	BOARD OF GOVERNORS OF	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - SERVICE DISTRICT 5	9399	Government Services - Not Elsewhere Clas	PARKING
					14.00	CAD	14.00	CAD							
"PARKS, FORESTRY & RECREATION"	4237-3	2016-10-05	2016-10-06	FRESHCO #9880	83.11	CAD	83.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06376	WALLACE EMERSON-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL CLUB SUPPLIES
"PARKS, FORESTRY & RECREATION"	4246-6	2016-10-13	2016-10-14	DOLLAR TREE #40144	66.67	CAD	66.67	CAD	2199	MISCELLANEOUS PARTS	P10467	WALLACE EMERSON-PRGM SUPPORT	5331	Variety Stores	CENTRE DECORATIONS
"PARKS, FORESTRY & RECREATION"	4246-7	2016-10-13	2016-10-14	PARTY CITY #2008	72.27	CAD	72.27	CAD	2199	MISCELLANEOUS PARTS	P10467	WALLACE EMERSON-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	CENTRE DECORATIONS
"PARKS, FORESTRY & RECREATION"	4249-12	2016-10-13	2016-10-17	CDN TIRE STORE #00214	83.56	CAD	83.56	CAD	2199	MISCELLANEOUS PARTS	P06376	WALLACE EMERSON-SOCIAL PRGM	5200	Home Supply Warehouse	CENTRE DECORATIONS
"PARKS, FORESTRY & RECREATION"	4254-6	2016-10-18	2016-10-20	CDN TIRE STORE #00214	107.23	CAD	107.23	CAD	2199	MISCELLANEOUS PARTS	P06376	WALLACE EMERSON-SOCIAL PRGM	5200	Home Supply Warehouse	CENTRE DECORATIONS
"PARKS, FORESTRY & RECREATION"	4266-14	2016-10-27	2016-10-28	BASTONE HOME HARDWARE	21.97	CAD	21.97	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10467	WALLACE EMERSON-PRGM SUPPORT	5251	Hardware Stores	ROOM FACILITY KEYS
					434.81	CAD	434.81	CAD							
CITY CLERK'S OFFICE	4261-5	2016-10-24	2016-10-25	CTC TRAINCANADA	"2,583.79"	CAD	"2,583.79"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	GV0010	BUSINESS & TECHNOLOGY PLANNING	8299	Educational Services	REGISTRATION FEE-IT ARCHITECT CERTIFIED PROGRAM
					"2,583.79"	CAD	"2,583.79"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4238-4	2016-10-06	2016-10-07	THE BLOOR STREET DINER	"2,374.10"	CAD	"2,374.10"	CAD	4116	CATERING SERVICES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5811	Caterers	CATERING
ECONOMIC DEVELOPMENT & CULTURE	4238-5	2016-10-06	2016-10-07	THE BLOOR STREET DINER	41.55	CAD	41.55	CAD	4116	CATERING SERVICES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5811	Caterers	FEE
ECONOMIC DEVELOPMENT & CULTURE	4249-13	2016-10-14	2016-10-17	THE BLOOR STREET DINER	-199.64	CAD	-199.64	CAD	4116	CATERING SERVICES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5811	Caterers	OVERPAYMENT OF DEPOSIT PAID
ECONOMIC DEVELOPMENT & CULTURE	4249-14	2016-10-14	2016-10-17	THE BLOOR STREET DINER	-3.49	CAD	-3.49	CAD	4116	CATERING SERVICES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5811	Caterers	REFUND OF FEE
ECONOMIC DEVELOPMENT & CULTURE	4255-14	2016-10-20	2016-10-21	CAFE ON THE SQUARE	11.30	CAD	11.30	CAD	4116	CATERING SERVICES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5812	"Eating Places, Restaurants"	WATER
ECONOMIC DEVELOPMENT & CULTURE	4261-6	2016-10-25	2016-10-25	TORONTO ARTS COUNCIL	300.00	CAD	300.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	8398	"Organizations, Charitable and Social Ser"	TICKETS
					"2,523.82"	CAD	"2,523.82"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-5	2016-09-30	2016-10-03	FORTINO'S (QUEEN'S PLA	70.45	CAD	70.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS - MEETING
"PARKS, FORESTRY & RECREATION"	4234-5	2016-10-03	2016-10-04	FORTINO'S (QUEEN'S PLA	47.77	CAD	47.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS
"PARKS, FORESTRY & RECREATION"	4239-8	2016-10-06	2016-10-11	WAL-MART # 3740	99.90	CAD	99.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	STORAGE BINS
"PARKS, FORESTRY & RECREATION"	4261-7	2016-10-24	2016-10-25	FORTINO'S (QUEEN'S PLA	24.23	CAD	24.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING CLASS
					242.35	CAD	242.35	CAD							
LONG TERM CARE HOMES & SERVICES	4258-7	2016-10-21	2016-10-24	NORTOWN FOODS	126.57	CAD	126.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5411	"Grocery Stores, Supermarkets"	SHABBOT DINNER FOR JEWISH RESIDENTS
LONG TERM CARE HOMES & SERVICES	4263-3	2016-10-25	2016-10-26	BEST BUY.CA # 900	734.48	CAD	734.48	CAD	2610	KITCHEN SUPPLIES	D3B031	CASTLEVIEW WYCHWOOD-FN-OA	5732	Electronic Sales	REFRIGERATOR FOR RESIDENT FUNCTIONS
LONG TERM CARE HOMES & SERVICES	4265-5	2016-10-26	2016-10-27	LOBLAWS #029	62.75	CAD	62.75	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	COTTAGE CHEESE FOR RESIDENT MENU
LONG TERM CARE HOMES & SERVICES	4265-6	2016-10-26	2016-10-27	JOERNS HEALTHCARE	"1,653.81"	CAD	"1,653.81"	CAD	2823	MEDICAL SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	PENDANT COMFORT CHAIR
					"2,577.61"	CAD	"2,577.61"	CAD							
"PARKS, FORESTRY & RECREATION"	4228-6	2016-09-30	2016-10-03	COLLINS AUTOMOTIVE PAR	73.63	CAD	73.63	CAD	2401	LUBRICANTS	P00264	E-CENTRAL2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	MOTOR OIL
"PARKS, FORESTRY & RECREATION"	4234-6	2016-10-03	2016-10-04	ALPINE LAWN   GARDEN E	165.94	CAD	165.94	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR
"PARKS, FORESTRY & RECREATION"	4237-4	2016-10-04	2016-10-06	THE HOME DEPOT #7136	224.87	CAD	224.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5200	Home Supply Warehouse	M18-2KITCT
"PARKS, FORESTRY & RECREATION"	4239-9	2016-10-07	2016-10-11	ALPINE LAWN   GARDEN E	242.66	CAD	242.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	LINEHEAD ATTACHMENT
"PARKS, FORESTRY & RECREATION"	4239-10	2016-10-07	2016-10-11	ALPINE LAWN   GARDEN E	56.43	CAD	56.43	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	T CABLE
"PARKS, FORESTRY & RECREATION"	4245-8	2016-10-12	2016-10-13	DTC INDUSTRIAL SALES	61.91	CAD	61.91	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYD HOSE
"PARKS, FORESTRY & RECREATION"	4245-9	2016-10-12	2016-10-13	ALPINE LAWN   GARDEN E	234.86	CAD	234.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	KB BROOM ATTACHMENT
"PARKS, FORESTRY & RECREATION"	4245-10	2016-10-12	2016-10-13	ALPINE LAWN   GARDEN E	315.15	CAD	315.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR
"PARKS, FORESTRY & RECREATION"	4249-15	2016-10-14	2016-10-17	ALPINE LAWN   GARDEN E	124.24	CAD	124.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	LINEHEAD ATTACHMENT
"PARKS, FORESTRY & RECREATION"	4249-16	2016-10-14	2016-10-17	PRINCESS AUTO #36	18.06	CAD	18.06	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	TAPE SAFETY
"PARKS, FORESTRY & RECREATION"	4252-7	2016-10-18	2016-10-19	ALPINE LAWN   GARDEN E	284.64	CAD	284.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	DRIVE SHAFT
"PARKS, FORESTRY & RECREATION"	4252-8	2016-10-18	2016-10-19	ALPINE LAWN   GARDEN E	123.11	CAD	123.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	BAR
"PARKS, FORESTRY & RECREATION"	4258-8	2016-10-21	2016-10-24	PRINCESS AUTO #36	242.73	CAD	242.73	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYD OIL
"PARKS, FORESTRY & RECREATION"	4265-7	2016-10-26	2016-10-27	ALPINE LAWN   GARDEN E	141.13	CAD	141.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	IGNITION MOBILE
"PARKS, FORESTRY & RECREATION"	4266-15	2016-10-27	2016-10-28	ALPINE LAWN   GARDEN E	188.53	CAD	188.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CARBURATOR
"PARKS, FORESTRY & RECREATION"	4266-16	2016-10-27	2016-10-28	COLLINS AUTOMOTIVE PAR	75.98	CAD	75.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5533	"Automotive Parts, Accessories Stores"	CARB CLEANER
"PARKS, FORESTRY & RECREATION"	4269-9	2016-10-28	2016-10-31	ALPINE LAWN   GARDEN E	206.09	CAD	206.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS
					"2,779.96"	CAD	"2,779.96"	CAD							
"PARKS, FORESTRY & RECREATION"	4239-11	2016-10-06	2016-10-11	THE HOME DEPOT #7011	354.10	CAD	354.10	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00674	W-SOUTH3-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  RUST PAINT
					354.10	CAD	354.10	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4234-7	2016-10-03	2016-10-04	JOHNVINCE FOODS DISTRI	108.00	CAD	108.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	APPLE CIDER
ECONOMIC DEVELOPMENT & CULTURE	4237-5	2016-10-05	2016-10-06	CANADIAN APPLIANCE SOU	462.73	CAD	462.73	CAD	3050	M & E - KITCHEN	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5722	Household Appliance Stores	DISHWASHER
ECONOMIC DEVELOPMENT & CULTURE	4238-6	2016-10-06	2016-10-07	CANADIAN APPLIANCE SOU	"1,388.21"	CAD	"1,388.21"	CAD	3050	M & E - KITCHEN	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5722	Household Appliance Stores	DISHWASHER
ECONOMIC DEVELOPMENT & CULTURE	4239-12	2016-10-11	2016-10-11	AMAZON.CA	39.48	CAD	39.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	4816	Computer Network/Information Services	BOOK FOR PROGRAMMING
ECONOMIC DEVELOPMENT & CULTURE	4255-15	2016-10-20	2016-10-21	LOBLAW MLG #1007	33.46	CAD	33.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	CANDLES
ECONOMIC DEVELOPMENT & CULTURE	4266-17	2016-10-27	2016-10-28	JOHNVINCE FOODS DISTRI	360.00	CAD	360.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	APPLE CIDER
ECONOMIC DEVELOPMENT & CULTURE	4269-10	2016-10-29	2016-10-31	LOBLAW MLG #1007	7.51	CAD	7.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"SHORTENING, EGGS, MILK, PLASTIC BAG"
					"2,399.39"	CAD	"2,399.39"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4228-7	2016-09-29	2016-10-03	CDN TIRE STORE #00019	143.70	CAD	143.70	CAD	2575	ELECTRICAL SUPPLIES	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5200	Home Supply Warehouse	FLASHLIGHTS AND BATTERIES
ECONOMIC DEVELOPMENT & CULTURE	4235-9	2016-10-04	2016-10-05	FORTINO'S	210.46	CAD	210.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"SUGAR, CHOCOLATE CHIPS, BUTTER, VANILLA EXT., ETC."
ECONOMIC DEVELOPMENT & CULTURE	4254-7	2016-10-19	2016-10-20	ARTIMPORT OF OAKVILLE	123.74	CAD	123.74	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	GAMES FOR RE-SALE
ECONOMIC DEVELOPMENT & CULTURE	4266-18	2016-10-27	2016-10-28	FRESHCO 9771	19.96	CAD	19.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"BUTTER, MILK, CREAM, VINEGAR, BAGS"
					497.86	CAD	497.86	CAD							
LONG TERM CARE HOMES & SERVICES	4235-10	2016-10-04	2016-10-05	LOWES #03096*	31.63	CAD	31.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3L011	WESBURN PROGRAM ADMINISTRATION	5200	Home Supply Warehouse	CAT 5E RJ45 NETWORKING CABLE 50FT
LONG TERM CARE HOMES & SERVICES	4258-9	2016-10-22	2016-10-24	LOWES #02632*	46.41	CAD	46.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3L061	WESBURN MAINTENANCE	5200	Home Supply Warehouse	**MORE**  NORTON 5X EXTRA LARGE SPONGE 100G
LONG TERM CARE HOMES & SERVICES	4265-8	2016-10-26	2016-10-27	LOWES #03096*	19.87	CAD	19.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3L061	WESBURN MAINTENANCE	5200	Home Supply Warehouse	VNYL CLAD DOOR WEATHER STRIPPING
					97.91	CAD	97.91	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4228-8	2016-09-30	2016-10-03	VALUMART LAKESHORE 265	11.96	CAD	11.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	ICE
ECONOMIC DEVELOPMENT & CULTURE	4235-11	2016-10-04	2016-10-05	VALUMART LAKESHORE 265	18.97	CAD	18.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	FLOUR AND LEMONS
ECONOMIC DEVELOPMENT & CULTURE	4238-7	2016-10-06	2016-10-07	VALUMART LAKESHORE 265	16.23	CAD	16.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	PARCHMENT PAPER
