Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose		
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4082-6	2016-06-22	2016-06-24	KDL LOCKSMITH	452.00	CAD	452.00	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	F01523	BIRKDALE RES - PROPERTY SERVICES	7299	Other Services (Not Elsewhere Classified	BIRKDALE RESIDENCE SAFE REPAIR		
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	4082-7	2016-06-22	2016-06-24	IC RADIO	82.00	CAD	82.00	CAD	4555	PAGER/RADIO RENTALS	F01521	BIRKDALE RES - PROGRAM DELIVERY	9399	Government Services - Not Elsewhere Clas	WALKIE LICENSING FEE		
					534.00	CAD	534.00	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4051-3	2016-06-03	2016-06-06	"TPA/GREEN ""P""      QPL"	11.00	CAD	11.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
ECONOMIC DEVELOPMENT & CULTURE	4054-4	2016-06-07	2016-06-08	TORONTO   REGION CONSE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
ECONOMIC DEVELOPMENT & CULTURE	4054-5	2016-06-07	2016-06-08	TORONTO PARKING AUTHOR	3.50	CAD	3.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
ECONOMIC DEVELOPMENT & CULTURE	4054-6	2016-06-07	2016-06-08	TORONTO PARKING AUTHOR	1.50	CAD	1.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
ECONOMIC DEVELOPMENT & CULTURE	4054-7	2016-06-07	2016-06-08	IMPARK00090076A	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
ECONOMIC DEVELOPMENT & CULTURE	4088-4	2016-06-28	2016-06-29	"TPA/GREEN ""P""      QPL"	5.50	CAD	5.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING		
					44.50	CAD	44.50	CAD									
"PARKS, FORESTRY & RECREATION"	4057-2	2016-06-07	2016-06-09	THE HOME DEPOT #7073	153.49	CAD	153.49	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  SPRAYER		
"PARKS, FORESTRY & RECREATION"	4070-7	2016-06-14	2016-06-16	THE HOME DEPOT #7073	45.61	CAD	45.61	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  TANK LEVER		
"PARKS, FORESTRY & RECREATION"	4082-8	2016-06-23	2016-06-24	CENTENNIAL PLUMBING SU	298.66	CAD	298.66	CAD	2535	PLUMBING SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4082-9	2016-06-23	2016-06-24	CENTENNIAL PLUMBING SU	93.00	CAD	93.00	CAD	2535	PLUMBING SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4084-7	2016-06-24	2016-06-27	CENTENNIAL PLUMBING SU	95.89	CAD	95.89	CAD	2535	PLUMBING SUPPLIES	P00415	N-WEST3-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4086-4	2016-06-27	2016-06-28	CENTENNIAL PLUMBING SU	35.83	CAD	35.83	CAD	2535	PLUMBING SUPPLIES	P07698	FLEMINGDON RC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4086-5	2016-06-27	2016-06-28	CENTENNIAL PLUMBING SU	33.46	CAD	33.46	CAD	2535	PLUMBING SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4088-5	2016-06-28	2016-06-29	CENTENNIAL PLUMBING SU	139.45	CAD	139.45	CAD	2535	PLUMBING SUPPLIES	P00409	N-EAST1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4088-6	2016-06-28	2016-06-29	CENTENNIAL PLUMBING SU	48.95	CAD	48.95	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR TRUCK STOCK		
"PARKS, FORESTRY & RECREATION"	4088-7	2016-06-28	2016-06-29	CENTENNIAL PLUMBING SU	188.37	CAD	188.37	CAD	2535	PLUMBING SUPPLIES	P00405	N-CENTRAL1-TURF&HORT	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS		
"PARKS, FORESTRY & RECREATION"	4090-3	2016-06-28	2016-06-30	THE HOME DEPOT #7078	121.58	CAD	121.58	CAD	2535	PLUMBING SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  5PK ICEEDG		
					"1,254.29"	CAD	"1,254.29"	CAD									
TORONTO PARAMEDIC SERVICES	4057-3	2016-06-06	2016-06-09	BOSTON PIZZA # 446	60.88	CAD	60.88	CAD	4820	BUSINESS MEETING EXPENSES	B33100	COMMUNICATION CENTRE OPERATIONS	5812	"Eating Places, Restaurants"	BUSINESS MEAL		
					60.88	CAD	60.88	CAD									
"PARKS, FORESTRY & RECREATION"	4051-4	2016-06-03	2016-06-06	EARTHCO SOIL MIXTURES	542.17	CAD	542.17	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5211	"Building Materials, Lumber Stores"	PREMIUM COMPOST		
					542.17	CAD	542.17	CAD									
"PARKS, FORESTRY & RECREATION"	4057-4	2016-06-08	2016-06-09	NOFRILLS DICKIES 752	66.30	CAD	66.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	OPEN HOUSE SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4059-1	2016-06-09	2016-06-10	NOFRILLS DICKIES 752	76.99	CAD	76.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	OPEN HOUSE SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4059-2	2016-06-08	2016-06-10	YOUR DOLLAR STORE WITH	38.99	CAD	38.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	OPEN HOUSE DECORATIONS		
"PARKS, FORESTRY & RECREATION"	4059-3	2016-06-08	2016-06-10	WAL-MART #3159	244.26	CAD	244.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4078-3	2016-06-21	2016-06-22	RCSS 1077	88.72	CAD	88.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	TEY MEETING REFRESHMENTS		
					515.26	CAD	515.26	CAD									
PUBLIC HEALTH	4051-5	2016-06-03	2016-06-06	ISC 2	113.48	CAD	85.00	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8299	Educational Services	CISSP CERTIFICATION		
PUBLIC HEALTH	4051-6	2016-06-03	2016-06-06	ISC 2	113.48	CAD	85.00	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8299	Educational Services	CISSP CERTIFICATION		
					226.96	CAD	170.00	USD									
AFFORDABLE HOUSING OFFICE	4047-6	2016-05-31	2016-06-02	TOBEN FOOD BY DESIGN I	"1,185.71"	CAD	"1,185.71"	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5811	Caterers	FOOD FOR RETREAT DAY		
AFFORDABLE HOUSING OFFICE	4064-4	2016-06-09	2016-06-13	GO TRANSIT UNION STATI	12.10	CAD	12.10	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4111	Transportation - Suburban and Local Comm	TRAVEL - CHF CANADA'S AGM		
AFFORDABLE HOUSING OFFICE	4064-5	2016-06-09	2016-06-13	LA CANTINA RISTORANTE	36.11	CAD	36.11	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	DINNER - CHF CANADA'S GENERAL MEETING		
AFFORDABLE HOUSING OFFICE	4064-6	2016-06-10	2016-06-13	MARQUIS GARDEN SHERATO	23.73	CAD	23.73	CAD	4230	BUSINESS TRAV - OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	5812	"Eating Places, Restaurants"	LUNCH - CHF CANADA'S GENERAL MEETING		
AFFORDABLE HOUSING OFFICE	4064-7	2016-06-11	2016-06-13	SHERATON HAMILTON FRON	152.27	CAD	152.27	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	3503	Sheraton Hotels	ACCOMODATION - CHF MEETING - HAMILTON		
AFFORDABLE HOUSING OFFICE	4084-8	2016-06-24	2016-06-27	TORONTO ARTSCAPE INC	"1,921.00"	CAD	"1,921.00"	CAD	4995	OTHER EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	7392	"Consulting, Management, and Public Relat"	"DEPOSIT-TORONTO HOUSING SUMMIT,SEPTEMBER30,2016"		
AFFORDABLE HOUSING OFFICE	4084-9	2016-06-24	2016-06-27	CROWN TAXI-1959	10.75	CAD	10.75	CAD	4452	TRANSPORTATION-TAXIS-CLIENTS	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	4121	Limousines and Taxicabs	CAB FARE		
					"3,341.67"	CAD	"3,341.67"	CAD									
"PARKS, FORESTRY & RECREATION"	4070-8	2016-06-15	2016-06-16	CHILD'S PLAY	300.00	CAD	300.00	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	5812	"Eating Places, Restaurants"	SUMMER CAMP TRIP (DEPOSIT)		
"PARKS, FORESTRY & RECREATION"	4072-9	2016-06-16	2016-06-17	MICHAELS #3990	90.61	CAD	90.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04899	WALLACE EMERSON-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	CAMP SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4076-8	2016-06-21	2016-06-21	THE SECOND CITY  ONLIN	472.34	CAD	472.34	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7922	Theatrical Producers (except Motion Pict	SUMMER CAMP TRIP (DEPOSIT)		
"PARKS, FORESTRY & RECREATION"	4086-6	2016-06-27	2016-06-28	IKEA ETOBICOKE	291.54	CAD	291.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04899	WALLACE EMERSON-SUMMER CAMPS	5712	"Equipment, Furniture, and Home Furnishin"	CAMP SUPPLIES - TOYS		
"PARKS, FORESTRY & RECREATION"	4088-8	2016-06-28	2016-06-29	FRESHCO #9880	51.35	CAD	51.35	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP FUN DAY SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4090-4	2016-06-29	2016-06-30	HOBBY WORLD	"1,027.40"	CAD	"1,027.40"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04899	WALLACE EMERSON-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	SUMMER CAMPS ARTS & CRAFT SUPPLIES		
					"2,233.24"	CAD	"2,233.24"	CAD									
"PARKS, FORESTRY & RECREATION"	4045-5	2016-05-30	2016-06-01	CDN TIRE STORE #00294	63.10	CAD	63.10	CAD	2710	GENERAL HARDWARE	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5200	Home Supply Warehouse	LOCK KEYS		
"PARKS, FORESTRY & RECREATION"	4045-6	2016-05-31	2016-06-01	BASS PRO SHOPS # 24	63.20	CAD	63.20	CAD	2082	HEALTH & SAFETY SUPPLIES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5941	Sporting Goods Stores	TICK KEYS		
"PARKS, FORESTRY & RECREATION"	4070-9	2016-06-14	2016-06-16	CDN TIRE STORE #00294	564.93	CAD	564.93	CAD	3025	M & E - JANITORIAL	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5200	Home Supply Warehouse	TWO VACUUMS		
					691.23	CAD	691.23	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4080-6	2016-06-22	2016-06-23	APL* ITUNES.COM/BILL	158.19	CAD	158.19	CAD	3420	COMPUTERS - SOFTWARE	ED0170	ECONOMIC DEVELOPMENT GENERAL MANAGER	5735	Record Shops	CARD READER		
					158.19	CAD	158.19	CAD									
CITY CLERK'S OFFICE	4051-7	2016-06-03	2016-06-06	MUNICIPAL WORLD INC	55.93	CAD	55.93	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0009	POLICY  COMPLIANCE & EXECUTIVE	2741	Miscellaneous Publishing and Printing	ONE YEAR RENEWAL OF SUBSCRIPTION		
					55.93	CAD	55.93	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4045-7	2016-05-31	2016-06-01	PAYPAL *ARTSADVOCAT	111.87	CAD	111.87	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	SUBSCRIPTION RENEWAL		
ECONOMIC DEVELOPMENT & CULTURE	4051-8	2016-06-04	2016-06-06	ZERO WEB HOSTING	26.44	CAD	20.00	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	4816	Computer Network/Information Services	DOMAIN RENEWAL		
ECONOMIC DEVELOPMENT & CULTURE	4059-4	2016-06-08	2016-06-10	ZERO WEB HOSTING	-26.01	CAD	-20.00	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	4816	Computer Network/Information Services	CANCELLATION OF DOMAIN RENEWAL		
ECONOMIC DEVELOPMENT & CULTURE	4070-10	2016-06-14	2016-06-16	CANADIAN ART FOUNDATIO	45.17	CAD	45.17	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5965	Direct Marketing - Combination Catalog a	SUBSCRIPTION RENEWAL		
ECONOMIC DEVELOPMENT & CULTURE	4080-7	2016-06-22	2016-06-23	HENRY'S	135.58	CAD	135.58	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5946	Camera and Photographic Supply Stores	2 BATTERY CHARGERS		
					293.05	CAD	292.62	CAD									
							0.00	USD									
"PARKS, FORESTRY & RECREATION"	4049-4	2016-06-01	2016-06-03	WAL-MART # 3740	62.85	CAD	62.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4064-8	2016-06-10	2016-06-13	THE HOME DEPOT #7114	10.15	CAD	10.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5200	Home Supply Warehouse	KLX 10PK 85		
"PARKS, FORESTRY & RECREATION"	4070-11	2016-06-13	2016-06-16	THE WILLERTON GROUP	212.17	CAD	212.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06535	ELMBANK CC-SOCIAL PRGM	2791	"Typesetting, Plate Making, and Related S"	MEDALS FOR EVOLUTION BASKETBALL		
"PARKS, FORESTRY & RECREATION"	4080-8	2016-06-22	2016-06-23	FORTINO'S (QUEEN'S PLA	59.16	CAD	59.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5411	"Grocery Stores, Supermarkets"	"JUICES, END OF SCHOOL EVENTS"		
"PARKS, FORESTRY & RECREATION"	4084-10	2016-06-24	2016-06-27	DOLLAR TREE #40138	35.31	CAD	35.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5331	Variety Stores	"SLIM GLUESTICKS, FOIL, CUPS"		
"PARKS, FORESTRY & RECREATION"	4088-9	2016-06-28	2016-06-29	COSTCO WHOLESALE W535	127.02	CAD	127.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5300	Wholesale Clubs	FREEZES		
"PARKS, FORESTRY & RECREATION"	4088-10	2016-06-28	2016-06-29	HOBBY WORLD	208.41	CAD	208.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4090-5	2016-06-29	2016-06-30	COSTCO WHOLESALE W535	194.83	CAD	194.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5300	Wholesale Clubs	CAMP SUPPLIES		
					909.90	CAD	909.90	CAD									
LONG TERM CARE HOMES & SERVICES	4045-8	2016-05-31	2016-06-01	NOFRILLS FREDDIE 1354	79.03	CAD	79.03	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR VOLUNTEER APPRECIATION DINNER		
					79.03	CAD	79.03	CAD									
"PARKS, FORESTRY & RECREATION"	4045-9	2016-05-31	2016-06-01	DTC INDUSTRIAL SALES	182.52	CAD	182.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SPRAYER PARTS		
"PARKS, FORESTRY & RECREATION"	4045-10	2016-05-31	2016-06-01	DTC INDUSTRIAL SALES	94.00	CAD	94.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC OIL		
"PARKS, FORESTRY & RECREATION"	4047-7	2016-06-01	2016-06-02	ALPINE LAWN   GARDEN E	367.63	CAD	367.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS		
"PARKS, FORESTRY & RECREATION"	4049-5	2016-06-02	2016-06-03	PRINCESS AUTO #36	192.06	CAD	192.06	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"SHOP TOOLS - FLUID EXTRACTOR, CHUCK AIR DUAL HEAD"		
"PARKS, FORESTRY & RECREATION"	4049-6	2016-06-02	2016-06-03	COLLINS AUTOMOTIVE PAR	125.09	CAD	125.09	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	SPARK PLUG		
"PARKS, FORESTRY & RECREATION"	4054-8	2016-06-07	2016-06-08	SNAP ON TOOLS LTD. 600	228.76	CAD	228.76	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5251	Hardware Stores	SHOP TOOLS		
"PARKS, FORESTRY & RECREATION"	4057-5	2016-06-08	2016-06-09	ALPINE LAWN   GARDEN E	84.63	CAD	84.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR		
"PARKS, FORESTRY & RECREATION"	4059-5	2016-06-09	2016-06-10	COLLINS AUTOMOTIVE PAR	140.89	CAD	140.89	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	OIL		
"PARKS, FORESTRY & RECREATION"	4064-9	2016-06-10	2016-06-13	COLLINS AUTOMOTIVE PAR	61.29	CAD	61.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	SPARK PLUG		
"PARKS, FORESTRY & RECREATION"	4064-10	2016-06-10	2016-06-13	CTF SUPPLY (08)	176.16	CAD	176.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	TAPPING SCREWS		
"PARKS, FORESTRY & RECREATION"	4072-10	2016-06-16	2016-06-17	ALPINE LAWN   GARDEN E	11.19	CAD	11.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	BRAKE SPRING		
"PARKS, FORESTRY & RECREATION"	4072-11	2016-06-16	2016-06-17	DRIVE PRODUCTS INC SCA	67.11	CAD	67.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	7538	Automotive Service Shops	BLADE GUIDE		
"PARKS, FORESTRY & RECREATION"	4078-4	2016-06-21	2016-06-22	ALPINE LAWN   GARDEN E	31.41	CAD	31.41	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	IMPULSE LINE		
"PARKS, FORESTRY & RECREATION"	4080-9	2016-06-22	2016-06-23	FASTENAL CANADA02ONSCA	65.97	CAD	65.97	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	TAP		
"PARKS, FORESTRY & RECREATION"	4080-10	2016-06-22	2016-06-23	COLLINS AUTOMOTIVE PAR	34.75	CAD	34.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5533	"Automotive Parts, Accessories Stores"	POLY SCRUB		
"PARKS, FORESTRY & RECREATION"	4082-10	2016-06-23	2016-06-24	COLLINS AUTOMOTIVE PAR	71.85	CAD	71.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	TAP REPAIR KIT		
"PARKS, FORESTRY & RECREATION"	4084-11	2016-06-24	2016-06-27	ALPINE LAWN   GARDEN E	82.37	CAD	82.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	SHROUD		
"PARKS, FORESTRY & RECREATION"	4086-7	2016-06-27	2016-06-28	ALPINE LAWN   GARDEN E	195.61	CAD	195.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR		
					"2,213.29"	CAD	"2,213.29"	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4076-9	2016-06-20	2016-06-21	BLING BLING ON QUEEN	24.82	CAD	24.82	CAD	2670	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5970	"Artist Supply Stores, Craft Shops"	NOTIONS FOR COSTUME ACCESSORIES		
ECONOMIC DEVELOPMENT & CULTURE	4078-5	2016-06-20	2016-06-22	FABRIC BY DESIGNERS	33.90	CAD	33.90	CAD	2670	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5085	Industrial Supplies Not Elsewhere Classi	FABRIC		
ECONOMIC DEVELOPMENT & CULTURE	4080-11	2016-06-22	2016-06-23	FABRICLAND DISTRIBUTOR	34.84	CAD	34.84	CAD	2670	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5949	"Fabric, Needlework, Piece Goods, and Sew"	NOTIONS FOR REPRODUCTIONS COSTUMES		
					93.56	CAD	93.56	CAD									
ECONOMIC DEVELOPMENT & CULTURE	4059-6	2016-06-09	2016-06-10	ABBOTT	386.46	CAD	386.46	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0118	HS-MH-RETAIL-MACKENZIE	5719	Miscellaneous House Furnishing Specialty	ITEMS FOR RESALE		
ECONOMIC DEVELOPMENT & CULTURE	4059-7	2016-06-09	2016-06-10	METRO #759	18.85	CAD	18.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"EGGS, MILK, CREAM, ORANGE, LEMON, STRAWBERRIES"		
ECONOMIC DEVELOPMENT & CULTURE	4068-5	2016-06-14	2016-06-15	UNIVERSITY SETTLEMENT	20.00	CAD	20.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	8398	"Organizations, Charitable and Social Ser"	ENTRANCE FEES		
ECONOMIC DEVELOPMENT & CULTURE	4084-12	2016-06-24	2016-06-27	SHOPPER'S DRUG MART #1	3.04	CAD	3.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5912	"Drug Stores, Pharmacies"	PUMP SOAP		
					428.35	CAD	428.35	CAD									
"PARKS, FORESTRY & RECREATION"	4047-8	2016-06-01	2016-06-02	FITNESS AV SYSTEMS	"1,273.50"	CAD	"1,273.50"	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P13495	YORK CC - PRGM SUPPORT CR	5732	Electronic Sales	MIPRO UHF WIRELESS AEROMIC SYSTEM		
