Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3331-5	2015-01-13	2015-01-14	ALPINE LAWN   GARDEN E	24.63	CAD	24.63	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00214	E-CENTRAL-PARKS MAINT/RPRS	5261	Lawn and Garden Supply Stores	KNOB CHOKE	
"PARKS, FORESTRY & RECREATION"	3331-6	2015-01-13	2015-01-14	ALPINE LAWN   GARDEN E	147.58	CAD	147.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CARBURATOR	
"PARKS, FORESTRY & RECREATION"	3335-4	2015-01-14	2015-01-16	COLLINS AUTOMOTIVE PAR	212.89	CAD	212.89	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	FLUID FILM	
"PARKS, FORESTRY & RECREATION"	3337-9	2015-01-16	2015-01-19	ALPINE LAWN   GARDEN E	94.58	CAD	94.58	CAD	3080	M & E - HAND TOOLS	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	WRENCH	
"PARKS, FORESTRY & RECREATION"	3339-4	2015-01-19	2015-01-20	TURF CARE	392.48	CAD	392.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	WHEEL	
"PARKS, FORESTRY & RECREATION"	3341-7	2014-10-31	2015-01-21	DTC INDUSTRIAL SALES L	64.16	CAD	64.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	3341-8	2014-11-05	2015-01-21	DTC INDUSTRIAL SALES L	42.79	CAD	42.79	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	3341-9	2014-11-05	2015-01-21	DTC INDUSTRIAL SALES L	438.15	CAD	438.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	3341-10	2014-11-05	2015-01-21	DTC INDUSTRIAL SALES L	76.69	CAD	76.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HANGERS	
"PARKS, FORESTRY & RECREATION"	3341-11	2014-11-12	2015-01-21	DTC INDUSTRIAL SALES L	276.15	CAD	276.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	3341-12	2014-12-16	2015-01-21	DTC INDUSTRIAL SALES L	222.85	CAD	222.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HOSE	
"PARKS, FORESTRY & RECREATION"	3341-13	2015-01-16	2015-01-21	DTC INDUSTRIAL SALES L	3.13	CAD	3.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	3/8 1/4 FITTING	
"PARKS, FORESTRY & RECREATION"	3345-7	2015-01-22	2015-01-23	CROSSTOWN BATTERY SALE	134.68	CAD	134.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	3347-6	2015-01-23	2015-01-26	COLLINS AUTOMOTIVE PAR	67.48	CAD	67.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	ELECTRIC FU	
"PARKS, FORESTRY & RECREATION"	3347-7	2015-01-23	2015-01-26	COLLINS AUTOMOTIVE PAR	174.17	CAD	174.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	BATTERY	
"PARKS, FORESTRY & RECREATION"	3348-7	2015-01-26	2015-01-27	ALPINE LAWN   GARDEN E	89.21	CAD	89.21	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00214	E-CENTRAL-PARKS MAINT/RPRS	5261	Lawn and Garden Supply Stores	CARB FUEL/LINE	
"PARKS, FORESTRY & RECREATION"	3351-5	2015-01-27	2015-01-28	ALPINE LAWN   GARDEN E	213.39	CAD	213.39	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	OIL PUMP	
"PARKS, FORESTRY & RECREATION"	3351-6	2015-01-27	2015-01-28	ALPINE LAWN   GARDEN E	99.15	CAD	99.15	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	SHROUD	
"PARKS, FORESTRY & RECREATION"	3353-7	2015-01-28	2015-01-29	COLLINS AUTOMOTIVE PAR	69.62	CAD	69.62	CAD	2401	LUBRICANTS	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	FUEL FILTER	
"PARKS, FORESTRY & RECREATION"	3355-5	2015-01-29	2015-01-30	COLLINS AUTOMOTIVE PAR	142.61	CAD	142.61	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	HYD OIL	
					"4,478.44"	CAD	"4,478.44"	CAD								
"PARKS, FORESTRY & RECREATION"	3321-2	2015-01-06	2015-01-07	SCHOLAR'S CHOICE	44.04	CAD	44.04	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	"POSTERS, TRIMMERS"	
"PARKS, FORESTRY & RECREATION"	3323-2	2015-01-06	2015-01-08	CDN TIRE STORE #00087	16.93	CAD	16.93	CAD	2730	LOCKS	P02613	CUMMER-PRGM SUPPORT	5200	Home Supply Warehouse	PADLOCKS	
"PARKS, FORESTRY & RECREATION"	3323-3	2015-01-06	2015-01-08	SOLUTIONS-YOUR ORGANIZ	42.89	CAD	42.89	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02613	CUMMER-PRGM SUPPORT	5719	Miscellaneous House Furnishing Specialty	LARGE TOTES	
"PARKS, FORESTRY & RECREATION"	3325-7	2015-01-07	2015-01-09	GRABBARSCAN	723.61	CAD	723.61	CAD	3320	FIXTURES	P02613	CUMMER-PRGM SUPPORT	8099	"Health Practitioners, Medical Services -"	POOL EQUIPMENT- SHOWER SEAT	
"PARKS, FORESTRY & RECREATION"	3325-8	2015-01-07	2015-01-09	CDN TIRE STORE #00192	59.87	CAD	59.87	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02537	CUMMER-LEISURE/PBLC-INDR	5200	Home Supply Warehouse	RESIN RACK	
"PARKS, FORESTRY & RECREATION"	3333-4	2015-01-13	2015-01-15	THE HOME DEPOT CANADA	271.00	CAD	271.00	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5200	Home Supply Warehouse	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3337-10	2015-01-15	2015-01-19	THE HOME DEPOT #7106	77.78	CAD	77.78	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  BOLT CUTTERS	
"PARKS, FORESTRY & RECREATION"	3337-11	2015-01-15	2015-01-19	WMT SUPRCTR #1116	114.10	CAD	114.10	CAD	3050	M & E - KITCHEN	P02537	CUMMER-LEISURE/PBLC-INDR	5411	"Grocery Stores, Supermarkets"	"MICROWAVE, POSTERS"	
"PARKS, FORESTRY & RECREATION"	3337-12	2015-01-16	2015-01-19	DISCOUNTERS POOL SPA	21.45	CAD	21.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5039	Construction Materials Not Elsewhere Cla	SWIM SKIMMER COVER	
"PARKS, FORESTRY & RECREATION"	3337-13	2015-01-16	2015-01-19	PLASTIC WORLD	100.57	CAD	100.57	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	ACRYLIC CLEAR	
"PARKS, FORESTRY & RECREATION"	3337-14	2015-01-15	2015-01-19	THE HOME DEPOT #7106	-271.00	CAD	-271.00	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5200	Home Supply Warehouse	RETURN	
					"1,201.24"	CAD	"1,201.24"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3313-2	2014-12-30	2015-01-02	THE WOOL HOUSE	177.13	CAD	177.13	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC FOR REPRODUCTION CLOTHING	
ECONOMIC DEVELOPMENT & CULTURE	3313-3	2014-12-30	2015-01-02	MOKUBA	22.58	CAD	22.58	CAD	2670	UNIFORMS	AH0090	HS-MH-PROGRAM SUPPORT-98 ATLANTIC	5699	Accessory  and Apparel Stores - Miscella	NOTIONS FOR VINTAGE DRESS REPAIRS	
ECONOMIC DEVELOPMENT & CULTURE	3337-15	2015-01-16	2015-01-19	NEVERENS SEWEING SUPPL	38.92	CAD	38.92	CAD	2670	UNIFORMS	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5949	"Fabric, Needlework, Piece Goods, and Sew"	NOTIONS FOR REPRODUCTION CLOTHING	
					238.63	CAD	238.63	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3333-5	2015-01-13	2015-01-15	METRO #759	56.43	CAD	56.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"FLOUR, BEETS, OATS, VINEGAR, SALT, MILK, ONION,ETC"	
ECONOMIC DEVELOPMENT & CULTURE	3337-16	2015-01-17	2015-01-19	LONGO'S # 18	4.85	CAD	4.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5411	"Grocery Stores, Supermarkets"	CHOLOX BLEACH	
ECONOMIC DEVELOPMENT & CULTURE	3342-1	2015-01-20	2015-01-22	CDN TIRE STORE #00600	90.38	CAD	90.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5200	Home Supply Warehouse	PLASTIC STORAGE UNIT	
ECONOMIC DEVELOPMENT & CULTURE	3347-8	2015-01-23	2015-01-26	LONGO'S # 18	2.01	CAD	2.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5411	"Grocery Stores, Supermarkets"	LEMONS	
ECONOMIC DEVELOPMENT & CULTURE	3348-8	2015-01-23	2015-01-27	CDN TIRE STORE #00600	59.78	CAD	59.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5200	Home Supply Warehouse	"PLASTIC FORKS, FOIL, ROASTING PAN"	
					213.45	CAD	213.45	CAD								
LONG TERM CARE HOMES	3347-9	2015-01-23	2015-01-26	HARTMAN'S MARKETPLACE	206.23	CAD	206.23	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B011	CASTLEVIEW WYCHWOOD-PA-OA	5422	"Freezer, Locker Meat Provisioners"	SPIRITUAL & RELIGIOUS CARE SUPPLIES	
LONG TERM CARE HOMES	3348-9	2015-01-26	2015-01-27	TROY LIFE AND FIRE SAF	610.20	CAD	610.20	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	CALL BELL REPAIRS	
					816.43	CAD	816.43	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3327-7	2015-01-09	2015-01-12	GES CANADA  MISSISSAUG	588.73	CAD	588.73	CAD	4525	RENTAL OF OFFICE	AH0088	HS-MH-PROGRAM SUPPORT-METRO HALL	7399	Business Services - Not Elsewhere Classi	"ORDERING OF CARPET, TABLES AND CHAIRS"	
ECONOMIC DEVELOPMENT & CULTURE	3339-5	2015-01-19	2015-01-20	HOOTSUITE MEDIA INC.	13.95	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISEMENT	
ECONOMIC DEVELOPMENT & CULTURE	3342-2	2015-01-20	2015-01-22	KING WEST FLOWERS	169.50	CAD	169.50	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0088	HS-MH-PROGRAM SUPPORT-METRO HALL	5992	Florists	FLOWERS	
ECONOMIC DEVELOPMENT & CULTURE	3347-10	2015-01-23	2015-01-26	LONGO'S # 14	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0088	HS-MH-PROGRAM SUPPORT-METRO HALL	5411	"Grocery Stores, Supermarkets"	WATER AND ICE	
					778.16	CAD	764.21	CAD								
							11.29	USD								
ECONOMIC DEVELOPMENT & CULTURE	3313-4	2014-12-31	2015-01-02	PARTY CITY #2013	80.68	CAD	80.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0136	HS-MH-BD COMM SUPP-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	"BEAD, HEADBAND, BLING, RHINESTONES, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3315-1	2014-12-31	2015-01-05	WAL-MART # 5778	265.59	CAD	265.59	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	UNASSIGNED	5411	"Grocery Stores, Supermarkets"	"CORD, GEM STICKER, BOWS, TEA K-CUP, COFFEE, ETC."	
					346.27	CAD	346.27	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3313-5	2014-12-31	2015-01-02	WILLIAMS-SONOMA 0536	144.59	CAD	144.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5719	Miscellaneous House Furnishing Specialty	TABLECLOTH	
ECONOMIC DEVELOPMENT & CULTURE	3313-6	2014-12-31	2015-01-02	HOMESENSE 071	42.92	CAD	42.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5651	Family Clothing Stores	TABLECLOTH	
ECONOMIC DEVELOPMENT & CULTURE	3313-7	2014-12-31	2015-01-02	THE BAY #1560	56.44	CAD	56.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5311	Department Stores	TABLECLOTH	
					243.95	CAD	243.95	CAD								
"PARKS, FORESTRY & RECREATION"	3339-6	2015-01-19	2015-01-20	UNIVAR CANADA LTD	224.28	CAD	224.28	CAD	2499	OTHER CHEMICALS	P00016	C-FORESTRY GEN-PLANT/NURSERY	5169	Chemicals and Allied Products Not Elsewh	HERBICIDE DYE	
					224.28	CAD	224.28	CAD								
"PARKS, FORESTRY & RECREATION"	3325-9	2015-01-08	2015-01-09	RCSS WESTON 2800	19.86	CAD	19.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR JR CHEFS PROG.	
"PARKS, FORESTRY & RECREATION"	3325-10	2015-01-08	2015-01-09	STAPLES STORE #228	173.13	CAD	173.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	"LABEL MAKER, FILE HOLDER, FOLDERS"	
"PARKS, FORESTRY & RECREATION"	3325-11	2015-01-08	2015-01-09	MICHAELS #3933	19.19	CAD	19.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR ART CLASSES	
"PARKS, FORESTRY & RECREATION"	3327-8	2015-01-08	2015-01-12	CDN TIRE STORE #00119	7.45	CAD	7.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5200	Home Supply Warehouse	WIPES FOR OFFICE CLEANING	
"PARKS, FORESTRY & RECREATION"	3327-9	2015-01-08	2015-01-12	WAL-MART # 3740	43.93	CAD	43.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3333-6	2015-01-14	2015-01-15	RCSS WESTON 2800	27.90	CAD	27.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR JR CHEFS PROG.	
"PARKS, FORESTRY & RECREATION"	3342-3	2015-01-21	2015-01-22	RCSS WESTON 2800	32.98	CAD	32.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR JR CHEFS PROG.	
"PARKS, FORESTRY & RECREATION"	3345-8	2015-01-21	2015-01-23	WAL-MART # 3740	79.26	CAD	79.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	AFTER SCHOOL PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3345-9	2015-01-22	2015-01-23	MICHAELS #3933	22.00	CAD	22.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR ART CLASSES	
"PARKS, FORESTRY & RECREATION"	3351-7	2015-01-27	2015-01-28	STAPLES STORE #228	71.13	CAD	71.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	KEYBOARD DRAWER FOR OFFICE	
"PARKS, FORESTRY & RECREATION"	3353-8	2015-01-28	2015-01-29	RCSS WESTON 2800	56.37	CAD	56.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR JR CHEFS PROG.	
"PARKS, FORESTRY & RECREATION"	3355-6	2015-01-29	2015-01-30	FORTINOS HWY 7   ANSLE	18.69	CAD	18.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	FOOD ITEMS FOR JR CHEFS PROG.	
					571.89	CAD	571.89	CAD								
EMPLOYMENT & SOCIAL SERVICES	3325-12	2015-01-08	2015-01-09	NO FRILLS TONY   KATHY	6.88	CAD	6.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERIES	
EMPLOYMENT & SOCIAL SERVICES	3335-5	2015-01-15	2015-01-16	YORK U-SCHULICH EEC WE	"2,932.35"	CAD	"2,932.35"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	C01211	QUEENSWAY ADMIN	8220	"Colleges, Universities, Professional Sch"	TRAINING COURSE	
EMPLOYMENT & SOCIAL SERVICES	3342-4	2015-01-21	2015-01-22	NO FRILLS TONY   KATHY	36.83	CAD	36.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERIES	
EMPLOYMENT & SOCIAL SERVICES	3355-7	2015-01-29	2015-01-30	TIGERDIRECT.CA	110.72	CAD	110.72	CAD	2575	ELECTRICAL SUPPLIES	C01211	QUEENSWAY ADMIN	5734	Computer Software Stores	VIDEO CABLE	
					"3,086.78"	CAD	"3,086.78"	CAD								
EMPLOYMENT & SOCIAL SERVICES	3331-7	2015-01-12	2015-01-14	CPC FRANCHISE # 010283	12.41	CAD	12.41	CAD	4805	POSTAGE	C01220	YONGE EGLINTON -ADMIN	9402	Postal Services - Government Only	LETTER - REGISTERED MAIL	
EMPLOYMENT & SOCIAL SERVICES	3353-9	2015-01-27	2015-01-29	CDN TIRE STORE #00150	33.89	CAD	33.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	C01220	YONGE EGLINTON -ADMIN	5200	Home Supply Warehouse	KETTLE	
					46.30	CAD	46.30	CAD								
FIRE SERVICES	3313-8	2014-12-30	2015-01-02	RADIO WORLD - OFFICE	"1,055.08"	CAD	"1,055.08"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	FR0046	HUSAR-FIRE	5732	Electronic Sales	CAMERA SUPPLIES	
FIRE SERVICES	3342-5	2015-01-21	2015-01-22	HENRY'S SCARBOROUGH	787.32	CAD	787.32	CAD	3032	M & E - PHOTOGRAPHIC	FR0026	HUSAR-PROVINCE	5946	Camera and Photographic Supply Stores	CAMERA SUPPLIES	
FIRE SERVICES	3353-10	2015-01-28	2015-01-29	FASTSIGNS OF TORONTO	614.72	CAD	614.72	CAD	2792	"BANNERS, FLAGS & SIGNS"	FR0026	HUSAR-PROVINCE	2741	Miscellaneous Publishing and Printing	SIGNAGE AND BANNERS	
					"2,457.12"	CAD	"2,457.12"	CAD								
FACILITIES MANAGEMENT 	3325-13	2015-01-08	2015-01-09	GK CHEMICAL SPECIALTIE	41.25	CAD	41.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5169	Chemicals and Allied Products Not Elsewh	TOOLS/SUPPLIES	
FACILITIES MANAGEMENT 	3325-14	2015-01-08	2015-01-09	GK CHEMICAL SPECIALTIE	28.25	CAD	28.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5169	Chemicals and Allied Products Not Elsewh	TOOLS/SUPPLIES	
FACILITIES MANAGEMENT 	3353-11	2015-01-28	2015-01-29	ABACUS CUSTOM COUNTERT	116.34	CAD	116.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5200	Home Supply Warehouse	TOOLS/SUPPLIES	
FACILITIES MANAGEMENT 	3353-12	2015-01-28	2015-01-29	GK CHEMICAL SPECIALTIE	108.93	CAD	108.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285238	#N/A	5169	Chemicals and Allied Products Not Elsewh	SUPPLY MATERIALS	
					294.77	CAD	294.77	CAD								
FACILITIES MANAGEMENT 	3353-13	2015-01-28	2015-01-29	MARK'S WORK WAREHOUSE#	258.26	CAD	258.26	CAD	2670	UNIFORMS	FA0260	71 FRONT ST.W-OPS -UNION STATION	5651	Family Clothing Stores	DAKOTA UNIFORM SHIRTS	
					258.26	CAD	258.26	CAD								
"PARKS, FORESTRY & RECREATION"	3329-8	2015-01-11	2015-01-13	SP S COMM SWIMMING POO	798.44	CAD	798.44	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5996	Swimming Pools - Sales and Supplies	"VARI FLOW, VALVE"	
"PARKS, FORESTRY & RECREATION"	3331-8	2015-01-13	2015-01-14	CENTENNIAL PLUMBING SU	162.38	CAD	162.38	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	UNION BALL VALVE	
"PARKS, FORESTRY & RECREATION"	3339-7	2015-01-19	2015-01-20	APPLIED INDUSTRIAL TEC	70.61	CAD	70.61	CAD	2535	PLUMBING SUPPLIES	P07702	GRANDRAVINE CC-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	B-75 V BELT	
"PARKS, FORESTRY & RECREATION"	3341-14	2015-01-20	2015-01-21	CENTENNIAL PLUMBING SU	54.07	CAD	54.07	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	1711	"Air Conditioning, Heating, and Plumbing"	BEAM CALMP/PRISM CLAPM	
"PARKS, FORESTRY & RECREATION"	3341-15	2015-01-20	2015-01-21	WATER AND ICE NORTH AM	924.34	CAD	924.34	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5996	Swimming Pools - Sales and Supplies	"3"" MULTIPORT VALVE"	
"PARKS, FORESTRY & RECREATION"	3342-6	2015-01-21	2015-01-22	BAHNAIR OF CANADA LIMI	101.70	CAD	101.70	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	15X20X1 FILTER MEDIA	
"PARKS, FORESTRY & RECREATION"	3348-10	2015-01-26	2015-01-27	NOBLE 1010	69.19	CAD	69.19	CAD	2535	PLUMBING SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	5251	Hardware Stores	PVC FITTINGS/ CEMENT	
"PARKS, FORESTRY & RECREATION"	3351-8	2015-01-27	2015-01-28	WATER AND ICE NORTH AM	847.50	CAD	847.50	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	30X36 ELEMENT COVER	
					"3,028.23"	CAD	"3,028.23"	CAD								
FACILITIES MANAGEMENT 	3341-16	2015-01-19	2015-01-21	ATLASSIAN PTY LTD	12.63	CAD	10.00	USD	3420	COMPUTERS - SOFTWARE	FA2174	ADMIN - SAP SPECIAL PROJECT	5734	Computer Software Stores	SUBSCRIPTION FOR ISSUE LOG TRACKING TOOLS	
					12.63	CAD	10.00	USD								
FACILITIES MANAGEMENT 	3327-10	2015-01-09	2015-01-12	PAUL WOLF ELECTRIC   L	176.08	CAD	176.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61284002	#N/A	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT 	3327-11	2015-01-09	2015-01-12	PAUL WOLF ELECTRIC   L	49.61	CAD	49.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61284002	#N/A	5065	Electrical Parts and Equipment	SUPPLIES	
