Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order 	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3674-8	2015-09-18	2015-09-21	WAL-MART #3159	202.90	CAD	202.90	CAD	*****	KITCHEN SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BREAKFAST PROGRAM - KETTLE,FRYING PAN, MILK"	
"PARKS, FORESTRY & RECREATION"	3674-9	2015-09-19	2015-09-21	ULINE	101.16	CAD	101.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5964	Direct Marketing - Catalog Merchants	POLYETHYLENE APRON 100/CT	
"PARKS, FORESTRY & RECREATION"	3680-4	2015-09-23	2015-09-24	CLEANOL	254.92	CAD	254.92	CAD	4469	C. SRV -CARPET CLEAN	P01668	OCONNOR CC-PRGM SUPPORT	7349	"Cleaning and Maintenance, Janitorial Ser"	PRESCHOOL RUGS CLEANING	
"PARKS, FORESTRY & RECREATION"	3682-7	2015-09-24	2015-09-25	TDSB-PURCHASING	297.28	CAD	297.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	8299	Educational Services	"ARTS PROGRAMS SUPPLIES-BRISTOL BOARD,WATERCOLOUR"	
"PARKS, FORESTRY & RECREATION"	3684-8	2015-09-25	2015-09-28	WAL-MART #3159	89.24	CAD	89.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	BREAKFAST PROGRAM - HALAL CHICKEN STRIPS	
"PARKS, FORESTRY & RECREATION"	3686-3	2015-09-28	2015-09-29	J  J CRAFTS	435.74	CAD	435.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5970	"Artist Supply Stores, Craft Shops"	"PRESCHOOL PROGRAM SUPPLIES-CRAYOLA,ALPHABET,BEADS"	
					"1,381.24"	CAD	"1,381.24"	CAD								
"PARKS, FORESTRY & RECREATION"	3682-8	2015-09-24	2015-09-25	RCSS SCARBOROUGH #2809	63.55	CAD	63.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES-GRANOLA BARS AND FRUIT CAUPS	
"PARKS, FORESTRY & RECREATION"	3686-4	2015-09-28	2015-09-29	PARTY CITY #2007	12.14	CAD	12.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11225	MCGREGOR PARK-SPORTS	5947	"Card, Gift, Novelty, and Souvenir Shops"	HELIUM BALLOONS FOR GIRLS ON FLEEK OPENING DAY	
"PARKS, FORESTRY & RECREATION"	3686-5	2015-09-28	2015-09-29	METRO #35	33.99	CAD	33.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	CAKE FOR GIRLS ON FLEEK OPENING DAY	
					109.68	CAD	109.68	CAD								
PUBLIC HEALTH	3651-5	2015-09-01	2015-09-02	PAYPAL *IIBA	"2,425.51"	CAD	"1,833.27"	USD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP	
					"2,425.51"	CAD	"1,833.27"	USD								
TORONTO PARAMEDIC SERVICES	3680-5	2015-09-23	2015-09-24	OAPC	621.50	CAD	621.50	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8099	"Health Practitioners, Medical Services -"	OAPC CONFERENCE REGISTRATION	
					621.50	CAD	621.50	CAD								
"PARKS, FORESTRY & RECREATION"	3673-5	2015-09-16	2015-09-18	THE HOME DEPOT #7013	84.74	CAD	84.74	CAD	2710	GENERAL HARDWARE	P10467	WALLACE EMERSON-PRGM SUPPORT	5200	Home Supply Warehouse	HNDTRK 400	
					84.74	CAD	84.74	CAD								
"PARKS, FORESTRY & RECREATION"	3686-6	2015-09-28	2015-09-29	PUBLIC STORAGE CANADA	45.18	CAD	45.18	CAD	2730	LOCKS	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	4225	"Public Warehousing - Farm Products, Refr"	LOCKS FOR STORAGE BINS	
"PARKS, FORESTRY & RECREATION"	3687-2	2015-09-28	2015-09-30	CDN TIRE STORE #00119	37.91	CAD	37.91	CAD	3320	FIXTURES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5200	Home Supply Warehouse	WINDOW BLINDS	
					83.09	CAD	83.09	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3657-6	2015-09-05	2015-09-08	AMAZON.CA	87.61	CAD	87.61	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	4816	Computer Network/Information Services	BOOK	
ECONOMIC DEVELOPMENT & CULTURE	3684-9	2015-09-24	2015-09-28	PATTISON OUTDOOR ADVER	565.00	CAD	565.00	CAD	4414	ADVERTISING & PROMOTION	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	7311	Advertising Services	ADVERTISING	
					652.61	CAD	652.61	CAD								
"PARKS, FORESTRY & RECREATION"	3657-7	2015-09-04	2015-09-08	WAL-MART # 3740	40.07	CAD	40.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5411	"Grocery Stores, Supermarkets"	"YOUTH COUNCIL SNACKS-JUICES,COOKIES,DIPPS CLUB"	
"PARKS, FORESTRY & RECREATION"	3674-10	2015-09-18	2015-09-21	RCSS WESTON 2800	30.67	CAD	30.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES-VANILLA,SALT,MILK,PECANS"	
"PARKS, FORESTRY & RECREATION"	3674-11	2015-09-18	2015-09-21	RCSS WESTON 2800	101.97	CAD	101.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES-FLOUR,SUGAR,BUTTER,EGGS,CHIPITS"	
"PARKS, FORESTRY & RECREATION"	3684-10	2015-09-24	2015-09-28	WAL-MART # 3740	10.82	CAD	10.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES-GOLDEN SUGAR, MILK, BUTTER"	
"PARKS, FORESTRY & RECREATION"	3686-7	2015-09-28	2015-09-29	FORTINO'S (QUEEN'S PLA	39.72	CAD	39.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES-STRAWBERRIES,STARFRUIT,KUMQUAT"	
"PARKS, FORESTRY & RECREATION"	3687-3	2015-09-29	2015-09-30	LOWES #02951*	11.29	CAD	11.29	CAD	2710	GENERAL HARDWARE	P06776	ELMBANK-PRGM SUPPORT	5200	Home Supply Warehouse	"2""X54' BLACK/YELLOW SAFETY/FLOOR"	
					234.54	CAD	234.54	CAD								
LONG TERM CARE HOMES & SERVICES	3651-6	2015-09-01	2015-09-02	KEY SOLUTIONS	192.10	CAD	192.10	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	7393	"Detective Agencies, Protective Agencies,"	REPAIRS TO NURSE CALL STATION ROOM 207	
LONG TERM CARE HOMES & SERVICES	3651-7	2015-09-01	2015-09-02	KEY SOLUTIONS	522.63	CAD	522.63	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	7393	"Detective Agencies, Protective Agencies,"	MAINENTANCE OF ROAM ALERT SYSTEM	
LONG TERM CARE HOMES & SERVICES	3651-8	2015-09-01	2015-09-02	KEY SOLUTIONS	135.60	CAD	135.60	CAD	2810	RESIDENT ID	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	7393	"Detective Agencies, Protective Agencies,"	WRIST / ANKLE SRTAPS	
LONG TERM CARE HOMES & SERVICES	3651-9	2015-09-01	2015-09-02	KEY SOLUTIONS	339.00	CAD	339.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	7393	"Detective Agencies, Protective Agencies,"	MAGLOCKS REPAIRS	
LONG TERM CARE HOMES & SERVICES	3663-3	2015-09-10	2015-09-11	LOBLAWS #029	41.95	CAD	41.95	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	OANHSS CATERING	
LONG TERM CARE HOMES & SERVICES	3669-4	2015-09-15	2015-09-16	ROB'S NO FRILLS STORE	8.34	CAD	8.34	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	VOLUNTEER APPRECIATION EVENT	
LONG TERM CARE HOMES & SERVICES	3671-5	2015-09-16	2015-09-17	GOLDEN WHEAT BAKERY	129.60	CAD	129.60	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5462	Bakeries	DESERT FOR VOLUNTEER APPRECIATION EVENT	
LONG TERM CARE HOMES & SERVICES	3673-6	2015-09-16	2015-09-18	FV FOODS	32.29	CAD	32.29	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	SPRING ROLLS FOR VOLUNTEER CATERING	
LONG TERM CARE HOMES & SERVICES	3673-7	2015-09-16	2015-09-18	FV FOODS	37.50	CAD	37.50	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	TURON FOR VOLUNTEER APPRECIATION	
LONG TERM CARE HOMES & SERVICES	3680-6	2015-09-23	2015-09-24	LOBLAWS #029	65.75	CAD	65.75	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	**MORE**  UPPLIES FOR STAFF RECOGNITION	
LONG TERM CARE HOMES & SERVICES	3682-9	2015-09-23	2015-09-25	FV FOODS	40.00	CAD	40.00	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	FOOD COSTS - STAFF RECOGNITION	
					"1,544.76"	CAD	"1,544.76"	CAD								
"PARKS, FORESTRY & RECREATION"	3649-2	2015-08-31	2015-09-01	DTC INDUSTRIAL SALES L	87.80	CAD	87.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	HYD HOSE	
"PARKS, FORESTRY & RECREATION"	3649-3	2015-08-31	2015-09-01	COLLINS AUTOMOTIVE PAR	146.72	CAD	146.72	CAD	2401	LUBRICANTS	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	OIL	
"PARKS, FORESTRY & RECREATION"	3649-4	2015-08-31	2015-09-01	COLLINS AUTOMOTIVE PAR	60.86	CAD	60.86	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10186	C-REC SUPER2-PRGM SUPPORT	5533	"Automotive Parts, Accessories Stores"	FUSES	
"PARKS, FORESTRY & RECREATION"	3653-5	2015-09-03	2015-09-04	ALPINE LAWN   GARDEN E	204.24	CAD	204.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	MODULE IGNITION	
"PARKS, FORESTRY & RECREATION"	3671-6	2015-09-16	2015-09-17	ALPINE LAWN   GARDEN E	87.28	CAD	87.28	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	FAN	
"PARKS, FORESTRY & RECREATION"	3673-8	2015-09-17	2015-09-18	ALPINE LAWN   GARDEN E	204.05	CAD	204.05	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	V BELT	
"PARKS, FORESTRY & RECREATION"	3673-9	2015-09-17	2015-09-18	ALPINE LAWN   GARDEN E	146.66	CAD	146.66	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	CLUTCH	
"PARKS, FORESTRY & RECREATION"	3676-8	2015-09-21	2015-09-22	ALPINE LAWN   GARDEN E	337.42	CAD	337.42	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	CYLINDER COMP	
"PARKS, FORESTRY & RECREATION"	3678-4	2015-09-22	2015-09-23	PRINCESS AUTO #36	105.59	CAD	105.59	CAD	3080	M & E - HAND TOOLS	P10186	C-REC SUPER2-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	DRILL	
"PARKS, FORESTRY & RECREATION"	3678-5	2015-09-22	2015-09-23	ALPINE LAWN   GARDEN E	186.00	CAD	186.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	LAMINATE	
"PARKS, FORESTRY & RECREATION"	3686-8	2015-09-28	2015-09-29	ALPINE LAWN   GARDEN E	217.92	CAD	217.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	HEDGE TRIMMER BLADE	
					"1,784.54"	CAD	"1,784.54"	CAD								
"PARKS, FORESTRY & RECREATION"	3667-3	2015-09-14	2015-09-15	NORTH YORK TROPHIES	28.20	CAD	28.20	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P00705	N-CENTRAL-SPORTS & REC-AQ. LEIS. INDOOR	5999	Miscellaneous and Specialty Retail Store	SWIM MEET PLAQUES	
"PARKS, FORESTRY & RECREATION"	3673-10	2015-09-17	2015-09-18	CHAPTERS 766       QPS	23.73	CAD	23.73	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5942	Book Stores	DAY PLANNER	
"PARKS, FORESTRY & RECREATION"	3674-12	2015-09-19	2015-09-21	WMT SUPRCTR #1116	51.60	CAD	51.60	CAD	2792	"BANNERS, FLAGS & SIGNS"	P02613	CUMMER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	SWIM MEET POSTERS	
					103.53	CAD	103.53	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3664-12	2015-09-11	2015-09-14	FABRICLAND DISTRIBUTOR	46.55	CAD	46.55	CAD	*****	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5949	"Fabric, Needlework, Piece Goods, and Sew"	NOTIONS FOR HISTORIC COSTUME REPRODUCTION	
					46.55	CAD	46.55	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3659-2	2015-09-08	2015-09-09	GARY KENNELL ENTERPRIZ	764.45	CAD	764.45	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0115	HS-MH-RETAIL-MONTGOMERY	5970	"Artist Supply Stores, Craft Shops"	WOODEN BOARDS	
ECONOMIC DEVELOPMENT & CULTURE	3682-10	2015-09-24	2015-09-25	EDF ENERGY-IVR	"1,671.55"	CAD	800.00	GBP	4233	PCARD RECOVERIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	4900	"Utilities - Electric, Gas, Sanitary, Wat"	DISPUTED	
ECONOMIC DEVELOPMENT & CULTURE	3684-11	2015-09-25	2015-09-28	"CASTLE B,COUNCIL"	"1,054.25"	CAD	508.50	GBP	4233	PCARD RECOVERIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	7997	"Clubs - Country Clubs, Membership (Athle"	DISPUTED	
ECONOMIC DEVELOPMENT & CULTURE	3684-12	2015-09-25	2015-09-28	COUNCIL TAX	"1,867.85"	CAD	900.96	GBP	4233	PCARD RECOVERIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	9399	Government Services - Not Elsewhere Clas	DISPUTED	
					"5,358.10"	CAD	764.45	CAD								
							"2,209.46"	GBP								
ECONOMIC DEVELOPMENT & CULTURE	3671-7	2015-09-16	2015-09-17	SQ *ABORIGINAL FLAIR C	"1,322.10"	CAD	"1,322.10"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0064	HS-MH-COMMUNICATION/MKT-MACKENZIE	5811	Caterers	CATERING SERVICES	
ECONOMIC DEVELOPMENT & CULTURE	3678-6	2015-09-22	2015-09-23	SQ *ABORIGINAL FLAIR C	474.60	CAD	474.60	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0064	HS-MH-COMMUNICATION/MKT-MACKENZIE	5811	Caterers	CATERING SERVICES	
ECONOMIC DEVELOPMENT & CULTURE	3682-11	2015-09-24	2015-09-25	METRO #759	72.94	CAD	72.94	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0064	HS-MH-COMMUNICATION/MKT-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"WATER, FLOWERS, LEMONS, GLASS"	
					"1,869.64"	CAD	"1,869.64"	CAD								
"PARKS, FORESTRY & RECREATION"	3651-10	2015-08-31	2015-09-02	WAL-MART # 3031	13.38	CAD	13.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06786	OURLAND-PRGM SUPPORT	5310	Discount Stores	FOOD SUPPLIES FOR COOKING CAMP	
"PARKS, FORESTRY & RECREATION"	3651-11	2015-09-01	2015-09-02	NO FRILLS MARIO   SELI	61.97	CAD	61.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05112	OURLAND CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CAMP	
"PARKS, FORESTRY & RECREATION"	3653-6	2015-09-03	2015-09-04	CHICOPEE TUBE PARK	742.04	CAD	742.04	CAD	4118	TICKETS AND ADMISSION FEES	P05112	OURLAND CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3676-9	2015-09-21	2015-09-22	LOWES #03096*	9.98	CAD	9.98	CAD	2710	GENERAL HARDWARE	P13175	INSTRCT SPORTS - OURLAND CC	5200	Home Supply Warehouse	**MORE**  1/4-20X3'LP SQ RN HD MS	
"PARKS, FORESTRY & RECREATION"	3676-10	2015-09-21	2015-09-22	INTERNATIONAL SURFACE	34.80	CAD	34.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13175	INSTRCT SPORTS - OURLAND CC	2842	"Specialty Cleaning, Polishing, and Sanit"	GLASS BEADS	
"PARKS, FORESTRY & RECREATION"	3678-7	2015-09-21	2015-09-23	WAL-MART # 3031	182.98	CAD	182.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13175	INSTRCT SPORTS - OURLAND CC	5310	Discount Stores	"TENNIS BALLS, RACQUETS, SHOWER HOOKS"	
					"1,045.15"	CAD	"1,045.15"	CAD								
LONG TERM CARE HOMES & SERVICES	3649-5	2015-08-31	2015-09-01	PARTY CITY #2011	108.34	CAD	108.34	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECORATIONS	
LONG TERM CARE HOMES & SERVICES	3684-13	2015-09-27	2015-09-28	NORTOWN FOODS	230.08	CAD	230.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5411	"Grocery Stores, Supermarkets"	SPIRITUAL CARE PROGRAM SUPPLIES	
					338.42	CAD	338.42	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3649-6	2015-08-31	2015-09-01	FRESHCO 9771	19.65	CAD	19.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"BUTTER, EGGS, PLASTIC BAG"	
ECONOMIC DEVELOPMENT & CULTURE	3652-4	2015-09-02	2015-09-03	CANDYMACCENTCANFLOYD	323.97	CAD	323.97	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	"NECKLACE, HAIRBAND, HAIR TIE, CUP & SAUCER, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3653-7	2015-09-02	2015-09-04	CDN TIRE STORE #00019	112.89	CAD	112.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5200	Home Supply Warehouse	STORAGE BINS	
ECONOMIC DEVELOPMENT & CULTURE	3659-3	2015-09-08	2015-09-09	FRESHCO 9771	2.99	CAD	2.99	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	MILK	
ECONOMIC DEVELOPMENT & CULTURE	3682-12	2015-09-24	2015-09-25	FRESHCO 9771	20.89	CAD	20.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	BUTTER AND SUGAR. COFFEE FILTERS	
					480.39	CAD	480.39	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3673-11	2015-09-18	2015-09-18	HERITAGE CANADA-THE NA	480.00	CAD	480.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	8398	"Organizations, Charitable and Social Ser"	REGISTRATION FOR CONFERENCE	
ECONOMIC DEVELOPMENT & CULTURE	3678-8	2015-09-21	2015-09-23	WESTJET  8382110388706	575.31	CAD	575.31	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	3180	WestJet Airlines	AIRFARE TO CONFERENCE	
					"1,055.31"	CAD	"1,055.31"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3651-12	2015-09-01	2015-09-02	TORONTO ZOOADMISSIONS	339.00	CAD	339.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	7996	"Amusement Parks, Carnivals, Circuses, Fo"	FEE FOR PROGRAMS	
ECONOMIC DEVELOPMENT & CULTURE	3657-8	2015-09-03	2015-09-08	SOBEYS 7383       QPS	21.66	CAD	21.66	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5411	"Grocery Stores, Supermarkets"	"KITCHEN SUPPLIES, LEMONS"	
ECONOMIC DEVELOPMENT & CULTURE	3664-13	2015-09-11	2015-09-14	J E HASTINGS LTD	"1,002.20"	CAD	"1,002.20"	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0119	HS-MH-RETAIL-COLBORNE L	5441	"Candy, Nut, Confectionery Stores"	CANDIES FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	3671-8	2015-09-16	2015-09-17	WWW.HOUSEOFMARBLES.COM	636.47	CAD	473.18	USD	2990	GIFT SHOP ITEMS FOR RESALE	AH0119	HS-MH-RETAIL-COLBORNE L	5970	"Artist Supply Stores, Craft Shops"	"MARBLES GAMES, WOODEN DIABLO, JACOBS LADDER, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3686-9	2015-09-28	2015-09-29	ABBOTT	421.49	CAD	421.49	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0119	HS-MH-RETAIL-COLBORNE L	5719	Miscellaneous House Furnishing Specialty	"TWINE HOLDER, FLOWER STEM, HOOKS, JAILOR'S KEYS"	
					"2,420.82"	CAD	"1,784.35"	CAD								
							473.18	USD								
"PARKS, FORESTRY & RECREATION"	3674-13	2015-09-17	2015-09-21	YOUR DOLLAR STORE WITH	192.38	CAD	192.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11121	STEPHEN LEACOCK CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	MISC. GIFTS & STATIONARY	
"PARKS, FORESTRY & RECREATION"	3674-14	2015-09-17	2015-09-21	WAL-MART #3159	356.54	CAD	356.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11121	STEPHEN LEACOCK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SNACKS & BEVERAGES - VOLUNTEER LUNCH	
					548.92	CAD	548.92	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3674-15	2015-09-19	2015-09-21	HOOTSUITE MEDIA INC.	15.25	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISEMENT	
					15.25	CAD	11.29	USD								
ECONOMIC DEVELOPMENT & CULTURE	3673-12	2015-09-10	2015-09-18	AMJ CAMPBELL TORONTO	-213.29	CAD	-213.29	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	4214	"Motor Freight Carriers, Trucking - Local"	REFUND OF OVERCHARGE FOR MOVEMENT OF HISTORIC MAT.	
					-213.29	CAD	-213.29	CAD								
"PARKS, FORESTRY & RECREATION"	3653-8	2015-09-02	2015-09-04	THE HOME DEPOT #7011	53.26	CAD	53.26	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  PEGBD WT  HP	
"PARKS, FORESTRY & RECREATION"	3657-9	2015-09-03	2015-09-08	THE HOME DEPOT #7011	67.60	CAD	67.60	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	SPRAYPAINT	
"PARKS, FORESTRY & RECREATION"	3657-10	2015-09-03	2015-09-08	THE HOME DEPOT #7011	55.55	CAD	55.55	CAD	2715	PAINT SUPPLIES	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  8X2 1/2 DEK	
"PARKS, FORESTRY & RECREATION"	3674-16	2015-09-18	2015-09-21	THE HOME DEPOT #7011	22.27	CAD	22.27	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  2X8 MENS	
					198.68	CAD	198.68	CAD								
