Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3374-2	2015-02-11	2015-02-12	COLLINS AUTOMOTIVE PAR	91.67	CAD	91.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5533	"Automotive Parts, Accessories Stores"	FILTERS	
"PARKS, FORESTRY & RECREATION"	3376-9	2015-02-12	2015-02-13	FASTENAL CANADA02ONTO7	26.23	CAD	26.23	CAD	2710	GENERAL HARDWARE	P00830	TECH SERV. 1-FLEET EQUIP	5085	Industrial Supplies Not Elsewhere Classi	"NUTS, BOLTS"	
"PARKS, FORESTRY & RECREATION"	3396-2	2015-02-24	2015-02-27	TURF CARE	"1,186.68"	CAD	"1,186.68"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5261	Lawn and Garden Supply Stores	SERVICE PACKS	
					"3,880.83"	CAD	"3,880.83"	CAD								
"PARKS, FORESTRY & RECREATION"	3359-5	2015-02-01	2015-02-03	THE HOME DEPOT #7106	-33.87	CAD	-33.87	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5200	Home Supply Warehouse	NEW LEAF	
"PARKS, FORESTRY & RECREATION"	3394-12	2015-02-25	2015-02-26	BEST BUY #956	273.73	CAD	273.73	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P02613	CUMMER-PRGM SUPPORT	5732	Electronic Sales	"22"" TV FOR AQUATIC TRAINING"	
					239.86	CAD	239.86	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3357-9	2015-01-31	2015-02-02	FABRICLAND DISTRIBUTOR	188.71	CAD	188.71	CAD	2670	UNIFORMS	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC AND NOTIONS FOR REPRODUCTION CLOTHING	
ECONOMIC DEVELOPMENT & CULTURE	3370-4	2015-02-06	2015-02-10	CDN TIRE STORE #00150	67.79	CAD	67.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0090	HS-MH-PROGRAM SUPPORT-98 ATLANTIC	5200	Home Supply Warehouse	IRON	
					256.50	CAD	256.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3382-2	2015-02-17	2015-02-18	BURNS CRYSTAL GLASS	414.31	CAD	212.40	GBP	2990	GIFT SHOP ITEMS FOR RESALE	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5950	Crystal and Glassware Stores	DRAM SQUARE GLASSES	
					414.31	CAD	212.40	GBP								
LONG TERM CARE HOMES & SERVICES	3366-4	2015-02-05	2015-02-06	KEY SOLUTIONS	496.97	CAD	496.97	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	7393	"Detective Agencies, Protective Agencies,"	CALL BELL REPAIRS	
LONG TERM CARE HOMES & SERVICES	3372-3	2015-02-10	2015-02-11	EB INFECTION PREVENTI	75.00	CAD	75.00	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	7399	Business Services - Not Elsewhere Classi	STAFF EDUCATION	
LONG TERM CARE HOMES & SERVICES	3374-3	2015-02-11	2015-02-12	BLUE GIANT EQUIPMENT	390.58	CAD	390.58	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5021	Office and Commercial Furniture	REPAIR LOADING DOCK LIFT	
LONG TERM CARE HOMES & SERVICES	3374-4	2015-02-11	2015-02-12	BLUE GIANT EQUIPMENT	697.78	CAD	697.78	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5021	Office and Commercial Furniture	REPAIR LOADING DOCK LIFT	
LONG TERM CARE HOMES & SERVICES	3382-3	2015-02-17	2015-02-18	ALYPSIS INC	64.42	CAD	64.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5977	Cosmetic Stores	COMPLEMENTARY CARE SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3388-13	2015-02-22	2015-02-23	KEY SOLUTIONS	339.00	CAD	339.00	CAD	2082	HEALTH & SAFETY SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	7393	"Detective Agencies, Protective Agencies,"	CALL BELL REPAIRS	
					"2,063.75"	CAD	"2,063.75"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3357-10	2015-01-30	2015-02-02	FRESHCO 9771	5.74	CAD	5.74	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK, WATER"	
ECONOMIC DEVELOPMENT & CULTURE	3374-5	2015-02-11	2015-02-12	FRESHCO 9771	6.74	CAD	6.74	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM"	
					12.48	CAD	12.48	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3384-5	2015-02-17	2015-02-19	PARAGON INDUSTRIAL PHO	32.77	CAD	32.77	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	7221	Photographic Studios	PRINTING OF PLANS	
					32.77	CAD	32.77	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3368-5	2015-02-05	2015-02-09	K ROSS  CREATIONS	366.69	CAD	366.69	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5971	Art Dealers and Galleries	HAND MADE JEWELLRY	
ECONOMIC DEVELOPMENT & CULTURE	3372-4	2015-02-10	2015-02-11	MONAGUE NATIVE CRAFTS	839.03	CAD	839.03	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5099	Durable Goods Not Elsewhere Classified	HAND MADE SOUVENIRS AND JEWELLRY	
ECONOMIC DEVELOPMENT & CULTURE	3386-8	2015-02-18	2015-02-20	J E HASTINGS LTD	27.31	CAD	27.31	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	CANDY	
ECONOMIC DEVELOPMENT & CULTURE	3386-9	2015-02-18	2015-02-20	J E HASTINGS LTD	450.00	CAD	450.00	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0117	HS-MH-RETAIL-FORT YORK	5441	"Candy, Nut, Confectionery Stores"	CANDY	
ECONOMIC DEVELOPMENT & CULTURE	3386-10	2015-02-19	2015-02-20	J.L. BRADSHAW LTD	374.82	CAD	374.82	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECOR	
ECONOMIC DEVELOPMENT & CULTURE	3386-11	2015-02-19	2015-02-20	CHEEKY BEE	156.23	CAD	156.23	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0117	HS-MH-RETAIL-FORT YORK	7399	Business Services - Not Elsewhere Classi	BEESWAX CANDLES	
ECONOMIC DEVELOPMENT & CULTURE	3390-3	2015-02-20	2015-02-24	PLANT WORLD LIMITED	25.97	CAD	25.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5261	Lawn and Garden Supply Stores	CUT FLORAL GREENS	
					"2,240.05"	CAD	"2,240.05"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3386-12	2015-02-19	2015-02-20	HOOTSUITE MEDIA INC.	14.46	CAD	11.29	USD	4414	ADVERTISING & PROMOTION	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	SOCIAL MEDIA ADVERTISEMENT	
					14.46	CAD	11.29	USD								
ECONOMIC DEVELOPMENT & CULTURE	3388-14	2015-02-21	2015-02-23	THE HOME DEPOT #7030	28.08	CAD	28.08	CAD	2665	PROTECTIVE CLOTHING	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5200	Home Supply Warehouse	SAFE GLASS	
					28.08	CAD	28.08	CAD								
CITY CLERK'S OFFICE	3374-6	2015-02-11	2015-02-12	APL* ITUNES.COM/BILL	65.53	CAD	65.53	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5735	Record Shops	MOTION V5 1.2 SOFTWARE	
CITY CLERK'S OFFICE	3374-7	2015-02-11	2015-02-12	APL* ITUNES.COM/BILL	65.53	CAD	65.53	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5735	Record Shops	COMPRESSOR FOR MAC	
CITY CLERK'S OFFICE	3374-8	2015-02-11	2015-02-12	APL* ITUNES.COM/BILL	395.49	CAD	395.49	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5735	Record Shops	FINAL CUT PRO SOFTWARE FOR MAC SUSTAINMENT	
CITY CLERK'S OFFICE	3378-6	2015-02-13	2015-02-16	PHASE ONE AS	568.84	CAD	445.00	USD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5946	Camera and Photographic Supply Stores	MEDIA PRO MULTI USER	
CITY CLERK'S OFFICE	3378-7	2015-02-13	2015-02-16	DRI *SONIC SOLU	199.98	CAD	199.98	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5734	Computer Software Stores	2 TOAST 12 PRO UPGRADE	
CITY CLERK'S OFFICE	3378-8	2015-02-13	2015-02-16	DRI *SONIC SOLU	99.99	CAD	99.99	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5734	Computer Software Stores	TOAST 12 PRO-ESD UPGRADE	
CITY CLERK'S OFFICE	3378-9	2015-02-13	2015-02-16	DRI *SONIC SOLU	99.99	CAD	99.99	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5734	Computer Software Stores	TOAST 12 TITANIUM-ESD	
CITY CLERK'S OFFICE	3378-10	2015-02-14	2015-02-16	BMT*PUBLICSPACE.NET	51.07	CAD	39.95	USD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5734	Computer Software Stores	BMT MICRO	
CITY CLERK'S OFFICE	3382-4	2015-02-17	2015-02-18	APL* ITUNES.COM/BILL	65.53	CAD	65.53	CAD	3420	COMPUTERS - SOFTWARE	GV0019	PROTOCOL	5735	Record Shops	MOTION VS 1.2 MAC SOFTWARE	
					"1,611.95"	CAD	992.04	CAD								
							484.95	USD								
"PARKS, FORESTRY & RECREATION"	3392-6	2015-02-24	2015-02-25	KOTYCK BROS LIMITED	191.99	CAD	191.99	CAD	2665	PROTECTIVE CLOTHING	P12786	KIPLING YD-S-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	"SAFETY SUPPLIES- GLOVES,LATCH"	
"PARKS, FORESTRY & RECREATION"	3394-13	2015-02-25	2015-02-26	WESTBURNE ONTARIO	106.21	CAD	106.21	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
					298.20	CAD	298.20	CAD								
"PARKS, FORESTRY & RECREATION"	3394-14	2015-02-24	2015-02-26	CDN TIRE STORE #00654	62.08	CAD	62.08	CAD	2715	PAINT SUPPLIES	P00012	TERMINAL-FERRY OPERATIONS	5200	Home Supply Warehouse	PAINTING SUPPLIES	
					62.08	CAD	62.08	CAD								
"PARKS, FORESTRY & RECREATION"	3364-4	2015-02-04	2015-02-05	RCSS WESTON 2800	37.68	CAD	37.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR JR CHEF PROGRAM	
"PARKS, FORESTRY & RECREATION"	3372-5	2015-02-09	2015-02-11	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04349	DOMENICO DILUCA CC - HOLIDAY CAMP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	DEPOSIT - ADMISSION	
"PARKS, FORESTRY & RECREATION"	3374-9	2015-02-11	2015-02-12	RCSS WESTON 2800	167.81	CAD	167.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR JR CHEF PROGRAM	
"PARKS, FORESTRY & RECREATION"	3374-10	2015-02-11	2015-02-12	DOLLAR TREE CANADA STO	50.54	CAD	50.54	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5331	Variety Stores	"CANDIES, DECORATIONS, PRIZES-VALENTINE'S DAY EVENT"	
"PARKS, FORESTRY & RECREATION"	3376-10	2015-02-12	2015-02-13	FORTINOS STORE 98	5.98	CAD	5.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06085	DOMENICO DILUCA CC - SOCIAL PRGM CHILDRE	5411	"Grocery Stores, Supermarkets"	CAKE DECORATIONS	
"PARKS, FORESTRY & RECREATION"	3376-11	2015-02-12	2015-02-13	SCHOOL HOUSE PRODUCTS	102.83	CAD	102.83	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06715	CARMINE STEFANO CC - PROGRAM SUPPORT	5021	Office and Commercial Furniture	CHAIR DOLLY	
"PARKS, FORESTRY & RECREATION"	3384-6	2015-02-18	2015-02-19	RCSS WESTON 2800	35.58	CAD	35.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR JR CHEF PROGRAM	
"PARKS, FORESTRY & RECREATION"	3388-15	2015-02-20	2015-02-23	STAPLES STORE #228	39.30	CAD	39.30	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10329	DOMENICO DILUCA CC - PROGRAM SUPPORT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3394-15	2015-02-25	2015-02-26	RCSS WESTON 2800	49.84	CAD	49.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05896	DOMENICO DILUCA CC - ARTS/VIS/PERF CHILD	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR JR CHEF PROGRAM	
					589.56	CAD	589.56	CAD								
EMPLOYMENT & SOCIAL SERVICES	3357-11	2015-01-29	2015-02-02	WAL-MART # 3031	21.20	CAD	21.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5310	Discount Stores	GROCERIES	
EMPLOYMENT & SOCIAL SERVICES	3376-12	2015-02-12	2015-02-13	NO FRILLS TONY   KATHY	37.32	CAD	37.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR EMPLOYMENT CENTRE WORKSHOPS	
EMPLOYMENT & SOCIAL SERVICES	3392-7	2015-02-23	2015-02-25	NO FRILLS TONY   KATHY	36.97	CAD	36.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR EMPLOYMENT CENTRE WORKSHOPS	
EMPLOYMENT & SOCIAL SERVICES	3396-3	2015-02-26	2015-02-27	COSTCO WHOLESALE W526	20.87	CAD	20.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	C01211	QUEENSWAY ADMIN	5300	Wholesale Clubs	GROCERIES FOR EMPLOYMENT CENTRE WORKSHOPS	
					116.36	CAD	116.36	CAD								
FACILITIES MANAGEMENT DIVISON	3368-6	2015-02-06	2015-02-09	THE HOME DEPOT #7013	86.75	CAD	86.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286037	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  16OZ RUB MAL	
FACILITIES MANAGEMENT DIVISON	3374-11	2015-02-10	2015-02-12	THE HOME DEPOT #7080	25.15	CAD	25.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61287055	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	5/4X6X10 PT	
FACILITIES MANAGEMENT DIVISON	3374-12	2015-02-11	2015-02-12	SPAR MARATHON ROOFING	22.16	CAD	22.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286269	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3382-5	2015-02-17	2015-02-18	METAL SUPERMARKETS (ET	305.18	CAD	305.18	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286497	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3382-6	2015-02-17	2015-02-18	METAL SUPERMARKETS (ET	246.99	CAD	246.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61287438	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3384-7	2015-02-18	2015-02-19	METAL SUPERMARKETS (NO	31.64	CAD	31.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61287438	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3386-13	2015-02-19	2015-02-20	EMBURY CO	"1,689.35"	CAD	"1,689.35"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3396-4	2015-02-25	2015-02-27	THE HOME DEPOT #7080	59.59	CAD	59.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288560	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  CLAMP	
					"2,466.81"	CAD	"2,466.81"	CAD								
"PARKS, FORESTRY & RECREATION"	3374-13	2015-02-10	2015-02-12	WAL-MART #3130	180.58	CAD	180.58	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	P12583	CARMINE STEFANO CC - SOCIAL PRGM YOUTH	5411	"Grocery Stores, Supermarkets"	"**MORE**  SUPPLIES FOR AFTER SCHOOL PROGRAM-JUICE,"	
					180.58	CAD	180.58	CAD								
"PARKS, FORESTRY & RECREATION"	3366-5	2015-02-05	2015-02-06	ACKLANDS-GRAINGER INC	286.25	CAD	286.25	CAD	2665	PROTECTIVE CLOTHING	P00069	S-EAST-PRUNING/REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	"TAPE, 12X60 FT ROLL FOR STEPS"	
"PARKS, FORESTRY & RECREATION"	3382-7	2015-02-17	2015-02-18	A TOWING SERVICE	113.00	CAD	113.00	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P00069	S-EAST-PRUNING/REMOVAL	7549	Towing Services	TOWING SERVICE NOT AVAILABLE THROUGH CONTRACT	
"PARKS, FORESTRY & RECREATION"	3384-8	2015-02-17	2015-02-19	ONEIDA EQUIPMENT LTD	74.17	CAD	74.17	CAD	2199	MISCELLANEOUS PARTS	P00069	S-EAST-PRUNING/REMOVAL	5712	"Equipment, Furniture, and Home Furnishin"	2 CHAINSAW CHAINS	
"PARKS, FORESTRY & RECREATION"	3386-14	2015-02-19	2015-02-20	A TOWING SERVICE	146.90	CAD	146.90	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	P00069	S-EAST-PRUNING/REMOVAL	7549	Towing Services	TOWING SERVICE NOT AVAILABLE THROUGH CONTRACT	
"PARKS, FORESTRY & RECREATION"	3394-16	2015-02-24	2015-02-26	CDN TIRE STORE #00654	55.28	CAD	55.28	CAD	2499	OTHER CHEMICALS	P00069	S-EAST-PRUNING/REMOVAL	5200	Home Supply Warehouse	SPRAY PAINT TO COVER GRAFFITTI	
					675.60	CAD	675.60	CAD								
EMPLOYMENT & SOCIAL SERVICES	3361-3	2015-02-02	2015-02-04	CPC FRANCHISE # 010283	12.41	CAD	12.41	CAD	4805	POSTAGE	C01220	YONGE EGLINTON -ADMIN	9402	Postal Services - Government Only	REGISTERED MAIL-LETTER. TRACKING #102836000410450	
					12.41	CAD	12.41	CAD								
FIRE SERVICES	3368-7	2015-02-06	2015-02-09	HAMPTON INN   SUITES	123.17	CAD	123.17	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FR0026	HUSAR-PROVINCE	3665	Hampton Inn Hotels	HOTEL ACCOMMODATION - PROVINCIAL EXERCISE MTG	
FIRE SERVICES	3372-6	2015-02-09	2015-02-11	ALPHA MARKETING	864.45	CAD	864.45	CAD	2670	UNIFORMS	FR0026	HUSAR-PROVINCE	2741	Miscellaneous Publishing and Printing	SAFETY WORK WEAR	
					987.62	CAD	987.62	CAD								
FACILITIES MANAGEMENT DIVISON	3368-8	2015-02-06	2015-02-09	CHAMBERS   COOKE (1968	65.92	CAD	65.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285891	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SUPPLY MATERIALS	
FACILITIES MANAGEMENT DIVISON	3368-9	2015-02-06	2015-02-09	ABACUS CUSTOM COUNTERT	116.34	CAD	116.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285587	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	SUPPLY MATERIALS	
					182.26	CAD	182.26	CAD								
"PARKS, FORESTRY & RECREATION"	3364-5	2015-02-04	2015-02-05	WATER AND ICE NORTH AM	968.41	CAD	968.41	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	"30""X36"" ELEMENT COVER"	
"PARKS, FORESTRY & RECREATION"	3372-7	2015-02-09	2015-02-11	SP S COMM SWIMMING POO	762.66	CAD	762.66	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5996	Swimming Pools - Sales and Supplies	"SENSORS, BNC CABLES"	
"PARKS, FORESTRY & RECREATION"	3376-13	2015-02-12	2015-02-13	WATER AND ICE NORTH AM	762.75	CAD	762.75	CAD	2535	PLUMBING SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5996	Swimming Pools - Sales and Supplies	30X36 ELEMENT COVER	
"PARKS, FORESTRY & RECREATION"	3386-15	2015-02-18	2015-02-20	BRAFASCO / VAUGHAN	320.75	CAD	320.75	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS TOOLS	
"PARKS, FORESTRY & RECREATION"	3388-16	2015-02-19	2015-02-23	SP S COMM SWIMMING POO	762.66	CAD	762.66	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5996	Swimming Pools - Sales and Supplies	"SENSORS, BNC CABLES"	
					"3,577.23"	CAD	"3,577.23"	CAD								
FACILITIES MANAGEMENT DIVISON	3357-12	2015-01-31	2015-02-02	COSTCO WHOLESALE #159	112.89	CAD	112.89	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FA2174	ADMIN - SAP SPECIAL PROJECT	5300	Wholesale Clubs	STYLUS PENS FOR FIELD STAFF	
FACILITIES MANAGEMENT DIVISON	3388-17	2015-02-20	2015-02-23	ATLASSIAN PTY LTD	128.11	CAD	100.00	USD	3420	COMPUTERS - SOFTWARE	FA2174	ADMIN - SAP SPECIAL PROJECT	5734	Computer Software Stores	SUBSCRIPTION FOR ISSUE LOG TRACKING TOOLBILLING P	
					241.00	CAD	112.89	CAD								
							100.00	USD								
FACILITIES MANAGEMENT DIVISON	3368-10	2015-02-06	2015-02-09	TORONTO PARKING AUTHOR	5.80	CAD	5.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285415	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING ON JOB SITE	
FACILITIES MANAGEMENT DIVISON	3370-5	2015-02-09	2015-02-10	PAUL WOLF ELECTRIC   L	30.86	CAD	30.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61281373	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3384-9	2015-02-18	2015-02-19	PAUL WOLF ELECTRIC   L	49.61	CAD	49.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61287525	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3386-16	2015-02-19	2015-02-20	PAUL WOLF ELECTRIC   L	339.70	CAD	339.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288156	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3392-8	2015-02-23	2015-02-25	THE HOME DEPOT #7080	203.29	CAD	203.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288148	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	FAN HEATER	
FACILITIES MANAGEMENT DIVISON	3394-17	2015-02-25	2015-02-26	THE MASTER GROUP CRANF	104.95	CAD	104.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61287668	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	SUPPLIES	
					734.21	CAD	734.21	CAD								
FACILITIES MANAGEMENT DIVISON	3364-6	2015-02-04	2015-02-05	DOWNTOWN LUMBER   BUIL	36.11	CAD	36.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285732	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3368-11	2015-02-04	2015-02-09	ADDISON'S INC.	598.90	CAD	598.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61285732	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1711	"Air Conditioning, Heating, and Plumbing"	SUPPLIES	
FACILITIES MANAGEMENT DIVISON	3370-6	2015-02-09	2015-02-10	THE MASTER GROUP CRANF	260.21	CAD	260.21	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286599	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	SUPPLIES	
