Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Tr Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
LONG TERM CARE HOMES & SERVICES	3483-5	2015-05-01	2015-05-04	AMAZON.CA PRIME MEMBER	-89.27	CAD	-89.27	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5968	Direct Marketing - Continuity/Subscripti	AMAZON MEMBERSHIP	
LONG TERM CARE HOMES & SERVICES	3506-4	2015-05-15	2015-05-19	FABRICLAND DISTRIBUTOR	"1,822.13"	CAD	"1,822.13"	CAD	4424	CONTRACTED SERVICES - GENERAL	D3A083	BENDALE ACRES-PS-PS	5949	"Fabric, Needlework, Piece Goods, and Sew"	SYMPOSIUM TABLECLOTH MATERIAL	
LONG TERM CARE HOMES & SERVICES	3510-9	2015-05-20	2015-05-21	MIP	865.92	CAD	865.92	CAD	2691	LAUNDRY BAGS	D3A051	BENDALE ACRES-LY-OA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	NYLON LAUNDRY BAGS	
LONG TERM CARE HOMES & SERVICES	3510-10	2015-05-20	2015-05-21	MIP	644.62	CAD	644.62	CAD	2691	LAUNDRY BAGS	D3A051	BENDALE ACRES-LY-OA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	NYLON LAUNDRY BAGS	
LONG TERM CARE HOMES & SERVICES	3520-10	2015-05-27	2015-05-28	COSTCO WHOLESALE W537	119.94	CAD	119.94	CAD	2741	FOOD COSTS	D3A031	BENDALE ACRES-FN-OA	5300	Wholesale Clubs	COSTCO CAKES FOR RESIDENT EVENTS	
					"1,170.01"	CAD	"1,170.01"	CAD								
TORONTO PARAMEDIC SERVICES	3506-5	2015-05-14	2015-05-19	ROGERS CENTRE PARKING	21.00	CAD	21.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7399	Business Services - Not Elsewhere Classi	PARKING FOR PAN AM MEETING	
TORONTO PARAMEDIC SERVICES	3520-11	2015-05-27	2015-05-28	155 QUEENS QUAY	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING FOR PAN AM MEETING	
					33.00	CAD	33.00	CAD								
"PARKS, FORESTRY & RECREATION"	3514-7	2015-05-21	2015-05-25	JJ DOWNS INDUSTRIAL	252.26	CAD	252.26	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	"WHITE PIPE, 2 PVC COUPLING SOC, REPAIR COUPLING"	
					252.26	CAD	252.26	CAD								
"PARKS, FORESTRY & RECREATION"	3512-4	2015-05-20	2015-05-22	MISTER SAFETY SHOES IN	28.19	CAD	28.19	CAD	2665	PROTECTIVE CLOTHING	P00859	ALNESS YD-YARD OPERNS	5661	Shoe Stores	PROTECTIVE EQUIPMENT/SAFETY VEST	
					28.19	CAD	28.19	CAD								
TORONTO PARAMEDIC SERVICES	3516-3	2015-05-25	2015-05-26	EMS CHIEFS OF CANADA.	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46753	OPS - SERVICE DISTRICT 1	8699	"Organizations, Membership - Not Elsewher"	REGISTRATION FEES FOR CONFERENCE	
					224.87	CAD	224.87	CAD								
TORONTO PARAMEDIC SERVICES	3483-6	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	558.48	CAD	448.54	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B46769	MEDICS - DISTRICT 1	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3483-7	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	558.48	CAD	448.54	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B46774	GENERAL OPS MEDICS - DISTRICT 5	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3483-8	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	558.48	CAD	448.54	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B46769	MEDICS - DISTRICT 1	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3483-9	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	558.48	CAD	448.54	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B46774	GENERAL OPS MEDICS - DISTRICT 5	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3483-10	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	279.24	CAD	224.27	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B46754	OPS - SERVICE DISTRICT 5	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3483-11	2015-05-01	2015-05-04	PALOMAR SAN DIEGO	279.24	CAD	224.27	USD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	B15020	DIVISIONAL CHARGES	7011	"Lodging - Hotels, Motels, Resorts - Not"		
TORONTO PARAMEDIC SERVICES	3506-6	2015-05-14	2015-05-19	INTERNATIONAL PLAZA HO	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B15020	DIVISIONAL CHARGES	7523	Automobile Parking Lots and Garages	PARKING	
					"2,806.40"	CAD	14.00	CAD								
							"2,242.70"	USD								
"PARKS, FORESTRY & RECREATION"	3483-12	2015-04-30	2015-05-04	WAL-MART #3159	91.43	CAD	91.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	3501-4	2015-05-13	2015-05-13	ULINE	45.61	CAD	45.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5964	Direct Marketing - Catalog Merchants	POLYETHYLENE APRON 100/CT	
"PARKS, FORESTRY & RECREATION"	3502-4	2015-05-13	2015-05-14	ARDENE # 314	331.94	CAD	331.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11584	OCONNOR CC-SPORTS	5631	Women's Accessory and Specialty Stores	STOMP TEAM COSTUMES	
"PARKS, FORESTRY & RECREATION"	3504-2	2015-05-13	2015-05-15	WAL-MART #3159	119.24	CAD	119.24	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	3506-7	2015-05-16	2015-05-19	ULINE	-45.61	CAD	-45.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5964	Direct Marketing - Catalog Merchants	REFUND	
"PARKS, FORESTRY & RECREATION"	3510-11	2015-05-20	2015-05-21	NOFRILLS DICKIES 752	37.25	CAD	37.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - BREAKFAST PRGM	
"PARKS, FORESTRY & RECREATION"	3512-5	2015-05-22	2015-05-22	ULINE	45.61	CAD	45.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5964	Direct Marketing - Catalog Merchants	POLYETHYLENE APRON 100/CT	
"PARKS, FORESTRY & RECREATION"	3518-9	2015-05-25	2015-05-27	MANHATTAN TROPHIES LIM	65.99	CAD	65.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5941	Sporting Goods Stores	SPORTS PRGM AWARDS	
					691.46	CAD	691.46	CAD								
"PARKS, FORESTRY & RECREATION"	3509-5	2015-05-19	2015-05-20	FOOD BASICS #628	69.90	CAD	69.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PASTA, TOMATO SAUCE, BANANAS,JUICE,BUTTER,CHEESE"	
"PARKS, FORESTRY & RECREATION"	3516-4	2015-05-25	2015-05-26	METRO #35	173.94	CAD	173.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11225	MCGREGOR PARK-SPORTS	5411	"Grocery Stores, Supermarkets"	HOT DOUBLE PIZZAS (7) FOR SPEAKING EVENT	
"PARKS, FORESTRY & RECREATION"	3520-12	2015-05-27	2015-05-28	HENRY'S SCARBOROUGH	282.48	CAD	282.48	CAD	3032	M & E - PHOTOGRAPHIC	P11225	MCGREGOR PARK-SPORTS	5946	Camera and Photographic Supply Stores	ROTOLIGHT AND BATTERY	
"PARKS, FORESTRY & RECREATION"	3520-13	2015-05-27	2015-05-28	FOOD BASICS #628	53.60	CAD	53.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PINEAPPLE, SUGAR,CARROTS,PEPPERS,MILK,BUTTER"	
"PARKS, FORESTRY & RECREATION"	3520-14	2015-05-27	2015-05-28	DESERRES	199.86	CAD	199.86	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12520	RE-SP-CANADA DAY-E CENTRAL	5970	"Artist Supply Stores, Craft Shops"	SNAZAROO FACEPAINT	
					779.78	CAD	779.78	CAD								
CITY CLERK'S OFFICE	3483-13	2015-04-29	2015-05-04	AIR CAN  0142147894826	777.93	CAD	777.93	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	GV0016	ELECTION OPERATIONS	3009	Air Canada	AIRLINE FLIGHT - IACREOT ANNUAL CONFERENCE	
					777.93	CAD	777.93	CAD								
TORONTO PARAMEDIC SERVICES	3499-1	2015-05-11	2015-05-12	EMS CHIEFS OF CANADA.	113.00	CAD	113.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE	
TORONTO PARAMEDIC SERVICES	3499-2	2015-05-11	2015-05-12	EMS CHIEFS OF CANADA.	819.25	CAD	819.25	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE	
TORONTO PARAMEDIC SERVICES	3504-3	2015-05-13	2015-05-15	INTERNATIONAL PLAZA HO	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3506-8	2015-05-14	2015-05-19	INTERNATIONAL PLAZA HO	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46776	MANGERS - HUB ADMIN	7523	Automobile Parking Lots and Garages	PARKING	
TORONTO PARAMEDIC SERVICES	3518-10	2015-05-26	2015-05-27	EMS CHIEFS OF CANADA.	224.87	CAD	224.87	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46776	MANGERS - HUB ADMIN	8699	"Organizations, Membership - Not Elsewher"	CONFERENCE	
					"1,185.12"	CAD	"1,185.12"	CAD								
TORONTO PARAMEDIC SERVICES	3491-4	2015-05-06	2015-05-07	SPICERS CANADA ULC	101.70	CAD	101.70	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	B46754	OPS - SERVICE DISTRICT 5	7338	"Quick Copy, Reproduction, and Blueprinti"	PARCHMENT PAPER	
					101.70	CAD	101.70	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3489-3	2015-05-04	2015-05-06	PAYPAL *CANADIANCOU	45.20	CAD	45.20	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUSINESS & PROFESSIONAL SERVICES	8999	Professional Services - Not Elsewhere Cl	TICKETS TO EVENT.	
ECONOMIC DEVELOPMENT & CULTURE	3489-4	2015-05-04	2015-05-06	PAYPAL *CANADIANCOU	113.00	CAD	113.00	CAD	4760	MEMBERSHIP FEES	ED0057	BUSINESS & PROFESSIONAL SERVICES	8999	Professional Services - Not Elsewhere Cl	MEMBERSHIP RENEWAL	
ECONOMIC DEVELOPMENT & CULTURE	3504-4	2015-05-13	2015-05-15	QUEEN MOTHER CAFE	42.68	CAD	42.68	CAD	4823	MEALS-OUTSIDE LOC'S	ED0057	BUSINESS & PROFESSIONAL SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING WITH EXTERNAL CLIENTS	
					200.88	CAD	200.88	CAD								
"PARKS, FORESTRY & RECREATION"	3502-5	2015-05-12	2015-05-14	QUALITY SEEDS LIMITED	943.55	CAD	943.55	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12136	ALNESS YARD-FORESTRY-PRUNING REMOVAL	5261	Lawn and Garden Supply Stores	GRASS SEED	
					943.55	CAD	943.55	CAD								
MUNICIPAL LICENSING & STANDARDS	3514-8	2015-05-22	2015-05-25	THE SOURCE #50010	261.00	CAD	261.00	CAD	3099	GENERAL EQUIPMENT	PH5048	ENFORCEMENT & MOBILE REPONSE CITY WIDE	5732	Electronic Sales	POWER INVERTERS FOR LAPTOPS	
MUNICIPAL LICENSING & STANDARDS	3516-5	2015-05-25	2015-05-26	ONLINE LEARNING ENTERP	383.52	CAD	383.52	CAD	2082	HEALTH & SAFETY SUPPLIES	PH5030	TAS HEAD OFFICE	8249	"Schools, Trade and Vocational"	2015 OCCUPATIONAL HEALTH & SAFETY ACT GREEN BOOK	
					644.52	CAD	644.52	CAD								
CITY CLERK'S OFFICE	3482-8	2015-04-30	2015-05-01	AMAZON.CA	200.04	CAD	200.04	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0001	SECRETARIAT	4816	Computer Network/Information Services	"12 ROBERT'S RULES OF ORDER, 11TH EDITION"	
					200.04	CAD	200.04	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3491-5	2015-05-06	2015-05-07	HYPERALLERGIC	"1,116.36"	CAD	900.00	USD	4414	ADVERTISING & PROMOTION	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	5691	Men's and Women's Clothing Stores	ADVERTISING	
ECONOMIC DEVELOPMENT & CULTURE	3495-6	2015-05-08	2015-05-11	PAYPAL *AKIMBOARTPR	32.50	CAD	32.50	CAD	4414	ADVERTISING & PROMOTION	AH0035	CD-RP-PROG & COMMITTEE-METRO HALL	8999	Professional Services - Not Elsewhere Cl	ADJUSTMENT FROM LAST MONTH'S TRANSAC. FOR TAXES	
					"1,148.86"	CAD	32.50	CAD								
							900.00	USD								
"PARKS, FORESTRY & RECREATION"	3483-14	2015-05-01	2015-05-04	WAL-MART # 3740	55.44	CAD	55.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5411	"Grocery Stores, Supermarkets"	SNACKS - YOUTH WEEK	
"PARKS, FORESTRY & RECREATION"	3486-7	2015-05-04	2015-05-05	SUNNY FOODMART	55.96	CAD	55.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR KIDS IN THE KITCHEN PRGM	
"PARKS, FORESTRY & RECREATION"	3489-5	2015-05-05	2015-05-06	PAVAO MEATS WHOLESALE	98.00	CAD	98.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5422	"Freezer, Locker Meat Provisioners"	YOUTH WEEK - BBQ MEAT	
"PARKS, FORESTRY & RECREATION"	3493-2	2015-05-06	2015-05-08	SHOPPERSDRUGMART0857	67.00	CAD	67.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P13059	GEN INTRST & CLUBS - EY YOUTH REC STRAT	5912	"Drug Stores, Pharmacies"	YOUTH TICKETS	
"PARKS, FORESTRY & RECREATION"	3495-7	2015-05-08	2015-05-11	DRUMLAND	146.85	CAD	146.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5733	"Music Stores - Musical Instruments, Pian"	DRUM STOOL	
"PARKS, FORESTRY & RECREATION"	3502-6	2015-05-13	2015-05-14	HOBBY WORLD	140.78	CAD	140.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3516-6	2015-05-25	2015-05-26	FORTINO'S (QUEEN'S PLA	11.96	CAD	11.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3518-11	2015-05-26	2015-05-27	DOLLAR TREE #40138	45.44	CAD	45.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5331	Variety Stores	CRAFT SUPPLIES FOR ART ATTACK	
"PARKS, FORESTRY & RECREATION"	3520-15	2015-05-26	2015-05-28	THE HOME DEPOT #7114	156.82	CAD	156.82	CAD	2575	ELECTRICAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  15M CORD	
"PARKS, FORESTRY & RECREATION"	3520-16	2015-05-26	2015-05-28	WAL-MART # 3740	168.72	CAD	168.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES FOR ART ATTACK	
					946.97	CAD	946.97	CAD								
LONG TERM CARE HOMES & SERVICES	3499-3	2015-05-11	2015-05-12	STAPLES STORE #286	45.02	CAD	45.02	CAD	2610	KITCHEN SUPPLIES	D3B031	CASTLEVIEW WYCHWOOD-FN-OA	5943	"Office, School Supply, and Stationery St"	HOLDER FOR SHOW PLATE PHOTO FOR RESIDENT	
LONG TERM CARE HOMES & SERVICES	3510-12	2015-05-19	2015-05-21	CDN TIRE STORE #00150	321.49	CAD	321.49	CAD	4409	CONTR SRV - LANDSCPG	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5200	Home Supply Warehouse	SOIL FOR GARDENING	
LONG TERM CARE HOMES & SERVICES	3520-17	2015-05-27	2015-05-28	LOBLAWS #029	6.78	CAD	6.78	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	VEGETABLES FOR CATERING	
					373.29	CAD	373.29	CAD								
"PARKS, FORESTRY & RECREATION"	3489-6	2015-05-05	2015-05-06	CROSSTOWN BATTERY SALE	222.61	CAD	222.61	CAD	2710	GENERAL HARDWARE	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	BATTERIES	
"PARKS, FORESTRY & RECREATION"	3495-8	2015-05-08	2015-05-11	SNAP ON TOOLS LTD. 600	158.20	CAD	158.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5251	Hardware Stores	SHOP TOOLS - PRYBAR SET	
"PARKS, FORESTRY & RECREATION"	3495-9	2015-05-08	2015-05-11	SNAP ON TOOLS LTD. 600	380.00	CAD	380.00	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET EQUIP	5251	Hardware Stores	2 X HEX SET	
"PARKS, FORESTRY & RECREATION"	3518-12	2015-05-26	2015-05-27	ALPINE LAWN   GARDEN E	72.61	CAD	72.61	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	VALVE SET	
"PARKS, FORESTRY & RECREATION"	3520-18	2015-05-27	2015-05-28	DTC INDUSTRIAL SALES L	114.58	CAD	114.58	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	NOZZEL	
					948.00	CAD	948.00	CAD								
"PARKS, FORESTRY & RECREATION"	3514-9	2015-05-21	2015-05-25	ABLE LOCK SERVICE LTD	203.40	CAD	203.40	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	P12757	W-E COMM GARDENS-PROG SUPPORT	7393	"Detective Agencies, Protective Agencies,"	UNLOCK BUNKER DOOR AND INSTALL DEADBOLT	
					203.40	CAD	203.40	CAD								
"PARKS, FORESTRY & RECREATION"	3493-3	2015-05-06	2015-05-08	BEST BUY.CA # 900	111.86	CAD	111.86	CAD	3050	M & E - KITCHEN	P02461	CUMMER-INSTRL-INDR	5732	Electronic Sales	FRIDGE	
"PARKS, FORESTRY & RECREATION"	3520-19	2015-05-26	2015-05-28	WMT SUPRCTR #1116	31.59	CAD	31.59	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P02613	CUMMER-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	OFFICE SUPPLIES FOR TRAINING	
					143.45	CAD	143.45	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3495-10	2015-05-07	2015-05-11	DESIGNER FABRIC OUTLET	238.69	CAD	238.69	CAD	*****	UNIFORMS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5131	"Piece Goods, Notions, and Other Dry Good"	"FABRIC AND TRIMS, FABRIC FOR COSTUME REPRODUCTION"	
ECONOMIC DEVELOPMENT & CULTURE	3495-11	2015-05-08	2015-05-11	FABRICLAND DISTRIBUTOR	344.90	CAD	344.90	CAD	2670	UNIFORMS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC AND NOTIONS	
ECONOMIC DEVELOPMENT & CULTURE	3506-9	2015-05-15	2015-05-19	FABRIC BY DESIGNERS	94.92	CAD	94.92	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRICS FOR COSTUME REPRODUCTION	
ECONOMIC DEVELOPMENT & CULTURE	3506-10	2015-05-15	2015-05-19	WORLD SEWING MACHINE	20.25	CAD	20.25	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5949	"Fabric, Needlework, Piece Goods, and Sew"	NOTIONS FOR COSTUME REPRODUCTION	
ECONOMIC DEVELOPMENT & CULTURE	3506-11	2015-05-15	2015-05-19	DESIGNER FABRIC OUTLET	54.85	CAD	54.85	CAD	2670	UNIFORMS	AH0101	HS-MH-PUBLIC/COMMUNITY-FORT YORK	5131	"Piece Goods, Notions, and Other Dry Good"	FABRICS FOR COSTUME REPRODUCTION	
					753.61	CAD	753.61	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3493-4	2015-05-07	2015-05-08	METRO #759	21.24	CAD	21.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5411	"Grocery Stores, Supermarkets"	RASPBERRIES AND STRAWBERRIES	
ECONOMIC DEVELOPMENT & CULTURE	3499-4	2015-05-11	2015-05-12	METRO #759	48.68	CAD	48.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"FLOUR, SUGAR, EGGS, BUTTER, COOKING SPRAY, ETC."	
ECONOMIC DEVELOPMENT & CULTURE	3514-10	2015-05-23	2015-05-25	TOR DUNDAS   RUNNYMEDE	18.08	CAD	18.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0102	HS-MH-PUBLIC/COMMUNITY-MACKENZIE	5411	"Grocery Stores, Supermarkets"	FRUIT TRAY	
ECONOMIC DEVELOPMENT & CULTURE	3520-20	2015-05-26	2015-05-28	CDN TIRE STORE #00600	6.20	CAD	6.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5200	Home Supply Warehouse	COAT HOOK	
ECONOMIC DEVELOPMENT & CULTURE	3520-21	2015-05-26	2015-05-28	CDN TIRE STORE #00600	119.19	CAD	119.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0092	HS-MH-PROGRAM SUPPORT-MACKENZIE	5200	Home Supply Warehouse	RACK AND CLOTHES HOOK	
					213.39	CAD	213.39	CAD								
"PARKS, FORESTRY & RECREATION"	3499-5	2015-05-11	2015-05-12	LOWES #03096*	55.36	CAD	55.36	CAD	3080	M & E - HAND TOOLS	P11966	FACILITY OPERATIONS - OURLAND	5200	Home Supply Warehouse	"ROCKWELL 1/2"" HAMMER DRILL"	
"PARKS, FORESTRY & RECREATION"	3502-7	2015-05-13	2015-05-14	NO FRILLS MARIO   SELI	34.48	CAD	34.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3506-12	2015-05-15	2015-05-19	WAL-MART # 3105	37.18	CAD	37.18	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P06786	OURLAND-PRGM SUPPORT	5310	Discount Stores	STORAGE BINS	
					127.02	CAD	127.02	CAD								
LONG TERM CARE HOMES & SERVICES	3482-9	2015-04-27	2015-05-01	HUNTS HEALTHCARE INC	891.44	CAD	891.44	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	REHAB SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3482-10	2015-04-28	2015-05-01	HUNTS HEALTHCARE INC	118.65	CAD	118.65	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	REHAB SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3482-11	2015-04-30	2015-05-01	HUNTS HEALTHCARE INC	645.91	CAD	645.91	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	REHAB SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3491-6	2015-05-06	2015-05-07	PARTY CITY #2011	207.97	CAD	207.97	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	PARTY DECORATIONS	
LONG TERM CARE HOMES & SERVICES	3506-13	2015-05-15	2015-05-19	PARTY CITY #2011	127.55	CAD	127.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	PARTY DECORATIONS	
LONG TERM CARE HOMES & SERVICES	3514-11	2015-05-22	2015-05-25	NORTOWN FOODS	115.25	CAD	115.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5411	"Grocery Stores, Supermarkets"	S&RC PROGRAM KOSHER FOOD	
