Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS element / Order	Cost Centre / WBS element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	3565-5	2015-06-29	2015-07-02	CDN TIRE STORE #00192	45.19	CAD	45.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	FAN
"PARKS, FORESTRY & RECREATION"	3567-3	2015-07-02	2015-07-03	ABRAMS	79.09	CAD	79.09	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	P00409	N-EAST1-TURF&HORT	7549	Towing Services	TOW TRUCK
"PARKS, FORESTRY & RECREATION"	3574-5	2015-07-06	2015-07-08	THE HOME DEPOT #7073	67.78	CAD	67.78	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	"10"" BLADE"
"PARKS, FORESTRY & RECREATION"	3575-1	2015-07-08	2015-07-09	STAPLES STORE #203	67.74	CAD	67.74	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00409	N-EAST1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	BACKPACK
"PARKS, FORESTRY & RECREATION"	3600-8	2015-07-22	2015-07-24	THE HOME DEPOT #7073	100.66	CAD	100.66	CAD	2531	LUMBER	P00264	E-CENTRAL2-TURF&HORT	5200	Home Supply Warehouse	2X10X12SIENN
					360.46	CAD	360.46	CAD							
ECONOMIC DEVELOPMENT & CULTURE	3574-6	2015-07-06	2015-07-08	QUEEN MOTHER CAFE	28.59	CAD	28.59	CAD	4823	MEALS-OUTSIDE LOC'S	AH0068	HS-MH-COMMUNICATION/MKT-METRO HALL	5812	"Eating Places, Restaurants"	BUSINESS MEETING
					28.59	CAD	28.59	CAD							
"PARKS, FORESTRY & RECREATION"	3590-4	2015-07-16	2015-07-17	A BUCK OR TWO #136	12.43	CAD	12.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5310	Discount Stores	"CAMP SUPPLIES - COTTON BALLS, CLOTHES PINS,BALLOON"
					12.43	CAD	12.43	CAD							
ECONOMIC DEVELOPMENT & CULTURE	3575-2	2015-07-08	2015-07-09	CURRY'S ART STORE	125.12	CAD	125.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5970	"Artist Supply Stores, Craft Shops"	"PAPER, PAINTS, PASTELS, MEDIA PAD"
					125.12	CAD	125.12	CAD							
ECONOMIC DEVELOPMENT & CULTURE	3588-4	2015-07-15	2015-07-16	HENDERSON'S REDWARE	227.53	CAD	172.42	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	"BUTTERCHURN, CROCK, PIE PAN"
ECONOMIC DEVELOPMENT & CULTURE	3602-6	2015-07-25	2015-07-27	HISTORICAL EMPORIUM	273.41	CAD	204.80	USD	2670	UNIFORMS	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5631	Women's Accessory and Specialty Stores	**MORE**  TROUSERS
ECONOMIC DEVELOPMENT & CULTURE	3603-2	2015-07-27	2015-07-28	JAS TOWNSEND AND SONS	298.89	CAD	225.00	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	"EMPIRE SHIRT, PIERCED TIN LANTERN, ETC."
ECONOMIC DEVELOPMENT & CULTURE	3605-2	2015-07-28	2015-07-29	JAS TOWNSEND AND SONS	46.25	CAD	35.00	USD	4416	"TRANSFER, HAULAGE AND STORAGE"	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	SHIPPING
					846.08	CAD	637.22	USD							
ECONOMIC DEVELOPMENT & CULTURE	3602-7	2015-07-24	2015-07-27	LOBLAWS #1212	10.45	CAD	10.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	POPCORN AND COOKIES
					10.45	CAD	10.45	CAD							
"PARKS, FORESTRY & RECREATION"	3569-2	2015-07-02	2015-07-06	ALLTURF LTD.	616.12	CAD	616.12	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	FLEX STAKES
"PARKS, FORESTRY & RECREATION"	3574-7	2015-07-07	2015-07-08	TURF CANADA	941.89	CAD	941.89	CAD	2470	FERTILIZERS	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	LIQUID FERTILIZER
"PARKS, FORESTRY & RECREATION"	3578-11	2015-07-09	2015-07-13	NATURE'S CALL	254.25	CAD	254.25	CAD	4995	OTHER EXPENSES	P07646	DON VALLEY-OPERATIONS	4900	"Utilities - Electric, Gas, Sanitary, Wat"	SERVICE CALL SEPTIC TANK
					"1,812.26"	CAD	"1,812.26"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3565-6	2015-06-30	2015-07-02	TORONTO WINDFALL CLOTH	220.00	CAD	220.00	CAD	4760	MEMBERSHIP FEES	F01524	BIRKDALE RES - CLIENT SERVICES	8398	"Organizations, Charitable and Social Ser"	APPLICATION FOR BIRKDALE CLIENTS
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3565-7	2015-06-30	2015-07-02	TORONTO WINDFALL CLOTH	220.00	CAD	220.00	CAD	4760	MEMBERSHIP FEES	F01524	BIRKDALE RES - CLIENT SERVICES	8398	"Organizations, Charitable and Social Ser"	APPLICATION FOR BIRKDALE CLIENTS
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3572-3	2015-07-06	2015-07-07	J  J CRAFTS	692.49	CAD	692.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01530	BIRKDAEL RES CHILDREN'S PROG EXP	5970	"Artist Supply Stores, Craft Shops"	CLIENT- ART AND CRAFT SUPPLIES
					"1,132.49"	CAD	"1,132.49"	CAD							
LONG TERM CARE HOMES & SERVICES	3575-3	2015-07-08	2015-07-09	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS
LONG TERM CARE HOMES & SERVICES	3583-5	2015-07-14	2015-07-15	ALYPSIS INC	103.65	CAD	103.65	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5977	Cosmetic Stores	AROMATHERAPY
LONG TERM CARE HOMES & SERVICES	3592-5	2015-07-16	2015-07-20	GUILDWOOD VILLAGE ANIM	92.67	CAD	92.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	0742	Veterinary Services	GUILDWOOD ANIMAL CLINIC
					293.73	CAD	293.73	CAD							
TORONTO PARAMEDIC SERVICES	3569-3	2015-07-02	2015-07-06	MOUNTAIN EQUIPMENT CO-	833.38	CAD	833.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46830	PAN AM GAMES	5941	Sporting Goods Stores	DUFFLE BAGS-MCI KITS
					833.38	CAD	833.38	CAD							
ECONOMIC DEVELOPMENT & CULTURE	3596-4	2015-07-20	2015-07-22	"TPA/GREEN ""P""      QPL"	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING FOR MEETING
ECONOMIC DEVELOPMENT & CULTURE	3605-3	2015-07-27	2015-07-29	PARKING AUTHORITYOFTOR	17.50	CAD	17.50	CAD	4770	PARKING EXPENSES (INTOWN)	ED0165	ER-INF-TECHNOLOGY SUPPORT-CENTRAL	9399	Government Services - Not Elsewhere Clas	PARKING FOR MEETING
					32.50	CAD	32.50	CAD							
"PARKS, FORESTRY & RECREATION"	3602-8	2015-07-20	2015-07-27	JJ DOWNS INDUSTRIAL	607.34	CAD	607.34	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	IRRIGATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	3602-9	2015-07-21	2015-07-27	JJ DOWNS INDUSTRIAL	901.08	CAD	901.08	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	IRRIGATION SUPPLIES
"PARKS, FORESTRY & RECREATION"	3602-10	2015-07-22	2015-07-27	JJ DOWNS INDUSTRIAL	928.31	CAD	928.31	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	IRRIGATION SUPPLIES
					"2,436.73"	CAD	"2,436.73"	CAD							
TORONTO PARAMEDIC SERVICES	3598-3	2015-07-22	2015-07-23	PRECISE PARKLINK INC	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING
					16.00	CAD	16.00	CAD							
"PARKS, FORESTRY & RECREATION"	3569-4	2015-07-03	2015-07-06	WAL-MART #3159	175.00	CAD	175.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04667	OCONNOR CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3569-5	2015-07-03	2015-07-06	YOUR DOLLAR STORE WITH	93.23	CAD	93.23	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3575-4	2015-07-07	2015-07-09	PAYPAL *ALLSTARINTE	679.14	CAD	679.14	CAD	4118	TICKETS AND ADMISSION FEES	P04667	OCONNOR CC-SUMMER CAMPS	5661	Shoe Stores	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3578-12	2015-07-10	2015-07-13	CINEPLEX 7253     QPS	447.25	CAD	447.25	CAD	4118	TICKETS AND ADMISSION FEES	P04667	OCONNOR CC-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3583-6	2015-07-13	2015-07-15	CDN TIRE STORE #00030	841.21	CAD	841.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5200	Home Supply Warehouse	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3583-7	2015-07-13	2015-07-15	WAL-MART #3159	106.95	CAD	106.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11584	OCONNOR CC-SPORTS	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3592-6	2015-07-17	2015-07-20	WAL-MART #3159	414.54	CAD	414.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3596-5	2015-07-21	2015-07-22	NOFRILLS DICKIES 752	139.37	CAD	139.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04667	OCONNOR CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3598-4	2015-07-21	2015-07-23	YOUR DOLLAR STORE WITH	37.29	CAD	37.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04667	OCONNOR CC-SUMMER CAMPS	5999	Miscellaneous and Specialty Retail Store	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3598-5	2015-07-21	2015-07-23	CDN TIRE STORE #00030	79.09	CAD	79.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5200	Home Supply Warehouse	SUMMER CAMP SUPPLIES
"PARKS, FORESTRY & RECREATION"	3602-11	2015-07-24	2015-07-27	KIDS ZONE FAMILY FUN C	729.05	CAD	729.05	CAD	4118	TICKETS AND ADMISSION FEES	P04667	OCONNOR CC-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP
					"3,742.12"	CAD	"3,742.12"	CAD							
"PARKS, FORESTRY & RECREATION"	3565-8	2015-06-30	2015-07-02	STEPHENSON'S RENT-ALL	112.94	CAD	112.94	CAD	2551	ROAD MATERIALS	P12520	RE-SP-CANADA DAY-E CENTRAL	7394	"Equipment Rental and Leasing Services, F"	SIGNAGE FOR CANADA DAY
"PARKS, FORESTRY & RECREATION"	3567-4	2015-07-02	2015-07-03	STEPHENSON'S RENT-ALL	137.86	CAD	137.86	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12520	RE-SP-CANADA DAY-E CENTRAL	7394	"Equipment Rental and Leasing Services, F"	GENERATOR FOR CANADA DAY
"PARKS, FORESTRY & RECREATION"	3583-8	2015-07-13	2015-07-15	WAL-MART # 1152	9.01	CAD	9.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06666	CURRAN HALL-PRGM SUPPORT	5310	Discount Stores	FREEZIES FOR SKATEBOARD PRMG
"PARKS, FORESTRY & RECREATION"	3590-5	2015-07-16	2015-07-17	MARCHANT'S SCHOOL SPOR	205.61	CAD	205.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06666	CURRAN HALL-PRGM SUPPORT	5941	Sporting Goods Stores	"PUMP, PINNIES, NEEDLES"
					465.42	CAD	465.42	CAD							
PUBLIC HEALTH	3577-11	2015-07-09	2015-07-10	APPLE ONLINE STORE	134.47	CAD	134.47	CAD	4760	MEMBERSHIP FEES	PH1051	INFORMATION TECHNOLOGY	5734	Computer Software Stores	APPLE PROGRAM RENEWAL
					134.47	CAD	134.47	CAD							
TORONTO PARAMEDIC SERVICES	3602-12	2015-07-24	2015-07-27	PARKING PPL	5.00	CAD	5.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - SERVICE DISTRICT 5	7523	Automobile Parking Lots and Garages	PARKING
TORONTO PARAMEDIC SERVICES	3607-2	2015-07-29	2015-07-30	OPIC-CIPO/IC 5156929	50.00	CAD	50.00	CAD	4136	REGISTRAR FEES	B46754	OPS - SERVICE DISTRICT 5	9399	Government Services - Not Elsewhere Clas	REGISTER COPYRIGHT RE HISTORY BOOK
					55.00	CAD	55.00	CAD							
CITY CLERK'S OFFICE	3578-13	2015-07-11	2015-07-13	ARAMARK ROGERS CENTRE	"3,424.15"	CAD	"3,424.15"	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	GV0049	2015 PANAM & PARAPAN GAMES	5811	Caterers	CATERING-PAN AM GAMES OPENING CEREMONIES
					"3,424.15"	CAD	"3,424.15"	CAD							
"PARKS, FORESTRY & RECREATION"	3569-6	2015-07-03	2015-07-06	TOR DUFFERIN   DUPONT	16.05	CAD	16.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3572-4	2015-07-05	2015-07-07	WAL-MART #3106	61.97	CAD	61.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3574-8	2015-07-07	2015-07-08	TOR DUFFERIN   DUPONT	45.67	CAD	45.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3577-12	2015-07-09	2015-07-10	RINX ENTERTAINMENT CEN	593.25	CAD	593.25	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7941	"Athletic Fields, Commercial Sports, Prof"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3577-13	2015-07-09	2015-07-10	RINX ENTERTAINMENT CEN	593.25	CAD	593.25	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7941	"Athletic Fields, Commercial Sports, Prof"	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3583-9	2015-07-14	2015-07-15	TOR DUFFERIN   DUPONT	33.59	CAD	33.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3583-10	2015-07-14	2015-07-15	TOR DUFFERIN   DUPONT	18.36	CAD	18.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3590-6	2015-07-16	2015-07-17	FAMOUS PLAYER 7406QPS	725.00	CAD	725.00	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3590-7	2015-07-16	2015-07-17	FAMOUS PLAYER 7406QPS	396.00	CAD	396.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	7832	Motion Picture Theaters	FOOD FROM CONCESSION
"PARKS, FORESTRY & RECREATION"	3600-9	2015-07-23	2015-07-24	ONTARIO SCIENCE CENTRE	865.60	CAD	865.60	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3600-10	2015-07-23	2015-07-24	ONTARIO SCIENCE CENTRE	-17.60	CAD	-17.60	CAD	4118	TICKETS AND ADMISSION FEES	P04899	WALLACE EMERSON-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	CAMP TRIP REFUND
"PARKS, FORESTRY & RECREATION"	3605-4	2015-07-28	2015-07-29	TOR DUFFERIN   DUPONT	13.36	CAD	13.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BAKE SUPPLIES
"PARKS, FORESTRY & RECREATION"	3607-3	2015-07-29	2015-07-30	PHARMA PLUS DRUGMARTS	54.19	CAD	54.19	CAD	2082	HEALTH & SAFETY SUPPLIES	P04899	WALLACE EMERSON-SUMMER CAMPS	5912	"Drug Stores, Pharmacies"	SUNSCREEN
"PARKS, FORESTRY & RECREATION"	3609-4	2015-07-30	2015-07-31	TOR DUFFERIN   DUPONT	5.28	CAD	5.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04899	WALLACE EMERSON-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	EGGS
					"3,403.97"	CAD	"3,403.97"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	3574-9	2015-07-06	2015-07-08	TORONTO REGION BOARD O	-197.75	CAD	-197.75	CAD	4118	TICKETS AND ADMISSION FEES	ED0057	BUSINESS & PROFESSIONAL SERVICES	8641	"Associations - Civic, Social, and Frater"	TICKET FOR EVENT - REFUND
					-197.75	CAD	-197.75	CAD							
"PARKS, FORESTRY & RECREATION"	3565-9	2015-06-30	2015-07-02	DOLLAR TREE #40138	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5331	Variety Stores	SUMMER CAMP SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3567-5	2015-07-02	2015-07-03	COSTCO WHOLESALE W535	123.73	CAD	123.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5300	Wholesale Clubs	SUMMER CAMP SPECIAL EVENT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3569-7	2015-07-03	2015-07-06	CHUCK E CHEESE     QFF	216.75	CAD	216.75	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	5814	Quick Payment Service - Fast-Food Restau	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3575-5	2015-07-08	2015-07-09	FORTINO'S (QUEEN'S PLA	63.83	CAD	63.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3578-14	2015-07-09	2015-07-13	FAMOUS PLAYERS INC.	102.41	CAD	102.41	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3578-15	2015-07-10	2015-07-13	FAMOUS PLAYER 7408QPS	454.00	CAD	454.00	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3578-16	2015-07-10	2015-07-13	PLANET BOWL	171.56	CAD	171.56	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7933	Bowling Alleys	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3583-11	2015-07-13	2015-07-15	WAL-MART # 3740	145.04	CAD	145.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3590-8	2015-07-16	2015-07-17	MISSISSAUGA VALLEY COM	107.00	CAD	107.00	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P05093	ELMBANK CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	MISSISSAUGA TRANSIT TICKETS
"PARKS, FORESTRY & RECREATION"	3590-9	2015-07-16	2015-07-17	PLAYDIUM MISSISSAUGA	370.84	CAD	370.84	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7994	Video Game Arcades/Establishments	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3592-7	2015-07-17	2015-07-20	ONTARIO SCIENCE CENTRE	553.50	CAD	553.50	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3592-8	2015-07-17	2015-07-20	ONTARIO SCIENCE CENTRE	-16.20	CAD	-16.20	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	REFUD
"PARKS, FORESTRY & RECREATION"	3592-9	2015-07-17	2015-07-20	ONTARIO SCIENCE CENTRE	-11.70	CAD	-11.70	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	7991	Tourist Attractions and Exhibits	REFUND
"PARKS, FORESTRY & RECREATION"	3596-6	2015-07-21	2015-07-22	FORTINO'S (QUEEN'S PLA	73.78	CAD	73.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"CORN STARCH, EGGS, MOZZ CHEESE"
"PARKS, FORESTRY & RECREATION"	3600-11	2015-07-22	2015-07-24	WAL-MART # 3740	25.89	CAD	25.89	CAD	2499	OTHER CHEMICALS	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	BUG REPELLANT
"PARKS, FORESTRY & RECREATION"	3602-13	2015-07-24	2015-07-27	MNR BRONTE CK PROVPRK	109.25	CAD	109.25	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3602-14	2015-07-24	2015-07-27	MNR BRONTE CK PROVPRK	88.50	CAD	88.50	CAD	4118	TICKETS AND ADMISSION FEES	P05093	ELMBANK CC-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	ADMISSION - CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3605-5	2015-07-28	2015-07-29	FORTINO'S (QUEEN'S PLA	30.43	CAD	30.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05093	ELMBANK CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES
"PARKS, FORESTRY & RECREATION"	3605-6	2015-07-28	2015-07-29	DOLLAR TREE #40138	5.55	CAD	5.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05093	ELMBANK CC-SUMMER CAMPS	5331	Variety Stores	SPECIAL EVENT SUPPLIES
					"2,641.00"	CAD	"2,641.00"	CAD							
LONG TERM CARE HOMES & SERVICES	3569-8	2015-07-03	2015-07-06	MISTER CHEMICAL LTD	700.60	CAD	700.60	CAD	2691	LAUNDRY BAGS	D3B051	CASTLEVIEW WYCHWOOD-LY-OA	5169	Chemicals and Allied Products Not Elsewh	GREEN LAUNDRY BAGS
LONG TERM CARE HOMES & SERVICES	3577-14	2015-07-09	2015-07-10	COSTCO.CA   *ONLINE	"1,355.94"	CAD	"1,355.94"	CAD	2010	STATIONERY AND OFFICE SUPPLIES	D3B011	CASTLEVIEW WYCHWOOD-PA-OA	5399	Miscellaneous General Merchandise	PAPER SHREDDER
LONG TERM CARE HOMES & SERVICES	3609-5	2015-07-29	2015-07-31	MISTER CHEMICAL -VAUGH	"2,763.04"	CAD	"2,763.04"	CAD	3025	M & E - JANITORIAL	D3B041	CASTLEVIEW WYCHWOOD-HK-OA	5169	Chemicals and Allied Products Not Elsewh	FLOOR MACHINE RABBIT
					"4,819.58"	CAD	"4,819.58"	CAD							
"PARKS, FORESTRY & RECREATION"	3565-10	2015-06-30	2015-07-02	ALPINE LAWN   GARDEN E	237.79	CAD	237.79	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR
"PARKS, FORESTRY & RECREATION"	3569-9	2015-07-03	2015-07-06	ALPINE LAWN   GARDEN E	104.53	CAD	104.53	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	CARBURATOR
"PARKS, FORESTRY & RECREATION"	3572-5	2015-07-06	2015-07-07	ALPINE LAWN   GARDEN E	133.17	CAD	133.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5261	Lawn and Garden Supply Stores	CARBURATOR
