Divison	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4033-8	2016-05-19	2016-05-24	CDN TIRE STORE #00192	50.90	CAD	50.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07645	DENTONIA-OPERATIONS	5200	Home Supply Warehouse	KEYS	
"PARKS, FORESTRY & RECREATION"	4033-9	2016-05-20	2016-05-24	ALLTURF LTD.	655.40	CAD	655.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	GOLF CARRT FLAGS	
"PARKS, FORESTRY & RECREATION"	4041-8	2016-05-26	2016-05-30	ALLTURF LTD.	449.00	CAD	449.00	CAD	2499	OTHER CHEMICALS	P07646	DON VALLEY-OPERATIONS	0780	Horticultural and Landscaping Services	INSECTICIDE	
"PARKS, FORESTRY & RECREATION"	4043-4	2016-05-30	2016-05-31	U OF G - RIDGETOWN WEB	84.75	CAD	84.75	CAD	4830	PERMIT & LICENSE FEES	P07646	DON VALLEY-OPERATIONS	8220	"Colleges, Universities, Professional Sch"	IPM REGISTRATION	
					"3,782.58"	CAD	"3,782.58"	CAD								
TORONTO PARAMEDIC SERVICES	4023-6	2016-05-12	2016-05-16	INTERNATIONAL PLAZA HO	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	B33100	COMMUNICATION CENTRE OPERATIONS	7523	Automobile Parking Lots and Garages	PARKING - OAPC CONFERENCE	
					14.00	CAD	14.00	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-3	2016-04-29	2016-05-02	"TPA/GREEN ""P""      QPL"	8.25	CAD	8.25	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING	
					8.25	CAD	8.25	CAD								
"PARKS, FORESTRY & RECREATION"	4021-3	2016-05-11	2016-05-13	THE HOME DEPOT #7001	38.28	CAD	38.28	CAD	2535	PLUMBING SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	**MORE**  RT DRN OPNR	
"PARKS, FORESTRY & RECREATION"	4029-5	2016-05-17	2016-05-19	THE HOME DEPOT #7001	103.41	CAD	103.41	CAD	2535	PLUMBING SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	**MORE**  NYLON STRAP	
"PARKS, FORESTRY & RECREATION"	4033-10	2016-05-20	2016-05-24	SOUND BARRIERS	562.74	CAD	562.74	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	TEMPERED GLASS	
"PARKS, FORESTRY & RECREATION"	4033-11	2016-05-20	2016-05-24	CENTENNIAL PLUMBING SU	59.27	CAD	59.27	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS	
"PARKS, FORESTRY & RECREATION"	4033-12	2016-05-20	2016-05-24	CENTENNIAL PLUMBING SU	189.84	CAD	189.84	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS	
"PARKS, FORESTRY & RECREATION"	4033-13	2016-05-20	2016-05-24	CENTENNIAL PLUMBING SU	285.83	CAD	285.83	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	1711	"Air Conditioning, Heating, and Plumbing"	PLUMBING SUPPLIES FOR REPAIRS	
"PARKS, FORESTRY & RECREATION"	4039-5	2016-05-25	2016-05-27	THE HOME DEPOT #7078	92.47	CAD	92.47	CAD	2535	PLUMBING SUPPLIES	P00859	ALNESS YD-YARD OPERNS	5200	Home Supply Warehouse	**MORE**  3/4 ADAPTER	
					"1,331.84"	CAD	"1,331.84"	CAD								
TORONTO PARAMEDIC SERVICES	4020-6	2016-05-12	2016-05-12	UW ACCOUNTS RECEIVABLE	75.00	CAD	75.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B46754	OPS - SERVICE DISTRICT 5	8220	"Colleges, Universities, Professional Sch"	H & S COURSE REGISTRATION	
					75.00	CAD	75.00	CAD								
"PARKS, FORESTRY & RECREATION"	4004-8	2016-05-04	2016-05-04	TORONTO AND REGION CON	-253.00	CAD	-253.00	CAD	4118	TICKETS AND ADMISSION FEES	P04337	OCONNOR CC-HOLIDAY CAMPS	7999	Recreation Services (Not Elsewhere Class	CAMP ADMISSION	
"PARKS, FORESTRY & RECREATION"	4012-8	2016-05-06	2016-05-09	WAL-MART #3159	120.78	CAD	120.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - PILLSBURY SAUSAGES, JUICE"	
"PARKS, FORESTRY & RECREATION"	4039-6	2016-05-26	2016-05-27	NOFRILLS DICKIES 752	23.82	CAD	23.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06074	OCONNOR CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CAMP TRAINING SNACKS - JUICE PACKS	
"PARKS, FORESTRY & RECREATION"	4043-5	2016-05-30	2016-05-31	MANHATTAN TROPHIES LIM	153.85	CAD	153.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01668	OCONNOR CC-PRGM SUPPORT	5941	Sporting Goods Stores	"PROGRAM SUPPLIES - RED RIBBONS,SOCCER/BASKETBALLS"	
					45.45	CAD	45.45	CAD								
CITY CLERK'S OFFICE	4000-4	2016-04-28	2016-05-02	AMCTO	813.60	CAD	813.60	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	GV0016	ELECTION OPERATIONS	7392	"Consulting, Management, and Public Relat"	AMCTO 2016 MUN. CLERKS FORUM-REG FEE	
					813.60	CAD	813.60	CAD								
AFFORDABLE HOUSING OFFICE	4002-3	2016-05-02	2016-05-03	YMCA GTA	45.77	CAD	45.77	CAD	4820	BUSINESS MEETING EXPENSES	H20001	AFFORDABLE HOUSING OFFICE-HSG DEV ADM E	8398	"Organizations, Charitable and Social Ser"	EVALUATION TEAM MEETING	
					45.77	CAD	45.77	CAD								
TORONTO PARAMEDIC SERVICES	4037-4	2016-05-25	2016-05-26	NORKIM DISTRIBUTORS LT	186.45	CAD	186.45	CAD	2792	"BANNERS, FLAGS & SIGNS"	B46700	ALS OPERATIONS	5999	Miscellaneous and Specialty Retail Store	UPDATE MEMORIAL WALL PLATES	
					186.45	CAD	186.45	CAD								
"PARKS, FORESTRY & RECREATION"	4004-9	2016-05-02	2016-05-04	WAL-MART #3106	67.66	CAD	67.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	MATS FOR PROGRAM ROOM	
"PARKS, FORESTRY & RECREATION"	4012-9	2016-05-06	2016-05-09	MICHAELS #3990	204.36	CAD	204.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06376	WALLACE EMERSON-SOCIAL PRGM	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR CRAFTS AND AFTER SCHOOL CLUB	
					272.02	CAD	272.02	CAD								
CITY CLERK'S OFFICE	4021-4	2016-05-12	2016-05-13	TORONTO ARTSCAPE INC	"1,744.10"	CAD	"1,744.10"	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	GV0009	POLICY  COMPLIANCE & EXECUTIVE	7392	"Consulting, Management, and Public Relat"	LOCATION RENTAL	
CITY CLERK'S OFFICE	4023-7	2016-05-13	2016-05-16	TORONTO ARTSCAPE INC	30.00	CAD	30.00	CAD	4530	RENTAL OF PROP. (OTHER THAN OFFICE)	GV0009	POLICY  COMPLIANCE & EXECUTIVE	7392	"Consulting, Management, and Public Relat"	AV TECHNICIAN AT LOCATION RENTAL	
CITY CLERK'S OFFICE	4025-2	2016-05-16	2016-05-17	REI LEXISNEXIS CANADA	181.91	CAD	181.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0001	SECRETARIAT	5942	Book Stores	PURCHASE OF BOOK	
CITY CLERK'S OFFICE	4025-3	2016-05-16	2016-05-17	BKS*BIBLIO BOOK ORDER	23.78	CAD	23.78	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0001	SECRETARIAT	5969	Direct Marketing - Other Direct Marketer	PURCHASE OF BOOK	
					"1,979.79"	CAD	"1,979.79"	CAD								
"PARKS, FORESTRY & RECREATION"	4002-4	2016-05-02	2016-05-03	FORTINO'S (QUEEN'S PLA	26.64	CAD	26.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - FLOUR, SUGAR, MARGARINE"	
"PARKS, FORESTRY & RECREATION"	4002-5	2016-05-02	2016-05-03	PAVAO MEATS WHOLESALE	258.30	CAD	258.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5422	"Freezer, Locker Meat Provisioners"	"PROGRAM SUPPLIES - WIENERS, HOTDOGS, BURGERS"	
"PARKS, FORESTRY & RECREATION"	4002-6	2016-05-02	2016-05-03	PAVAO MEATS WHOLESALE	15.18	CAD	15.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5422	"Freezer, Locker Meat Provisioners"	PROGRAM SUPPLIES - KETCHUP	
"PARKS, FORESTRY & RECREATION"	4010-5	2016-05-04	2016-05-06	WAL-MART # 3740	73.45	CAD	73.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	MOVIES FOR YOUTH WEEK EVENT	
"PARKS, FORESTRY & RECREATION"	4010-6	2016-05-05	2016-05-06	NOFRILLS EMILIANO ANA	34.71	CAD	34.71	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"VANILLA , CHOCOLATE CHIP COOKIES"	
"PARKS, FORESTRY & RECREATION"	4010-7	2016-05-05	2016-05-06	COSTCO WHOLESALE W524	27.55	CAD	27.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5300	Wholesale Clubs	CUPS FOR YOUTH WEEK	
"PARKS, FORESTRY & RECREATION"	4010-8	2016-05-05	2016-05-06	SUNNY FOODMART	81.98	CAD	81.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"MIX VEGGIES, BEEF PATTIES, SPRING ROLLS"	
"PARKS, FORESTRY & RECREATION"	4012-10	2016-05-05	2016-05-09	GIANT TIGER #168	22.02	CAD	22.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5311	Department Stores	"POPCORN, FOR YOUTH WEEK EVENTS"	
"PARKS, FORESTRY & RECREATION"	4012-11	2016-05-06	2016-05-09	FORTINO'S (QUEEN'S PLA	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	WATER BOTTLES	
"PARKS, FORESTRY & RECREATION"	4012-12	2016-05-06	2016-05-09	FORTINO'S (QUEEN'S PLA	30.80	CAD	30.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06776	ELMBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"AVOCADO, NATURAL HONEY"	
"PARKS, FORESTRY & RECREATION"	4020-7	2016-05-12	2016-05-12	ULINE	357.14	CAD	357.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06776	ELMBANK-PRGM SUPPORT	5964	Direct Marketing - Catalog Merchants	6X4' CORK BOARD W/ OAK FRAME	
"PARKS, FORESTRY & RECREATION"	4025-4	2016-05-16	2016-05-17	FORTINO'S (QUEEN'S PLA	14.12	CAD	14.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES FOR KID IN THE KITCHEN	
"PARKS, FORESTRY & RECREATION"	4030-5	2016-05-17	2016-05-20	WAL-MART # 3740	95.80	CAD	95.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06535	ELMBANK CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CUT FABRICS, NEEDLES"	
					"1,064.81"	CAD	"1,064.81"	CAD								
LONG TERM CARE HOMES & SERVICES	4002-7	2016-05-02	2016-05-03	LOBLAWS #029	54.84	CAD	54.84	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	CATERING (ACCREDITATION)	
LONG TERM CARE HOMES & SERVICES	4020-8	2016-05-11	2016-05-12	LOBLAWS #029	15.12	CAD	15.12	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	PINEAPPLE FOR S & S SAUCE	
LONG TERM CARE HOMES & SERVICES	4021-5	2016-05-12	2016-05-13	MEDICAL MART SUPPLIES	426.04	CAD	426.04	CAD	2823	MEDICAL SUPPLIES	D3B144	CASTLEVIEW WYCHWOOD-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DISPLAY ASSEMBLY	
LONG TERM CARE HOMES & SERVICES	4039-7	2016-05-26	2016-05-27	LOBLAWS #029	5.61	CAD	5.61	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	GARLIC SAUCE FOR VOLUNTEER APPRECIATION DINNER	
LONG TERM CARE HOMES & SERVICES	4039-8	2016-05-26	2016-05-27	NOFRILLS FREDDIE 1354	21.01	CAD	21.01	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR VOLUNTEER APPRECIATION DINNER	
					522.62	CAD	522.62	CAD								
"PARKS, FORESTRY & RECREATION"	4000-5	2016-04-29	2016-05-02	ALPINE LAWN   GARDEN E	148.93	CAD	148.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	AUTOCUT HEAD	
"PARKS, FORESTRY & RECREATION"	4000-6	2016-04-29	2016-05-02	COLLINS AUTOMOTIVE PAR	73.63	CAD	73.63	CAD	2401	LUBRICANTS	P00268	E-NORTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	OIL	
"PARKS, FORESTRY & RECREATION"	4002-8	2016-05-02	2016-05-03	ALPINE LAWN   GARDEN E	81.25	CAD	81.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	HEAD	
"PARKS, FORESTRY & RECREATION"	4008-6	2016-05-04	2016-05-05	COLLINS AUTOMOTIVE PAR	251.54	CAD	251.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	FLUID FILM	
"PARKS, FORESTRY & RECREATION"	4010-9	2016-05-05	2016-05-06	ALPINE LAWN   GARDEN E	109.37	CAD	109.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4010-10	2016-05-05	2016-05-06	ALPINE LAWN   GARDEN E	377.13	CAD	377.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4012-13	2016-05-06	2016-05-09	ALPINE LAWN   GARDEN E	638.87	CAD	638.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00038	E-FIELD SERV. 1-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	CHAIN SAW PARTS	
"PARKS, FORESTRY & RECREATION"	4018-2	2016-05-10	2016-05-11	SNAP ON TOOLS LTD. 600	127.19	CAD	127.19	CAD	3080	M & E - HAND TOOLS	P00830	TECH SERV. 1-FLEET EQUIP	5251	Hardware Stores	SHOP TOOLS - SPRING TOOL PUSH PULL	
"PARKS, FORESTRY & RECREATION"	4018-3	2016-05-10	2016-05-11	ALPINE LAWN   GARDEN E	196.45	CAD	196.45	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4020-9	2016-05-11	2016-05-12	ALPINE LAWN   GARDEN E	186.27	CAD	186.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5261	Lawn and Garden Supply Stores	LAWN MOWER PARTS	
"PARKS, FORESTRY & RECREATION"	4020-10	2016-05-11	2016-05-12	PRINCESS AUTO #36	27.10	CAD	27.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HITCH PIN	
"PARKS, FORESTRY & RECREATION"	4023-8	2016-05-13	2016-05-16	ALPINE LAWN   GARDEN E	213.18	CAD	213.18	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00264	E-CENTRAL2-TURF&HORT	5261	Lawn and Garden Supply Stores	TRIMMER PARTS	
"PARKS, FORESTRY & RECREATION"	4023-9	2016-05-13	2016-05-16	DTC INDUSTRIAL SALES L	74.23	CAD	74.23	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00265	E-CENTRAL3-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC HOSE	
"PARKS, FORESTRY & RECREATION"	4041-9	2016-05-27	2016-05-30	FRANKS RADIATOR TORONT	254.25	CAD	254.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00268	E-NORTH2-TURF&HORT	7538	Automotive Service Shops	HYDRAULIC COOLER	
					"2,759.39"	CAD	"2,759.39"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-7	2016-04-28	2016-05-02	FABRIC BY DESIGNERS	175.15	CAD	175.15	CAD	2670	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5085	Industrial Supplies Not Elsewhere Classi	FABRIC	
ECONOMIC DEVELOPMENT & CULTURE	4000-8	2016-04-28	2016-05-02	CHU SHING TEXTILES	14.17	CAD	14.17	CAD	2670	UNIFORMS	AH0094	HS-MH-PROGRAM SUPPORT-SPADINA	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC	
					189.32	CAD	189.32	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4012-14	2016-05-05	2016-05-09	METRO #759	210.92	CAD	210.92	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"FRUIT PLATTER, VEG. PLATTER, CRACKERS, CHEESE"	
ECONOMIC DEVELOPMENT & CULTURE	4012-15	2016-05-06	2016-05-09	METRO #759	15.69	CAD	15.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"VINEGAR, RASPBERRIES"	
ECONOMIC DEVELOPMENT & CULTURE	4021-6	2016-05-12	2016-05-13	METRO #759	30.41	CAD	30.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0074	HS-MH-EDUCATION/OUTRCH-MACKENZIE	5411	"Grocery Stores, Supermarkets"	"FLOUR, SUGAR, MILK, BUTTER, EGGS"	
					257.02	CAD	257.02	CAD								
"PARKS, FORESTRY & RECREATION"	4039-9	2016-05-17	2016-05-27	DOM SPORTS   GAMES	942.65	CAD	942.65	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P13495	YORK CC - PRGM SUPPORT CR	5941	Sporting Goods Stores	"LARGE GAMES. FOAM DISCS, DOMINOS"	
					942.65	CAD	942.65	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-9	2016-04-29	2016-05-02	GINGERBREAD STUDIO	334.48	CAD	334.48	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5971	Art Dealers and Galleries	REPRO STREETCARS FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4000-10	2016-04-29	2016-05-02	METRO #401	65.83	CAD	65.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5411	"Grocery Stores, Supermarkets"	"SPRING WATER, LEMONADE, GRAPES"	
ECONOMIC DEVELOPMENT & CULTURE	4000-11	2016-04-26	2016-05-02	PRETTY VALLEY	-32.77	CAD	-32.77	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	CREDIT FOR DAMAGED ITEM	
ECONOMIC DEVELOPMENT & CULTURE	4010-11	2016-05-04	2016-05-06	CDN TIRE STORE #00019	90.38	CAD	90.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5200	Home Supply Warehouse	"MAG. STAND, DECORATIVE CHAIN, CURTAIN ROD"	
ECONOMIC DEVELOPMENT & CULTURE	4012-16	2016-05-05	2016-05-09	CDN TIRE STORE #00126	84.73	CAD	84.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0076	HS-MH-EDUCATION/OUTRCH-SPADINA	5200	Home Supply Warehouse	"BINS, DRINKING GLASSES"	
ECONOMIC DEVELOPMENT & CULTURE	4021-7	2016-05-12	2016-05-13	ARTIMPORT OF OAKVILLE	125.44	CAD	125.44	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5947	"Card, Gift, Novelty, and Souvenir Shops"	MERCHANDISE FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4029-6	2016-05-18	2016-05-19	FRESHCO 9771	6.34	CAD	6.34	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"MILK, CREAM, PLASTIC BAG"	
ECONOMIC DEVELOPMENT & CULTURE	4030-6	2016-05-13	2016-05-20	THOMAS ALLEN   SON LIM	175.89	CAD	175.89	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0120	HS-MH-RETAIL-SPADINA	5969	Direct Marketing - Other Direct Marketer	MERCHANDISE FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4039-10	2016-05-26	2016-05-27	FRESHCO 9771	86.73	CAD	86.73	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"ICE, VEG DOG, NAPKINS, BUTTER, EGGS"	
					937.05	CAD	937.05	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-12	2016-04-29	2016-05-02	UNITED WELDING PROCESS	"1,310.80"	CAD	"1,310.80"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	CAC069-03	JOHN ST ROUNDHOUSE - 2009	7692	Welding Repair	MANUFATURE OF STEEL NUMBERS	
					"1,310.80"	CAD	"1,310.80"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	4000-13	2016-04-29	2016-05-02	BED BATH   BEYOND 2038	45.19	CAD	45.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5200	Home Supply Warehouse	MORTAR AND PESTLE	
ECONOMIC DEVELOPMENT & CULTURE	4002-9	2016-04-29	2016-05-03	CDN TIRE STORE #00070	138.49	CAD	138.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5200	Home Supply Warehouse	"STORAGE TOTES, DISH SOAP, LADDER, IRONING STARCH"	
ECONOMIC DEVELOPMENT & CULTURE	4016-6	2016-05-09	2016-05-10	BAY STREET MANAGEMENT	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	7523	Automobile Parking Lots and Garages	PARKING	
ECONOMIC DEVELOPMENT & CULTURE	4021-8	2016-05-12	2016-05-13	ARTIMPORT OF OAKVILLE	151.42	CAD	151.42	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0119	HS-MH-RETAIL-COLBORNE L	5947	"Card, Gift, Novelty, and Souvenir Shops"	REPRODUCTION GAMES FOR RESALE	
ECONOMIC DEVELOPMENT & CULTURE	4023-10	2016-05-13	2016-05-16	TINSOLDIERC	"1,400.64"	CAD	"1,400.64"	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0075	HS-MH-EDUCATION/OUTRCH-COLBORNE L	5931	"Second Hand Stores, Used Merchandise Sto"	WHOLESALE REPRODUCTIONS FOR RESALE	
					"1,750.74"	CAD	"1,750.74"	CAD								
"PARKS, FORESTRY & RECREATION"	4010-12	2016-05-05	2016-05-06	NOFRILLS DICKIES 752	27.13	CAD	27.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07686	AGINCOURT-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	4010-13	2016-05-05	2016-05-06	NOFRILLS DICKIES 752	26.43	CAD	26.43	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07686	AGINCOURT-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	4023-11	2016-05-13	2016-05-16	NOFRILLS DICKIES 752	19.47	CAD	19.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07686	AGINCOURT-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASSES	
"PARKS, FORESTRY & RECREATION"	4023-12	2016-05-13	2016-05-16	YOUR DOLLAR STORE WITH	29.95	CAD	29.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07686	AGINCOURT-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	PARTY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4030-7	2016-05-19	2016-05-20	NOFRILLS DICKIES 752	24.88	CAD	24.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07686	AGINCOURT-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR COOKING CLASSES	
