Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	GL Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	3160-5	2014-09-10	2014-09-12	THE BAY #1519	49.72	CAD	49.72	CAD	2580	LABORATORY SUPPLIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5311	Department Stores	T-SHIRTS FOR MOUNTING UNIFORMS	
ECONOMIC DEVELOPMENT & CULTURE	3160-6	2014-09-11	2014-09-12	OMEGA MOULDING COMPANY	-114.13	CAD	-114.13	CAD	4233	PCARD RECOVERIES	AH0056	HS-MH-COLLECTION MGMT-98 ATLANTIC	5719	Miscellaneous House Furnishing Specialty	RUFUND FOR UNAUTHORIZED CHARGE IN AUGUST	
					49.09	CAD	49.09	CAD								
LONG TERM CARE HOMES	3151-2	2014-09-03	2014-09-05	AMAZING PARTY   COSTUM	389.48	CAD	389.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR RESIDENT GALA	
LONG TERM CARE HOMES	3162-8	2014-09-11	2014-09-15	ROOM 217 FOUNDATION	51.81	CAD	51.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3K083	LAKESHORE LODGE-PS-PS	8398	"Organizations, Charitable and Social Ser"	CD'S FOR RESDIENT ACTIVITIES	
					441.29	CAD	441.29	CAD								
"PARKS, FORESTRY & RECREATION"	3153-4	2014-09-04	2014-09-08	CANADA CURLING STONE C	435.05	CAD	435.05	CAD	3099	GENERAL EQUIPMENT	P12542	EAST YORK CURLING-SPEC FACILITIES-OPS	5941	Sporting Goods Stores	CURLING ICE EQUIPMENT	
					435.05	CAD	435.05	CAD								
"PARKS, FORESTRY & RECREATION"	3151-3	2014-09-03	2014-09-05	CDN TIRE STORE #00126	199.85	CAD	199.85	CAD	3050	M & E - KITCHEN	P06685	EARL BALES CC-OPERATIONS	5200	Home Supply Warehouse	MICROWAVE	
"PARKS, FORESTRY & RECREATION"	3247-75	2014-09-08	2014-09-11	D   G VACUUM REPAIR SE	582.72	CAD	582.72	CAD	4233	PCARD RECOVERIES	P03028	BAYVIEW-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-76	2014-09-11	2014-09-12	D   G VACUUM REPAIR SE	-582.72	CAD	-582.72	CAD	4233	PCARD RECOVERIES	P03028	BAYVIEW-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	DISPUTE RESOLUTION	
					199.85	CAD	199.85	CAD								
EMERGENCY MEDICAL SERVICES	3153-5	2014-09-05	2014-09-08	LIGHTNING EQUIPMENT SA	"2,454.09"	CAD	"2,454.09"	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	1731	Electrical Contractors	HAVIS CHARGE GUARD TIMMER	
EMERGENCY MEDICAL SERVICES	3166-5	2014-09-16	2014-09-17	BRADFORD RENTAL SALES	202.95	CAD	202.95	CAD	2710	GENERAL HARDWARE	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	TORCH & BUTANE	
EMERGENCY MEDICAL SERVICES	3166-6	2014-09-16	2014-09-17	BRADFORD RENTAL SALES	17.23	CAD	17.23	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	COOL CUT LUBRICANT STICKS	
EMERGENCY MEDICAL SERVICES	3171-12	2014-09-18	2014-09-22	THE HOME DEPOT #7078	28.21	CAD	28.21	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	LOCK PLUG 20	
EMERGENCY MEDICAL SERVICES	3171-13	2014-09-18	2014-09-22	THE HOME DEPOT #7129	42.31	CAD	42.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B31100	COMMUNICATIONS SYSTEMS SUPPORT	5200	Home Supply Warehouse	LOCK PLUG 20	
					"2,744.79"	CAD	"2,744.79"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3151-4	2014-09-03	2014-09-05	THE HOME DEPOT #7073	56.90	CAD	56.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0155	CD-AM-FACILITY MGMT-CHAPLIN CRESENT	5200	Home Supply Warehouse	**MORE**  STAIN FILLER	
					56.90	CAD	56.90	CAD								
"PARKS, FORESTRY & RECREATION"	3166-7	2014-09-15	2014-09-17	SPIETH-ANDERSON INTERN	351.69	CAD	351.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5046	Commercial Equipment Not Elsewhere Class	GYMNASTIC SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3168-6	2014-09-17	2014-09-18	FUTURE SHOP #602	135.58	CAD	135.58	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P09707	GOULDING CC-INSTRL	5732	Electronic Sales	KEYBOARD	
"PARKS, FORESTRY & RECREATION"	3169-3	2014-09-18	2014-09-19	BEST BUY #956	67.79	CAD	67.79	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P09707	GOULDING CC-INSTRL	5732	Electronic Sales	KEYBOARD FOR KEYBOARD CLAS	
"PARKS, FORESTRY & RECREATION"	3169-4	2014-09-18	2014-09-19	TOYS R US #3571	271.15	CAD	271.15	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P09707	GOULDING CC-INSTRL	5945	"Game, Toy, and Hobby Shops"	KEYBOARD FOR KEYBOARD CLAS	
"PARKS, FORESTRY & RECREATION"	3175-4	2014-09-23	2014-09-24	TDSB-PURCHASING	72.31	CAD	72.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	8299	Educational Services	"GLUE GUN, BEAN BAGS, GLE STICKS"	
"PARKS, FORESTRY & RECREATION"	3177-5	2014-09-24	2014-09-25	IKEA HOME SHOPPING/ECO	179.90	CAD	179.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5712	"Equipment, Furniture, and Home Furnishin"	PRE-SCHOOL PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3181-8	2014-09-26	2014-09-29	NOFRILLS CARLO'S #3925	1.97	CAD	1.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09707	GOULDING CC-INSTRL	5411	"Grocery Stores, Supermarkets"	LEMONADE	
"PARKS, FORESTRY & RECREATION"	3181-9	2014-09-26	2014-09-29	A BUCK OR TWO #136	27.12	CAD	27.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5310	Discount Stores	SUPPLIES FOR SCIENCE CLASS	
"PARKS, FORESTRY & RECREATION"	3181-10	2014-09-26	2014-09-29	D L STEVENSON   SON AR	930.59	CAD	930.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09707	GOULDING CC-INSTRL	5970	"Artist Supply Stores, Craft Shops"	ART CLASS SUPPLIES	
					"2,038.10"	CAD	"2,038.10"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3146-4	2014-09-02	2014-09-03	FOODLAND 6424	77.66	CAD	77.66	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, FRUIT, JUICE / BAKING CUPS"	
ECONOMIC DEVELOPMENT & CULTURE	3247-149	2014-09-05	2014-09-08	FOODLAND 6424	141.11	CAD	141.11	CAD	4233	PCARD RECOVERIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	DISPUTED	
ECONOMIC DEVELOPMENT & CULTURE	3247-150	2014-09-08	2014-09-09	FOODLAND 6424	-141.11	CAD	-141.11	CAD	4233	PCARD RECOVERIES	AH0084	HS-MH-PROGRAM SUPPORT-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	DISPUTE RESOLUTION	
					77.66	CAD	77.66	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3144-9	2014-08-29	2014-09-02	WWW.ONLINEMILTARIA.NET	605.97	CAD	545.62	USD	2670	UNIFORMS	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5611	Men's and Boy's Clothing and Furnishings	"COSTUME - WW1 UNIFORM, HAT, BOOTS"	
ECONOMIC DEVELOPMENT & CULTURE	3168-7	2014-09-17	2014-09-18	NOFRILLS CARLO'S #3925	81.35	CAD	81.35	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR OPENING RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	3169-5	2014-09-17	2014-09-19	CDN TIRE STORE #00126	227.29	CAD	227.29	CAD	2710	GENERAL HARDWARE	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5200	Home Supply Warehouse	"BRACKETS, CLIPS, KITCHEN TOOLS, DEHUMIDIFIER"	
ECONOMIC DEVELOPMENT & CULTURE	3169-6	2014-09-18	2014-09-19	BATA SHOE MUSEUM	42.00	CAD	42.00	CAD	4118	TICKETS AND ADMISSION FEES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	7991	Tourist Attractions and Exhibits	TICKETS FOR FIELD TRIP	
ECONOMIC DEVELOPMENT & CULTURE	3173-3	2014-09-21	2014-09-23	LOBLAWS #1010	61.66	CAD	61.66	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR OPENING RECEPTION	
ECONOMIC DEVELOPMENT & CULTURE	3175-5	2014-09-23	2014-09-24	LA BELLE CLEANERS	18.08	CAD	18.08	CAD	4419	LAUNDRY SERVICES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	7216	Dry Cleaners	DRY CLEANING COSTUME	
ECONOMIC DEVELOPMENT & CULTURE	3177-6	2014-09-24	2014-09-25	LIB ARCHIVES/BIB ARCHI	17.18	CAD	17.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0086	HS-MH-PROGRAM SUPPORT-ZION SCHOO	9399	Government Services - Not Elsewhere Clas	WW1 SERVICE RECORD	
ECONOMIC DEVELOPMENT & CULTURE	3179-5	2014-09-25	2014-09-26	KING TEXTILES	74.38	CAD	74.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5949	"Fabric, Needlework, Piece Goods, and Sew"	FABRIC FOR EXHIBIT	
					"1,127.91"	CAD	521.94	CAD								
							545.62	USD								
ECONOMIC DEVELOPMENT & CULTURE	3151-5	2014-09-04	2014-09-05	LOBLAWS #1212	208.44	CAD	208.44	CAD	*****	FOOD & NON-ALCOHOLIC BEVERAGES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5411	"Grocery Stores, Supermarkets"	"EGGS,BUTTER,SUGAR,CREAM,DISH SOAP,COFFE,PARCHMENT"	
ECONOMIC DEVELOPMENT & CULTURE	3153-6	2014-09-05	2014-09-08	LOBLAWS #1212	4.40	CAD	4.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	CHIPS & GINGERALE FOR FLAPPER PARTY PROGRAM	
					212.84	CAD	212.84	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3181-11	2014-09-26	2014-09-29	PAYPAL *CUI	456.95	CAD	456.95	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0116	BUSINESS ADVISORY AND SUPPORT SERVICES	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGISTRATION FEE	
					456.95	CAD	456.95	CAD								
"PARKS, FORESTRY & RECREATION"	3166-8	2014-09-16	2014-09-17	PAYPAL *PUMPS PLUS	380.67	CAD	380.67	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07646	DON VALLEY-OPERATIONS	8999	Professional Services - Not Elsewhere Cl	SERVICE CALL	
"PARKS, FORESTRY & RECREATION"	3181-12	2014-09-26	2014-09-29	TURF CANADA	986.93	CAD	986.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5998	Tent & Awning Shops	PARTS	
					"1,367.60"	CAD	"1,367.60"	CAD								
LONG TERM CARE HOMES	3151-6	2014-09-03	2014-09-05	SPECTRUM EDUCATIONAL S	2.70	CAD	2.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	PROGRAM SUPPLIES FOR RESIDENTS	
LONG TERM CARE HOMES	3151-7	2014-09-04	2014-09-05	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT ACTIVITY CALENDARS	
LONG TERM CARE HOMES	3151-8	2014-09-04	2014-09-05	SPECTRUM EDUCATIONAL S	74.60	CAD	74.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	PROGRAM SUPPLIES FOR RESIDENTS	
LONG TERM CARE HOMES	3155-1	2014-09-08	2014-09-09	STEVANS SALES  MARKETI	264.41	CAD	264.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3A061	BENDALE ACRES-MT-OA	5712	"Equipment, Furniture, and Home Furnishin"	TACK GLIDES	
LONG TERM CARE HOMES	3171-14	2014-09-20	2014-09-22	WAL-MART #1029	79.33	CAD	79.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES FOR RESIDENTS	
					518.45	CAD	518.45	CAD								
"PARKS, FORESTRY & RECREATION"	3247-39	2014-09-04	2014-09-08	FLORAL DIMENSIONS	375.48	CAD	375.48	CAD	4233	PCARD RECOVERIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-40	2014-09-08	2014-09-09	FLORAL DIMENSIONS	-375.48	CAD	-375.48	CAD	4233	PCARD RECOVERIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	DISPUTE RESOLUTION	
					0.00	CAD	0.00	CAD								
EMERGENCY MEDICAL SERVICES	3148-4	2014-09-03	2014-09-04	155 QUEENS QUAY	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING FOR PAN AM	
EMERGENCY MEDICAL SERVICES	3168-8	2014-09-17	2014-09-18	155 QUEENS QUAY	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7523	Automobile Parking Lots and Garages	PARKING FOR PAN AM	
EMERGENCY MEDICAL SERVICES	3171-15	2014-09-19	2014-09-22	BAY STREET MANAGEMENT	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46830	PAN AM GAMES	7299	Other Services (Not Elsewhere Classified	PARKING FOR PAN AM	
					45.00	CAD	45.00	CAD								
"PARKS, FORESTRY & RECREATION"	3175-6	2014-09-23	2014-09-24	PRINCESS AUTO	130.92	CAD	130.92	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3175-7	2014-09-23	2014-09-24	KOTYCK BROS LIMITED	347.32	CAD	347.32	CAD	2710	GENERAL HARDWARE	P12783	KIPLING YD-N-FAC. & MECH.SVCES	1520	General Contractors - Residential and Co	SHOP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3181-13	2014-09-26	2014-09-29	PRINCESS AUTO	154.61	CAD	154.61	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	ELECTRICAL SUPPLIES	
					632.85	CAD	632.85	CAD								
"PARKS, FORESTRY & RECREATION"	3153-7	2014-09-04	2014-09-08	ONEIDA EQUIPMENT LTD	89.25	CAD	89.25	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00853	ALNESS YD-TRADES	5712	"Equipment, Furniture, and Home Furnishin"	CONTROL BOX COVER	
"PARKS, FORESTRY & RECREATION"	3155-2	2014-09-08	2014-09-09	PROFESSIONAL POWDER CO	565.00	CAD	565.00	CAD	4424	CONTRACTED SERVICES - GENERAL	P00859	ALNESS YD-YARD OPERNS	5051	Metal Service Centers and Offices	POWDER COATING OF CAGE FOR VRA UNIT	
"PARKS, FORESTRY & RECREATION"	3157-2	2014-09-08	2014-09-10	NAPA WOODBRIDGE #759	711.90	CAD	711.90	CAD	2401	LUBRICANTS	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	205 LT DRUM OF 15W40 OIL	
"PARKS, FORESTRY & RECREATION"	3157-3	2014-09-09	2014-09-10	PARMACK ELECTRIC SUPPL	46.10	CAD	46.10	CAD	2575	ELECTRICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5065	Electrical Parts and Equipment	MISC ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3159-7	2014-09-10	2014-09-11	PARMACK ELECTRIC SUPPL	22.04	CAD	22.04	CAD	2575	ELECTRICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5065	Electrical Parts and Equipment	MISC ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3160-7	2014-09-11	2014-09-12	CENTRAL FAIRBANK LUMBE	264.51	CAD	264.51	CAD	2532	STEEL	P00409	N-EAST1-TURF&HORT	5211	"Building Materials, Lumber Stores"	KNOTTY CEDAR	
"PARKS, FORESTRY & RECREATION"	3160-8	2014-09-11	2014-09-12	ONTARIO ACOUSTIC SUPPL	122.94	CAD	122.94	CAD	3320	FIXTURES	P00404	N-CENTRAL-TURF&HORT	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
"PARKS, FORESTRY & RECREATION"	3162-9	2014-09-12	2014-09-15	ONTARIO ACOUSTIC SUPPL	122.94	CAD	122.94	CAD	3320	FIXTURES	P00859	ALNESS YD-YARD OPERNS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
"PARKS, FORESTRY & RECREATION"	3162-10	2014-09-12	2014-09-15	PARMACK ELECTRIC SUPPL	809.08	CAD	809.08	CAD	2575	ELECTRICAL SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5065	Electrical Parts and Equipment	MISC ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3164-3	2014-09-15	2014-09-16	PROFESSIONAL POWDER CO	169.50	CAD	169.50	CAD	4424	CONTRACTED SERVICES - GENERAL	P00404	N-CENTRAL-TURF&HORT	5051	Metal Service Centers and Offices	POWDER COATING OF 6 BRACKETS	
"PARKS, FORESTRY & RECREATION"	3164-4	2014-09-15	2014-09-16	PARMACK ELECTRIC SUPPL	553.70	CAD	553.70	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	MISC ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3168-9	2014-09-16	2014-09-18	THE HOME DEPOT #7078	94.84	CAD	94.84	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5200	Home Supply Warehouse	EVERBILT	
"PARKS, FORESTRY & RECREATION"	3168-10	2014-09-16	2014-09-18	ONEIDA EQUIPMENT LTD	79.01	CAD	79.01	CAD	3080	M & E - HAND TOOLS	P00404	N-CENTRAL-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	"CHAIN SAW BAR, CHAIN"	
"PARKS, FORESTRY & RECREATION"	3168-11	2014-09-17	2014-09-18	TORBRAM ELECTRIC SUPPL	144.61	CAD	144.61	CAD	2575	ELECTRICAL SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5065	Electrical Parts and Equipment	15A BOLT ON GROUND FAULT BREAKER	
"PARKS, FORESTRY & RECREATION"	3177-7	2014-09-23	2014-09-25	NAPA WOODBRIDGE #759	-113.00	CAD	-113.00	CAD	2401	LUBRICANTS	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	REFUND	
					"3,682.42"	CAD	"3,682.42"	CAD								
EMERGENCY MEDICAL SERVICES	3177-8	2014-09-24	2014-09-25	TORONTO PARKING AUTHOR	5.50	CAD	5.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46753	OPS - SERVICE DISTRICT 1	7523	Automobile Parking Lots and Garages	PARKING FOR DESIGN MEETING	
					5.50	CAD	5.50	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3157-4	2014-09-09	2014-09-10	POLLOCKS HM HWRE #1437	20.33	CAD	20.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0093	HS-MH-PROGRAM SUPPORT-COLBORNE L	5251	Hardware Stores	FLASHLIGHT FOR SAFETY & PROGRAMMING.	
ECONOMIC DEVELOPMENT & CULTURE	3171-16	2014-09-18	2014-09-22	THE PRINTING HOUSE #73	50.85	CAD	50.85	CAD	4082	PHOTO/VIDEO SERVICES	AH0103	HS-MH-PUBLIC/COMMUNITY-COLBORNE L	5999	Miscellaneous and Specialty Retail Store	PHOTOS FOR PROGRAMMING	
					71.18	CAD	71.18	CAD								
"PARKS, FORESTRY & RECREATION"	3144-10	2014-08-29	2014-09-02	SHERIDAN NURSERIES UNI	237.25	CAD	237.25	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5261	Lawn and Garden Supply Stores	FALL RUSTIC	
"PARKS, FORESTRY & RECREATION"	3144-11	2014-08-30	2014-09-02	SHERIDAN NURSERIES SCA	237.30	CAD	237.30	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5261	Lawn and Garden Supply Stores	FALL RUSTIC	
"PARKS, FORESTRY & RECREATION"	3148-5	2014-09-03	2014-09-04	SHERIDAN NURSERIES SCA	112.99	CAD	112.99	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5261	Lawn and Garden Supply Stores	FIBRE CLAY CHELSEA CYLINDER	
"PARKS, FORESTRY & RECREATION"	3168-12	2014-09-17	2014-09-18	BUNNING SPLICING   RIG	779.70	CAD	779.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00070	S-WEST-PRUNING/REMOVAL	5085	Industrial Supplies Not Elsewhere Classi	SLING C/U SAFETY HOOKS	
					"1,367.24"	CAD	"1,367.24"	CAD								
"PARKS, FORESTRY & RECREATION"	3166-9	2014-09-15	2014-09-17	CDN TIRE STORE #00654	242.88	CAD	242.88	CAD	2715	PAINT SUPPLIES	P00012	TERMINAL-FERRY OPERATIONS	5200	Home Supply Warehouse	"PAINT BRUSHERS, PAINT RED OXIDE, 3/8"" DRILL"	
					242.88	CAD	242.88	CAD								
"PARKS, FORESTRY & RECREATION"	3166-10	2014-09-16	2014-09-17	AVRON FOODS	644.09	CAD	644.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	5199	Nondurable Goods Not Elsewhere Classifie	LEARN & PLAY CARPET	
"PARKS, FORESTRY & RECREATION"	3173-4	2014-09-22	2014-09-23	CLEANOL	138.99	CAD	138.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	7349	"Cleaning and Maintenance, Janitorial Ser"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3183-1	2014-09-29	2014-09-30	TDSB-PURCHASING	221.29	CAD	221.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06074	OCONNOR CC-SOCIAL PRGM	8299	Educational Services	PROGRAM SUPPLIES	
					"1,004.37"	CAD	"1,004.37"	CAD								
"PARKS, FORESTRY & RECREATION"	3146-5	2014-08-29	2014-09-03	FOOD BASICS #628	6.99	CAD	6.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES - SIMPLY COOKING PROG	
"PARKS, FORESTRY & RECREATION"	3146-6	2014-08-29	2014-09-03	METRO #35	2.55	CAD	2.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01342	ELLESMERE CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES - SIMPLY COOKING PROG	
"PARKS, FORESTRY & RECREATION"	3179-6	2014-09-25	2014-09-26	TDSB-PURCHASING	107.88	CAD	107.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07895	MCGREGOR PARK-SOCIAL PRGM	8299	Educational Services	PROG. SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3181-14	2014-09-26	2014-09-29	WAL-MART #3159	141.51	CAD	141.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07895	MCGREGOR PARK-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SIMPLY COOKING & KITK PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3183-2	2014-09-29	2014-09-30	FUTURE SHOP #52	79.94	CAD	79.94	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P07692	MCGREGOR PARK-PRGM SUPPORT	5732	Electronic Sales	PORTABLE MUSIC PLAYER	
					338.87	CAD	338.87	CAD								
PUBLIC HEALTH	3148-6	2014-09-03	2014-09-04	ISTOCK *INTERNATIONAL	"1,217.29"	CAD	"1,217.29"	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	PH1051	INFORMATION TECHNOLOGY	5971	Art Dealers and Galleries	I STOCK PHOTO	
					"1,217.29"	CAD	"1,217.29"	CAD								
"PARKS, FORESTRY & RECREATION"	3146-7	2014-09-02	2014-09-03	BRENNTAG CANADA INC	833.13	CAD	833.13	CAD	2401	LUBRICANTS	P10908	NY SKI CENTRE-OPERATIONS	5169	Chemicals and Allied Products Not Elsewh	CABLE LUBE	
					833.13	CAD	833.13	CAD								
EMERGENCY MEDICAL SERVICES	3148-7	2014-09-03	2014-09-04	TPA PAYMENT BY WEB (CE	12.50	CAD	12.50	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - SERVICE DISTRICT 5	7523	Automobile Parking Lots and Garages	PARKING - CITY HALL MEETING	
					12.50	CAD	12.50	CAD								
