Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
					"1,565.54"	CAD	"1,565.54"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2943-5	2014-04-02	2014-04-04	THE HOME DEPOT #7073	20.31	CAD	20.31	CAD	2715	PAINT SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	FLAT	
ECONOMIC DEVELOPMENT & CULTURE	2946-8	2014-04-03	2014-04-07	THE HOME DEPOT #7073	24.83	CAD	24.83	CAD	2715	PAINT SUPPLIES	AH0152	CD-AM-FACILITY MGMT-COLBORNE LODGE	5200	Home Supply Warehouse	INT H-G UPW	
ECONOMIC DEVELOPMENT & CULTURE	2951-4	2014-04-09	2014-04-10	HOMESTEAD HOUSE COUNTR	74.57	CAD	74.57	CAD	2715	PAINT SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5231	"Glass, Paint, Wallpaper Stores"	GALLON OIL PRIMER	
ECONOMIC DEVELOPMENT & CULTURE	2954-7	2014-04-10	2014-04-11	LOWES #02640*	40.63	CAD	40.63	CAD	2715	PAINT SUPPLIES	AH0029	CD-AM-FACILITY MGMT-METRO HALL	5200	Home Supply Warehouse	**MORE**  TEFLON ROLLER COVER S/SMOT.3 PK	
ECONOMIC DEVELOPMENT & CULTURE	2962-4	2014-04-16	2014-04-17	POLYTECHNIC HARDWARE	12.37	CAD	12.37	CAD	2715	PAINT SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5251	Hardware Stores	SMALL QUICK DRYING FILLER	
ECONOMIC DEVELOPMENT & CULTURE	2964-14	2014-04-16	2014-04-21	THE HOME DEPOT #7134	28.52	CAD	28.52	CAD	2715	PAINT SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	**MORE**  EXTERIOR	
ECONOMIC DEVELOPMENT & CULTURE	2970-3	2014-04-22	2014-04-24	THE HOME DEPOT #7073	53.05	CAD	53.05	CAD	2715	PAINT SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	**MORE**  INT H-G UPW	
ECONOMIC DEVELOPMENT & CULTURE	2971-5	2014-04-23	2014-04-25	THE HOME DEPOT #7073	35.00	CAD	35.00	CAD	2715	PAINT SUPPLIES	AH0153	CD-AM-FACILITY MGMT-MCKENZIE HOUSE	5200	Home Supply Warehouse	CEILNG PAINT	
					289.28	CAD	289.28	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2958-1	2014-04-14	2014-04-15	STAPLES STORE #263	42.42	CAD	42.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	5943	"Office, School Supply, and Stationery St"	PHOTOGRAPHY PAPER FOR PROGRAM	
					42.42	CAD	42.42	CAD								
TORONTO WATER	2938-6	2014-03-31	2014-04-01	CERLIC ENVIRONMENTAL C	57.35	CAD	50.68	USD	4815	COURIER SERVICES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5085	Industrial Supplies Not Elsewhere Classi	WATER TREATMENT SOLUTIONS	
					57.35	CAD	50.68	USD								
ECONOMIC DEVELOPMENT & CULTURE	2946-9	2014-04-04	2014-04-07	MGD SCREEN PRINTING	"1,909.70"	CAD	"1,909.70"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	7333	"Commercial Art, Graphics, Photography"	T-SHIRTS FOR CULTURAL HOTSPOT	
ECONOMIC DEVELOPMENT & CULTURE	2964-15	2014-04-16	2014-04-21	MGD SCREEN PRINTING	"1,909.70"	CAD	"1,909.70"	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	7333	"Commercial Art, Graphics, Photography"	T-SHIRTS FOR CULTURAL HOTSPOT	
ECONOMIC DEVELOPMENT & CULTURE	2977-4	2014-04-28	2014-04-30	MGD SCREEN PRINTING	463.30	CAD	463.30	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	AH0014	AS-PS-COMMUNITY DEV-METRO HALL	7333	"Commercial Art, Graphics, Photography"	T-SHIRTS FOR CULTURAL HOTSPOT	
					"4,282.70"	CAD	"4,282.70"	CAD								
"PARKS, FORESTRY & RECREATION"	2943-6	2014-04-02	2014-04-04	THE HOME DEPOT #7073	72.22	CAD	72.22	CAD	2570	JANITORIAL SUPPLIES	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	5200	Home Supply Warehouse	**MORE**  ACRYLI PRISM	
"PARKS, FORESTRY & RECREATION"	2977-5	2014-04-28	2014-04-30	STEPHENSON'S RENT-ALL	158.14	CAD	158.14	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P12182	LEASIDE CURLING-SPEC FACILITIES-OPS	7394	"Equipment Rental and Leasing Services, F"	RENTAL-RINK PUMP	
					230.36	CAD	230.36	CAD								
"PARKS, FORESTRY & RECREATION"	2954-8	2014-04-09	2014-04-11	CDN TIRE STORE #00126	123.53	CAD	123.53	CAD	2710	GENERAL HARDWARE	P06686	EDITHVALE CC-OPERATIONS	5200	Home Supply Warehouse	MISC. HARDWARE	
"PARKS, FORESTRY & RECREATION"	2962-5	2014-04-15	2014-04-17	D   G VACUUM REPAIR SE	19.10	CAD	19.10	CAD	2570	JANITORIAL SUPPLIES	P06685	EARL BALES CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	JANITORIAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2962-6	2014-04-15	2014-04-17	D   G VACUUM REPAIR SE	63.51	CAD	63.51	CAD	2570	JANITORIAL SUPPLIES	P06764	FAIRBANK-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	JANITORIAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2962-7	2014-04-15	2014-04-17	D   G VACUUM REPAIR SE	76.39	CAD	76.39	CAD	2570	JANITORIAL SUPPLIES	P07700	GLEN LONG CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	JANITORIAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2964-16	2014-04-16	2014-04-21	ONEIDA EQUIPMENT LTD	187.52	CAD	187.52	CAD	3080	M & E - HAND TOOLS	P07704	MITCHELL FIELD-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	LEAF BLOWER	
"PARKS, FORESTRY & RECREATION"	2964-17	2014-04-16	2014-04-21	CDN TIRE STORE #00119	49.47	CAD	49.47	CAD	2710	GENERAL HARDWARE	P06688	LAWRENCE HGTS CC-OPERATIONS	5200	Home Supply Warehouse	CO ALARM & GAS STABILIZER	
"PARKS, FORESTRY & RECREATION"	2971-6	2014-04-23	2014-04-25	D   G VACUUM REPAIR SE	131.36	CAD	131.36	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07704	MITCHELL FIELD-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	REPAIR TO FLOOR MACHINE	
"PARKS, FORESTRY & RECREATION"	2971-7	2014-04-23	2014-04-25	D   G VACUUM REPAIR SE	283.63	CAD	283.63	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06764	FAIRBANK-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	REPAIR TO FLOOR MACHINE	
"PARKS, FORESTRY & RECREATION"	2973-8	2014-04-24	2014-04-28	CDN TIRE STORE #00126	90.38	CAD	90.38	CAD	2710	GENERAL HARDWARE	P07704	MITCHELL FIELD-OPERATIONS	5200	Home Supply Warehouse	CO ALARM	
					"1,024.89"	CAD	"1,024.89"	CAD								
"PARKS, FORESTRY & RECREATION"	2938-7	2014-03-31	2014-04-01	KOOY BROS LAWN	790.94	CAD	790.94	CAD	3015	M & E - GROUNDS	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	POLE PRUNER	
"PARKS, FORESTRY & RECREATION"	2958-2	2014-04-14	2014-04-15	KOOY BROS LAWN	653.09	CAD	653.09	CAD	2710	GENERAL HARDWARE	P12858	BEACH & WATERFRONT MAINTENANCE	5261	Lawn and Garden Supply Stores	TURF EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	2958-3	2014-04-14	2014-04-15	MOUNTAIN EQUIP CO-OP	479.12	CAD	479.12	CAD	2670	UNIFORMS	P00554	S-WEST 1-TURF&HORT	5655	"Sports Apparel, Riding Apparel Stores"	UNIFORM FOR PARK AMBASSADOR	
"PARKS, FORESTRY & RECREATION"	2958-4	2014-04-14	2014-04-15	MOUNTAIN EQUIP CO-OP	485.90	CAD	485.90	CAD	2670	UNIFORMS	P00554	S-WEST 1-TURF&HORT	5655	"Sports Apparel, Riding Apparel Stores"	UNIFORM FOR PARK AMBASSADOR	
"PARKS, FORESTRY & RECREATION"	2958-5	2014-04-14	2014-04-15	KOOY BROS LAWN	-790.94	CAD	-790.94	CAD	3015	M & E - GROUNDS	P00554	S-WEST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	2970-4	2014-04-23	2014-04-24	ADDMORE OFFICE FURNITU	998.92	CAD	998.92	CAD	3310	FURNISHINGS	P12858	BEACH & WATERFRONT MAINTENANCE	5021	Office and Commercial Furniture	OFFICE FURNITURE	
"PARKS, FORESTRY & RECREATION"	2977-6	2014-04-29	2014-04-30	GLOBALINDUSTRIALCANDA	657.81	CAD	657.81	CAD	2570	JANITORIAL SUPPLIES	P12858	BEACH & WATERFRONT MAINTENANCE	5085	Industrial Supplies Not Elsewhere Classi	CLEANERS	
					"3,274.84"	CAD	"3,274.84"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2939-6	2014-04-01	2014-04-02	LAKESHORE LUMBER	39.54	CAD	39.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	5251	Hardware Stores	HEAVY DUTY HASP	
ECONOMIC DEVELOPMENT & CULTURE	2939-7	2014-04-01	2014-04-02	LAKESHORE LUMBER	1.24	CAD	1.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	AH0030	CD-AM-PROGRAM SUPPORT-METRO HALL	5251	Hardware Stores	"6X2"" CARRIAGE BOLTS (1/4"")"	
					40.78	CAD	40.78	CAD								
"PARKS, FORESTRY & RECREATION"	2939-8	2014-03-31	2014-04-02	DESERRES	42.35	CAD	42.35	CAD	2715	PAINT SUPPLIES	P01568	GOULDING CC-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	OIL PAINT CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2975-3	2014-04-25	2014-04-29	CDN TIRE STORE #00126	352.53	CAD	352.53	CAD	2610	KITCHEN SUPPLIES	P04600	GOULDING CC-SPORTS CAMPS	5200	Home Supply Warehouse	KETTLE/KITCHEN SUPPLIES	
					394.88	CAD	394.88	CAD								
"PARKS, FORESTRY & RECREATION"	2951-5	2014-04-08	2014-04-10	MISTER SAFETY SHOES IN	652.35	CAD	652.35	CAD	2665	PROTECTIVE CLOTHING	P00415	N-WEST3-TURF&HORT	5661	Shoe Stores	OBERBOOTS	
"PARKS, FORESTRY & RECREATION"	2968-2	2014-04-22	2014-04-23	MONARCH PAINTS	407.25	CAD	407.25	CAD	2715	PAINT SUPPLIES	P00415	N-WEST3-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT FOR EMERGENCY PAINT OVER	
"PARKS, FORESTRY & RECREATION"	2973-9	2014-04-24	2014-04-28	BARBER SPORT SURFACES	597.77	CAD	597.77	CAD	3320	FIXTURES	P00415	N-WEST3-TURF&HORT	5941	Sporting Goods Stores	"TENNIS POSTS, CABLE"	
"PARKS, FORESTRY & RECREATION"	2977-7	2014-04-28	2014-04-30	THE HOME DEPOT #7129	32.11	CAD	32.11	CAD	2710	GENERAL HARDWARE	P00415	N-WEST3-TURF&HORT	5200	Home Supply Warehouse	**MORE**  TARP STRAP	
					"1,689.48"	CAD	"1,689.48"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2942-5	2014-04-02	2014-04-03	J FS RESTAURANT EQUIPM	152.55	CAD	152.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	7394	"Equipment Rental and Leasing Services, F"	INDUCTION COOKER	
ECONOMIC DEVELOPMENT & CULTURE	2942-6	2014-04-02	2014-04-03	FOODLAND #6424	583.83	CAD	583.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, FRUITS, TOFU, VINEGAR, NUTS, MILK, RIC"	
ECONOMIC DEVELOPMENT & CULTURE	2942-7	2014-04-02	2014-04-03	FOODLAND #6424	294.02	CAD	294.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CREAM, CHEESE, FRUIT, EGGS, GRANOLA, YOGURT, COOKI"	
ECONOMIC DEVELOPMENT & CULTURE	2946-10	2014-04-04	2014-04-07	DELYEA PIANOS INC.	310.75	CAD	310.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO DOLLIES	
ECONOMIC DEVELOPMENT & CULTURE	2951-6	2014-04-09	2014-04-10	LOBLAWS #1174	49.18	CAD	49.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"CREAM, FRUIT, JUICE"	
ECONOMIC DEVELOPMENT & CULTURE	2956-7	2014-04-13	2014-04-14	DELYEA PIANOS INC.	132.21	CAD	132.21	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5733	"Music Stores - Musical Instruments, Pian"	PIANO TUNING	
ECONOMIC DEVELOPMENT & CULTURE	2958-6	2014-04-14	2014-04-15	LOBLAWS 1099	111.80	CAD	111.80	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	FLOUR	
ECONOMIC DEVELOPMENT & CULTURE	2962-8	2014-04-16	2014-04-17	FOODLAND #6424	328.63	CAD	328.63	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"OJ, SYRUP, MILK, HONEY, CREAM / BAKING CUPS, TAPE,"	
ECONOMIC DEVELOPMENT & CULTURE	2962-9	2014-04-16	2014-04-17	FOODLAND #6424	47.55	CAD	47.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"ICING SUGAR, FRUITS, VEGETABLES"	
ECONOMIC DEVELOPMENT & CULTURE	2964-18	2014-04-17	2014-04-21	FOODLAND #6424	11.97	CAD	11.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	WATER	
ECONOMIC DEVELOPMENT & CULTURE	2970-5	2014-04-23	2014-04-24	JC FRAMING LTD	"2,542.50"	CAD	"2,542.50"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5999	Miscellaneous and Specialty Retail Store	PICTURE FRAMES FOR EXHIBIT	
ECONOMIC DEVELOPMENT & CULTURE	2970-6	2014-04-23	2014-04-24	FOODLAND #6424	131.27	CAD	131.27	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0115	HS-MH-RETAIL-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"YOGURT, CHEESE, FRUITS, CREAM, JUICE, MILK"	
ECONOMIC DEVELOPMENT & CULTURE	2970-7	2014-04-23	2014-04-24	FOODLAND #6424	102.13	CAD	102.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, JUICE, SPICES, MILK, FRUITS, YOGURT, F"	
ECONOMIC DEVELOPMENT & CULTURE	2970-8	2014-04-23	2014-04-24	FOODLAND #6424	99.20	CAD	99.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5411	"Grocery Stores, Supermarkets"	"VEGETABLES, COFFEE, BEEF BROTH"	
ECONOMIC DEVELOPMENT & CULTURE	2975-4	2014-04-28	2014-04-29	ADVANCE SHIPPING SUPPL	"1,236.85"	CAD	"1,236.85"	CAD	3099	GENERAL EQUIPMENT	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5085	Industrial Supplies Not Elsewhere Classi	STEEL SHELVING	
ECONOMIC DEVELOPMENT & CULTURE	2977-8	2014-04-29	2014-04-30	PFW COUNTRY STORE INTE	338.37	CAD	338.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0098	HS-MH-PUBLIC/COMMUNITY-MONTGOMERY	5995	Pet Shops - Pet Food and Supplies	FIRE WOOD & KINDLING	
					"6,472.81"	CAD	"6,472.81"	CAD								
"PARKS, FORESTRY & RECREATION"	2939-9	2014-03-31	2014-04-02	THE HOME DEPOT #7129	49.71	CAD	49.71	CAD	3080	M & E - HAND TOOLS	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	5LB PICK HND	
"PARKS, FORESTRY & RECREATION"	2951-7	2014-04-08	2014-04-10	CDN TIRE STORE #00192	31.62	CAD	31.62	CAD	2570	JANITORIAL SUPPLIES	P10908	NY SKI CENTRE-OPERATIONS	5200	Home Supply Warehouse	OIL LIFT DEGREASER CLEANER	
					81.33	CAD	81.33	CAD								
"PARKS, FORESTRY & RECREATION"	2975-5	2014-04-28	2014-04-29	IKEA NORTH YORK	27.07	CAD	27.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02481	NORTHVIEW SS-INSTRL-INDR	5712	"Equipment, Furniture, and Home Furnishin"	4 PKGS OF TABLE BUMPERS	
					27.07	CAD	27.07	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2954-9	2014-04-10	2014-04-11	MARY MAXIM	11.26	CAD	11.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	YARN	
ECONOMIC DEVELOPMENT & CULTURE	2956-8	2014-04-11	2014-04-14	CPC/SCP #388556	96.05	CAD	96.05	CAD	4805	POSTAGE	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	9402	Postal Services - Government Only	STAMPS	
ECONOMIC DEVELOPMENT & CULTURE	2956-9	2014-04-12	2014-04-14	LOBLAWS #1010	35.94	CAD	35.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0096	HS-MH-PUBLIC/COMMUNITY-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	APPLE CIDER	
ECONOMIC DEVELOPMENT & CULTURE	2956-10	2014-04-12	2014-04-14	MARY MAXIM	48.31	CAD	48.31	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5945	"Game, Toy, and Hobby Shops"	YARN	
					191.56	CAD	191.56	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2939-10	2014-03-31	2014-04-02	MCRAE IMAGING INC	"1,039.60"	CAD	"1,039.60"	CAD	2792	"BANNERS, FLAGS & SIGNS"	ED0150	EDC MARKETING TACTICS	2741	Miscellaneous Publishing and Printing	INSTALL & DISMANTLE OF BOOTH	
ECONOMIC DEVELOPMENT & CULTURE	2948-3	2014-04-07	2014-04-08	P T P / XTRA	"1,152.26"	CAD	"1,152.26"	CAD	4414	ADVERTISING & PROMOTION	ED0150	EDC MARKETING TACTICS	5968	Direct Marketing - Continuity/Subscripti	ADVERTISING	
					"2,191.86"	CAD	"2,191.86"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2938-8	2014-03-31	2014-04-01	LOBLAWS #1212	16.43	CAD	16.43	CAD	*****	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	LEMONADE / DISHWASH SOAP	
ECONOMIC DEVELOPMENT & CULTURE	2948-4	2014-04-06	2014-04-08	SHOPPERS DRUG MART0836	5.73	CAD	5.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5912	"Drug Stores, Pharmacies"	"EGGS, BUTTER"	
ECONOMIC DEVELOPMENT & CULTURE	2950-6	2014-04-08	2014-04-09	LOBLAWS #1212	7.44	CAD	7.44	CAD	*****	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5411	"Grocery Stores, Supermarkets"	LEMONADE / CREAM	
ECONOMIC DEVELOPMENT & CULTURE	2954-10	2014-04-10	2014-04-11	LOBLAWS #1212	7.34	CAD	7.34	CAD	2740	"CONC, SNACKBAR/GIFTSHOP FOOD ITEMS&SUP"	AH0120	HS-MH-RETAIL-SPADINA	5411	"Grocery Stores, Supermarkets"	"CREAM, MILK"	
ECONOMIC DEVELOPMENT & CULTURE	2960-5	2014-04-15	2014-04-16	LOBLAWS #1212	2.14	CAD	2.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	POTATO CHIPS	
ECONOMIC DEVELOPMENT & CULTURE	2973-10	2014-04-26	2014-04-28	LOBLAWS #1212	6.66	CAD	6.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0104	HS-MH-PUBLIC/COMMUNITY-SPADINA	5411	"Grocery Stores, Supermarkets"	BUTTER	
					45.74	CAD	45.74	CAD								
"PARKS, FORESTRY & RECREATION"	2948-5	2014-04-04	2014-04-08	CDN TIRE STORE #00070	121.99	CAD	121.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5200	Home Supply Warehouse	ADMIN KITS FOR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2948-6	2014-04-04	2014-04-08	CDN TIRE STORE #00152	69.99	CAD	69.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5200	Home Supply Warehouse	ADMIN KITS FOR SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2948-7	2014-04-05	2014-04-08	CDN TIRE STORE #00152	-2.26	CAD	-2.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10549	Y-REC SUPER3-PRGM SUPPORT	5200	Home Supply Warehouse	REFUND - RETURN OF GR. CARD	
					189.72	CAD	189.72	CAD								
"PARKS, FORESTRY & RECREATION"	2939-11	2014-04-01	2014-04-02	PRINCESS AUTO #36	140.10	CAD	140.10	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	3 PC FUNNELS	
"PARKS, FORESTRY & RECREATION"	2939-12	2014-04-01	2014-04-02	ALPINE LAWN   GARDEN E	31.47	CAD	31.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	CHAINSAW PARTS	
"PARKS, FORESTRY & RECREATION"	2964-19	2014-04-16	2014-04-21	CDN TIRE STORE #00192	64.38	CAD	64.38	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	HARDWARE	
"PARKS, FORESTRY & RECREATION"	2973-11	2014-04-24	2014-04-28	REIST INDUSTRIES	500.57	CAD	500.57	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5046	Commercial Equipment Not Elsewhere Class	"LANDSCAPER PARTS-HARROW TEETH,ICE BLADE"	
"PARKS, FORESTRY & RECREATION"	2975-6	2014-04-25	2014-04-29	CDN TIRE STORE #00192	90.38	CAD	90.38	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	RATCHET	
					826.90	CAD	826.90	CAD								
LONG TERM CARE HOMES	2939-13	2014-03-31	2014-04-02	PARTY CITY #2010	131.30	CAD	131.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECORATIONS FOR RESIDENT PARTIES	
LONG TERM CARE HOMES	2939-14	2014-04-01	2014-04-02	MR PRINTER	97.41	CAD	97.41	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3A083	BENDALE ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT CALENDARS PRINTING	
LONG TERM CARE HOMES	2962-10	2014-04-15	2014-04-17	SETON	86.84	CAD	86.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5099	Durable Goods Not Elsewhere Classified	22IN CUT RESISTANT KEVLAR SLEEVE	
LONG TERM CARE HOMES	2966-1	2014-04-21	2014-04-22	SPECTRUM EDUCATIONAL S	104.30	CAD	104.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3A083	BENDALE ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	EDUCATION BOOKS/CD'S	
LONG TERM CARE HOMES	2977-9	2014-04-28	2014-04-30	CUSTOM DOOR   LOCK SER	203.78	CAD	203.78	CAD	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	D3A061	BENDALE ACRES-MT-OA	5533	"Automotive Parts, Accessories Stores"	2-MEDECO KEYS	
					623.63	CAD	623.63	CAD								
"PARKS, FORESTRY & RECREATION"	2971-8	2014-04-24	2014-04-25	MGS HORTICULTURAL INC	729.87	CAD	729.87	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00113	ALLAN GDNS CONS-PLANT PRODUCTION	5261	Lawn and Garden Supply Stores	WHITE WASH FOR GREENHOUSE GLASS	
					729.87	CAD	729.87	CAD								
EMERGENCY MEDICAL SERVICES	2939-15	2014-03-31	2014-04-02	CAR PARK MANAGEMENT SE	25.00	CAD	25.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - SERVICE DISTRICT 5	7523	Automobile Parking Lots and Garages	PARKING - BARGAINING	
EMERGENCY MEDICAL SERVICES	2939-16	2014-03-31	2014-04-02	CAR PARK MANAGEMENT SE	7.00	CAD	7.00	CAD	4770	PARKING EXPENSES (INTOWN)	B46754	OPS - SERVICE DISTRICT 5	7523	Automobile Parking Lots and Garages	PARKING - BARGAINING	
